date,open,high,low,Close,vol,MACD_Hist,MACD,MACD_Signal,Real Lower Band,Real Upper Band,Real Middle Band,RSI,SMA,SMA,ROC,CCI,DX,crossover
2012-07-27,35.79,36.47,35.55,29.134951113,1149800.0,0.1344,0.2825,0.148,25.8356,29.6507,27.7431,59.8101,28.135,27.4652,4.9799,136.7448,8.5655,True
2012-07-30,36.32,36.7,35.72,29.0059283569,1204400.0,0.1575,0.3448,0.1874,25.8311,29.6608,27.7459,58.8141,28.3737,27.6093,2.1146,134.8301,9.2376,True
2012-07-31,36.24,37.64,36.22,29.7558731268,2359700.0,0.2098,0.4496,0.2398,25.7269,29.8786,27.8028,62.684,28.8124,27.7958,4.0066,163.8665,11.9282,True
2012-08-01,37.11,37.12,36.41,29.5865307594,1542300.0,0.2186,0.5131,0.2945,25.6657,30.0165,27.8411,61.2907,29.2124,27.9888,3.6872,149.6166,11.9282,True
2012-08-02,36.35,37.14,36.1,29.4655719255,1315100.0,0.2022,0.5473,0.345,25.6193,30.1403,27.8798,60.2655,29.3898,28.2017,3.2814,138.0019,10.8078,True
2012-08-03,37.15,37.46,36.67,29.9252154942,1433300.0,0.2076,0.6045,0.3969,25.5568,30.4149,27.9858,62.7989,29.5478,28.4146,5.4617,154.4138,11.7353,True
2012-08-06,37.19,37.44,37.0,29.8929598051,1130300.0,0.1944,0.6399,0.4455,25.6334,30.6431,28.1383,62.4993,29.7252,28.6474,8.2112,152.7142,11.7353,True
2012-08-07,37.28,37.63,37.06,30.1590692396,1542400.0,0.1888,0.6816,0.4927,25.708,30.8887,28.2983,64.0167,29.8059,28.8817,10.4491,155.6119,12.2952,True
2012-08-08,37.46,37.7,37.25,30.2235806177,1717300.0,0.1751,0.7116,0.5365,25.8653,31.0846,28.4749,64.391,29.9333,29.0801,12.3696,154.9938,12.5032,True
2012-08-09,37.04,37.57,37.01,30.0945578616,999600.0,0.1442,0.7167,0.5726,26.1724,31.1597,28.666,62.9871,30.0591,29.1489,13.883,141.9402,11.5806,True
2012-08-10,37.23,37.43,36.77,29.9574711832,1466200.0,0.1032,0.7016,0.5984,26.4399,31.2147,28.8273,61.4617,30.0655,29.2495,12.5714,129.8177,10.6578,True
2012-08-13,37.15,37.15,36.09,29.2478460246,2111600.0,0.0215,0.6252,0.6037,26.8538,31.0855,28.9696,54.1838,29.9365,29.3452,12.2696,100.5948,8.0822,True
2012-08-14,36.73,36.77,35.98,29.1510789575,2432400.0,-0.0426,0.5505,0.5931,27.268,30.9221,29.095,53.2624,29.7349,29.4511,10.691,89.1293,7.6699,False
2012-08-15,36.05,36.63,36.0,29.4978276146,1598400.0,-0.0638,0.5133,0.5771,27.5834,30.8316,29.2075,56.127,29.5898,29.5785,7.5771,90.8749,7.6699,False
2012-08-16,36.7,37.14,36.7,29.763937049,2588100.0,-0.062,0.4996,0.5616,27.6023,30.8829,29.2426,58.2319,29.5236,29.6575,2.033,111.3025,9.3283,False
2012-08-17,37.75,37.88,36.4,29.7074895932,2998500.0,-0.0664,0.4786,0.545,27.6955,30.9155,29.3055,57.6038,29.4736,29.6957,5.2222,112.6844,11.6693,False
2012-08-20,36.95,36.95,35.41,28.9978644347,2546800.0,-0.1159,0.4001,0.516,27.8981,30.8315,29.3648,50.2963,29.4236,29.6951,6.1782,66.6986,7.8798,False
2012-08-21,36.0,36.56,35.7,29.3365491694,1923100.0,-0.1239,0.3611,0.485,28.241,30.666,29.4535,53.3242,29.4607,29.6672,4.1892,69.2614,7.8798,False
2012-08-22,36.25,36.68,36.04,29.4252523143,1325100.0,-0.1213,0.3335,0.4547,28.6854,30.4054,29.5454,54.1087,29.4462,29.6564,5.554,75.3581,8.27,False
2012-08-23,36.24,36.3,35.72,29.0462479682,1206000.0,-0.1415,0.2778,0.4193,28.794,30.3435,29.5688,50.2429,29.3027,29.6285,1.5953,55.0985,7.0405,False
2012-08-24,36.02,36.34,35.84,29.070439735,1303000.0,-0.1491,0.233,0.3821,28.7831,30.348,29.5656,50.4848,29.1753,29.5715,-0.3565,55.9574,7.1745,False
2012-08-27,36.07,36.13,35.64,28.8446499118,1330600.0,-0.1639,0.1771,0.3411,28.7492,30.3658,29.5575,48.1439,29.1446,29.5016,-1.5531,42.9073,6.3946,False
2012-08-28,35.83,36.42,35.68,29.2478460246,1532000.0,-0.142,0.1636,0.3056,28.7185,30.3457,29.5321,52.3695,29.1269,29.4408,-3.2412,54.0986,7.3883,False
2012-08-29,36.39,36.86,36.22,29.5139554591,1195200.0,-0.1066,0.1723,0.2789,28.7152,30.3417,29.5285,54.9645,29.1446,29.3935,-0.7004,74.2513,8.8809,False
2012-08-30,36.5,36.5,35.85,29.0462479682,1367100.0,-0.1113,0.1399,0.2511,28.6676,30.3474,29.5075,49.85,29.1446,29.3236,-1.7232,49.4091,7.4007,False
2012-08-31,36.29,36.8,35.91,29.4897636923,1326600.0,-0.0823,0.1482,0.2305,28.668,30.3034,29.4857,54.1817,29.2285,29.2925,-1.7619,63.8872,8.4271,False
2012-09-04,36.37,36.59,35.33,28.9414169789,2152700.0,-0.0969,0.1094,0.2063,28.6101,30.2662,29.4382,48.6188,29.2478,29.272,-2.2703,35.2511,6.1144,False
2012-09-05,35.61,35.62,35.05,28.3688784987,1618400.0,-0.1395,0.032,0.1714,28.4664,30.2309,29.3486,43.6099,29.0721,29.2199,-5.3415,-3.4867,5.0148,False
2012-09-06,35.64,36.81,35.19,29.5220193813,2288300.0,-0.0868,0.063,0.1497,28.5221,30.105,29.3136,53.8664,29.0737,29.2215,-2.3607,48.4412,9.0867,False
2012-09-07,36.71,36.83,36.1,29.1913985688,1584600.0,-0.0717,0.0602,0.1318,28.5619,29.9749,29.2684,51.0159,29.1027,29.1833,-1.9697,57.0405,9.1533,False
2012-09-10,35.96,36.19,34.95,28.223727898,1623800.0,-0.1214,-0.0199,0.1015,28.412,29.9514,29.1817,43.7551,28.8495,29.0844,-3.3129,-5.1423,4.672,False
2012-09-11,35.04,35.57,34.83,28.191472209,1242000.0,-0.1492,-0.085,0.0642,28.2477,30.0101,29.1289,43.5338,28.6995,29.0307,-4.253,-23.1202,4.2179,False
2012-09-12,35.22,35.4983,35.01,28.4091981099,1380300.0,-0.1455,-0.1176,0.0278,28.1567,30.027,29.0918,45.5262,28.7076,28.9688,-3.4585,-16.027,4.2179,False
2012-09-13,35.28,35.4,34.45,28.2801753538,2187500.0,-0.144,-0.1522,-0.0082,28.0519,30.0099,29.0309,44.5287,28.4592,28.8925,-3.3579,-34.1239,2.0809,False
2012-09-14,35.09,35.5,34.7,28.2721114316,3402400.0,-0.136,-0.1781,-0.0422,27.9848,29.9279,28.9563,44.4634,28.2753,28.8409,-4.4157,-26.5824,2.4441,False
2012-09-17,35.19,35.39,34.88,28.4495177212,1529800.0,-0.1121,-0.1823,-0.0702,27.9625,29.8244,28.8934,46.3174,28.3205,28.7995,-6.5734,-20.9515,2.4441,False
2012-09-18,35.08,35.17,34.65,28.4817734102,1054400.0,-0.0886,-0.1809,-0.0923,27.9212,29.814,28.8676,46.6643,28.3786,28.7753,-4.3842,-23.5907,2.1607,False
2012-09-19,35.13,35.42,34.75,28.3926666106,2079700.0,-0.074,-0.1849,-0.1108,27.8782,29.7627,28.8204,45.7886,28.3752,28.7183,-2.6773,-19.6668,3.1075,False
2012-09-20,34.58,34.91,33.22,27.3395862513,4025000.0,-0.1272,-0.2699,-0.1426,27.6162,29.8161,28.7162,36.9975,28.1871,28.5733,-4.3924,-94.027,2.7498,False
2012-09-21,34.33,36.115,34.33,28.7652950454,6864000.0,-0.0616,-0.2197,-0.158,27.6123,29.7919,28.7021,50.7214,28.2858,28.5546,-0.0569,-3.7723,1.7218,False
2012-09-24,35.0,35.14,34.23,28.0281387939,4419000.0,-0.0629,-0.2366,-0.1738,27.5362,29.7638,28.65,45.2597,28.2015,28.4572,-2.8621,-49.7744,1.3495,False
2012-09-25,34.56,34.99,32.93,26.7401405083,3400900.0,-0.141,-0.35,-0.209,27.1598,29.9298,28.5448,37.6668,27.8532,28.3104,-2.7146,-113.6498,3.3272,False
2012-09-26,32.74,33.54,32.39,27.104668325,4126800.0,-0.1573,-0.4057,-0.2483,26.9584,29.9169,28.4376,40.6843,27.5956,28.2261,-7.4887,-139.7743,5.1756,False
2012-09-27,33.18,34.99,32.965,28.2671070293,4113400.0,-0.0829,-0.352,-0.2691,26.98,29.7705,28.3753,49.1026,27.7811,28.1425,-4.6413,-63.6264,0.0432,False
2012-09-28,34.45,35.02,34.1,28.2428051749,2590800.0,-0.031,-0.3079,-0.2768,26.9736,29.6966,28.3351,48.947,27.6766,28.0792,-3.6182,-38.5872,0.1475,False
2012-10-01,35.14,35.54,34.55,28.0997482584,2009100.0,-0.0035,-0.2812,-0.2777,27.0091,29.5221,28.2656,47.9879,27.6909,28.071,-2.9844,-22.5879,1.95,False
2012-10-02,34.9,34.9,34.095,27.8823276673,1709600.0,0.0026,-0.2744,-0.277,26.9856,29.4397,28.2126,46.504,27.9193,28.0504,-4.1847,-53.0838,0.3383,True
2012-10-03,34.53,35.05,34.43,28.0038369395,2725500.0,0.0166,-0.2563,-0.2729,26.9663,29.4225,28.1944,47.4765,28.0992,28.0233,-1.1524,-41.7521,0.8637,True
2012-10-04,34.57,34.57,34.0,27.8823276673,1142500.0,0.0192,-0.2489,-0.2681,27.0408,29.184,28.1124,46.5695,28.0222,27.9968,-5.6579,-67.7536,0.6631,True
2012-10-05,34.72,35.28,34.17,27.8985289035,1511700.0,0.0233,-0.2389,-0.2623,27.095,29.0006,28.0478,46.7149,27.9534,27.9719,-3.7726,-52.079,1.8321,True
2012-10-08,34.0,34.23,33.71,27.4448942872,1003900.0,-0.0019,-0.2646,-0.2627,27.0248,28.9928,28.0088,43.1883,27.8224,27.9049,-4.9854,-103.3549,0.1957,False
2012-10-09,33.5,33.74,33.04,27.2099763609,2077000.0,-0.0302,-0.3005,-0.2703,26.9207,28.9988,27.9597,41.452,27.6879,27.8201,-4.7131,-140.8002,2.1337,False
2012-10-10,33.68,33.71,32.55,26.3999145461,1447600.0,-0.0956,-0.3897,-0.2942,26.6405,29.0781,27.8593,36.0913,27.3671,27.6873,-4.6056,-177.9568,3.7971,False
2012-10-11,33.01,33.48,32.56,26.6753355631,1376800.0,-0.1113,-0.4333,-0.322,26.4734,29.0846,27.779,38.9666,27.1257,27.643,-4.9933,-173.1602,3.7971,False
2012-10-12,32.73,33.01,32.54,26.7147855735,2673300.0,-0.1098,-0.4593,-0.3494,26.338,29.0643,27.7012,39.3851,26.889,27.5063,-6.5909,-173.0517,3.8661,False
2012-10-15,33.1,33.36,32.8,26.885951635,1714400.0,-0.0891,-0.4608,-0.3717,26.2611,28.9849,27.623,41.2577,26.7772,27.4302,-5.3071,-146.2937,2.5575,False
2012-10-16,33.3,34.59,33.23,27.8256233402,1860200.0,-0.008,-0.3817,-0.3737,26.2821,28.8983,27.5902,50.2904,26.9003,27.5025,-1.6491,-83.775,1.8613,False
2012-10-17,34.09,34.6,33.88,27.6312085046,1341000.0,0.0342,-0.331,-0.3652,26.2964,28.8078,27.5521,48.6327,27.1466,27.5376,-2.3151,-74.5419,1.8962,True
2012-10-18,34.07,34.4,33.81,27.5826047958,1275200.0,0.0591,-0.2913,-0.3504,26.3123,28.8162,27.5643,48.2071,27.328,27.492,-1.4609,-81.7636,1.6386,True
2012-10-19,34.12,34.18,32.9,26.885951635,1908800.0,0.0303,-0.3125,-0.3428,26.3146,28.626,27.4703,42.4954,27.3623,27.4015,-5.3579,-120.0224,1.6492,True
2012-10-22,33.48,33.685,33.0,27.0560646161,1270700.0,0.0247,-0.312,-0.3366,26.2823,28.5611,27.4217,44.2243,27.3963,27.332,-4.1406,-118.8821,1.6492,True
2012-10-23,32.96,33.35,32.82,26.9264547257,1095300.0,0.0147,-0.3183,-0.333,26.3112,28.5508,27.431,43.1649,27.2165,27.2682,-4.6871,-127.5713,2.2957,True
2012-10-24,33.53,33.59,32.59,26.5133232001,1352200.0,-0.0157,-0.3526,-0.3369,26.2192,28.5837,27.4014,39.9005,26.9929,27.1689,0.1491,-133.0657,1.3919,False
2012-10-25,33.07,33.74,33.04,27.2990831606,1539600.0,0.0193,-0.3128,-0.3321,26.2393,28.4668,27.353,47.9258,26.9362,27.13,-3.5724,-97.9061,0.8258,True
2012-10-26,33.7,33.99,33.4,27.4043911965,1262300.0,0.05,-0.2696,-0.3196,26.274,28.3483,27.3111,48.9055,27.0399,27.097,-2.9412,-80.1953,0.1195,True
2012-10-31,33.62,33.7,32.815,26.7563417446,2285100.0,0.0281,-0.2845,-0.3126,26.2465,28.2413,27.2439,43.5084,26.9799,27.0511,-5.1773,-110.9107,2.0654,True
2012-11-01,33.29,34.56,33.05,27.9471326124,1872500.0,0.0918,-0.1978,-0.2896,26.2411,28.2532,27.2472,53.5914,27.1841,27.1003,-0.9742,-56.2293,1.1593,True
2012-11-02,34.71,34.85,33.94,27.5177998506,1922300.0,0.1021,-0.1619,-0.2641,26.269,28.1768,27.2229,50.1347,27.3849,27.1748,-0.5706,-40.5562,2.2188,True
2012-11-05,33.0,34.42,32.99,27.8013214858,1388100.0,0.1238,-0.1094,-0.2331,26.2755,28.1621,27.2188,52.3111,27.4854,27.2499,-0.4339,-60.3385,1.3054,True
2012-11-06,34.32,35.28,34.21,28.578980828,2004500.0,0.1826,-0.0049,-0.1875,26.1745,28.3312,27.2529,57.7326,27.7203,27.3741,0.0,8.9089,1.8111,True
2012-11-07,34.78,35.11,33.89,27.5096992324,2075100.0,0.1434,-0.0083,-0.1516,26.1751,28.3371,27.2561,49.4505,27.871,27.4157,2.5708,-30.0304,0.6395,True
2012-11-08,34.99,34.99,33.83,27.4124918146,1326500.0,0.1064,-0.0186,-0.125,26.1834,28.3491,27.2662,48.7691,27.7641,27.3882,3.7048,-35.2623,0.4192,True
2012-11-09,34.0,34.0,33.42,27.1208695613,1418600.0,0.0602,-0.0497,-0.11,26.2916,28.313,27.3023,46.7005,27.6847,27.3542,0.8603,-74.8657,1.0856,True
2012-11-12,33.58,33.845,33.215,27.2261775972,760700.0,0.0359,-0.0652,-0.101,26.3597,28.2999,27.3298,47.5611,27.5696,27.3304,1.0902,-77.8665,1.8337,True
2012-11-13,33.26,33.82,33.1776,26.9588571983,1111300.0,0.0025,-0.0978,-0.1004,26.3974,28.2866,27.342,45.5604,27.2456,27.3353,2.4538,-84.7736,1.9712,True
2012-11-14,33.68,33.89,32.87,26.7563417446,1205400.0,-0.0305,-0.1385,-0.108,26.3768,28.2943,27.3355,44.0562,27.0949,27.3153,1.5887,-94.2906,3.1066,False
2012-11-15,33.14,33.22,32.085,26.124493529,1374500.0,-0.0889,-0.2191,-0.1302,26.1849,28.3161,27.2505,39.677,26.8373,27.2618,-3.9607,-145.2545,5.9343,False
2012-11-16,32.21,32.38,31.68,25.8733743664,2388800.0,-0.1357,-0.2999,-0.1642,25.9564,28.3688,27.1626,38.0658,26.5878,27.2192,-6.4162,-177.1231,7.3529,False
2012-11-19,32.28,32.825,32.01,26.5295244364,1666400.0,-0.1146,-0.3074,-0.1928,25.8898,28.3301,27.1099,44.388,26.4485,27.1679,-4.5785,-134.209,5.5739,False
2012-11-20,33.32,33.48,32.5,26.5781281453,1190500.0,-0.0904,-0.3058,-0.2154,25.8559,28.3332,27.0945,44.8349,26.3724,27.1128,-2.048,-101.1751,3.0184,False
2012-11-21,32.78,32.9577,32.52,26.5862287635,780200.0,-0.0681,-0.3005,-0.2324,25.8127,28.3294,27.0711,44.9139,26.3383,27.1014,-2.1591,-110.1391,3.0184,False
2012-11-23,33.0,33.74,32.85,27.1775738883,817700.0,-0.0107,-0.2458,-0.2351,25.8263,28.3409,27.0836,50.4658,26.549,27.0501,1.1694,-61.6365,0.0279,False
2012-11-26,33.75,34.24,33.41,27.5745041776,1656200.0,0.0534,-0.1684,-0.2218,25.8906,28.3828,27.1367,53.8136,26.8892,27.0539,1.9351,-20.0641,1.8246,True
2012-11-27,33.86,34.53,33.6,27.6393091228,2054700.0,0.0969,-0.1007,-0.1975,25.89,28.4174,27.1537,54.3532,27.1111,27.0431,2.3414,-2.4149,2.8854,True
2012-11-28,33.62,34.65,33.61,27.9957363213,2070200.0,0.1436,-0.0181,-0.1616,25.8708,28.4957,27.1832,57.2937,27.3947,27.0042,1.9417,16.2167,3.3249,True
2012-11-29,34.88,35.43,34.72,28.4331697014,1906000.0,0.1947,0.0818,-0.113,25.8633,28.6708,27.2671,60.6287,27.7641,27.0658,5.1335,89.7148,6.1334,True
2012-11-30,34.59,35.426,33.9,28.4331697014,4163400.0,0.2176,0.1591,-0.0586,25.8259,28.7569,27.2914,60.6287,28.0152,27.1338,2.5058,68.3676,2.9364,True
2012-12-03,35.39,35.58,34.63,28.198251775,1750400.0,0.2061,0.1991,-0.007,25.8098,28.8411,27.3254,57.8439,28.1399,27.2057,2.0947,86.5754,3.4916,True
2012-12-04,34.79,35.16,34.69,28.2873585747,1689900.0,0.1938,0.2352,0.0414,25.7894,28.91,27.3497,58.6164,28.2695,27.2764,2.1499,82.7173,3.4916,True
2012-12-05,35.03,35.16,34.5,27.9716774854,1587500.0,0.1554,0.2357,0.0803,25.8341,28.8046,27.3193,54.8044,28.2647,27.3439,-0.3401,69.3597,2.7417,True
2012-12-06,34.54,35.15,34.46,28.4493709376,1196300.0,0.153,0.2715,0.1185,25.8026,28.9301,27.3663,59.1152,28.268,27.4568,0.1139,87.6291,2.5826,True
2012-12-07,34.23,34.56,33.95,27.7446171587,8505000.0,0.0974,0.2403,0.1429,25.8105,28.9554,27.3829,51.3702,28.1303,27.5648,-1.2289,26.0593,0.5631,True
2012-12-10,34.38,34.52,34.1,27.9066295217,2684500.0,0.0665,0.2259,0.1595,25.8387,29.0057,27.4222,52.8904,28.0719,27.7003,1.5294,37.9709,0.5631,True
2012-12-11,34.66,34.88,34.33,27.9957363213,4362500.0,0.0478,0.2193,0.1714,25.8608,29.0606,27.4607,53.7425,28.0136,27.7981,3.0581,61.8399,1.9719,True
2012-12-12,34.79,34.88,34.45,28.0038369395,4927400.0,0.0326,0.2122,0.1796,25.9138,29.1121,27.513,53.8239,28.02,27.8931,3.1342,67.1164,1.9719,True
2012-12-13,35.0,35.01,33.59,27.4367936691,6619400.0,-0.0165,0.159,0.1755,25.9851,29.1088,27.547,47.5515,27.8175,27.9498,3.8259,32.6179,0.8158,False
2012-12-14,33.16,33.27,30.5,25.3523300836,9871400.0,-0.181,-0.0508,0.1302,25.7786,29.2381,27.5084,32.5921,27.3391,27.8282,0.6557,-207.6106,11.8386,False
2012-12-17,31.39,32.0,31.02,26.0446002811,7058300.0,-0.2317,-0.1594,0.0723,25.8182,29.2156,27.5169,39.3782,26.9667,27.7262,-0.675,-192.6719,11.8386,False
2012-12-18,32.23,32.5,31.69,26.272806016,4141400.0,-0.2373,-0.2244,0.013,25.7722,29.236,27.5041,41.4597,26.6221,27.6351,-0.4906,-138.3929,9.7967,False
2012-12-19,32.29,32.5,31.94,26.0446002811,2502300.0,-0.2432,-0.291,-0.0478,25.6743,29.2805,27.4774,39.9886,26.2302,27.505,-2.4374,-134.0434,9.7967,False
2012-12-20,32.05,32.24,31.42,25.9713269449,2378800.0,-0.2383,-0.3457,-0.1074,25.5646,29.3288,27.4467,39.5064,25.9371,27.3409,-1.6842,-153.2567,11.5339,False
2012-12-21,31.14,31.57,31.01,25.5316869277,3506400.0,-0.2498,-0.4197,-0.1699,25.3067,29.4221,27.3644,36.6639,25.973,27.1474,-5.9595,-188.8471,12.8793,False
2012-12-24,31.29,31.33,30.98,25.3607158098,799500.0,-0.2533,-0.4865,-0.2332,25.0223,29.4851,27.2537,35.5968,25.8362,26.9583,-8.0373,-192.0258,12.9778,False
2012-12-26,31.22,31.565,30.77,25.1408958012,1633900.0,-0.2541,-0.5509,-0.2967,24.7246,29.5329,27.1288,34.2245,25.6098,26.7485,-8.1256,-187.081,11.9696,False
2012-12-27,31.08,31.49,30.69,25.5398284095,2754500.0,-0.2132,-0.5632,-0.35,24.5414,29.4705,27.006,38.8111,25.5089,26.5864,-8.6613,-169.4586,12.2407,False
2012-12-28,31.06,31.47,30.96,25.3616113728,1961700.0,-0.1845,-0.5806,-0.3961,24.3799,29.3249,26.8524,37.5576,25.3869,26.3805,-10.7289,-161.1653,12.2407,False
2012-12-31,31.33,31.78,30.97,25.7684412184,2664400.0,-0.1273,-0.5552,-0.4279,24.3155,29.1228,26.7192,42.1291,25.4343,26.2488,-9.8393,-134.3764,10.8722,False
2013-01-02,32.43,33.06,32.24,26.4923817802,3671600.0,-0.0346,-0.4712,-0.4366,24.3271,28.9406,26.6339,49.2176,25.6606,26.1545,-6.6139,-47.3014,5.4724,False
2013-01-03,32.34,32.98,32.34,26.6307869708,2329500.0,0.0381,-0.389,-0.4271,24.3723,28.7297,26.551,50.4606,25.9586,26.0635,-5.7271,-40.8974,5.4724,True
2013-01-04,32.7,32.77,32.19,26.459815853,2711300.0,0.0746,-0.3338,-0.4084,24.3965,28.5544,26.4754,48.8772,26.1426,25.9606,-6.3273,-53.0963,6.0271,True
2013-01-07,32.37,32.49,32.1,26.3132691806,1682200.0,0.088,-0.2985,-0.3864,24.4972,28.2401,26.3686,47.5081,26.3329,25.8857,-7.1013,-64.6473,6.3623,True
2013-01-08,32.45,32.7,32.09,26.1341565809,2096900.0,0.0838,-0.2816,-0.3655,24.525,28.0513,26.2881,45.8272,26.4061,25.9378,-4.9046,-62.9891,5.4695,True
2013-01-09,32.5,32.96,32.36,26.7122017888,2945600.0,0.1171,-0.2191,-0.3362,24.6139,27.8428,26.2284,51.7324,26.45,25.9823,-4.0375,-32.2113,4.3664,True
2013-01-10,33.46,33.59,33.02,27.2902469967,4459100.0,0.1717,-0.1216,-0.2933,24.7091,27.6771,26.1931,56.7802,26.5819,26.0501,-3.2126,16.494,1.7443,True
2013-01-11,33.54,34.365,33.49,27.9578485043,4787100.0,0.2422,0.0095,-0.2327,24.7179,27.6637,26.1908,61.7323,26.8815,26.1777,-0.9795,65.4909,1.3562,True
2013-01-14,33.84,34.62,33.64,28.1451025858,4925800.0,0.2878,0.1271,-0.1608,24.6083,27.8442,26.2262,63.0061,27.2479,26.3226,-1.114,78.457,2.3518,True
2013-01-15,34.3,34.44,33.82,27.5751988597,3373600.0,0.2664,0.1722,-0.0942,24.6702,28.0046,26.3374,56.8367,27.5361,26.4588,3.5167,61.1113,2.3518,True
2013-01-16,33.81,34.61,33.77,28.136961104,2766900.0,0.2757,0.2505,-0.0252,24.6073,28.2767,26.442,60.882,27.8211,26.6439,8.1563,80.0018,3.0267,True
2013-01-17,34.78,34.97,34.59,28.340498149,2106500.0,0.2803,0.3252,0.0448,24.5357,28.555,26.5454,62.2553,28.0311,26.8572,7.6,111.79,4.4488,True
2013-01-18,34.54,34.75,34.31,28.0392633223,1883000.0,0.2489,0.3559,0.1071,24.5487,28.7416,26.6451,58.9724,28.0474,27.0239,6.9231,87.8241,3.2511,True
2013-01-22,34.45,34.608,34.33,28.0392633223,1380900.0,0.2151,0.376,0.1608,24.5921,28.9049,26.7485,58.9724,28.0262,27.2024,7.3449,82.0044,3.2511,True
2013-01-23,34.85,35.0,34.17,28.0229803587,2279100.0,0.1802,0.3861,0.2059,24.7244,29.0218,26.8731,58.7801,28.1158,27.3527,10.8647,83.8918,4.8311,True
2013-01-24,33.71,34.31,33.59,27.6240477505,4456700.0,0.1215,0.3578,0.2363,24.9317,29.0407,26.9862,54.1447,28.0132,27.4281,9.5117,42.9241,2.317,True
2013-01-25,33.83,34.285,33.82,27.8113018319,3508900.0,0.0882,0.3465,0.2583,25.2211,29.0184,27.1198,55.8939,27.9074,27.5068,8.6171,51.2934,2.317,True
2013-01-28,34.4,34.53,34.11,28.0718292496,3846200.0,0.0769,0.3545,0.2776,25.4512,29.0416,27.2464,58.2671,27.9139,27.6143,9.6539,68.6545,3.3298,True
2013-01-29,34.3,34.71,34.18,28.1451025858,2373200.0,0.068,0.3626,0.2946,25.7742,28.9969,27.3855,58.933,27.9351,27.7364,10.2955,73.807,4.0729,True
2013-01-30,34.49,35.33,34.485,28.5358937122,2518500.0,0.0811,0.3959,0.3148,26.0201,29.0277,27.5239,62.3643,28.0376,27.8965,11.1705,101.7591,6.5882,True
2013-01-31,35.52,36.09,35.25,29.1220804019,6776400.0,0.1196,0.4643,0.3447,26.0773,29.2335,27.6554,66.8199,28.3372,28.0572,9.1652,144.9189,9.5448,True
2013-02-01,35.92,36.3,35.82,29.5210130101,2797300.0,0.1597,0.5444,0.3847,26.0991,29.5008,27.7999,69.4565,28.6792,28.2059,10.0667,163.5583,10.3422,True
2013-02-04,35.75,36.21,35.14,28.6417329756,4340100.0,0.1169,0.5308,0.4139,26.2879,29.5301,27.909,58.482,28.7932,28.2515,10.4974,123.8921,7.2294,True
2013-02-05,35.08,35.57,35.06,28.828987057,2939200.0,0.0921,0.5291,0.4369,26.5433,29.5263,28.0348,59.9268,28.9299,28.2971,9.4798,110.9843,6.8687,True
2013-02-06,35.23,35.79,35.094,29.0162411385,2081100.0,0.0797,0.5366,0.4569,26.9094,29.4484,28.1789,61.3671,29.026,28.3931,9.4495,116.7552,7.7366,True
2013-02-07,35.64,35.64,34.535,28.462620376,4243500.0,0.0283,0.4922,0.4639,27.1862,29.3466,28.2664,55.0942,28.8941,28.4149,8.1311,86.5891,5.2031,True
2013-02-08,35.28,35.53,35.05,28.7557137208,3296600.0,0.009,0.4752,0.4662,27.3383,29.3411,28.3397,57.5552,28.7411,28.4425,5.7755,97.4045,5.2031,True
2013-02-11,35.38,35.69,35.0,28.8208455752,2999900.0,-0.0036,0.4617,0.4653,27.3766,29.389,28.3828,58.1019,28.7769,28.4946,3.8557,97.4149,5.8584,False
2013-02-12,35.2,35.35,34.78,28.6091670484,3122400.0,-0.0291,0.4289,0.458,27.4014,29.4106,28.406,55.6078,28.7329,28.5326,2.1086,79.8751,4.845,False
2013-02-13,35.36,35.49,34.89,28.6335914938,2659000.0,-0.0461,0.4003,0.4465,27.526,29.3919,28.459,55.8422,28.6564,28.5733,3.0488,82.8238,5.4309,False
2013-02-14,35.09,35.67,34.99,29.0162411385,3237200.0,-0.0341,0.4039,0.438,27.5522,29.4537,28.5029,59.4365,28.7671,28.6662,3.0627,94.5826,6.1862,False
2013-02-15,35.58,35.78,34.98,28.6091670484,2531700.0,-0.0547,0.3696,0.4243,27.5676,29.4652,28.5164,54.3903,28.7378,28.7193,2.3163,85.1308,6.6495,False
2013-02-19,35.0,35.55,34.8,28.9388970614,2439600.0,-0.0476,0.3648,0.4124,27.622,29.5007,28.5613,57.5202,28.7614,28.7772,2.3022,82.9742,5.7801,False
2013-02-20,35.48,35.73,34.67,28.2265174038,3326200.0,-0.0898,0.3001,0.3899,27.6488,29.4926,28.5707,49.6354,28.6849,28.7826,3.242,65.9805,6.5548,False
2013-02-21,34.47,34.675,32.96,27.4123692237,6185300.0,-0.1671,0.181,0.3482,27.5133,29.5671,28.5402,42.5015,28.4406,28.7077,-0.9286,-6.1643,1.286,False
2013-02-22,33.97,34.47,33.71,27.7543114593,1896400.0,-0.1882,0.1129,0.3011,27.5417,29.5517,28.5467,45.9944,28.1883,28.6165,0.4663,12.0334,1.286,False
2013-02-25,34.13,34.225,32.94,26.826182534,3063200.0,-0.2535,-0.0157,0.2378,27.2792,29.7157,28.4974,39.0888,27.8317,28.4368,-0.175,-28.607,4.5567,False
2013-02-26,33.13,33.4,32.66,26.9727292064,3455600.0,-0.2739,-0.1047,0.1693,27.0638,29.8212,28.4425,40.5976,27.4384,28.3256,-3.2725,-44.6664,5.7119,False
