date,open,high,low,Close,vol,MACD,MACD_Hist,MACD_Signal,Real Upper Band,Real Lower Band,Real Middle Band,RSI,SMA,SMA,ROC,CCI,DX,crossover
2012-01-23,16.87,16.99,16.72,6.78237922069,5634700.0,0.0767,0.0538,0.0228,6.7767,6.1519,6.4643,62.2939,6.7056,6.5046,9.0501,72.0384,4.1197,True
2012-01-24,16.8,16.92,16.67,6.81469550048,4596500.0,0.0893,0.0531,0.0361,6.8268,6.1546,6.4907,63.3512,6.7533,6.5374,8.6705,78.2223,4.4973,True
2012-01-25,17.07,17.18,16.9,6.89548619995,7796200.0,0.1046,0.0548,0.0498,6.8914,6.142,6.5167,65.9115,6.7953,6.5722,8.803,112.9731,2.3651,True
2012-01-26,17.12,17.195,16.36,6.81873503545,12646600.0,0.1092,0.0476,0.0617,6.9303,6.1446,6.5375,61.5358,6.8187,6.6026,8.0767,86.8564,6.3991,True
2012-01-27,16.83,17.205,16.75,6.89952573493,9105900.0,0.1181,0.0451,0.073,6.9753,6.1587,6.567,64.2151,6.8422,6.6371,8.2075,116.4619,6.3163,True
2012-01-30,17.02,17.11,16.78,6.87932806006,7516200.0,0.1221,0.0393,0.0828,7.01,6.1777,6.5938,63.0389,6.8616,6.6708,8.4284,108.4163,6.3163,True
2012-01-31,17.0,17.23,16.87,6.94396061964,8794700.0,0.129,0.0369,0.092,7.0481,6.2018,6.6249,65.2229,6.8874,6.7117,9.6056,121.7093,5.3003,True
2012-02-01,17.33,17.5,17.2199,7.04898852895,7325900.0,0.1413,0.0394,0.1019,7.1036,6.2138,6.6587,68.4669,6.9181,6.7532,8.0914,157.4877,3.047,True
2012-02-02,17.39,17.66,17.37,7.040909459,4665600.0,0.1487,0.0374,0.1112,7.1453,6.2399,6.6926,67.9446,6.9625,6.7852,11.1391,165.427,1.7351,True
2012-02-03,17.58,17.73,17.49,7.1176606235,5492400.0,0.1589,0.0381,0.1208,7.1946,6.2641,6.7294,70.2545,7.0062,6.8268,12.0733,176.428,1.162,True
2012-02-06,17.58,17.6,17.41,7.08130480874,3403100.0,0.1622,0.0331,0.1291,7.2241,6.3053,6.7647,67.7758,7.0466,6.8712,10.3448,162.7669,1.8049,True
2012-02-07,17.42,17.68,17.32,7.1176606235,6790300.0,0.1658,0.0294,0.1364,7.2422,6.366,6.8041,68.9495,7.0813,6.9073,11.6867,159.8893,2.5301,True
2012-02-08,17.58,17.75,17.5,7.17017457816,5080900.0,0.171,0.0276,0.1433,7.2711,6.4114,6.8413,70.6065,7.1055,6.9397,11.2853,167.6577,1.9346,True
2012-02-09,17.75,18.06,17.615,7.27924202245,7438000.0,0.1817,0.0307,0.151,7.3268,6.4276,6.8772,73.7264,7.1532,6.9782,10.9337,187.9741,0.6637,True
2012-02-10,17.8,17.86,17.61,7.18229318308,5764300.0,0.1804,0.0235,0.1569,7.3436,6.4797,6.9116,66.9577,7.1661,7.0048,8.7698,164.9171,0.6216,True
2012-02-13,17.88,17.99,17.71,7.24288620768,4881100.0,0.1821,0.0202,0.1619,7.3433,6.5628,6.953,68.8715,7.1985,7.0355,11.7391,172.954,1.7078,True
2012-02-14,17.86,17.97,17.725,7.23884667271,4949100.0,0.181,0.0153,0.1658,7.3548,6.6176,6.9862,68.5877,7.2227,7.0638,9.0413,165.0617,1.7078,True
2012-02-15,17.94,18.09,17.85,7.24692574266,6033300.0,0.1788,0.0104,0.1684,7.3723,6.6561,7.0142,68.8626,7.238,7.0872,9.1074,162.6492,2.7227,True
2012-02-16,17.88,18.195,17.85,7.32973620962,5475600.0,0.1816,0.0106,0.171,7.3987,6.6926,7.0457,71.5928,7.2481,7.1213,8.2391,161.7784,3.6084,True
2012-02-17,18.06,18.1,17.92,7.25096527763,5518300.0,0.1755,0.0036,0.1719,7.4112,6.727,7.0691,65.72,7.2619,7.1447,7.1323,146.0238,3.6084,True
2012-02-21,17.94,18.21,17.87,7.24692574266,6143900.0,0.1683,-0.0029,0.1712,7.416,6.7687,7.0923,65.4251,7.2627,7.1692,7.1807,139.6593,4.5499,False
2012-02-22,17.89,18.08,17.83,7.22268853281,4568500.0,0.1589,-0.0098,0.1687,7.4145,6.8109,7.1127,63.5908,7.2594,7.1878,6.8558,126.4148,4.1736,False
2012-02-23,17.81,18.0,17.655,7.23480713774,5749600.0,0.1506,-0.0145,0.1651,7.4186,6.8408,7.1297,64.1296,7.257,7.2002,4.773,114.6152,2.5318,False
2012-02-24,17.87,18.11,17.84,7.22268853281,4997000.0,0.1415,-0.0189,0.1604,7.4033,6.8965,7.1499,63.1287,7.2356,7.2123,5.3213,116.5718,3.5039,False
2012-02-27,17.76,18.0,17.59,7.23076760276,5468300.0,0.1334,-0.0216,0.155,7.3942,6.9386,7.1664,63.5352,7.2316,7.2199,4.6207,102.6483,1.1716,False
2012-02-28,17.89,18.0,17.81,7.23884667271,4181600.0,0.1261,-0.0231,0.1492,7.3719,6.9969,7.1844,63.9609,7.23,7.2304,5.2016,104.5165,1.1716,False
2012-02-29,17.87,18.04,17.82,7.20653039292,6031400.0,0.1164,-0.0262,0.1426,7.3492,7.0459,7.1975,60.9133,7.2267,7.2363,4.7011,99.4172,1.5388,False
2012-03-01,17.91,18.02,17.79,7.22672806779,5517500.0,0.1091,-0.0268,0.1359,7.3423,7.0706,7.2064,62.1219,7.2251,7.2401,2.9714,95.5355,1.2519,False
2012-03-02,17.86,17.9,17.62,7.16613504318,4983700.0,0.0973,-0.0309,0.1282,7.3273,7.0981,7.2127,56.5059,7.2138,7.2325,1.359,81.0319,0.3702,False
2012-03-05,17.66,17.74,17.44,7.07322573879,5631300.0,0.0795,-0.0389,0.1185,7.3338,7.0872,7.2105,49.1989,7.1823,7.2252,0.0564,64.32,2.0597,False
2012-03-06,17.29,17.34,17.08,6.90760480487,7732200.0,0.0515,-0.0536,0.1051,7.3747,7.0288,7.2018,39.4544,7.116,7.2029,-1.4773,33.4747,5.325,False
2012-03-07,17.16,17.33,17.07,6.97627689942,6380100.0,0.0344,-0.0565,0.0909,7.3908,6.9986,7.1947,44.3509,7.07,7.1854,-1.9796,35.8817,5.4141,False
2012-03-08,17.41,17.58,17.32,7.09746294863,4934200.0,0.0303,-0.0485,0.0788,7.3915,6.9906,7.1911,51.7318,7.0441,7.1754,-0.9577,54.6972,2.9513,False
2012-03-09,17.58,17.8,17.51,7.16209550821,5428200.0,0.0319,-0.0375,0.0694,7.3818,6.9886,7.1852,55.1323,7.0433,7.1642,-1.4396,67.3722,0.8429,False
2012-03-12,17.68,17.88,17.67,7.19037225303,4140900.0,0.0351,-0.0275,0.0626,7.3823,6.989,7.1856,56.5666,7.0668,7.1602,0.112,73.1594,0.0849,False
2012-03-13,17.9,18.2,17.65,7.34387458202,6417200.0,0.0494,-0.0106,0.0599,7.3978,6.9835,7.1907,63.3762,7.154,7.1667,1.1673,88.3469,2.8844,False
2012-03-14,18.13,18.2,17.83,7.21460946287,7706400.0,0.0497,-0.0082,0.0579,7.3958,6.9832,7.1895,55.5221,7.2017,7.1661,1.2799,82.5342,2.8844,False
2012-03-15,17.87,18.21,17.8,7.347914117,6391600.0,0.06,0.0017,0.0583,7.4109,6.9781,7.1945,60.879,7.2518,7.1737,0.6633,88.6487,2.5893,True
2012-03-16,18.14,18.3,18.075,7.33983504705,7386700.0,0.0668,0.0068,0.06,7.4127,6.9773,7.195,60.4065,7.2873,7.1815,0.5771,95.8048,3.4343,True
2012-03-19,18.1,18.47,18.1,7.40042807165,6214200.0,0.0762,0.0129,0.0632,7.437,6.968,7.2025,62.7305,7.3293,7.1928,2.0442,102.7195,5.0171,True
2012-03-20,18.0,18.355,17.98,7.39234900171,4757400.0,0.082,0.015,0.067,7.4579,6.9616,7.2098,62.2089,7.339,7.203,0.7963,93.7451,3.7958,True
2012-03-21,18.25,18.38,18.13,7.33983504705,6593300.0,0.0814,0.0116,0.0699,7.4702,6.9611,7.2156,58.8035,7.3641,7.2119,1.6593,93.1056,4.0323,True
2012-03-22,18.02,18.23,17.95,7.35195365197,5485300.0,0.081,0.0089,0.0721,7.4828,6.9601,7.2215,59.3537,7.3649,7.2203,1.2778,82.5237,2.1933,True
2012-03-23,18.21,18.31,18.1,7.35195365197,5317600.0,0.0798,0.0062,0.0736,7.4954,6.9605,7.2279,59.3537,7.3673,7.2327,1.1044,87.4308,2.9685,True
2012-03-26,18.39,18.67,18.32,7.54181179573,5044500.0,0.0931,0.0155,0.0775,7.5439,6.943,7.2435,67.2252,7.3956,7.2639,3.7222,117.0427,6.365,True
2012-03-27,18.61,18.74,18.53,7.50545598097,5605100.0,0.0995,0.0176,0.0819,7.5782,6.9355,7.2568,64.6563,7.4182,7.3037,4.1111,121.0293,7.0086,True
2012-03-28,18.5,18.57,18.28,7.41254667657,5698100.0,0.096,0.0113,0.0847,7.5945,6.9397,7.2671,58.5318,7.4327,7.3328,2.9379,99.3595,4.4021,True
2012-03-29,18.22,18.47,18.22,7.43274435144,6625400.0,0.0938,0.0072,0.0866,7.612,6.9429,7.2774,59.427,7.4489,7.3552,2.4972,94.4705,3.7851,True
2012-03-30,18.55,18.73,18.3,7.55393040065,7269600.0,0.1006,0.0113,0.0894,7.6479,6.9458,7.2968,64.3712,7.4893,7.3813,4.6369,115.1107,6.2273,True
