date,open,high,low,Close,vol,MACD_Hist,MACD,MACD_Signal,Real Upper Band,Real Middle Band,Real Lower Band,RSI,SMA,SMA,ROC,CCI,DX,crossover
2012-07-02,37.7,37.7,36.94,30.0739293443,2138400.0,0.0051,0.1037,0.0986,30.8492,29.9623,29.0754,51.5356,29.9035,30.0554,4.1436,23.2239,0.8587,True
2012-07-03,37.26,37.32,36.75,30.1062321685,1691000.0,0.005,0.1048,0.0998,30.8282,30.0061,29.184,51.7943,30.0077,30.0543,2.6968,8.4041,1.7148,True
2012-07-05,37.19,37.58,36.8,30.2273677593,1593700.0,0.0115,0.1141,0.1027,30.8364,30.0105,29.1847,52.8064,30.0642,30.0979,0.6427,22.8608,0.507,True
2012-07-06,37.11,37.2,36.19,29.5732355689,2143900.0,-0.0277,0.068,0.0957,30.8422,30.0017,29.1611,47.0864,30.0804,30.1076,-1.7951,-30.9808,3.2482,False
2012-07-09,36.6,36.62,35.98,29.3228886812,2122100.0,-0.0677,0.0111,0.0788,30.8609,29.9698,29.0786,45.0839,29.8607,30.0753,-1.5591,-62.6481,4.1725,False
2012-07-10,36.18,36.65,35.88,29.1694502662,2177900.0,-0.0997,-0.0459,0.0539,30.8788,29.9615,29.0442,43.859,29.6798,29.9977,-2.6043,-68.3287,4.6138,False
2012-07-11,36.25,36.71,36.09,29.4278728599,2881900.0,-0.0986,-0.0694,0.0292,30.8693,29.9267,28.9842,46.4828,29.5442,29.9138,-1.6081,-47.9734,4.3207,False
2012-07-12,36.13,36.21,35.61,28.9352547907,1970300.0,-0.1244,-0.1263,-0.0019,30.9224,29.8949,28.8673,42.4325,29.2857,29.7824,-2.5827,-95.0342,6.4532,False
2012-07-13,35.96,36.57,35.93,29.4520999781,1431400.0,-0.101,-0.1282,-0.0271,30.9215,29.8961,28.8706,47.5682,29.2615,29.7366,-0.625,-51.1231,4.6738,False
2012-07-16,36.35,36.57,36.07,29.2138666495,2102700.0,-0.0961,-0.1472,-0.0511,30.9339,29.8664,28.7989,45.5609,29.2397,29.6529,-1.0284,-54.1305,4.6738,False
2012-07-17,36.32,36.75,35.79,29.5328570386,2828400.0,-0.0671,-0.135,-0.0679,30.8809,29.8264,28.7719,48.6685,29.3124,29.6319,-2.2476,-42.8355,5.9385,False
2012-07-18,36.55,37.89,36.43,30.3565790561,2294000.0,0.0078,-0.0582,-0.066,30.8192,29.8099,28.8005,55.6698,29.4981,29.6833,-0.7336,48.8407,0.4222,True
2012-07-19,37.89,38.325,37.63,30.6796072983,2894300.0,0.0755,0.0284,-0.0471,30.7626,29.7985,28.8345,58.0726,29.847,29.7323,-0.4028,112.0215,1.5667,True
2012-07-20,37.92,37.93,37.29,30.2758219956,1697200.0,0.0887,0.0637,-0.0249,30.7809,29.8054,28.8299,54.1423,30.0117,29.7845,-0.7588,71.7309,0.0075,True
2012-07-23,37.15,37.15,36.36,29.8720366929,2215900.0,0.0667,0.0585,-0.0083,30.7032,29.7755,28.8478,50.4817,30.1434,29.7479,-2.0306,2.8134,4.1401,True
2012-07-24,36.91,37.01,36.38,29.6338033643,1662000.0,0.0343,0.0347,0.0003,30.6939,29.7648,28.8358,48.4125,30.1636,29.7186,-0.8041,-8.2587,4.1401,True
2012-07-25,36.84,38.15,36.79,30.6473044741,3353500.0,0.0769,0.0965,0.0196,30.8185,29.8179,28.8173,56.5333,30.2217,29.7547,2.9134,92.4782,1.0446,True
