date,open,high,low,Close,vol,MACD,MACD_Hist,MACD_Signal,Real Middle Band,Real Lower Band,Real Upper Band,RSI,SMA,SMA,ROC,CCI,DX,crossover
2012-03-08,32.04,32.21,31.9,26.2372337685,36747400.0,0.5728,-0.0597,0.6325,25.6621,24.6041,26.7201,67.0102,26.111,25.9353,5.7155,108.3237,22.7426,False
2012-03-09,32.1,32.16,31.92,26.2208406203,34628400.0,0.5534,-0.0633,0.6167,25.7204,24.6742,26.7666,66.6409,26.0971,25.9739,5.1059,105.2858,22.7426,False
2012-03-12,31.97,32.2,31.82,26.2618234909,34073600.0,0.5351,-0.0652,0.6004,25.7919,24.8047,26.7792,67.1261,26.1364,26.017,5.2367,102.851,21.8688,False
2012-03-13,32.24,32.69,32.15,26.7782076607,48951700.0,0.5559,-0.0356,0.5915,25.8858,24.8984,26.8732,72.5224,26.3192,26.0842,6.9423,117.2002,24.5455,False
2012-03-14,32.53,32.88,32.49,26.8601734019,41986900.0,0.5724,-0.0153,0.5877,25.9891,25.0488,26.9294,73.2686,26.4717,26.1662,7.9448,121.4792,25.5513,False
2012-03-15,32.79,32.94,32.58,26.9257459949,49068300.0,0.5841,-0.0029,0.587,26.1038,25.3052,26.9025,73.8768,26.6094,26.2471,8.3909,120.6793,25.8686,False
2012-03-16,32.91,32.95,32.5,26.7208316418,65626400.0,0.5702,-0.0134,0.5836,26.1577,25.3454,26.9701,68.6479,26.7094,26.3083,4.4374,113.8588,25.1453,False
2012-03-19,32.535,32.61,32.15,26.3929686769,44789200.0,0.5266,-0.0456,0.5722,26.1967,25.4183,26.975,61.2199,26.7356,26.3547,4.1188,98.2272,22.0257,False
2012-03-20,32.1,32.15,31.74,26.2208406203,41566800.0,0.4728,-0.0795,0.5523,26.2192,25.4658,26.9726,57.7075,26.6241,26.3613,1.7083,83.0433,18.5064,False
2012-03-21,31.96,32.15,31.82,26.1552680273,37928600.0,0.42,-0.1059,0.5259,26.2454,25.5409,26.9499,56.3871,26.4831,26.3706,1.4836,81.0335,18.5064,False
2012-03-22,31.81,32.09,31.79,26.2249389073,31749500.0,0.3794,-0.1172,0.4966,26.271,25.61,26.9321,57.4943,26.343,26.3544,1.5828,79.1017,18.2483,False
2012-03-23,32.1,32.11,31.72,26.2372337685,35912200.0,0.3442,-0.1219,0.4661,26.2928,25.667,26.9185,57.6973,26.2463,26.3509,1.9365,76.8291,17.6404,False
2012-03-26,32.19,32.61,32.155,26.7126350677,36758300.0,0.3507,-0.0923,0.443,26.3436,25.756,26.9312,64.6863,26.3102,26.3941,3.5238,95.362,20.6052,False
2012-03-27,32.65,32.7,32.4,26.6552590488,36274900.0,0.3472,-0.0767,0.4238,26.3702,25.7768,26.9636,63.3333,26.3971,26.4468,2.4115,96.8673,21.125,False
2012-03-28,32.52,32.7,32.04,26.3847721027,41344800.0,0.3189,-0.084,0.4029,26.3887,25.818,26.9594,57.2814,26.443,26.4659,2.1875,84.9842,17.9832,False
2012-03-29,32.06,32.19,31.81,26.3273960839,37038500.0,0.2885,-0.0915,0.38,26.3817,25.8116,26.9518,56.0638,26.4635,26.4719,-0.6175,70.8715,16.0278,False
2012-03-30,32.4,32.41,32.04,26.4380498345,31749400.0,0.2703,-0.0878,0.358,26.3891,25.8201,26.9581,57.9124,26.5036,26.4864,-0.0925,77.4297,17.3601,False
2012-04-02,32.22,32.46,31.95,26.466737844,35853600.0,0.2552,-0.0823,0.3375,26.4092,25.8593,26.959,58.3986,26.4544,26.5001,1.2793,75.2056,16.5905,False
2012-04-03,32.16,32.19,31.66,26.1798577497,42752100.0,0.2176,-0.0959,0.3135,26.4249,25.9224,26.9275,51.9666,26.3594,26.4602,0.6567,58.9485,14.1381,False
2012-04-04,31.66,31.69,31.05,25.5815078387,49455900.0,0.1379,-0.1405,0.2784,26.3991,25.7902,27.008,41.7024,26.1987,26.3749,-0.7206,27.1875,9.2235,False
2012-04-05,31.15,31.63,31.0501,25.8356016365,50368600.0,0.0941,-0.1474,0.2415,26.379,25.7253,27.0328,46.5095,26.1004,26.3023,-1.8007,29.4291,9.2235,False
2012-04-09,31.22,31.4,30.97,25.4913455233,31056400.0,0.0313,-0.1681,0.1995,26.3426,25.5845,27.1006,41.5376,25.911,26.2203,-2.3632,14.2036,8.5885,False
2012-04-10,31.06,31.19,30.3,24.9749613535,54131300.0,-0.0594,-0.2071,0.1477,26.2782,25.3134,27.243,35.4476,25.6127,26.1258,-3.1366,-17.03,3.4718,False
2012-04-11,30.43,30.53,30.23,24.872504177,43014000.0,-0.138,-0.2286,0.0906,26.1829,25.0695,27.2964,34.3761,25.3512,26.0359,-6.6075,-37.4832,2.9564,False
2012-04-12,30.48,31.04,30.42,25.3888883468,38304000.0,-0.1568,-0.1979,0.0411,26.1094,24.9902,27.2285,43.5843,25.3127,25.9848,-5.5961,-14.0239,6.4106,False
2012-04-13,30.89,31.16,30.72,25.2536448737,39749200.0,-0.1806,-0.1773,-0.0032,26.0258,24.9133,27.1383,41.9332,25.1963,25.92,-5.4038,-12.3409,7.201,False
2012-04-16,30.99,31.19,30.77,25.470854088,38124800.0,-0.1798,-0.1412,-0.0386,25.9633,24.8738,27.0528,45.4869,25.1922,25.8689,-5.3414,-8.4817,7.3999,False
2012-04-17,31.27,31.61,31.2,25.7700290435,34361500.0,-0.1533,-0.0918,-0.0615,25.9321,24.858,27.0062,50.0023,25.3512,25.8061,-3.0665,18.4259,10.1409,False
2012-04-18,31.28,31.31,31.04,25.5241318198,40552900.0,-0.1503,-0.0711,-0.0793,25.8973,24.8177,26.9768,46.6029,25.4815,25.7307,-2.6128,-2.4715,8.8922,False
2012-04-19,31.13,31.68,30.94,25.4175763562,54781200.0,-0.1548,-0.0605,-0.0944,25.8604,24.7683,26.9525,45.1769,25.4872,25.6662,-1.4619,-1.569,11.2582,False
2012-04-20,32.15,32.89,32.05,26.5732933076,106045000.0,-0.0644,0.024,-0.0884,25.8778,24.7524,27.0032,59.5577,25.7512,25.6826,2.493,96.4154,18.3134,True
2012-04-23,32.31,32.5,32.03,26.3273960839,61398200.0,-0.0124,0.0608,-0.0732,25.8823,24.7505,27.0142,56.1972,25.9225,25.6752,1.2146,75.2982,18.1555,True
2012-04-24,32.21,32.52,31.83,26.1634646014,40871100.0,0.0153,0.0708,-0.0555,25.8549,24.7797,26.93,54.0201,26.0012,25.655,-0.276,62.7739,16.5734,True
2012-04-25,31.92,32.32,31.87,26.3929686769,62495500.0,0.0552,0.0886,-0.0333,25.8417,24.8001,26.8834,56.5453,26.1749,25.6692,-1.1621,64.3129,16.5734,True
2012-04-26,32.12,32.23,31.92,26.3191995098,40308100.0,0.08,0.0907,-0.0107,25.8385,24.8033,26.8737,55.4957,26.3553,25.7184,-1.4373,58.1543,16.5734,True
2012-04-27,32.12,32.22,31.88,26.2126440462,41419100.0,0.09,0.0805,0.0095,25.8327,24.8072,26.8583,53.9459,26.2831,25.7435,0.0932,50.3971,16.246,True
2012-04-30,31.98,32.11,31.92,26.2413320556,35697200.0,0.099,0.0717,0.0274,25.8229,24.8172,26.8286,54.3139,26.2659,25.7935,-0.9256,47.2625,16.246,True
2012-05-01,32.05,32.335,31.95,26.2372337685,43832300.0,0.1047,0.0619,0.0428,25.8114,24.8304,26.7924,54.2476,26.2807,25.8777,-0.3851,53.9991,17.5924,True
2012-05-02,31.85,31.925,31.64,26.0651057119,37385300.0,0.0942,0.0411,0.0531,25.8057,24.8321,26.7793,51.4208,26.2151,25.9572,-0.8232,18.836,15.002,True
2012-05-03,31.88,31.9,31.61,26.0323194154,31501300.0,0.0823,0.0234,0.0589,25.8282,24.8555,26.8009,50.8797,26.1577,26.0001,0.6627,12.8681,14.7533,True
2012-05-04,31.45,31.57,30.92,25.3929866338,57927200.0,0.021,-0.0303,0.0514,25.8061,24.8151,26.7971,41.7098,25.9938,26.0094,-0.1897,-60.3874,9.2267,False
2012-05-07,30.7,30.86,30.57,25.1224996878,48641400.0,-0.0488,-0.0801,0.0313,25.7877,24.7609,26.8144,38.5597,25.77,25.9861,-1.7197,-117.2756,6.5789,False
2012-05-08,30.48,30.78,30.17,24.9995510759,46328300.0,-0.1127,-0.1153,0.0025,25.7889,24.7659,26.8118,37.1917,25.5225,25.9348,-1.3145,-143.612,3.6585,False
2012-05-09,30.19,30.83,30.1,25.2126620031,50309300.0,-0.1446,-0.1177,-0.0269,25.8059,24.8344,26.7773,41.0741,25.352,25.914,0.9826,-135.0838,3.1554,False
2012-05-10,30.86,31.02,30.45,25.1962688549,43839200.0,-0.1692,-0.1138,-0.0554,25.7963,24.8048,26.7877,40.8659,25.1848,25.8993,-0.0644,-117.3677,4.4356,False
2012-05-11,30.69,31.54,30.69,25.540524968,43459300.0,-0.159,-0.0829,-0.0761,25.8106,24.843,26.7782,46.9195,25.2143,25.8304,1.2195,-72.9246,7.8266,False
2012-05-14,30.82,31.04,30.64,25.1470894101,40528900.0,-0.1807,-0.0837,-0.097,25.7944,24.7943,26.7945,41.6932,25.2192,25.7517,-0.4809,-115.6256,7.4538,False
2012-05-15,30.64,30.795,30.15,24.9257819088,61822800.0,-0.2132,-0.093,-0.1202,25.7522,24.6827,26.8217,39.0703,25.2045,25.6692,-1.9333,-137.0384,5.3032,False
2012-05-16,30.31,30.32,29.74,24.6700059276,60083700.0,-0.2567,-0.1092,-0.1475,25.7095,24.5431,26.8759,36.2467,25.0959,25.5543,-2.5208,-176.7222,2.3427,False
2012-05-17,29.99,30.2084,29.71,24.5214908418,48484000.0,-0.2997,-0.1217,-0.178,25.6647,24.3928,26.9365,34.6872,24.961,25.4345,-4.0139,-178.7103,2.1291,False
2012-05-18,29.79,29.81,29.17,24.1502031271,56205300.0,-0.3596,-0.1453,-0.2143,25.5435,24.1825,26.9046,31.1026,24.6829,25.297,-8.7645,-216.1067,1.6299,False
2012-05-21,29.1,29.79,29.06,24.5462433561,38787900.0,-0.3708,-0.1252,-0.2456,25.4545,24.0772,26.8317,38.38,24.5627,25.184,-7.7316,-190.0366,2.3743,False
2012-05-22,29.69,29.88,29.5,24.5544941942,39504900.0,-0.3747,-0.1033,-0.2714,25.374,23.9839,26.7641,38.525,24.4885,25.0718,-7.5098,-162.0349,1.7338,False
2012-05-23,29.35,29.4,28.64,24.0181897175,65171000.0,-0.4163,-0.1159,-0.3004,25.2553,23.8284,26.6822,33.1024,24.3581,24.9354,-8.4324,-210.365,7.3659,False
2012-05-24,29.16,29.3,28.76,23.9851863651,52575000.0,-0.4467,-0.1171,-0.3297,25.1386,23.6971,26.58,32.798,24.2509,24.7989,-8.4891,-196.3684,7.3659,False
2012-05-25,29.2,29.36,29.01,23.976935527,29507200.0,-0.4662,-0.1092,-0.357,25.0268,23.5891,26.4645,32.7174,24.2162,24.7045,-8.2732,-176.7219,6.9237,False
2012-05-29,29.38,29.72,29.22,24.3894774321,37758800.0,-0.4432,-0.069,-0.3742,24.9342,23.5856,26.2829,40.5433,24.1849,24.6556,-6.8304,-139.2305,4.3027,False
2012-05-30,29.35,29.479,29.12,24.2079589939,41585500.0,-0.4346,-0.0483,-0.3863,24.8327,23.5903,26.0752,38.4357,24.1155,24.6028,-8.229,-146.5086,4.9608,False
2012-05-31,29.3,29.42,28.94,24.0841964223,39134000.0,-0.4328,-0.0372,-0.3956,24.7337,23.588,25.8794,37.0295,24.1288,24.5276,-7.2364,-148.4961,6.1423,False
2012-06-01,28.76,28.96,28.44,23.4736344027,56634300.0,-0.4751,-0.0636,-0.4115,24.6058,23.4978,25.7137,31.0291,24.0264,24.4128,-8.6153,-180.7474,9.3266,False
2012-06-04,28.62,28.78,28.32,23.5561427837,47926300.0,-0.4963,-0.0679,-0.4285,24.5139,23.3781,25.6498,32.6102,23.9423,24.2805,-8.234,-175.6186,10.0713,False
2012-06-05,28.51,28.75,28.39,23.5190140123,45715400.0,-0.5102,-0.0654,-0.4448,24.4338,23.2555,25.612,32.2537,23.7682,24.1719,-6.2206,-166.4638,10.0713,False
2012-06-06,28.88,29.37,28.8075,24.216209832,46860500.0,-0.4597,-0.0119,-0.4478,24.3946,23.2423,25.5468,44.4675,23.7698,24.1246,-3.9492,-117.3507,5.4442,False
2012-06-07,29.64,29.7,29.17,24.1171997747,37792800.0,-0.4228,0.02,-0.4428,24.3398,23.2456,25.434,43.2802,23.7764,24.0878,-3.0275,-100.3087,3.0983,True
2012-06-08,29.21,29.68,29.05,24.463734975,42551100.0,-0.3614,0.0651,-0.4265,24.3032,23.2794,25.327,48.4423,23.9745,24.0839,-3.6864,-90.6476,3.889,True
2012-06-11,29.73,29.81,28.82,23.8407966983,46361900.0,-0.3588,0.0541,-0.413,24.2182,23.3488,25.0876,41.2174,24.0314,24.0633,-4.8594,-105.9312,5.3938,True
2012-06-12,29.1,29.3,28.84,24.1667048033,35337900.0,-0.3268,0.069,-0.3957,24.1692,23.4114,24.927,45.7526,24.1609,24.038,-4.9807,-104.3341,5.3938,True
2012-06-13,29.22,29.44,29.05,24.0346913937,32984600.0,-0.3085,0.0698,-0.3783,24.1246,23.4498,24.7995,44.2703,24.1246,24.0033,-4.4001,-96.5351,4.3652,True
2012-06-14,29.33,29.46,28.88,24.2079589939,39458900.0,-0.2768,0.0812,-0.358,24.1015,23.4729,24.7302,46.6988,24.1428,24.016,-2.8364,-91.8562,5.504,True
2012-06-15,29.59,30.08,29.49,24.7690159848,62314400.0,-0.204,0.1232,-0.3272,24.1139,23.4443,24.7835,53.6986,24.2038,24.0682,-0.425,-47.4461,1.0415,True
2012-06-18,29.99,30.03,29.71,24.620500899,58679900.0,-0.1566,0.1365,-0.2931,24.1374,23.4323,24.8426,51.7704,24.3598,24.1111,0.738,-45.9165,1.0415,True
2012-06-19,30.19,31.11,30.05,25.3300729758,75725800.0,-0.061,0.1857,-0.2466,24.1766,23.3151,25.0381,59.2593,24.5924,24.1739,4.431,7.078,6.1126,True
2012-06-20,30.93,31.05,30.64,25.5198422522,36257100.0,0.0297,0.2211,-0.1914,24.2249,23.1928,25.2569,60.9948,24.8895,24.2613,3.9157,26.7849,6.1126,True
2012-06-21,30.96,31.14,30.06,24.863900623,48456600.0,0.0481,0.1916,-0.1435,24.2672,23.2036,25.3307,52.6835,25.0207,24.3133,5.9184,-1.3559,2.0977,True
2012-06-22,30.3,30.73,30.03,25.3300729758,45098100.0,0.0992,0.1941,-0.0949,24.3344,23.1841,25.4847,57.1314,25.1329,24.4371,4.8805,3.7498,1.8949,True
2012-06-25,30.3001,30.32,29.62,24.6411279943,42217200.0,0.0831,0.1424,-0.0593,24.3676,23.2222,25.513,49.7293,25.137,24.5094,3.2698,-35.8136,0.8424,True
2012-06-26,30.0,30.27,29.94,24.7690159848,38421300.0,0.0798,0.1113,-0.0315,24.3866,23.2279,25.5453,50.9921,25.0248,24.5927,1.8506,-23.0785,0.8424,True
2012-06-27,30.19,30.5,30.03,24.8927785564,33781700.0,0.0861,0.0941,-0.008,24.4208,23.2449,25.5968,52.2363,24.8994,24.6378,3.4635,-8.7839,0.7051,True
2012-06-28,29.98,30.05,29.42,24.6782567657,45328400.0,0.073,0.0648,0.0082,24.4505,23.2801,25.6209,49.8844,24.8623,24.6752,2.1414,-42.1246,3.2974,True
2012-06-29,30.45,30.69,30.14,25.2393137567,55227200.0,0.1066,0.0787,0.0279,24.5388,23.4109,25.6668,55.4988,24.8441,24.7269,5.9738,14.2746,0.9049,True
2012-07-02,30.62,30.62,30.21,25.2145612424,30589100.0,0.1298,0.0815,0.0483,24.6217,23.5527,25.6908,55.2065,24.9588,24.8185,6.3933,14.6669,0.9049,True
2012-07-03,30.23,30.76,30.17,25.3795780045,20938100.0,0.1596,0.0891,0.0705,24.7148,23.7248,25.7047,56.8308,25.0809,24.8994,6.9913,23.7593,1.8086,True
2012-07-05,30.59,30.78,30.375,25.3300729758,28801900.0,0.1772,0.0854,0.0919,24.7705,23.7737,25.7672,56.176,25.1684,24.9857,4.8008,28.0687,1.9385,True
2012-07-06,30.61,30.7,29.95,24.9051548135,38294800.0,0.1551,0.0506,0.1045,24.8099,23.8582,25.7615,50.7942,25.2137,25.0322,3.367,-0.6576,0.8951,True
2012-07-09,30.12,30.23,29.78,24.7525143086,30680800.0,0.1238,0.0154,0.1084,24.8243,23.8854,25.7632,48.9878,25.1164,25.0311,1.8531,-22.9821,2.0032,True
2012-07-10,30.08,30.22,29.51,24.537992518,37534100.0,0.0808,-0.0221,0.1029,24.8592,24.0227,25.6956,46.498,24.9811,25.0256,1.3754,-36.8789,3.7415,False
2012-07-11,29.71,29.735,29.105,24.1749556414,39184900.0,0.0172,-0.0685,0.0857,24.8596,24.0245,25.6946,42.5744,24.7401,24.9486,1.4846,-71.6807,6.2776,False
2012-07-12,29.15,29.18,28.54,23.6221494885,63523600.0,-0.0769,-0.1301,0.0532,24.8389,23.9085,25.7694,37.4225,24.3986,24.8221,-0.8832,-117.0063,9.6544,False
2012-07-13,28.76,29.48,28.72,24.2492131844,39085000.0,-0.0997,-0.1224,0.0226,24.841,23.916,25.766,45.4457,24.2674,24.7811,0.0679,-80.0736,7.5618,False
2012-07-16,29.48,29.53,29.04,24.2904673749,27900600.0,-0.1132,-0.1087,-0.0045,24.8171,23.8616,25.7726,45.9343,24.175,24.7118,-1.8285,-66.3995,7.215,False
2012-07-17,29.64,29.86,29.2,24.4719858131,33771300.0,-0.108,-0.0828,-0.0252,24.8097,23.8459,25.7734,48.1247,24.1618,24.7005,-0.5661,-44.8355,4.944,False
2012-07-18,29.6,30.45,29.46,25.1238020233,41090400.0,-0.0507,-0.0204,-0.0303,24.7993,23.8538,25.7449,55.1202,24.3515,24.7242,-2.1215,5.002,1.0522,False
2012-07-19,30.51,30.8,30.38,25.3011950425,46663200.0,0.009,0.0314,-0.0225,24.7884,23.8719,25.705,56.8182,24.6873,24.7514,-0.8052,52.9353,1.1591,True
2012-07-20,31.0,31.05,30.05,24.8473989468,64021700.0,0.0194,0.0335,-0.0141,24.7876,23.8713,25.7039,51.4798,24.807,24.7627,-0.289,37.2201,0.9198,True
2012-07-23,29.57,29.58,29.01,24.1584539652,55151900.0,-0.0276,-0.0108,-0.0168,24.729,23.8091,25.6489,44.6552,24.7806,24.6906,-3.7423,-68.0074,7.0423,False
2012-07-24,29.2401,29.36,28.9,24.0511930699,47723300.0,-0.0727,-0.0447,-0.028,24.6995,23.7336,25.6655,43.6891,24.6964,24.6131,-3.1662,-81.1599,7.6561,False
2012-07-25,29.24,29.33,28.78,23.7871662506,45579500.0,-0.1283,-0.0802,-0.048,24.6504,23.6069,25.6939,41.3308,24.4291,24.5069,-3.1054,-95.0717,8.3276,False
2012-07-26,29.23,29.5,29.09,24.059443908,45301400.0,-0.1486,-0.0805,-0.0681,24.6087,23.541,25.6765,44.633,24.1807,24.4222,-3.2787,-64.5092,7.2044,False
2012-07-27,29.48,29.85,29.18,24.5503687751,44242600.0,-0.1237,-0.0444,-0.0793,24.6023,23.5348,25.6699,50.0629,24.1213,24.3986,-0.6656,-24.1253,4.9268,False
2012-07-30,29.75,29.82,29.46,24.4554841369,28905000.0,-0.1103,-0.0248,-0.0855,24.5632,23.5352,25.5911,49.0664,24.1807,24.3788,-2.8348,-16.0861,4.9268,False
