date,open,high,low,Close,vol,MACD_Signal,MACD_Hist,MACD,Real Upper Band,Real Middle Band,Real Lower Band,RSI,SMA,SMA,ROC,CCI,DX,crossover
2012-02-24,15.96,15.98,15.72,14.5143620144,9166700.0,0.367,-0.061,0.306,15.4037,14.4758,13.5478,55.1203,14.5778,14.7114,4.8556,89.3203,0.1777,False
2012-02-27,15.59,15.66,15.245,14.2202140825,18631700.0,0.3444,-0.0906,0.2538,15.3691,14.5015,13.6338,49.9016,14.5079,14.6899,4.4696,54.298,2.7027,False
2012-02-28,15.47,15.65,15.17,14.0915243623,17497100.0,0.3154,-0.1158,0.1997,15.3152,14.5259,13.7365,47.781,14.3985,14.6676,5.2455,47.9942,3.1499,False
2012-02-29,15.38,15.64,15.14,13.9260661506,17229900.0,0.2807,-0.1389,0.1418,15.26,14.5433,13.8266,45.1387,14.2754,14.6314,5.3199,42.4809,3.3306,False
2012-03-01,15.21,15.43,15.15,14.0179873794,11248600.0,0.245,-0.1428,0.1022,15.2166,14.558,13.8995,46.887,14.154,14.5665,2.1854,40.7639,3.3306,False
2012-03-02,15.2,15.6,15.2,14.1374849767,17101900.0,0.2119,-0.1324,0.0795,15.2225,14.5532,13.8839,49.1444,14.0787,14.5101,0.3215,51.9889,2.2129,False
2012-03-05,15.27,15.3,14.75,13.6594945874,12871200.0,0.1741,-0.1513,0.0227,15.2836,14.5091,13.7346,41.5721,13.9665,14.4466,-4.0752,13.9457,4.9797,False
2012-03-06,14.69,14.81,14.46,13.5308048672,11785000.0,0.1328,-0.1651,-0.0323,15.3485,14.4643,13.58,39.8029,13.8544,14.359,-6.0279,-13.7376,6.7096,False
2012-03-07,14.8,14.87,14.6,13.613533973,11049600.0,0.0925,-0.161,-0.0685,15.3803,14.4215,13.4627,41.5171,13.7919,14.2714,-6.0644,-4.6164,6.3024,False
2012-03-08,14.85,15.01,14.772,13.6548985259,10771300.0,0.0555,-0.1482,-0.0927,15.3313,14.3546,13.378,42.3959,13.7192,14.1908,-9.6871,6.2357,5.3485,False
2012-03-09,14.9,15.01,14.74,13.6227260959,9195900.0,0.0218,-0.1349,-0.1132,15.2682,14.2866,13.3051,41.8716,13.6163,14.0909,-9.5701,3.6003,5.5455,False
2012-03-12,14.88,14.98,14.55,13.4067112084,7498700.0,-0.0116,-0.1336,-0.1452,15.267,14.2264,13.1859,38.4508,13.5657,14.0134,-7.5309,-11.1483,6.7179,False
2012-03-13,14.65,14.87,14.58,13.5951497273,13832200.0,-0.04,-0.1136,-0.1536,15.1984,14.1639,13.1294,42.8172,13.5786,13.9438,-9.1076,-9.0687,6.7179,False
2012-03-14,14.79,14.815,14.32,13.2044845052,18392700.0,-0.0699,-0.1196,-0.1896,15.1303,14.0777,13.0252,36.9885,13.4968,13.8547,-9.5543,-34.8105,8.3282,False
2012-03-15,14.41,14.66,14.36,13.402115147,9559500.0,-0.0959,-0.1039,-0.1998,15.0314,14.0047,12.9779,41.3183,13.4462,13.7732,-13.2544,-33.7025,8.3282,False
2012-03-16,14.59,14.66,14.51,13.4204993927,10708500.0,-0.1176,-0.0866,-0.2041,14.8385,13.9196,13.0007,41.7175,13.4058,13.7002,-11.5802,-30.9024,8.3282,False
2012-03-19,14.68,14.75,14.57,13.4572678842,10135000.0,-0.1345,-0.0677,-0.2022,14.753,13.864,12.9751,42.5548,13.4159,13.6494,-10.9837,-26.3992,7.6517,False
2012-03-20,14.56,14.56,14.27,13.2366569353,11240400.0,-0.1508,-0.0652,-0.2161,14.648,13.7939,12.9399,38.9569,13.3442,13.5924,-10.7843,-53.6085,9.5662,False
2012-03-21,14.4,14.59,14.24,13.2918096725,11696000.0,-0.1646,-0.0554,-0.22,14.5391,13.7314,12.9238,40.3087,13.3617,13.5501,-10.1601,-52.3114,9.5662,False
2012-03-22,14.35,14.56,14.31,13.2734254267,10634300.0,-0.1761,-0.0459,-0.2221,14.3825,13.6639,12.9453,39.9924,13.3359,13.5005,-9.0,-52.2446,9.5662,False
2012-03-23,14.4,14.59,14.3,13.3699427169,7886400.0,-0.1836,-0.0299,-0.2135,14.2197,13.6066,12.9935,42.5291,13.3258,13.4493,-8.6984,-48.7895,9.3278,False
2012-03-26,14.69,14.79,14.55,13.5308048672,7215000.0,-0.1852,-0.0063,-0.1914,14.1171,13.5722,13.0272,46.5629,13.3405,13.4407,-5.5556,-28.4801,7.7387,False
2012-03-27,14.78,15.0,14.75,13.6227260959,10499200.0,-0.1811,0.0164,-0.1647,14.04,13.5487,13.0574,48.7646,13.4177,13.4469,-4.1534,-11.984,6.092,True
2012-03-28,15.01,15.36,14.9,13.9352582735,22311200.0,-0.1682,0.0513,-0.1169,14.0419,13.5492,13.0565,55.4511,13.5464,13.4683,-1.7903,17.5106,3.3386,True
2012-03-29,15.14,15.35,14.95,13.9996031336,9317500.0,-0.1492,0.0762,-0.073,14.0375,13.5483,13.059,56.6977,13.6917,13.4913,-0.5185,19.944,3.3386,True
2012-03-30,15.36,15.49,15.14,14.151273161,13181000.0,-0.1245,0.0988,-0.0257,14.0416,13.549,13.0563,59.5558,13.8479,13.5265,-0.7051,36.7714,2.2711,True
2012-04-02,15.36,15.4899,15.111,14.0915243623,10194400.0,-0.0982,0.1051,0.0069,14.1158,13.5706,13.0254,57.9416,13.9601,13.5722,1.2412,31.7206,2.4833,True
2012-04-03,15.44,15.4576,15.0,13.8617212905,10761900.0,-0.0758,0.0898,0.014,14.1464,13.5871,13.0278,52.1202,14.0079,13.5899,4.3727,15.4861,3.3006,True
2012-04-04,14.85,15.04,14.56,13.4664600071,12397400.0,-0.063,0.051,-0.0121,14.1413,13.5798,13.0182,43.9775,13.9141,13.6074,1.1432,-34.8341,6.4608,True
2012-04-05,14.67,14.85,14.58,13.4480757613,9235600.0,-0.0572,0.0233,-0.0338,14.1327,13.5694,13.0062,43.6378,13.8038,13.6105,-1.066,-42.6584,6.4608,True
2012-04-09,14.4,14.49,14.16,13.2734254267,9137600.0,-0.0586,-0.0058,-0.0644,14.129,13.5519,12.9749,40.4566,13.6282,13.6007,-3.4644,-80.9155,9.3843,False
2012-04-10,14.38,14.58,14.09,13.0160459863,11759000.0,-0.0686,-0.0397,-0.1082,14.1526,13.5324,12.9122,36.2805,13.4131,13.5713,-2.6702,-92.1089,8.6444,False
2012-04-11,14.35,14.65,14.3,13.181504198,9324000.0,-0.0805,-0.0476,-0.1281,14.1495,13.5117,12.8739,40.5101,13.2771,13.5676,-1.4795,-76.4434,8.0661,False
2012-04-12,14.36,14.76,14.3,13.4940363757,9621700.0,-0.0878,-0.0294,-0.1173,14.1484,13.5262,12.904,47.5554,13.2826,13.5811,-0.3712,-61.7806,7.1548,False
2012-04-13,14.55,14.625,14.15,13.0160459863,7783100.0,-0.0994,-0.0462,-0.1456,14.1662,13.5069,12.8476,39.8265,13.1962,13.5639,-0.2387,-96.574,8.228,False
2012-04-16,14.26,14.3,13.76,12.8597798975,11586700.0,-0.1152,-0.0634,-0.1786,14.1956,13.4789,12.7621,37.6814,13.1135,13.5299,-2.4557,-132.074,10.9499,False
2012-04-17,14.03,14.2,13.97,12.8873562661,11517400.0,-0.1322,-0.068,-0.2002,14.2122,13.4504,12.6885,38.3097,13.0877,13.487,-3.7288,-125.0443,10.9499,False
2012-04-18,13.93,14.0,13.7,12.7494744231,10019100.0,-0.1509,-0.0749,-0.2258,14.2428,13.426,12.6092,36.3467,13.0013,13.4288,-3.8462,-147.0314,12.8015,False
2012-04-19,13.69,14.21,13.59,12.5518437813,16679700.0,-0.1726,-0.0865,-0.2591,14.2895,13.389,12.4885,33.6953,12.8129,13.3365,-2.6045,-145.8584,10.9763,False
2012-04-20,13.74,13.78,13.36,12.3082525252,12739800.0,-0.1984,-0.1033,-0.3017,14.3569,13.3408,12.3246,30.7344,12.6713,13.2238,-5.3571,-175.0697,12.5523,False
2012-04-23,13.16,13.285,12.91,12.1611785593,17656100.0,-0.2274,-0.1159,-0.3433,14.4187,13.2803,12.1419,29.0813,12.5316,13.0911,-8.9445,-205.258,15.5276,False
2012-04-24,13.27,13.38,12.75,11.7843015215,18261000.0,-0.2623,-0.1398,-0.4021,14.4971,13.193,11.8889,25.3394,12.311,12.9373,-9.5335,-210.24,16.5543,False
2012-04-25,13.01,13.18,12.77,12.0232967162,18177800.0,-0.2948,-0.1297,-0.4245,14.4957,13.113,11.7304,31.3418,12.1658,12.8147,-12.1333,-196.6595,16.5543,False
2012-04-26,13.07,13.1999,12.98,12.0324888391,13480200.0,-0.3231,-0.1134,-0.4365,14.4228,13.0179,11.613,31.5685,12.0619,12.7191,-14.0632,-179.1924,16.3723,False
2012-04-27,13.07,13.145,12.84,11.9313754875,11883900.0,-0.3483,-0.1007,-0.449,14.3196,12.9145,11.5094,30.386,11.9865,12.618,-14.3648,-178.4006,17.2958,False
2012-04-30,12.91,13.07,12.82,11.9497597332,6556700.0,-0.369,-0.0831,-0.4521,14.1483,12.8044,11.4605,30.8903,11.9442,12.5298,-15.623,-171.9232,17.4283,False
2012-05-01,12.93,13.37,12.93,12.1611785593,10217000.0,-0.3818,-0.0509,-0.4326,13.9409,12.7079,11.4749,36.5537,12.0196,12.4728,-13.6857,-146.7174,14.6276,False
2012-05-02,13.18,13.23,12.78,11.8118778901,17100200.0,-0.3935,-0.0468,-0.4403,13.7769,12.6054,11.4338,31.9229,11.9773,12.3815,-14.411,-160.1461,15.6505,False
2012-05-03,12.88,12.955,12.55,11.609651187,10488400.0,-0.4062,-0.0511,-0.4574,13.6907,12.5125,11.3344,29.597,11.8928,12.2559,-13.863,-173.4157,17.1976,False
2012-05-04,12.55,12.62,12.26,11.2695426407,13627300.0,-0.4235,-0.0692,-0.4927,13.6179,12.4036,11.1893,26.1623,11.7604,12.1394,-15.0168,-192.9152,19.1002,False
2012-05-07,12.48,12.69,12.37,11.462577221,15111000.0,-0.4387,-0.0607,-0.4994,13.5245,12.3131,11.1017,31.0296,11.663,12.0463,-12.4224,-173.8959,18.4322,False
2012-05-08,12.36,12.54,12.14,11.4533850981,11557800.0,-0.4509,-0.0487,-0.4996,13.4565,12.2349,11.0134,30.9256,11.5214,11.9507,-13.9918,-175.4141,19.9328,False
2012-05-09,12.24,12.61,12.12,11.4993457125,13015200.0,-0.4588,-0.0317,-0.4905,13.331,12.1508,10.9706,32.1441,11.4589,11.8673,-13.9249,-164.2898,19.2538,False
2012-05-10,12.63,12.65,12.22,11.4166166067,14927300.0,-0.4639,-0.0204,-0.4843,13.0942,12.047,10.9997,31.0865,11.4203,11.7917,-14.2954,-154.7952,18.8627,False
2012-05-11,13.45,13.68,13.16,12.1427943135,35878500.0,-0.4543,0.0383,-0.416,12.9536,12.0033,11.053,47.3711,11.5949,11.7806,-6.4615,-78.8415,9.463,True
2012-05-14,13.1,13.33,12.83,12.0692573306,10936800.0,-0.4362,0.0725,-0.3636,12.8304,11.9638,11.0972,46.1869,11.7163,11.7745,-6.7832,-94.4507,11.7372,True
2012-05-15,13.13,13.42,12.94,11.9497597332,14998500.0,-0.4145,0.0865,-0.328,12.673,11.9169,11.1608,44.2606,11.8156,11.7855,-5.493,-88.5044,10.9641,True
2012-05-16,13.02,13.17,12.7,11.7061684771,11762100.0,-0.3948,0.079,-0.3158,12.5212,11.8647,11.2082,40.5654,11.8569,11.7644,-5.9286,-103.3628,12.6039,True
2012-05-17,12.79,12.91,12.65,11.6280354327,8384100.0,-0.3776,0.0688,-0.3088,12.401,11.8185,11.2361,39.4339,11.8992,11.7374,-9.1485,-108.6796,12.9435,True
2012-05-18,12.68,12.74,12.02,11.104084429,14182200.0,-0.3704,0.0288,-0.3417,12.3738,11.7583,11.1428,32.8507,11.6915,11.6823,-7.5472,-137.2916,17.0734,True
2012-05-21,12.1,12.35,12.015,11.2971190093,10406500.0,-0.3659,0.0179,-0.3481,12.3328,11.7151,11.0975,37.0022,11.537,11.6388,-7.038,-135.6504,17.1051,True
2012-05-22,12.2799,12.3,11.96,11.1592371663,10253500.0,-0.3648,0.0046,-0.3602,12.346,11.6839,11.0217,35.3305,11.3789,11.572,-8.0717,-135.3419,17.4585,True
2012-05-23,12.01,12.46,11.825,11.4350008524,12400000.0,-0.3605,0.017,-0.3435,12.3058,11.6545,11.0031,41.0385,11.3247,11.5468,-5.4628,-121.8562,15.9956,True
2012-05-24,12.51,12.53,12.02,11.1316607976,13010500.0,-0.3586,0.0078,-0.3508,12.2745,11.6094,10.9444,37.1717,11.2254,11.515,-5.075,-118.363,15.3563,True
2012-05-25,12.1,12.5,12.1,11.3982323609,9793800.0,-0.3531,0.0219,-0.3312,12.2367,11.5828,10.9288,42.2914,11.2843,11.5236,-4.9068,-105.937,15.3563,True
2012-05-29,12.6,12.8,12.55,11.6923802928,7750000.0,-0.3402,0.0516,-0.2886,12.2043,11.5699,10.9355,47.3625,11.3633,11.5389,-2.0658,-77.52,12.6059,True
2012-05-30,12.58,12.67,12.35,11.5544984497,9494800.0,-0.3247,0.0618,-0.2629,12.113,11.5396,10.9661,45.3606,11.4424,11.5456,-5.2356,-85.7404,13.9961,True
2012-05-31,12.57,12.62,12.27,11.4258087295,8954800.0,-0.3098,0.0597,-0.2501,12.0816,11.5203,10.9589,43.521,11.4405,11.5407,-4.6107,-88.8258,14.549,True
2012-06-01,12.17,12.29,11.96,11.0121632003,11024600.0,-0.3019,0.0317,-0.2702,12.0917,11.4904,10.8891,38.1877,11.4166,11.5137,-5.1332,-110.2882,16.6605,True
2012-06-04,12.04,12.11,11.63,10.7823601285,10821400.0,-0.3018,0.0006,-0.3012,12.1366,11.466,10.7954,35.5915,11.2934,11.4231,-4.0412,-123.3959,18.8318,True
2012-06-05,11.67,12.1,11.67,11.0902962447,9130600.0,-0.3009,0.0034,-0.2975,12.1378,11.4474,10.7571,41.3192,11.173,11.3578,-4.6493,-111.1803,18.8318,True
2012-06-06,12.16,12.42,12.07,11.389040238,9224200.0,-0.2942,0.0268,-0.2674,12.135,11.4442,10.7534,46.2844,11.1399,11.3204,-0.9569,-84.4872,15.8061,True
2012-06-07,12.57,12.64,11.88,10.9294340945,13169500.0,-0.2908,0.0135,-0.2774,12.1412,11.4157,10.6902,40.6191,11.0407,11.2686,0.2379,-92.5387,13.7806,True
2012-06-08,11.93,12.16,11.91,11.1408529205,9257700.0,-0.2857,0.0205,-0.2652,12.1372,11.4019,10.6666,43.9975,11.0664,11.2361,-3.8735,-94.7369,13.7806,True
2012-06-11,12.51,12.73,12.23,11.2695426407,20977000.0,-0.277,0.0347,-0.2424,12.0115,11.3582,10.705,46.0012,11.1638,11.2472,-6.9444,-68.9483,8.687,True
2012-06-12,12.4,12.63,12.38,11.4993457125,12403200.0,-0.2623,0.0589,-0.2034,11.9011,11.3298,10.7584,49.4607,11.2456,11.2607,-5.2513,-60.2867,8.687,True
2012-06-13,12.5,12.53,12.12,11.1960056577,12356900.0,-0.2488,0.0541,-0.1947,11.7895,11.2921,10.7946,45.3515,11.207,11.2631,-6.6319,-74.7234,10.5754,True
2012-06-14,12.16,12.26,11.91,11.0581238147,14747100.0,-0.2384,0.0417,-0.1967,11.7286,11.2597,10.7908,43.5878,11.2328,11.238,-6.9096,-87.6124,12.0692,True
2012-06-15,12.12,12.3,12.01,11.2971190093,9632200.0,-0.2261,0.0491,-0.177,11.6812,11.2431,10.805,47.3875,11.264,11.249,-4.725,-76.2025,11.7077,True
2012-06-18,12.2,12.5,12.1,11.3982323609,7610600.0,-0.2111,0.0597,-0.1514,11.696,11.2578,10.8196,48.9463,11.2898,11.249,-1.8838,-64.9681,9.9054,True
2012-06-19,12.91,13.43,12.85,12.1657746207,24011900.0,-0.1826,0.1142,-0.0684,11.892,11.3013,10.7105,58.8596,11.4231,11.2806,8.7449,-0.9536,2.1144,True
2012-06-20,13.37,13.7,13.29,12.3634052624,24318000.0,-0.1435,0.1566,0.0131,12.1072,11.3615,10.6157,60.9514,11.6565,11.3345,11.3821,25.0435,0.0211,True
2012-06-21,13.44,13.44,12.81,11.7980897058,12909400.0,-0.1084,0.1402,0.0318,12.1489,11.3796,10.6103,52.734,11.8045,11.3593,7.8652,-8.6928,3.5941,True
2012-06-22,13.0,13.15,12.82,11.9451636718,21634000.0,-0.0752,0.1329,0.0578,12.2184,11.4203,10.6222,54.4459,11.9341,11.4215,4.9481,-9.5192,3.5941,True
2012-06-25,13.01,13.05,12.54,11.5728826955,12365400.0,-0.0506,0.0983,0.0478,12.2297,11.429,10.6283,49.5761,11.9691,11.4742,4.4,-30.2666,5.6287,True
2012-06-26,12.66,12.82,12.48,11.7015724157,10928800.0,-0.0305,0.0802,0.0496,12.2308,11.4295,10.6281,51.193,11.8762,11.515,0.1562,-32.7157,6.0608,True
2012-06-27,12.74,13.23,12.74,12.0784494534,12651600.0,-0.0083,0.0889,0.0806,12.3045,11.4557,10.6069,55.6546,11.8192,11.5609,4.4199,6.4795,2.7906,True
2012-06-28,13.02,13.32,12.91,12.1703706821,13647400.0,0.0156,0.0957,0.1113,12.3968,11.4929,10.5891,56.6892,11.8937,11.6437,5.5468,23.8344,2.088,True
2012-06-29,13.55,13.85,13.54,12.7035138087,15412700.0,0.0478,0.1288,0.1766,12.5949,11.5775,10.56,62.1736,12.0454,11.7478,12.6932,92.4021,1.9269,True
2012-07-02,13.89,13.9,13.3401,12.358809201,14542100.0,0.0779,0.1204,0.1983,12.6593,11.6563,10.6533,57.1596,12.2025,11.8205,14.7812,77.1927,0.4122,True
2012-07-03,13.45,13.83,13.44,12.685129563,5482100.0,0.1101,0.1289,0.239,12.7982,11.736,10.6739,60.3988,12.3993,11.8995,14.2975,95.5505,0.4122,True
2012-07-05,13.71,13.77,13.45,12.5564398428,7001900.0,0.1397,0.1182,0.2579,12.9013,11.7944,10.6876,58.5289,12.4949,11.9902,10.8696,91.0849,0.4122,True
2012-07-06,13.56,13.6,13.25,12.3174446481,9569000.0,0.1619,0.0889,0.2507,12.9178,11.8638,10.8098,55.1325,12.5243,12.0742,7.5949,69.6543,1.1337,True
2012-07-09,13.32,13.38,13.11,12.1519864364,7658400.0,0.1753,0.0537,0.2291,12.9207,11.9144,10.908,52.8574,12.414,12.1312,10.0329,51.9171,2.2055,True
2012-07-10,13.08,13.47,12.72,11.7843015215,12800700.0,0.1763,0.0038,0.1801,12.9046,11.9401,10.9756,48.1285,12.2991,12.1569,5.813,25.046,5.1195,True
2012-07-11,12.86,13.02,12.55,11.5912669412,12130400.0,0.1659,-0.0415,0.1243,12.9016,11.9447,10.9878,45.8225,12.0803,12.1186,3.0879,-10.6168,6.3564,False
2012-07-12,12.47,12.49,12.285,11.3982323609,11804000.0,0.1455,-0.0817,0.0638,12.8838,11.9548,11.0259,43.5851,11.8486,12.0542,-0.3192,-56.7509,8.2524,False
2012-07-13,12.41,12.615,12.33,11.5407102654,8106500.0,0.1218,-0.0947,0.027,12.8357,11.9789,11.1221,45.6825,11.6933,12.0371,2.8956,-38.6066,7.2111,False
2012-07-16,12.48,12.7,12.36,11.5774787569,8361500.0,0.0976,-0.0967,0.0009,12.8131,11.993,11.1729,46.2352,11.5784,12.0126,3.252,-28.4947,6.5027,False
2012-07-17,12.64,12.71,12.16,11.3706559923,11186900.0,0.0709,-0.107,-0.0362,12.8158,11.9916,11.1674,43.5637,11.4957,11.9991,1.68,-48.8662,7.958,False
2012-07-18,12.34,13.24,12.28,12.0049124705,15400200.0,0.0538,-0.068,-0.0142,12.8039,11.9835,11.1632,52.5686,11.5784,12.0193,-1.4147,25.6276,3.6118,False
2012-07-19,13.15,13.36,13.06,12.1198140063,10075900.0,0.0456,-0.0332,0.0124,12.7759,11.9714,11.1668,53.9934,11.7227,12.0221,-2.4818,81.0987,2.6602,False
2012-07-20,13.11,13.2,12.67,11.7705133372,11275000.0,0.0375,-0.0323,0.0052,12.7758,11.97,11.1642,49.1813,11.7687,11.9954,-1.7857,30.4872,5.5279,False
2012-07-23,12.47,13.0685,12.33,11.9313754875,11289600.0,0.0325,-0.0201,0.0123,12.7752,11.9693,11.1634,51.322,11.8395,11.9439,-0.6198,15.129,7.9327,False
2012-07-24,13.0,13.08,12.685,11.8026857673,8779100.0,0.0275,-0.0199,0.0075,12.7701,11.9808,11.1914,49.5335,11.9259,11.9069,0.2299,28.2786,7.8382,False
2012-07-25,12.8,13.2211,12.74,12.0324888391,10376100.0,0.0264,-0.0044,0.022,12.7764,11.9973,11.2183,52.6879,11.9314,11.8634,3.1287,53.082,6.6739,False
2012-07-26,13.34,13.48,13.05,12.0876415763,8461000.0,0.0286,0.0089,0.0375,12.777,11.9978,11.2185,53.4363,11.9249,11.8321,1.8896,88.0229,4.5671,True
2012-07-27,13.2,13.52,13.1,12.3863855696,9412900.0,0.0375,0.0355,0.073,12.803,12.0086,11.2142,57.3516,12.0481,11.8367,1.5015,108.1649,4.2436,True
