date,open,high,low,Close,vol,MACD_Hist,MACD,MACD_Signal,Real Upper Band,Real Lower Band,Real Middle Band,RSI,SMA,SMA,ROC,CCI,DX,crossover
2012-06-05,30.38,31.31,30.341,23.2399342481,1646600.0,0.0235,-0.6662,-0.6897,25.1479,22.2605,23.7042,39.5559,23.1818,23.357,-8.6219,-133.414,13.4313,True
2012-06-06,31.42,32.27,31.42,24.0372003477,1727100.0,0.0973,-0.5681,-0.6653,24.9527,22.3479,23.6503,48.3876,23.2399,23.3556,-4.4909,-88.7181,9.0773,True
2012-06-07,32.79,32.83,31.95,23.8881786468,1371600.0,0.135,-0.4966,-0.6316,24.7402,22.4464,23.5933,47.0119,23.3353,23.3527,-2.8338,-74.1265,6.6489,True
2012-06-08,31.88,32.5,31.77,24.2011242186,1370500.0,0.1772,-0.4101,-0.5873,24.6287,22.505,23.5668,50.1976,23.6289,23.424,-3.9232,-72.2568,7.3234,True
2012-06-11,32.86,32.91,31.34,23.3740537789,1551400.0,0.147,-0.4035,-0.5505,24.4498,22.5585,23.5042,42.8951,23.7481,23.4688,-1.9626,-82.8927,8.9219,True
2012-06-12,31.55,32.345,31.48,24.096809028,1627800.0,0.1715,-0.3361,-0.5077,24.4248,22.5705,23.4976,49.7408,23.9195,23.5163,-1.4286,-73.209,8.9219,True
2012-06-13,32.15,32.45,31.93,23.925434072,999000.0,0.1716,-0.2932,-0.4648,24.4039,22.5781,23.491,48.2707,23.8971,23.5539,-0.3848,-66.5704,8.4495,True
2012-06-14,32.0,32.33,31.745,23.9626894973,1838500.0,0.1692,-0.2532,-0.4225,24.4085,22.5766,23.4926,48.6244,23.912,23.5925,-1.9197,-67.1825,9.1555,True
2012-06-15,32.38,32.57,32.3,24.2532818139,1951200.0,0.1813,-0.1959,-0.3771,24.5058,22.5914,23.5486,51.4012,23.9225,23.6701,1.0312,-50.3086,8.0562,True
2012-06-18,32.28,32.59,31.94,24.2383796438,1548600.0,0.1818,-0.1499,-0.3317,24.5445,22.7063,23.6254,51.249,24.0953,23.7261,4.6403,-52.8273,9.4473,True
2012-06-19,32.74,33.34,32.63,24.7376023417,1144200.0,0.2075,-0.0723,-0.2798,24.7237,22.6625,23.6931,55.9323,24.2235,23.7749,5.9334,-24.4019,6.048,True
2012-06-20,33.19,33.3,32.36,24.3352437494,1556500.0,0.1896,-0.0428,-0.2324,24.7968,22.6867,23.7418,51.6478,24.3054,23.8142,4.8793,-33.6075,7.1043,True
2012-06-21,32.74,32.92,31.61,23.6050374152,1826900.0,0.124,-0.0774,-0.2014,24.7972,22.7084,23.7528,44.9522,24.2339,23.8271,4.6319,-59.5227,9.9638,True
2012-06-22,31.86,32.42,31.73,24.0595536028,2071300.0,0.1072,-0.0675,-0.1746,24.8073,22.7956,23.8014,49.3327,24.1952,23.9155,3.0427,-54.5101,9.9638,True
2012-06-25,31.88,31.89,31.23,23.3815048639,1311900.0,0.0493,-0.1129,-0.1623,24.8078,22.7933,23.8005,43.766,24.0238,23.9557,1.0394,-78.62,11.8348,True
2012-06-26,31.4,31.52,30.95,23.1877766528,1336600.0,-0.0004,-0.1628,-0.1624,24.7963,22.723,23.7596,42.3046,23.7138,23.9523,-2.3763,-88.7509,12.8661,False
2012-06-27,31.12,31.145,30.47,22.867379996,2620400.0,-0.0505,-0.2255,-0.175,24.8229,22.6084,23.7157,39.9415,23.4203,23.8743,-2.6719,-104.0997,14.6073,False
2012-06-28,30.48,31.04,30.3,23.0983636323,2969000.0,-0.0629,-0.2536,-0.1907,24.8326,22.5675,23.7,42.4257,23.3189,23.8216,-2.6959,-101.0124,15.2175,False
2012-06-29,31.65,32.09,31.37,23.7764123712,1990200.0,-0.0224,-0.2187,-0.1963,24.7943,22.71,23.7522,49.0536,23.2623,23.7933,3.9521,-55.7342,10.2681,False
2012-07-02,32.07,32.14,31.46,23.6646460955,1005600.0,-0.0012,-0.1978,-0.1966,24.7399,22.8532,23.7965,48.0762,23.3189,23.8127,4.3845,-54.1839,10.0392,False
2012-07-03,31.67,32.29,31.65,24.0521025178,432000.0,0.0387,-0.1482,-0.1869,24.7506,22.9237,23.8371,51.6543,23.4918,23.8097,3.13,-40.1085,9.3467,True
2012-07-05,32.07,32.66,32.04,24.1638687934,877100.0,0.0705,-0.0988,-0.1693,24.7641,22.9228,23.8435,52.6624,23.7511,23.8256,1.2086,-25.3699,7.6473,True
2012-07-06,32.14,32.14,31.16,23.3815048639,922200.0,0.0384,-0.1213,-0.1597,24.7601,22.8762,23.8181,45.5399,23.8077,23.7868,-2.1017,-60.8418,10.9931,True
2012-07-09,31.25,31.42,30.87,23.2622875032,1288700.0,0.0101,-0.1471,-0.1572,24.7256,22.8167,23.7712,44.556,23.7049,23.7208,-3.3231,-76.9624,12.0608,True
2012-07-10,31.2,31.565,30.5,22.8301245708,1476000.0,-0.0343,-0.2001,-0.1658,24.7704,22.7176,23.744,41.1067,23.538,23.6269,-4.0869,-87.5661,13.4085,False
2012-07-11,30.63,31.0,30.44,22.9567930165,632902.0,-0.0508,-0.2293,-0.1785,24.7545,22.6195,23.687,42.5045,23.3189,23.5082,-4.1583,-92.893,13.6268,False
2012-07-12,30.49,31.06,30.45,22.9865973567,475739.0,-0.0549,-0.2471,-0.1922,24.7435,22.5366,23.6401,42.8465,23.0835,23.4183,-4.2835,-89.9443,13.3362,False
2012-07-13,30.89,31.66,30.86,23.5305265648,1057500.0,-0.0181,-0.2149,-0.1967,24.7127,22.5242,23.6184,48.801,23.1133,23.4133,-2.0724,-60.28,10.4636,False
2012-07-16,31.4,31.54,31.04,23.3069940135,877000.0,-0.0066,-0.205,-0.1984,24.6328,22.5095,23.5711,46.6605,23.1222,23.3631,-3.1624,-63.1825,10.4636,False
2012-07-17,31.39,31.88,30.97,23.1728744827,2091400.0,-0.0058,-0.2056,-0.1998,24.5467,22.489,23.5179,45.3809,23.1908,23.3492,-2.1786,-60.5415,8.8468,False
2012-07-18,31.07,32.6,31.07,24.2383796438,2506200.0,0.0648,-0.1188,-0.1836,24.4215,22.5643,23.4929,55.7176,23.4471,23.4193,-2.2196,-18.6661,5.5208,True
2012-07-19,32.7,33.08,32.47,24.2160263887,1896000.0,0.106,-0.0512,-0.1571,24.3951,22.5788,23.4869,55.4816,23.693,23.5092,-0.6607,17.9205,3.3792,True
2012-07-20,32.27,32.33,31.78,23.6869993507,1435000.0,0.0938,-0.0398,-0.1337,24.402,22.58,23.491,50.1003,23.7243,23.5484,-1.7922,-21.454,6.1633,True
2012-07-23,31.25,31.86,30.81,23.6124885002,1559500.0,0.0778,-0.0364,-0.1142,24.344,22.5933,23.4687,49.3776,23.7854,23.5375,-1.7273,-51.2484,9.8759,True
2012-07-24,31.66,31.66,31.13,23.3591516088,1510400.0,0.0485,-0.0536,-0.1021,24.3434,22.5917,23.4676,46.9124,23.8226,23.5171,-0.7212,-54.8578,9.8759,True
2012-07-25,31.15,31.59,30.83,23.3815048639,1326500.0,0.03,-0.0646,-0.0946,24.3447,22.6098,23.4773,47.1618,23.6512,23.4724,0.2221,-61.9787,11.0022,True
2012-07-26,31.98,32.57,31.98,24.1936731336,1711800.0,0.0695,-0.0077,-0.0772,24.4172,22.6699,23.5436,55.3307,23.6468,23.4744,4.5754,27.9942,6.5777,True
2012-07-27,32.73,33.43,32.52,24.6258360661,2465000.0,0.1189,0.0714,-0.0475,24.5866,22.6532,23.6199,58.949,23.8345,23.5574,7.6997,93.5388,2.9167,True
