date,open,high,low,Close,vol,MACD_Signal,MACD,MACD_Hist,Real Middle Band,Real Lower Band,Real Upper Band,RSI,SMA,SMA,ROC,CCI,DX,crossover
2012-01-25,28.41,28.54,28.04,10.5460455799,13317600.0,0.0859,0.1781,0.0921,9.9765,9.2735,10.6795,63.289,10.4865,10.1032,9.896,131.3951,1.1332,True
2012-01-26,28.21,28.47,27.85,10.423157337,11408300.0,0.1046,0.1794,0.0747,10.02,9.3197,10.7203,59.417,10.549,10.1377,9.5843,112.8959,1.87,True
2012-01-27,27.66,28.08,27.6,10.3821945893,11902500.0,0.1187,0.175,0.0563,10.0699,9.4174,10.7225,58.1465,10.5304,10.1719,9.1333,86.948,2.8391,True
2012-01-30,27.26,28.04,27.23,10.3821945893,12121800.0,0.1289,0.1697,0.0408,10.112,9.4938,10.7303,58.1465,10.4708,10.2087,9.2326,72.2879,4.262,True
2012-01-31,28.19,28.23,27.47,10.4194334508,13750000.0,0.1364,0.1665,0.0301,10.1534,9.57,10.7367,59.0601,10.4306,10.2469,8.6605,84.4292,3.4706,True
2012-02-01,28.23,28.91,28.17,10.7098965706,14961000.0,0.1462,0.1853,0.0391,10.1932,9.5732,10.8132,65.3761,10.4634,10.2983,7.7525,139.7951,0.6893,True
2012-02-02,28.72,28.85,28.38,10.6130755307,12708600.0,0.155,0.1902,0.0352,10.2286,9.5977,10.8595,61.9621,10.5014,10.3446,7.6493,130.2112,0.6893,True
2012-02-03,28.88,29.21,28.8,10.8253370413,11630300.0,0.1657,0.2088,0.043,10.2764,9.6175,10.9354,66.1181,10.59,10.3972,9.8533,159.5128,0.7712,True
2012-02-06,28.98,29.11,28.74,10.7098965706,12804000.0,0.1749,0.2117,0.0368,10.3204,9.669,10.9718,62.1606,10.6555,10.4536,9.395,141.9482,0.524,True
2012-02-07,28.73,29.17,28.59,10.7806504075,14585000.0,0.1834,0.2173,0.0339,10.3671,9.7245,11.0097,63.5916,10.7278,10.5155,9.6204,137.9088,0.0988,True
2012-02-08,28.97,29.56,28.89,10.9705686012,13190600.0,0.1936,0.2343,0.0407,10.4187,9.7565,11.0809,67.1632,10.7799,10.5766,9.8885,159.5064,1.5146,True
2012-02-09,29.38,29.4901,29.03,10.8402325859,16033900.0,0.2018,0.2346,0.0328,10.4648,9.8201,11.1094,62.6446,10.8253,10.6252,10.5741,145.436,1.5146,True
2012-02-10,28.9,28.99,28.49,10.6875532537,10024300.0,0.2054,0.22,0.0145,10.4974,9.8773,11.1174,57.7668,10.7978,10.6394,7.4102,106.6226,0.7756,True
2012-02-13,28.87,29.0,28.42,10.7061726844,9160200.0,0.2059,0.2075,0.0016,10.5394,9.9863,11.0926,58.1921,10.797,10.6411,7.8668,103.6232,1.0698,True
2012-02-14,28.7,29.08,28.63,10.8290609274,10968000.0,0.2057,0.2052,-0.0006,10.5883,10.1208,11.0558,60.9718,10.8067,10.655,8.1845,114.4848,0.7227,False
2012-02-15,29.46,29.55,28.965,10.843956472,15741700.0,0.205,0.2022,-0.0028,10.6278,10.2174,11.0382,61.3059,10.7814,10.6749,9.4444,126.6713,1.3025,False
2012-02-16,28.94,29.98,28.93,11.1288337626,20625300.0,0.2081,0.2202,0.0122,10.6787,10.2854,11.072,67.0804,10.8391,10.7219,10.0183,145.594,3.115,True
2012-02-17,29.95,30.0,29.53,11.0189791211,18530400.0,0.2111,0.2231,0.0121,10.7059,10.2977,11.1141,63.1845,10.9054,10.7644,6.4585,144.8334,3.1991,True
2012-02-21,29.52,29.72,29.17,10.9296058535,14334500.0,0.212,0.2157,0.0037,10.7184,10.299,11.1378,60.1399,10.9501,10.8009,2.9086,122.0395,1.5853,True
2012-02-22,29.15,29.22,28.78,10.7769265213,28629800.0,0.2087,0.1953,-0.0134,10.7262,10.3086,11.1438,55.2657,10.9397,10.8247,1.3176,92.9389,0.1352,False
2012-02-23,27.6,27.87,26.85,10.0731120387,71378900.0,0.1911,0.1209,-0.0702,10.7025,10.2016,11.2035,39.467,10.7855,10.7823,-2.3476,-12.5153,7.9785,False
2012-02-24,27.0,27.09,26.57,9.92043270655,27870300.0,0.1627,0.0491,-0.1136,10.6774,10.0814,11.2734,37.008,10.5438,10.7361,-4.8472,-43.813,9.0325,False
2012-02-27,26.32,26.61,26.11,9.77520114666,28233000.0,0.1263,-0.0194,-0.1456,10.6471,9.9422,11.3519,34.7984,10.2951,10.6661,-5.235,-70.2108,10.7407,False
2012-02-28,26.19,26.38,26.01,9.7491339436,23094700.0,0.0861,-0.0748,-0.1609,10.6154,9.8154,11.4155,34.4034,10.059,10.602,-5.9201,-75.6872,11.1097,False
2012-02-29,26.23,26.25,25.28,9.42515584845,38834700.0,0.0402,-0.1433,-0.1835,10.5657,9.6139,11.5175,29.8858,9.7886,10.5117,-7.0138,-106.3631,13.7566,False
2012-03-01,25.35,25.65,25.19,9.40281253155,25207100.0,-0.0073,-0.1971,-0.1898,10.5003,9.4256,11.5751,29.5986,9.6545,10.4071,-11.2764,-116.3152,14.0774,False
2012-03-02,25.25,25.57,25.17,9.42887973461,22612600.0,-0.0528,-0.2349,-0.1821,10.4411,9.2715,11.6108,30.4342,9.5562,10.3131,-11.3692,-112.5334,14.1496,False
2012-03-05,25.18,25.23,24.72,9.31343926392,24715100.0,-0.0964,-0.271,-0.1746,10.3655,9.1125,11.6185,28.8116,9.4639,10.2214,-13.6255,-128.3275,15.7683,False
2012-03-06,24.58,24.79,24.02,9.00063282723,32278000.0,-0.1414,-0.3212,-0.1798,10.2801,8.9054,11.6547,24.9496,9.3142,10.1077,-14.8403,-158.195,18.2079,False
2012-03-07,24.23,24.52,24.19,9.0713866641,16432800.0,-0.1834,-0.3512,-0.1679,10.1946,8.7446,11.6446,27.3109,9.2434,9.9906,-15.941,-149.7654,18.2079,False
2012-03-08,24.44,24.74,24.335,9.17565547633,13983600.0,-0.2192,-0.3624,-0.1433,10.1049,8.636,11.5737,30.751,9.198,9.8793,-16.3058,-132.8157,17.1055,False
2012-03-09,24.59,24.67,24.04,9.00435671338,23422300.0,-0.2515,-0.3807,-0.1293,10.0131,8.5104,11.5157,28.3863,9.1131,9.7377,-16.3448,-140.641,18.1464,False
2012-03-12,23.97,24.29,23.95,8.99690894108,16613900.0,-0.2795,-0.3913,-0.1119,9.9285,8.3972,11.4598,28.285,9.0498,9.6029,-15.7942,-138.389,18.1464,False
2012-03-13,24.07,24.64,23.91,9.19526009494,23336000.0,-0.2994,-0.3794,-0.0799,9.853,8.3336,11.3724,34.9142,9.0887,9.4873,-14.6104,-120.464,16.3448,False
2012-03-14,24.27,24.5392,24.18,9.10918317911,21666200.0,-0.3141,-0.3725,-0.0585,9.767,8.284,11.2499,33.4754,9.0963,9.3761,-15.1936,-117.7249,16.3448,False
2012-03-15,24.12,24.59,24.08,9.13163802672,20440300.0,-0.3235,-0.3611,-0.0377,9.6814,8.2606,11.1022,34.2329,9.0875,9.3133,-16.3697,-114.3721,16.7201,False
2012-03-16,24.26,24.55,24.21,9.16532029813,20821800.0,-0.3279,-0.3454,-0.0175,9.5832,8.3127,10.8537,35.4148,9.1197,9.263,-17.7033,-109.8978,16.7201,False
2012-03-19,24.53,24.6,24.31,9.10918317911,11763500.0,-0.329,-0.3336,-0.0046,9.4877,8.3875,10.5879,34.3137,9.1421,9.2186,-17.5907,-107.4602,16.45,False
2012-03-20,24.36,24.37,23.97,8.97445409347,24141700.0,-0.3295,-0.3313,-0.0019,9.39,8.4904,10.2895,31.7732,9.098,9.167,-17.592,-119.4532,17.7659,False
2012-03-21,24.1,24.14,23.36,8.77984541421,45506300.0,-0.3318,-0.3413,-0.0095,9.2901,8.6127,9.9675,28.5069,9.0321,9.1239,-16.973,-136.065,20.0631,False
2012-03-22,23.16,23.28,22.91,8.61891900636,34289800.0,-0.3371,-0.358,-0.021,9.2174,8.5808,9.854,26.1272,8.9295,9.0717,-16.0524,-155.9885,21.7039,False
2012-03-23,23.09,23.64,22.92,8.84346748243,20687600.0,-0.3395,-0.3492,-0.0097,9.1635,8.5954,9.7317,34.3236,8.8652,9.0326,-12.2997,-137.0666,19.7049,False
2012-03-26,23.86,23.93,23.55,8.94077182206,23852900.0,-0.3377,-0.3305,0.0072,9.1218,8.6209,9.6227,37.5411,8.8315,9.0078,-9.6225,-117.4303,18.1156,True
2012-03-27,23.96,23.97,23.62,8.83972500783,18363500.0,-0.3342,-0.3201,0.0141,9.0763,8.6523,9.5004,35.6006,8.8045,8.9971,-8.6821,-116.6326,17.896,True
2012-03-28,23.7,23.81,23.45,8.82475510943,20501600.0,-0.3292,-0.3096,0.0197,9.0463,8.6407,9.452,35.3109,8.8135,8.9806,-8.8425,-117.9924,18.5504,True
2012-03-29,23.41,23.61,23.37,8.79855778722,17345200.0,-0.3234,-0.2998,0.0235,9.0161,8.6317,9.4005,34.7802,8.8495,8.9555,-7.4937,-117.2668,18.8599,True
2012-03-30,23.63,23.92,23.55,8.91831697445,16901900.0,-0.3145,-0.2793,0.0353,8.9906,8.6544,9.3268,39.2521,8.8644,8.9498,-5.9859,-102.0555,17.1064,True
2012-04-02,23.88,23.99,23.69,8.93702934746,13918400.0,-0.3033,-0.2585,0.0449,8.9718,8.6696,9.274,39.9415,8.8637,8.9458,-4.4401,-94.7425,16.711,True
2012-04-03,23.83,24.06,23.35,8.77610293961,15855400.0,-0.2931,-0.2521,0.041,8.9605,8.647,9.2741,36.1602,8.851,8.9178,-2.4603,-99.1609,18.0772,True
2012-04-04,23.22,23.38,23.15,8.70873839679,15360800.0,-0.2844,-0.2495,0.0348,8.9424,8.615,9.2699,34.6874,8.8277,8.8911,-4.1733,-107.026,18.8733,True
2012-04-05,23.15,23.37,23.08,8.64885880317,14733100.0,-0.2774,-0.2495,0.0279,8.9161,8.5832,9.2489,33.3921,8.7978,8.8589,-5.0661,-105.1502,19.1529,True
2012-04-09,22.89,23.319,22.85,8.66008622698,15263800.0,-0.2711,-0.2457,0.0253,8.8989,8.5508,9.2469,33.8881,8.7462,8.8253,-5.0045,-103.4675,20.0734,True
2012-04-10,23.17,23.61,23.1,8.70873839679,25845600.0,-0.2641,-0.2361,0.028,8.8844,8.53,9.2389,36.0972,8.7005,8.7986,-2.7995,-92.2253,18.3398,True
2012-04-11,23.51,23.58,23.24,8.76113304121,16610000.0,-0.2556,-0.2217,0.0339,8.8627,8.5349,9.1906,38.4696,8.6975,8.7843,-4.3019,-86.1718,18.3398,True
2012-04-12,23.99,25.14,23.96,9.39361124879,43405800.0,-0.236,-0.1574,0.0786,8.877,8.4885,9.2654,58.4298,8.8345,8.8253,2.4483,-41.8991,9.5691,True
2012-04-13,24.93,25.05,24.33,9.19526009494,24481800.0,-0.213,-0.1211,0.0919,8.8801,8.4825,9.2778,52.6869,8.9438,8.8637,1.8707,-43.2915,9.5691,True
2012-04-16,24.78,24.82,24.17,9.09795575531,15133900.0,-0.1902,-0.099,0.0912,8.8768,8.4878,9.2658,50.0988,9.0313,8.8806,1.0998,-48.7649,10.2744,True
2012-04-17,24.4,25.07,24.355,9.25139721395,15917800.0,-0.1658,-0.0683,0.0975,8.8839,8.4736,9.2942,53.923,9.1399,8.9014,1.9106,-38.4315,8.9244,True
2012-04-18,24.56,25.08,24.52,9.32998918058,18102700.0,-0.1401,-0.0373,0.1029,8.9017,8.4486,9.3547,55.7826,9.2536,8.934,2.9134,-32.9252,8.8702,True
2012-04-19,24.86,25.15,24.48,9.24765473935,18076900.0,-0.1159,-0.019,0.0968,8.9251,8.4517,9.3984,53.3651,9.2245,8.9622,4.1839,-33.6373,8.4858,True
2012-04-20,24.77,24.935,24.45,9.17280524733,19645900.0,-0.0948,-0.0105,0.0843,8.9527,8.4896,9.4159,51.2037,9.22,8.9872,7.1091,-37.2607,8.6264,True
2012-04-23,24.26,24.47,24.06,9.0829858569,16794000.0,-0.078,-0.0109,0.0671,8.9647,8.5011,9.4284,48.6693,9.217,8.9982,3.511,-48.2855,10.4455,True
2012-04-24,24.29,24.5199,24.22,9.14660792512,11964900.0,-0.0636,-0.006,0.0576,8.975,8.5049,9.4452,50.5277,9.196,9.0121,2.4651,-42.6618,10.1602,True
2012-04-25,24.62,24.85,24.4,9.29256443456,17868300.0,-0.049,0.0095,0.0585,8.9977,8.5124,9.4829,54.5705,9.1885,9.0466,3.6713,-31.0189,8.2781,True
2012-04-26,24.75,24.9701,24.69,9.30753433297,9860300.0,-0.0346,0.0228,0.0574,9.0218,8.5254,9.5182,54.9748,9.2005,9.0865,4.8723,-24.4965,7.598,True
2012-04-27,24.9,24.99,24.66,9.26262463776,9433500.0,-0.0218,0.0294,0.0512,9.045,8.5492,9.5408,53.4459,9.2185,9.1274,5.845,-24.6663,7.7452,True
2012-04-30,24.66,24.8,24.53,9.26636711236,9248900.0,-0.0106,0.0345,0.045,9.0624,8.5612,9.5636,53.5612,9.2551,9.1678,3.6789,-27.1665,8.3883,True
2012-05-01,24.73,25.4,24.73,9.419808571,15577800.0,0.0016,0.0503,0.0487,9.0865,8.5657,9.6074,58.1184,9.3098,9.2152,5.8774,-9.3803,4.954,True
2012-05-02,25.06,25.26,24.87,9.44974836781,13609400.0,0.0142,0.0645,0.0503,9.1202,8.5969,9.6436,58.9604,9.3412,9.2611,4.9875,-6.1312,4.954,True
2012-05-03,25.25,25.3301,24.45,9.16157782353,14759700.0,0.0217,0.052,0.0302,9.1429,8.6547,9.631,48.8359,9.312,9.2457,8.3409,-20.4414,7.0853,True
2012-05-04,24.38,24.59,24.2,9.0829858569,14031200.0,0.0244,0.0352,0.0108,9.1646,8.7306,9.5985,46.5025,9.2761,9.2382,5.2204,-37.2936,8.3296,True
2012-05-07,24.19,24.23,23.79,8.93328687286,13193400.0,0.0215,0.0098,-0.0117,9.1782,8.7943,9.5621,42.371,9.2095,9.2272,3.9067,-55.4864,10.3323,False
2012-05-08,23.64,23.69,23.0,8.7274507698,24600700.0,0.0119,-0.0267,-0.0385,9.1792,8.7998,9.5586,37.467,9.071,9.1923,0.3388,-88.2584,14.0133,False
2012-05-09,23.1,23.53,22.92,8.7311932444,14033200.0,-0.0014,-0.0546,-0.0532,9.1777,8.7915,9.5638,37.6076,8.9273,9.1523,-0.212,-93.4828,14.3753,False
2012-05-10,23.29,23.61,23.095,8.79855778722,16107700.0,-0.0152,-0.0705,-0.0553,9.1479,8.7417,9.5541,40.202,8.8547,9.1224,-6.0859,-85.7816,13.8877,False
2012-05-11,23.34,23.505,23.13,8.66382870158,16302300.0,-0.0308,-0.0929,-0.0622,9.1213,8.6646,9.5781,36.9129,8.7709,9.0885,-6.1677,-95.7205,13.8877,False
2012-05-14,23.0,23.18,22.8,8.59459292146,16821700.0,-0.0476,-0.115,-0.0673,9.0962,8.5849,9.6075,35.3218,8.7031,9.0559,-6.6076,-116.276,15.4257,False
2012-05-15,22.97,23.05,22.37,8.38314310649,16067000.0,-0.0677,-0.1478,-0.0801,9.0528,8.4605,9.645,30.9557,8.6343,9.005,-8.0574,-147.9209,17.3811,False
2012-05-16,22.46,22.75,22.01,8.24467154625,16259700.0,-0.0907,-0.1829,-0.0922,8.9985,8.3245,9.6725,28.4851,8.537,8.9352,-9.2903,-178.3051,18.976,False
2012-05-17,22.03,22.27,21.82,8.25589897006,16732500.0,-0.114,-0.2073,-0.0933,8.9489,8.2125,9.6853,28.9776,8.4284,8.865,-11.4513,-195.7737,19.8069,False
2012-05-18,22.11,22.18,21.28,8.03135049399,25559000.0,-0.1396,-0.2421,-0.1025,8.8918,8.0626,9.721,25.2518,8.3019,8.783,-11.0487,-223.9613,22.1154,False
2012-05-21,21.42,21.97,21.4,8.19227690184,16139900.0,-0.1625,-0.2537,-0.0913,8.8473,7.9697,9.7249,31.9683,8.2215,8.7114,-10.2166,-204.5826,22.1154,False
2012-05-22,21.89,21.91,21.54,8.15110968123,15810100.0,-0.1826,-0.2632,-0.0806,8.7975,7.8814,9.7137,31.1999,8.1751,8.6268,-10.644,-196.2172,22.1154,False
2012-05-23,21.15,21.2,20.57,7.88913645915,53778900.0,-0.2038,-0.2886,-0.0848,8.7274,7.7601,9.6947,26.8067,8.104,8.5227,-14.6881,-250.6453,26.1325,False
2012-05-24,22.62,22.66,21.32,8.14736720662,58991500.0,-0.2199,-0.2845,-0.0646,8.6693,7.7091,9.6296,36.2822,8.0822,8.4551,-9.2515,-160.8546,16.9031,False
2012-05-25,21.47,22.36,21.4,8.35694578429,23606100.0,-0.2282,-0.2614,-0.0332,8.6241,7.695,9.5531,42.7293,8.1474,8.4067,-10.5242,-144.8966,16.9031,False
2012-05-29,22.38,22.87,22.38,8.53284209054,22775800.0,-0.2278,-0.2263,0.0016,8.5874,7.706,9.4688,47.5056,8.2155,8.38,-7.7823,-87.3597,13.8925,True
2012-05-30,22.56,22.8,22.45,8.51038724293,20883800.0,-0.2219,-0.198,0.0239,8.5419,7.7474,9.3364,46.9698,8.2873,8.3656,-10.2362,-85.6878,13.8925,True
2012-05-31,22.81,22.88,22.34,8.48793239533,21895800.0,-0.2126,-0.1753,0.0372,8.4938,7.8173,9.1704,46.409,8.4071,8.3493,-9.422,-84.8432,14.3844,True
2012-06-01,21.87,22.0,21.2,7.95275852737,31340000.0,-0.2097,-0.1983,0.0114,8.4334,7.7912,9.0756,35.5655,8.3682,8.2929,-13.1468,-169.0467,19.2455,True
2012-06-04,21.29,21.425,20.87,7.88165150995,18205700.0,-0.2117,-0.2197,-0.008,8.3733,7.7614,8.9853,34.4206,8.2731,8.2408,-12.8711,-186.1933,20.5731,False
2012-06-05,21.1,21.75,21.06,8.11368493521,20203000.0,-0.2124,-0.2154,-0.003,8.3323,7.7679,8.8967,41.0548,8.1893,8.2087,-10.2352,-149.3915,18.62,False
2012-06-06,21.7,22.36,21.69,8.36443073349,14727100.0,-0.2079,-0.1896,0.0182,8.3142,7.7792,8.8492,47.2351,8.1601,8.2075,-5.6142,-98.4513,15.0625,True
2012-06-07,22.5,22.75,22.01,8.25589897006,14333400.0,-0.2015,-0.1759,0.0256,8.2904,7.7906,8.7903,45.0449,8.1137,8.2082,-3.3149,-85.1403,12.8617,True
2012-06-08,22.12,22.35,21.94,8.34946083508,11429000.0,-0.1923,-0.1557,0.0366,8.268,7.8242,8.7117,47.3019,8.193,8.2145,-5.3367,-87.269,13.1648,True
2012-06-11,22.36,22.43,21.38,8.06203878572,14399100.0,-0.1861,-0.161,0.025,8.2379,7.8251,8.6507,41.6691,8.2291,8.2165,-3.9852,-106.33,15.0043,True
2012-06-12,21.47,21.8,21.39,8.17123968473,11203600.0,-0.1798,-0.1547,0.0251,8.2167,7.8372,8.5963,44.3659,8.2406,8.2151,-5.3736,-109.7254,15.0043,True
2012-06-13,21.51,21.71,21.34,8.08839762341,11557100.0,-0.1747,-0.1545,0.0202,8.202,7.8265,8.5774,42.7591,8.1854,8.2109,-5.2328,-113.3849,15.2225,True
2012-06-14,21.48,21.74,21.39,8.12981865407,10875100.0,-0.1697,-0.1493,0.0203,8.1962,7.8201,8.5724,43.8486,8.1602,8.227,-3.8504,-104.5709,15.0423,True
2012-06-15,21.73,21.99,21.57,8.14864639528,17446200.0,-0.1641,-0.1421,0.0221,8.1909,7.8152,8.5665,44.3643,8.12,8.2271,-0.6485,-89.8797,13.5374,True
2012-06-18,21.5,21.61,20.97,7.92647904901,21334700.0,-0.1618,-0.1525,0.0093,8.1856,7.7985,8.5728,39.7488,8.0929,8.1984,-1.9692,-119.1922,16.2125,True
2012-06-19,21.17,21.21,20.75,7.83610589121,21716000.0,-0.1627,-0.1661,-0.0034,8.1678,7.7518,8.5838,38.0247,8.0259,8.1519,-2.8641,-130.7156,17.1681,False
2012-06-20,20.85,21.22,20.65,7.96790007967,17341100.0,-0.163,-0.1644,-0.0014,8.1587,7.7336,8.5837,41.9584,8.0018,8.1158,-2.5521,-119.6471,17.6025,False
2012-06-21,21.08,21.15,20.22,7.64218015676,19640900.0,-0.1678,-0.1871,-0.0193,8.1463,7.6785,8.6141,35.9211,7.9043,8.0594,0.3792,-140.1474,19.4498,False
2012-06-22,20.38,20.72,20.28,7.67042176857,16091000.0,-0.1744,-0.2006,-0.0262,8.1225,7.6107,8.6342,36.7663,7.8086,8.0406,-7.9976,-138.8722,19.4498,False
2012-06-25,20.18,20.27,19.47,7.35976403862,22606900.0,-0.1862,-0.2336,-0.0474,8.0726,7.4749,8.6703,31.8196,7.6953,8.0058,-8.7881,-168.956,22.8206,False
2012-06-26,19.55,19.69,19.24,7.28821862203,21252400.0,-0.2015,-0.2625,-0.061,8.0104,7.3604,8.6604,30.7972,7.5857,7.9507,-13.3739,-177.2827,23.7421,False
2012-06-27,19.36,19.6,19.33,7.34658461977,11517800.0,-0.2167,-0.2775,-0.0608,7.9522,7.2836,8.6208,32.6877,7.4614,7.8829,-13.5051,-165.9706,23.7421,False
2012-06-28,19.33,19.4,19.12,7.29010139615,15941200.0,-0.2315,-0.2906,-0.0592,7.8923,7.2119,8.5727,31.7873,7.391,7.8185,-14.687,-167.099,24.5923,False
2012-06-29,19.85,20.15,19.76,7.57251751428,18842900.0,-0.2402,-0.2751,-0.0349,7.8733,7.1796,8.567,40.5587,7.3714,7.7667,-7.8444,-125.5843,19.7438,False
2012-07-02,20.11,20.24,19.87,7.59134525549,14848900.0,-0.2438,-0.2582,-0.0144,7.8588,7.1543,8.5632,41.0997,7.4178,7.7353,-4.9485,-116.539,19.1778,False
2012-07-03,19.92,20.37,19.88,7.66665622033,7338200.0,-0.2423,-0.2361,0.0062,7.8364,7.1374,8.5355,43.311,7.4934,7.7017,-5.7674,-106.6442,18.3561,True
2012-07-05,20.27,20.425,20.13,7.63653183439,10526000.0,-0.2375,-0.2185,0.0191,7.8,7.14,8.46,42.6251,7.5514,7.6716,-8.0907,-99.317,18.006,True
2012-07-06,19.95,20.14,19.45,7.36917790923,16533100.0,-0.2347,-0.2235,0.0112,7.7557,7.1051,8.4063,37.047,7.5672,7.6208,-10.9267,-120.6365,20.9459,True
2012-07-09,19.53,19.58,19.25,7.31646023384,12421800.0,-0.2336,-0.2291,0.0045,7.704,7.087,8.321,36.0503,7.516,7.5654,-11.8536,-130.5028,21.7847,True
2012-07-10,19.38,19.6,19.02,7.1959626901,16797000.0,-0.235,-0.2405,-0.0055,7.6607,7.0289,8.2925,33.8219,7.437,7.5167,-12.617,-134.7751,22.7434,False
2012-07-11,19.1,19.83,19.05,7.41436448813,24565100.0,-0.2338,-0.2292,0.0046,7.6229,7.0283,8.2174,40.9145,7.3865,7.4885,-9.0367,-118.5452,21.2323,True
2012-07-12,19.3,19.49,19.04,7.28633584791,23525900.0,-0.2326,-0.228,0.0046,7.5828,7.0115,8.1541,38.3341,7.3165,7.4431,-10.2257,-125.7459,21.2751,True
2012-07-13,19.19,19.2,18.77,7.14701056296,30564500.0,-0.2332,-0.2356,-0.0023,7.5336,6.9907,8.0766,35.7083,7.272,7.4101,-11.6835,-136.3942,22.4338,False
2012-07-16,18.87,19.1,18.76,7.08299624285,14874000.0,-0.2354,-0.2439,-0.0086,7.4804,6.9819,7.9788,34.5434,7.2253,7.3709,-13.1423,-136.7688,22.4768,False
2012-07-17,18.96,19.0,18.5,7.1055895323,20657100.0,-0.2375,-0.2459,-0.0084,7.4393,6.9597,7.9189,35.341,7.2073,7.354,-12.0777,-137.3052,23.5961,False
2012-07-18,18.83,19.5,18.8,7.2675081067,28310700.0,-0.2363,-0.2317,0.0046,7.4109,6.9624,7.8594,40.8732,7.1779,7.3526,-8.0622,-114.4948,20.202,True
2012-07-19,19.27,19.37,19.02,7.19031436774,15259400.0,-0.2339,-0.2241,0.0098,7.372,6.9941,7.7499,39.1617,7.1587,7.3422,-8.7182,-112.523,20.202,True
2012-07-20,18.97,19.04,18.57,7.00580250389,14811300.0,-0.2332,-0.2303,0.0028,7.3402,6.9516,7.7287,35.3689,7.1304,7.3232,-9.9764,-127.8583,22.1908,True
2012-07-23,18.38,18.45,18.0,6.89095328252,17405700.0,-0.2349,-0.2417,-0.0069,7.3012,6.8969,7.7055,33.223,7.092,7.2778,-10.9556,-145.4161,24.6111,False
2012-07-24,18.24,18.3,17.81,6.7723385129,20775000.0,-0.2394,-0.2574,-0.018,7.2718,6.8079,7.7358,31.1328,7.0254,7.2232,-9.7188,-149.7094,25.3977,False
2012-07-25,18.07,18.19,17.73,6.69514477394,17233400.0,-0.2461,-0.2729,-0.0268,7.2422,6.7148,7.7696,29.8244,6.9109,7.1584,-7.6181,-149.9551,25.7295,False
2012-07-26,18.05,18.2,17.795,6.7817523835,16665000.0,-0.2519,-0.275,-0.0231,7.2139,6.6525,7.7754,33.1991,6.8292,7.1014,-7.1429,-140.597,25.6585,False
