date,open,high,low,Close,vol,MACD,MACD_Hist,MACD_Signal,Real Upper Band,Real Lower Band,Real Middle Band,RSI,SMA,SMA,ROC,CCI,DX,crossover
2013-01-17,33.5,33.71,33.37,27.698697141,2502200.0,0.4171,0.4351,-0.018,27.1593,26.3769,27.9417,62.3099,27.4745,27.268,3.8189,124.614,4.6087,False
2013-01-18,33.46,33.59,33.2101,27.632767484,1948400.0,0.4117,0.4304,-0.0187,27.2034,26.4186,27.9882,61.1746,27.4646,27.3345,2.4088,112.781,3.5565,False
2013-01-22,33.59,33.67,33.09,27.3855312703,2124700.0,0.383,0.4209,-0.0379,27.2281,26.4532,28.0031,57.0018,27.4844,27.396,2.9349,102.3834,2.767,False
2013-01-23,33.32,33.34,32.98,27.3196016133,1567800.0,0.351,0.4069,-0.056,27.2512,26.4945,28.008,55.9122,27.5059,27.4268,2.0508,89.3729,2.0423,False
2013-01-24,33.21,33.39,32.96,27.4020136846,1363700.0,0.3284,0.3912,-0.0628,27.2797,26.5454,28.0139,57.0127,27.4877,27.3993,2.461,88.7804,2.3606,False
2013-01-25,33.28,33.52,33.21,27.4432197202,1824400.0,0.3103,0.375,-0.0648,27.3101,26.6024,28.0179,57.58,27.4366,27.3938,2.3668,93.5958,3.1922,False
2013-01-28,33.54,33.945,33.372,27.7893504194,1374500.0,0.3202,0.3641,-0.0439,27.3678,26.7026,28.033,62.0834,27.4679,27.4218,3.9982,108.1863,5.8579,False
2013-01-29,33.6,33.68,33.28,27.6739735196,768600.0,0.3151,0.3543,-0.0392,27.4284,26.8968,27.9601,59.8155,27.5256,27.4443,3.7585,96.0962,5.2201,False
2013-01-30,33.83,33.89,33.53,27.830556455,1321600.0,0.3199,0.3474,-0.0275,27.477,26.9866,27.9674,61.8423,27.6278,27.5097,3.989,103.6494,6.5274,False
2013-01-31,33.74,33.93,33.44,27.566837827,1752400.0,0.2991,0.3377,-0.0386,27.4647,26.9969,27.9324,56.6832,27.6608,27.5377,0.5333,93.748,5.8908,False
2013-02-01,33.92,34.52,33.694,28.4486469892,2429300.0,0.3497,0.3401,0.0096,27.5108,26.8759,28.1458,66.6504,27.8619,27.591,2.2058,121.0944,9.4964,True
2013-02-04,34.87,34.87,33.95,28.0201042188,1769900.0,0.3512,0.3423,0.0088,27.5434,26.875,28.2118,59.5193,27.908,27.6135,4.0896,118.8941,11.5409,True
