date,open,high,low,Close,vol,MACD_Signal,MACD_Hist,MACD,Real Upper Band,Real Lower Band,Real Middle Band,RSI,SMA,SMA,ROC,CCI,DX,crossover
2013-07-05,4.08,4.1,4.03,4.07,8965400.0,0.083,-0.0181,0.0649,4.1838,3.8662,4.025,55.4404,4.056,4.048,4.0609,54.7282,9.0645,False
2013-07-08,4.08,4.085,3.98,4.0,16930900.0,0.0776,-0.0215,0.0561,4.1799,3.8791,4.0295,51.7857,4.04,4.052,2.381,48.0131,7.8487,False
2013-07-09,4.02,4.08,4.01,4.05,9550900.0,0.0726,-0.02,0.0526,4.1791,3.8789,4.029,54.1013,4.03,4.052,0.0,50.2276,7.8487,False
2013-07-10,4.06,4.06,3.96,3.98,19122800.0,0.0669,-0.0232,0.0437,4.1785,3.8815,4.03,50.4658,4.032,4.0447,-1.2165,42.7474,6.6195,False
2013-07-11,4.215,4.45,4.16,4.45,106975700.0,0.0682,0.0055,0.0737,4.2831,3.8319,4.0575,66.608,4.11,4.07,10.4218,94.1803,14.3617,True
2013-07-12,4.48,4.5,4.26,4.32,50286600.0,0.0718,0.0142,0.086,4.323,3.829,4.076,60.7418,4.16,4.1,13.6364,96.3485,15.2776,True
2013-07-15,4.34,4.4,4.31,4.4,21953700.0,0.0776,0.0234,0.101,4.375,3.823,4.099,62.8964,4.24,4.1267,8.9109,99.8105,15.2776,True
2013-07-16,4.41,4.49,4.25,4.43,39716700.0,0.0849,0.0291,0.114,4.4281,3.8079,4.118,63.6969,4.316,4.152,8.4541,106.0504,16.9313,True
2013-07-17,4.44,4.45,4.33,4.38,17002100.0,0.0917,0.0272,0.1189,4.4625,3.8025,4.1325,61.3339,4.396,4.1673,8.2725,109.172,16.9313,True
2013-07-18,4.38,4.65,4.37,4.64,70347000.0,0.1018,0.0404,0.1421,4.5565,3.7655,4.161,67.9567,4.434,4.2007,11.244,151.6393,20.4976,True
2013-07-19,3.99,4.08,3.85,4.03,151516000.0,0.1034,0.0066,0.1101,4.5467,3.7913,4.169,47.5036,4.376,4.1973,1.2407,17.2492,8.2136,True
2013-07-22,4.005,4.01,3.885,3.9,50010900.0,0.0974,-0.0241,0.0733,4.553,3.775,4.164,44.4489,4.276,4.1853,-0.7426,-2.9085,8.2136,False
2013-07-23,3.88,3.88,3.64,3.66,76847700.0,0.0828,-0.0583,0.0245,4.5894,3.6996,4.1445,39.4332,4.122,4.156,-5.1345,-77.1062,3.0926,False
2013-07-24,3.69,3.75,3.58,3.63,50913500.0,0.063,-0.0794,-0.0164,4.6167,3.6203,4.1185,38.8461,3.972,4.1333,-9.6386,-119.0268,1.8918,False
2013-07-25,3.64,3.74,3.6,3.7,29243400.0,0.0419,-0.0845,-0.0426,4.6268,3.5662,4.0965,41.0406,3.784,4.1093,-11.1639,-128.0053,1.8918,False
