date,open,high,low,Close,vol,MACD_Hist,MACD,MACD_Signal,Real Upper Band,Real Middle Band,Real Lower Band,RSI,SMA,SMA,ROC,CCI,DX,crossover
2012-06-20,32.79,33.41,32.79,33.21,132700.0,0.1668,-0.9744,-1.1412,34.7914,33.227,31.6626,40.9068,32.622,32.8493,-5.1391,-97.8969,15.6329,True
2012-06-21,33.12,33.34,32.15,32.31,105200.0,0.1498,-0.9539,-1.1038,34.5373,33.1025,31.6677,34.7958,32.644,32.772,-4.4425,-107.7958,17.8686,True
2012-06-22,32.54,33.08,32.46,32.93,971000.0,0.181,-0.8776,-1.0585,34.3986,33.0425,31.6864,41.2714,32.772,32.7927,-5.0789,-97.6129,17.8686,True
2012-06-25,32.44,32.53,32.17,32.4,167100.0,0.1668,-0.85,-1.0168,34.2257,32.9525,31.6793,37.8303,32.73,32.7393,-5.7101,-105.8071,18.8759,True
2012-06-26,32.41,32.8,32.31,32.56,172500.0,0.1687,-0.806,-0.9747,33.7661,32.837,31.9079,39.4629,32.682,32.6787,-6.4461,-96.8277,17.5113,True
2012-06-27,32.68,32.99,32.43,32.89,98800.0,0.191,-0.7359,-0.9269,33.6101,32.7915,31.9729,42.7832,32.618,32.6387,-5.1701,-87.7306,16.5537,True
2012-06-28,32.66,32.99,32.38,32.94,176400.0,0.2066,-0.6687,-0.8753,33.5263,32.765,32.0037,43.2881,32.744,32.6287,-2.6557,-84.7378,16.7353,True
2012-06-29,33.55,34.41,33.17,34.36,234400.0,0.3041,-0.4951,-0.7992,33.8786,32.852,31.8254,55.2935,33.03,32.7267,4.2727,-48.9442,9.833,True
2012-07-02,34.33,34.63,33.45,33.71,273700.0,0.3151,-0.4054,-0.7205,33.9612,32.8775,31.7938,50.0928,33.292,32.818,4.0565,-48.2922,8.8192,True
2012-07-03,33.65,34.2,33.65,34.14,57800.0,0.3395,-0.2961,-0.6356,34.102,32.911,31.72,53.212,33.608,32.9173,0.8552,-44.4696,8.8192,True
2012-07-05,34.24,34.33,33.62,34.33,132100.0,0.3549,-0.192,-0.5469,34.2747,32.953,31.6313,54.5566,33.896,33.0453,1.3881,-39.9077,8.2089,True
2012-07-06,33.97,34.07,33.69,33.88,137900.0,0.3222,-0.1441,-0.4663,34.3741,32.9925,31.6109,50.8484,34.084,33.1573,-0.5546,-44.6732,8.2089,True
2012-07-09,33.82,34.11,33.592,33.81,145600.0,0.2846,-0.1105,-0.3952,34.464,33.0385,31.613,50.2788,33.974,33.2587,2.741,-44.3478,8.6085,True
2012-07-10,33.99,34.31,33.59,33.97,235600.0,0.26,-0.0702,-0.3302,34.5627,33.12,31.6773,51.6063,34.026,33.3493,3.2812,-39.1275,7.6359,True
2012-07-11,34.01,34.33,33.74,33.93,200500.0,0.2313,-0.041,-0.2723,34.651,33.184,31.717,51.2399,33.984,33.4247,4.5053,-36.3008,7.538,True
2012-07-12,33.65,33.86,33.41,33.67,153000.0,0.1872,-0.0384,-0.2255,34.6835,33.247,31.8105,48.8253,33.852,33.4553,2.2343,-46.2432,8.9284,True
2012-07-13,33.85,33.96,33.59,33.74,168100.0,0.1562,-0.0303,-0.1865,34.6912,33.324,31.9568,49.5116,33.824,33.5507,4.076,-40.9039,8.4259,True
2012-07-16,33.6,34.23,33.54,33.94,97700.0,0.143,-0.0077,-0.1507,34.7119,33.4065,32.1011,51.5026,33.85,33.618,5.3266,-34.7646,7.0699,True
2012-07-17,34.04,34.77,33.82,34.73,248500.0,0.1791,0.0731,-0.106,34.8846,33.5125,32.1404,58.4388,34.002,33.7733,6.4931,-14.336,4.4139,True
2012-07-18,34.61,35.44,34.61,35.27,278200.0,0.2277,0.1787,-0.049,35.165,33.636,32.107,62.3794,34.27,33.954,7.2639,11.3792,1.245,True
2012-07-19,35.36,35.71,35.27,35.5,151100.0,0.2614,0.2777,0.0163,35.4663,33.7505,32.0347,63.9397,34.636,34.128,6.8842,27.3996,0.0012,True
2012-07-20,35.4,35.66,35.02,35.17,190000.0,0.2476,0.3258,0.0782,35.5817,33.8935,32.2053,60.1074,34.922,34.2767,6.9586,21.395,1.1447,True
2012-07-23,34.63,35.06,34.25,34.92,252200.0,0.2093,0.3398,0.1305,35.6769,33.993,32.3091,57.319,35.118,34.314,5.9855,2.03,4.5631,True
2012-07-24,34.92,34.92,33.85,34.21,481900.0,0.1278,0.2903,0.1625,35.6016,34.0835,32.5654,50.2285,35.014,34.3473,7.3471,-13.1625,6.2753,True
2012-07-25,34.25,35.01,33.89,34.97,160900.0,0.1171,0.3088,0.1918,35.5967,34.204,32.8113,56.4123,34.954,34.4027,6.7378,1.8098,5.8408,True
2012-07-26,35.34,35.56,34.94,35.26,196400.0,0.121,0.3429,0.222,35.6496,34.3225,32.9954,58.5194,34.906,34.4647,7.7902,33.9193,3.2183,True
2012-07-27,35.46,36.32,35.28,35.89,146200.0,0.1552,0.416,0.2608,35.8054,34.47,33.1346,62.7145,35.05,34.5987,10.094,65.7345,0.2546,True
2012-07-30,36.0,36.21,35.24,35.56,209800.0,0.1451,0.4422,0.2971,35.9457,34.53,33.1143,59.3461,35.178,34.7153,5.231,63.3111,0.0744,True
2012-07-31,34.72,35.99,33.2501,34.54,762100.0,0.0634,0.3763,0.3129,35.9363,34.5715,33.2067,50.384,35.244,34.7533,3.9272,12.4615,8.2681,True
2012-08-01,34.73,35.25,34.73,34.86,214100.0,0.0264,0.346,0.3195,35.9628,34.6075,33.2522,52.7809,35.222,34.8153,3.0702,34.9083,8.2681,True
2012-08-02,34.6,35.055,34.43,34.62,166700.0,-0.0164,0.2991,0.3154,35.9713,34.622,33.2727,50.8085,35.094,34.8787,2.1119,25.1431,9.4451,False
2012-08-03,35.27,36.21,35.055,35.77,176500.0,0.0282,0.3507,0.3225,36.1088,34.7165,33.3242,58.7268,35.07,35.014,6.2812,86.1025,4.21,True
2012-08-06,35.78,36.16,35.5316,35.66,110500.0,0.0447,0.3783,0.3336,36.1939,34.809,33.4241,57.7737,35.09,35.1287,6.01,97.3851,4.21,True
