date,open,high,low,Close,vol,MACD_Hist,MACD,MACD_Signal,Real Middle Band,Real Upper Band,Real Lower Band,RSI,SMA,SMA,ROC,CCI,DX,crossover
2012-03-30,26.74,27.02,26.02,25.7339760345,1165200.0,-0.0386,0.8778,0.9163,24.7594,27.2423,22.2765,62.3948,25.8964,25.2969,9.4814,97.4083,16.8211,False
2012-04-02,26.3,26.37,25.59,25.2601072537,1052300.0,-0.0949,0.7977,0.8926,24.9078,27.1234,22.6923,57.4349,25.7514,25.3961,11.5011,81.643,15.1888,False
2012-04-03,25.89,26.11,25.14,24.5638102697,1923800.0,-0.1778,0.6703,0.8482,25.0459,26.7569,23.3348,51.0466,25.4593,25.4303,14.4172,66.8861,13.501,False
2012-04-04,25.3,25.7,24.2,24.6605181841,1977600.0,-0.222,0.5706,0.7927,25.1441,26.4915,23.7966,51.8437,25.1905,25.42,6.3302,53.3136,10.0747,False
2012-04-05,25.6419,26.05,25.37,24.9119587617,1542200.0,-0.2293,0.506,0.7353,25.1823,26.4559,23.9086,53.9332,25.0261,25.429,3.661,68.8514,11.091,False
2012-04-09,25.5,25.65,24.68,24.331711275,1328000.0,-0.2655,0.4034,0.6689,25.159,26.4762,23.8419,48.7077,24.7456,25.3575,-0.3497,49.9673,8.6298,False
2012-04-10,25.0,25.83,23.62,22.9294465155,2338200.0,-0.3699,0.2065,0.5765,25.117,26.6456,23.5884,38.9391,24.2795,25.1885,0.1163,23.1419,4.9957,False
2012-04-11,24.0,24.25,23.68,23.0745083872,2403500.0,-0.412,0.0615,0.4735,25.0681,26.7811,23.3552,40.2669,23.9816,25.0596,-3.7698,4.5413,4.9957,False
2012-04-12,23.94,24.86,23.9,23.983562783,1822700.0,-0.363,0.0197,0.3827,25.0266,26.8013,23.2518,47.8772,23.8462,24.979,-6.717,22.5182,6.8503,False
2012-04-13,24.5,24.71,23.95,23.3549613391,807500.0,-0.3569,-0.0634,0.2935,24.9555,26.8727,23.0382,43.7478,23.5348,24.8423,-5.1804,10.1856,6.8503,False
2012-04-16,24.46,24.91,23.8,23.9255380343,1104500.0,-0.3007,-0.0823,0.2183,24.8815,26.8374,22.9255,48.1011,23.4536,24.6986,-5.6439,16.0207,7.4628,False
2012-04-17,25.0,25.48,24.94,24.1382954461,1719500.0,-0.238,-0.0792,0.1588,24.8153,26.7776,22.8529,49.6576,23.6954,24.5754,-3.5214,41.2148,9.1934,False
2012-04-18,24.67,25.23,24.36,24.1963201948,1127200.0,-0.1841,-0.0713,0.1128,24.7746,26.7529,22.7964,50.095,23.9197,24.4536,-3.5919,27.9873,7.1204,False
2012-04-19,24.98,25.34,24.05,23.2969365904,1673800.0,-0.199,-0.1359,0.063,24.6799,26.7485,22.6112,43.7788,23.7824,24.273,-3.9788,8.5916,6.0263,False
2012-04-20,24.45,24.45,23.065,22.4265653604,3032100.0,-0.254,-0.2545,-0.0005,24.5309,26.7895,22.2724,38.7172,23.5967,24.0525,-7.1754,-38.6663,2.6388,False
