date,open,high,low,Close,vol,MACD,MACD_Hist,MACD_Signal,Real Upper Band,Real Middle Band,Real Lower Band,RSI,SMA,SMA,ROC,CCI,DX,crossover
2013-07-17,13.45,13.72,13.36,13.59,32539300.0,0.1659,-0.1619,0.3277,14.8454,13.6817,12.5181,56.0326,13.086,13.668,-0.2907,74.8172,17.2648,False
2013-07-18,13.79,13.86,13.63,13.69,38727500.0,0.1789,-0.1191,0.298,14.8239,13.6677,12.5116,57.1553,13.284,13.6357,-1.7711,80.2548,18.3066,False
2013-07-19,13.67,13.73,13.44,13.73,27734400.0,0.1902,-0.0862,0.2764,14.8323,13.6775,12.5227,57.619,13.492,13.595,-0.5793,73.4668,16.2857,False
2013-07-22,13.62,13.91,13.62,13.83,24337500.0,0.2048,-0.0573,0.2621,14.8265,13.674,12.5215,58.8132,13.644,13.5617,-0.9964,78.6375,17.6411,False
2013-07-23,13.89,14.0599,13.62,13.64,38691100.0,0.1988,-0.0506,0.2494,14.8315,13.683,12.5345,55.6227,13.696,13.5197,1.3691,75.9008,18.7551,False
2013-07-24,13.8,13.83,13.08,13.105,46712000.0,0.1492,-0.0802,0.2294,14.8258,13.6507,12.4757,47.7997,13.599,13.4393,0.0724,52.2374,13.1483,False
2013-07-25,12.95,13.425,12.8,13.29,42692600.0,0.1234,-0.0848,0.2082,14.7658,13.6065,12.4472,50.385,13.519,13.3827,-6.1845,41.7482,10.3999,False
2013-07-26,13.06,13.1,12.51,12.59,68782400.0,0.0459,-0.1299,0.1757,14.7075,13.519,12.3305,41.96,13.291,13.268,-9.8417,15.8391,7.6458,False
2013-07-29,12.67,12.87,12.39,12.47,40786800.0,-0.0249,-0.1605,0.1356,14.6369,13.426,12.2151,40.7097,13.019,13.164,-11.0574,4.1342,6.5275,False
2013-07-30,12.5,12.6931,12.31,12.6,48759000.0,-0.0698,-0.1643,0.0945,14.5394,13.3425,12.1456,42.6918,12.811,13.1283,-13.061,-1.3613,5.7824,False
2013-07-31,12.67,13.29,12.65,13.24,45062600.0,-0.053,-0.118,0.065,14.4007,13.289,12.1773,51.2824,12.838,13.1743,-7.2575,29.4784,10.5304,False
2013-08-01,13.38,13.63,13.3,13.575,32858900.0,-0.0126,-0.0621,0.0495,14.3116,13.2607,12.2099,55.0604,12.895,13.2327,-4.6186,56.8717,13.068,False
2013-08-02,13.5,13.6,13.33,13.5,26500600.0,0.0133,-0.029,0.0422,14.1631,13.2202,12.2774,54.0548,13.077,13.2867,-5.3584,53.4474,13.068,False
2013-08-05,13.51,14.18,13.5,14.174,43741000.0,0.0871,0.0359,0.0512,14.1967,13.2274,12.2582,60.9256,13.4178,13.3603,-1.2535,85.2571,17.2106,True
2013-08-06,14.16,14.24,13.94,14.14,29094900.0,0.1413,0.0721,0.0692,14.3238,13.2777,12.2316,60.4371,13.7258,13.4109,0.7072,94.3,17.6236,True
2013-08-07,14.0,14.04,13.6,13.81,34736800.0,0.1558,0.0692,0.0865,14.3552,13.3407,12.3262,55.7858,13.8398,13.4256,6.0423,70.799,14.3369,True
2013-08-08,13.81,14.05,13.61,13.95,39511800.0,0.1765,0.072,0.1045,14.406,13.4032,12.4004,57.2803,13.9148,13.4429,9.0839,72.837,14.4084,True
2013-08-09,13.75,14.52,13.7419,13.99,64619700.0,0.194,0.0715,0.1224,14.4459,13.4682,12.4905,57.7177,14.0128,13.4603,12.9961,87.5571,17.6936,True
2013-08-12,13.95,14.16,13.77,13.83,35376800.0,0.1927,0.0562,0.1365,14.4781,13.5062,12.5343,55.291,13.944,13.4603,7.3948,72.369,17.6936,True
2013-08-13,14.14,14.98,14.08,14.97,84457700.0,0.2804,0.1151,0.1653,14.7453,13.5857,12.4261,66.1543,14.11,13.5489,11.7077,131.7583,23.0243,True
2013-08-14,14.82,15.07,14.57,14.82,47850600.0,0.334,0.135,0.199,14.9256,13.6472,12.3688,63.9633,14.312,13.6633,9.8397,140.6224,23.5768,True
2013-08-15,14.41,14.41,13.97,14.13,53528900.0,0.3171,0.0945,0.2226,14.9648,13.6692,12.3736,54.9875,14.348,13.7193,3.9683,83.6589,17.8427,True
2013-08-16,14.17,14.35,13.95,14.005,30624000.0,0.2903,0.0541,0.2361,14.9866,13.6829,12.3793,53.5295,14.351,13.8136,4.5157,76.1707,17.6576,True
2013-08-19,14.0,14.03,13.77,13.8,25506900.0,0.2496,0.0108,0.2388,14.9845,13.6814,12.3784,51.1465,14.345,13.9023,0.8627,53.1198,15.9904,True
2013-08-20,13.81,13.91,13.65,13.8,24379600.0,0.2149,-0.0192,0.234,14.9934,13.6894,12.3855,51.1465,14.111,13.9823,-1.0662,43.6729,14.8867,False
2013-08-21,13.81,13.9,13.56,13.63,29709100.0,0.1717,-0.0499,0.2216,14.9924,13.7157,12.439,49.0671,13.873,14.0083,0.5061,32.8672,14.059,False
2013-08-22,13.76,13.91,13.74,13.86,2878088.0,0.1542,-0.0539,0.2081,15.007,13.7442,12.4814,51.9017,13.819,14.0273,3.6127,45.5377,14.1289,False
2013-08-23,13.91,13.93,13.735,13.86,3019036.0,0.1388,-0.0554,0.1942,14.9543,13.8077,12.6611,51.9017,13.79,14.0513,6.3359,44.4251,14.2707,False
2013-08-26,13.9,13.92,13.72,13.78,16331500.0,0.1187,-0.0604,0.1791,14.8426,13.8732,12.9038,50.7734,13.786,14.025,8.1585,38.6642,14.1269,False
2013-08-27,13.56,13.59,13.05,13.179,39898700.0,0.0537,-0.1003,0.1541,14.7439,13.9021,13.0604,43.2122,13.6618,13.9609,7.066,-28.717,7.9566,False
2013-08-28,13.18,13.35,13.06,13.24,36138600.0,0.007,-0.1176,0.1247,14.7439,13.9021,13.0604,44.1172,13.5838,13.9229,0.4515,-40.6974,7.9566,False
2013-08-29,13.23,13.74,13.23,13.57,23787700.0,-0.0033,-0.1023,0.0991,14.7441,13.9019,13.0597,48.8428,13.5258,13.8976,0.807,-5.625,10.8579,False
2013-08-30,13.59,13.68,13.301,13.57,22278600.0,-0.0113,-0.0883,0.077,14.7414,13.9054,13.0694,48.8428,13.4678,13.8696,0.5882,-8.1859,10.8579,False
2013-09-03,13.78,14.15,13.7,14.01,37060500.0,0.0176,-0.0475,0.0651,14.7257,13.8972,13.0687,54.7053,13.5138,13.8816,-0.2116,53.2056,14.2275,False
2013-09-04,14.97,15.265,14.44,14.753,117540600.0,0.0993,0.0274,0.0719,14.8319,13.9278,13.0238,62.4838,13.8286,13.8671,7.198,175.5015,21.3958,True
2013-09-05,14.95,15.2071,14.94,15.17,38713900.0,0.1955,0.0988,0.0967,15.0469,13.9958,12.9448,65.9954,14.2146,13.8905,8.3127,208.3761,21.3958,True
2013-09-06,15.24,15.3625,14.96,15.26,38111000.0,0.2758,0.1433,0.1325,15.2474,14.0613,12.8753,66.7158,14.5526,13.9658,9.3416,212.6483,22.3314,True
2013-09-09,15.4,15.69,15.3,15.615,32745800.0,0.3639,0.1851,0.1788,15.5072,14.1426,12.778,69.451,14.9616,14.0731,8.0579,248.8897,24.2634,True
2013-09-10,15.9,16.65,15.865,16.26,80821300.0,0.4802,0.2411,0.239,15.9012,14.2641,12.627,73.6641,15.4116,14.2371,17.5847,325.6432,29.4917,True
2013-09-11,16.3,16.6,16.0,16.49,48497900.0,0.5842,0.2761,0.3081,16.2238,14.3401,12.4564,74.9823,15.759,14.4165,10.8144,310.1061,29.4917,True
2013-09-12,16.52,16.85,16.135,16.2,55883900.0,0.6359,0.2623,0.3736,16.4524,14.4091,12.3658,70.2332,15.965,14.5878,11.8115,284.6309,30.7786,True
2013-09-13,16.0,16.24,15.67,16.205,55788100.0,0.6695,0.2367,0.4328,16.6949,14.5128,12.3308,70.268,16.154,14.7441,12.6995,223.5539,26.4142,True
2013-09-16,16.54,16.69,16.41,16.44,35709000.0,0.707,0.2194,0.4877,16.957,14.6346,12.3122,71.9205,16.319,14.9161,16.3066,250.195,28.7541,True
2013-09-17,16.47,16.865,16.23,16.84,32439700.0,0.7602,0.2181,0.5422,17.2634,14.7866,12.3098,74.5046,16.435,15.1201,20.2067,240.2511,27.1099,True
2013-09-18,16.88,17.3,16.8202,17.265,43515600.0,0.8272,0.228,0.5992,17.6147,14.9598,12.305,76.9224,16.59,15.3925,24.371,260.0014,29.3279,True
2013-09-19,17.51,17.5901,17.02,17.161,43702900.0,0.8619,0.2102,0.6517,17.8821,15.1364,12.3907,75.0562,16.7822,15.6539,26.5475,246.1135,30.7569,True
2013-09-20,17.24,17.49,17.13,17.23,30036800.0,0.8848,0.1865,0.6983,18.1291,15.3049,12.4807,75.4791,16.9872,15.8979,25.7369,225.3136,30.7569,True
2013-09-23,17.23,17.35,16.74,17.05,30442400.0,0.8783,0.144,0.7343,18.3044,15.4644,12.6244,72.0644,17.1092,16.1299,24.5513,191.8564,27.1816,True
2013-09-24,17.13,17.16,16.83,17.04,34793100.0,0.8624,0.1024,0.7599,18.4361,15.6274,12.8187,71.8709,17.1492,16.3319,23.2759,174.7308,27.1816,True
2013-09-25,17.06,17.33,16.94,16.97,44413400.0,0.8345,0.0596,0.7748,18.445,15.8169,13.1889,70.4518,17.0902,16.4797,27.5202,166.0694,28.0682,True
2013-09-26,17.32,17.53,17.18,17.47,49153400.0,0.843,0.0545,0.7885,18.4669,16.0284,13.59,74.3306,17.152,16.6331,31.3109,171.3171,29.1011,True
2013-09-27,17.47,17.95,17.41,17.62,45015600.0,0.8521,0.0509,0.8012,18.4848,16.2309,13.9771,75.3699,17.23,16.7904,30.6405,172.8838,31.2104,True
2013-09-30,17.32,17.64,17.14,17.469,30082400.0,0.8374,0.029,0.8084,18.3799,16.4259,14.4719,72.2164,17.3138,16.914,28.9474,149.3997,28.707,True
2013-10-01,17.54,17.75,17.34,17.61,32979500.0,0.8276,0.0153,0.8123,18.2797,16.6059,14.9321,73.3327,17.4278,17.004,25.4417,147.4088,29.2662,True
2013-10-02,17.65,18.13,17.55,17.665,49128100.0,0.8149,0.0021,0.8128,18.253,16.7515,15.25,73.7731,17.5668,17.0823,18.7684,148.7609,31.1628,True
2013-10-03,17.94,18.1,17.37,18.015,59041700.0,0.8236,0.0086,0.815,18.3053,16.8937,15.4822,76.4273,17.6758,17.2033,19.0234,142.88,29.4902,True
2013-10-04,18.08,18.545,18.01,18.47,48080600.0,0.8573,0.0339,0.8234,18.4154,17.0542,15.6931,79.3397,17.8458,17.3543,20.716,157.2779,31.6805,True
2013-10-07,18.77,18.85,18.48,18.485,61970900.0,0.8751,0.0414,0.8338,18.5264,17.1977,15.8691,79.4294,18.049,17.4907,20.1402,159.2406,33.1284,True
2013-10-08,18.6,18.65,17.73,17.925,57008600.0,0.8344,0.0006,0.8339,18.5723,17.281,15.9897,67.6688,18.112,17.563,12.012,130.6066,26.4281,True
2013-10-09,18.03,18.45,17.15,18.15,67714300.0,0.811,-0.0183,0.8293,18.6547,17.364,16.0733,69.6061,18.209,17.622,11.1446,117.1176,21.6145,False
2013-10-10,18.36,18.59,18.06,18.43,78690500.0,0.8058,-0.0188,0.8246,18.7295,17.4755,16.2215,71.8547,18.292,17.7066,10.3264,128.7973,22.3403,False
2013-10-11,17.89,18.005,16.56,16.84,153906100.0,0.6656,-0.1272,0.7928,18.6589,17.5072,16.3556,49.5507,17.966,17.6806,10.8682,76.3558,11.1284,False
2013-10-14,16.57,17.15,16.17,17.07,62909500.0,0.5666,-0.181,0.7476,18.6031,17.5387,16.4744,51.8664,17.683,17.6819,2.7561,60.5161,8.4993,False
2013-10-15,17.08,17.43,16.84,16.92,63043900.0,0.4706,-0.2216,0.6922,18.5971,17.5427,16.4884,50.2546,17.482,17.6739,3.3501,68.5059,10.053,False
2013-10-16,17.08,17.3,16.91,16.96,49096400.0,0.3932,-0.2392,0.6324,18.606,17.5275,16.449,50.6924,17.244,17.6733,0.0,65.8274,10.053,False
2013-10-17,17.0,17.16,16.74,17.145,40714800.0,0.3428,-0.2316,0.5745,18.6063,17.5267,16.4471,52.7529,16.987,17.6516,-2.4451,61.9564,8.892,False
2013-10-18,17.17,17.25,16.96,17.029,34970600.0,0.2902,-0.2274,0.5176,18.6108,17.5166,16.4225,51.3123,17.0248,17.6122,-1.3722,62.3281,9.4066,False
2013-10-21,17.03,17.14,16.51,16.565,44886200.0,0.2086,-0.2472,0.4558,18.6467,17.4924,16.3381,45.9362,16.9238,17.5519,-1.2104,46.8845,6.3526,False
2013-10-22,16.7,16.94,16.4,16.76,48362800.0,0.1579,-0.2383,0.3962,18.6607,17.4784,16.2961,48.3719,16.8918,17.4953,-1.2821,43.4501,5.6196,False
2013-10-23,16.49,16.59,16.35,16.551,39244600.0,0.0997,-0.2372,0.3369,18.6889,17.4574,16.226,45.9925,16.81,17.421,-4.2701,33.244,5.2843,False
2013-10-24,16.43,16.92,16.4,16.83,30291300.0,0.0753,-0.2093,0.2846,18.6868,17.4254,16.1641,49.5424,16.747,17.342,-3.4797,40.8127,7.2608,False
2013-10-25,16.92,16.99,16.52,16.58,28678300.0,0.0353,-0.1995,0.2347,18.6833,17.3734,16.0636,46.6016,16.6572,17.216,-5.3482,38.3847,7.6764,False
2013-10-28,16.52,16.75,16.3,16.72,19926900.0,0.0147,-0.176,0.1907,18.6753,17.336,15.9967,48.438,16.6882,17.0983,-5.0454,32.153,6.1559,False
2013-10-29,17.02,17.5,16.93,17.495,51381400.0,0.0603,-0.1044,0.1646,18.6658,17.3302,15.9947,57.1735,16.8352,17.0697,-1.4085,62.8004,10.5357,False
2013-10-30,17.61,17.64,17.27,17.39,32373200.0,0.0869,-0.0622,0.1491,18.6436,17.3165,15.9894,55.8012,17.003,17.019,-2.7027,66.812,11.3213,False
2013-10-31,17.28,17.8,17.18,17.68,42547400.0,0.1299,-0.0154,0.1452,18.5993,17.2997,16.0002,58.7324,17.173,16.969,-1.6575,70.7694,12.2173,False
2013-11-01,17.75,17.91,17.43,17.575,41364500.0,0.1537,0.0068,0.1469,18.4475,17.255,16.0625,57.2593,17.372,17.018,-3.4241,73.188,12.833,True
2013-11-04,17.62,17.99,17.52,17.89,37798300.0,0.1958,0.0391,0.1567,18.3191,17.2252,16.1314,60.4479,17.606,17.0727,-4.5623,79.3564,13.2829,True
2013-11-05,17.74,17.79,17.49,17.67,23797000.0,0.2089,0.0418,0.1672,18.2791,17.2125,16.1459,57.2518,17.641,17.1227,-4.6113,70.7453,13.0603,True
2013-11-06,17.77,17.82,17.39,17.5,21799500.0,0.2033,0.0289,0.1744,18.167,17.18,16.193,54.8506,17.663,17.1587,-3.4146,65.3371,12.3125,True
2013-11-07,17.83,18.155,17.58,17.719,54192000.0,0.2141,0.0317,0.1823,17.9898,17.1444,16.2991,57.3212,17.6708,17.1969,-2.34,76.4048,14.2449,True
2013-11-08,17.7,18.12,17.61,18.105,33201300.0,0.2508,0.0548,0.196,18.1376,17.2077,16.2778,61.3184,17.7768,17.2687,0.6387,81.8026,14.2449,True
2013-11-11,18.04,18.28,17.9,18.27,36990400.0,0.2899,0.0751,0.2148,18.3031,17.2677,16.2323,62.9094,17.8528,17.3823,6.5889,91.5259,15.1683,True
2013-11-12,18.17,18.67,18.12,18.63,32224800.0,0.346,0.105,0.241,18.5321,17.3532,16.1743,66.1629,18.0448,17.507,7.1142,108.2805,17.3738,True
2013-11-13,18.47,18.99,18.42,18.92,38821200.0,0.4091,0.1345,0.2747,18.7971,17.4512,16.1053,68.5443,18.3288,17.6649,9.7688,124.6048,19.1282,True
2013-11-14,18.91,19.2,18.9,19.19,31418000.0,0.4754,0.1606,0.3148,19.0883,17.5534,16.0186,70.6078,18.623,17.8223,11.8881,142.5258,20.2581,True
2013-11-15,19.38,19.83,19.22,19.461,51592800.0,0.5436,0.183,0.3606,19.3982,17.675,15.9519,72.5447,18.8942,18.0143,14.9565,164.7706,23.5183,True
2013-11-18,19.58,19.88,19.09,19.29,47549900.0,0.5772,0.1733,0.4039,19.5918,17.8113,16.0308,69.4506,19.0982,18.1857,15.986,157.9745,22.4676,True
2013-11-19,19.35,19.87,19.05,19.06,51853700.0,0.5785,0.1397,0.4388,19.7174,17.9263,16.1352,65.429,19.1842,18.29,17.2963,151.4373,22.1425,True
2013-11-20,19.19,19.22,18.51,18.8,44809000.0,0.5523,0.0908,0.4615,19.751,18.0387,16.3265,61.141,19.1602,18.384,15.8529,119.9124,17.8475,True
2013-11-21,19.04,20.115,18.96,19.99,93347300.0,0.6203,0.1271,0.4933,20.0137,18.1967,16.3798,70.5922,19.3202,18.538,18.883,175.2222,22.4441,True
2013-11-22,19.91,20.32,19.66,20.19,40144800.0,0.6826,0.1514,0.5311,20.2327,18.3772,16.5218,71.8261,19.466,18.7123,19.5998,197.329,23.4419,True
2013-11-25,20.44,20.5,19.7104,19.86,33866000.0,0.6972,0.1328,0.5643,20.3327,18.5342,16.7358,66.8661,19.58,18.8437,22.3881,190.7214,24.3114,True
2013-11-26,19.93,20.41,19.83,20.31,33585000.0,0.7366,0.1378,0.5988,20.5644,18.675,16.7856,69.9027,19.83,19.0197,16.6286,195.9673,24.3114,True
2013-11-27,20.41,21.19,20.29,21.17,40572700.0,0.8277,0.1831,0.6446,20.9477,18.864,16.7803,74.6583,20.304,19.2643,20.1247,234.8145,27.9772,True
2013-11-29,21.3,21.31,20.9,21.1,20081800.0,0.8841,0.1916,0.6925,21.2586,19.035,16.8114,73.6435,20.526,19.4897,19.7191,235.0705,28.5188,True
2013-12-02,21.1,21.64,20.96,21.27,34102800.0,0.9317,0.1914,0.7403,21.5394,19.2197,16.9001,74.5438,20.742,19.7007,20.8264,232.1897,29.9913,True
2013-12-03,21.44,21.9,21.33,21.83,43553100.0,1.0031,0.2102,0.7929,21.9136,19.4168,16.9199,77.2827,21.136,19.9381,21.7343,239.0138,31.128,True
2013-12-04,21.79,21.93,21.41,21.759,34609000.0,1.0419,0.1992,0.8427,22.1813,19.6212,17.0611,76.1694,21.4258,20.1467,23.2715,221.0975,31.2589,True
2013-12-05,21.86,22.09,21.59,21.65,30302800.0,1.0518,0.1673,0.8845,22.3397,19.8287,17.3177,74.4064,21.5218,20.3287,23.9618,209.1417,31.9606,True
2013-12-06,21.97,22.31,21.8,22.31,32237800.0,1.1001,0.1725,0.9276,22.5951,20.0582,17.5214,77.7478,21.7638,20.5367,22.8863,212.4079,32.9182,True
2013-12-09,22.66,23.67,22.6,23.12,65756700.0,1.1901,0.21,0.9801,23.0101,20.309,17.6079,81.0082,22.1338,20.7806,30.6291,244.0559,38.3707,True
2013-12-10,23.12,23.4385,22.8,23.14,41919500.0,1.2487,0.2148,1.0338,23.3508,20.5525,17.7542,81.0815,22.3958,21.0373,28.2194,224.4658,38.3707,True
2013-12-11,22.47,22.91,22.29,22.5,52447500.0,1.2292,0.1563,1.0729,23.5209,20.746,17.9711,71.6025,22.544,21.2666,22.7102,184.1413,34.1422,True
2013-12-12,22.68,23.09,22.355,22.54,52600200.0,1.2032,0.1042,1.099,23.6739,20.927,18.1801,71.8231,22.722,21.5159,21.5903,175.7779,34.8567,True
2013-12-13,22.73,23.2,22.65,23.08,31018700.0,1.2122,0.0906,1.1216,23.8996,21.1215,18.3434,74.6692,22.876,21.7219,20.8333,176.6429,35.293,True
2013-12-16,23.17,23.42,22.66,22.77,35065800.0,1.1806,0.0472,1.1334,24.0439,21.2869,18.53,70.3015,22.806,21.8939,18.1039,164.4853,36.1626,True
2013-12-17,22.85,22.98,22.55,22.92,26694900.0,1.1545,0.0168,1.1376,24.1526,21.4684,18.7843,71.1756,22.762,22.0979,15.5936,149.8466,35.2385,True
2013-12-18,22.49,22.49,20.81,21.81,106635200.0,1.0322,-0.0843,1.1165,24.0539,21.6059,19.158,57.7089,22.624,22.1979,13.1857,102.2588,21.9269,False
2013-12-19,21.73,22.28,21.56,21.62,37767000.0,0.9096,-0.1656,1.0752,23.8298,21.7469,19.6641,55.7736,22.44,22.2279,15.9209,101.8707,21.9269,False
2013-12-20,21.8,22.575,21.76,22.17,49176400.0,0.847,-0.1825,1.0295,23.7818,21.8559,19.9301,59.9403,22.258,22.2993,12.2297,109.446,23.2514,False
2013-12-23,21.44,21.6667,21.22,21.49,40831000.0,0.734,-0.2364,0.9704,23.6997,21.9209,20.1422,53.2897,22.002,22.3139,6.6275,80.4456,19.478,False
2013-12-24,21.63,21.9,21.6,21.82,12857500.0,0.6635,-0.2455,0.909,23.5282,22.0189,20.5097,55.8375,21.782,22.3133,6.8293,88.0015,20.5468,False
2013-12-26,21.83,22.25,21.74,21.74,17095500.0,0.5943,-0.2518,0.8461,23.39,22.0904,20.7909,55.0575,21.768,22.312,9.0152,89.165,22.1237,False
2013-12-27,21.93,21.99,21.46,21.52,19386300.0,0.5158,-0.2643,0.78,23.3663,22.1079,20.8496,52.8809,21.748,22.3033,3.7754,77.3381,20.1831,False
2013-12-30,21.45,21.68,21.23,21.3,19267100.0,0.4308,-0.2794,0.7102,23.3469,22.1179,20.889,50.732,21.574,22.236,1.7363,66.1239,18.6087,False
2013-12-31,21.41,21.93,21.38,21.75,25122400.0,0.3952,-0.252,0.6472,23.3215,22.1419,20.9624,54.7608,21.626,22.1447,1.3401,73.071,19.7705,False
date,open,high,low,Close,vol,MACD_Signal,MACD_Hist,MACD,Real Lower Band,Real Upper Band,Real Middle Band,RSI,SMA,SMA,ROC,CCI,DX,crossover
2012-01-03,6.64,6.96,6.59,6.755,42035300.0,0.0908,0.0871,0.178,5.2021,6.6554,5.9287,63.2122,6.347,5.9617,15.807,248.6329,7.476,True
2012-01-04,6.7,7.05,6.6,6.99,43038500.0,0.1188,0.1118,0.2306,5.1376,6.8459,5.9917,65.8991,6.495,6.0397,19.6944,258.0974,8.274,True
2012-01-05,6.96,7.33,6.9,7.16,53469800.0,0.1516,0.1312,0.2828,5.0893,7.0452,6.0672,67.7261,6.693,6.143,27.0364,290.292,10.7107,True
2012-01-06,7.17,7.32,7.05,7.2,33006500.0,0.186,0.1377,0.3237,5.0288,7.2197,6.1242,68.1562,6.879,6.2597,20.3947,276.8295,10.7107,True
2012-01-09,7.23,7.34,7.12,7.29,28692200.0,0.2206,0.1385,0.3592,5.0013,7.3942,6.1977,69.1474,7.079,6.3757,20.3279,264.0713,10.8856,True
2012-01-10,7.4,7.44,7.21,7.25,26672800.0,0.2525,0.1273,0.3797,4.9947,7.5368,6.2657,68.1374,7.178,6.4803,24.207,249.0997,11.7643,True
2012-01-11,7.27,7.29,7.1424,7.22,20210400.0,0.2798,0.1093,0.3891,5.0173,7.6542,6.3357,67.347,7.224,6.5987,24.722,214.1791,11.0118,True
2012-01-12,7.22,7.32,7.12,7.27,30026700.0,0.303,0.093,0.396,5.0846,7.7529,6.4187,68.0097,7.246,6.6973,23.0252,199.9457,11.2814,True
2012-01-13,7.22,7.29,7.09,7.23,29225000.0,0.3212,0.0725,0.3937,5.2069,7.8086,6.5077,66.8468,7.252,6.81,27.2251,180.4091,10.9396,True
2012-01-17,7.3,7.38,7.14,7.16,30684100.0,0.3333,0.0485,0.3818,5.3361,7.8404,6.5882,64.7704,7.226,6.86,32.2581,171.2607,11.7664,True
2012-01-18,7.25,7.75,7.21,7.65,48911100.0,0.3481,0.0592,0.4072,5.4259,7.9476,6.6867,71.4271,7.306,6.9437,35.9649,199.01,15.0629,True
2012-01-19,7.7299,7.94,7.68,7.88,43923400.0,0.3666,0.0742,0.4409,5.581,8.036,6.8085,73.9067,7.438,7.0523,38.3275,219.4811,16.6883,True
2012-01-20,7.83,7.98,7.68,7.76,38677500.0,0.3838,0.0688,0.4526,5.7064,8.1076,6.907,70.4873,7.536,7.1583,37.1134,200.4973,17.0283,True
2012-01-23,7.79,8.06,7.77,7.865,33180100.0,0.4001,0.065,0.4651,5.929,8.1175,7.0232,71.7142,7.663,7.2647,36.6102,196.9298,17.7112,True
2012-01-24,7.85,7.97,7.765,7.95,29248700.0,0.4153,0.061,0.4763,5.9732,8.2273,7.1002,72.6986,7.821,7.3753,21.6794,183.9659,17.6497,True
2012-01-25,8.0,8.04,7.785,7.86,30951100.0,0.4267,0.0457,0.4724,6.0489,8.2981,7.1735,69.9373,7.863,7.449,22.9358,172.2718,18.2582,True
2012-01-26,7.77,7.8,7.45,7.55,42242300.0,0.4293,0.0101,0.4393,6.1871,8.2899,7.2385,61.3393,7.797,7.4863,21.875,133.8369,14.1529,True
2012-01-27,7.47,7.62,7.34,7.43,29119800.0,0.4232,-0.0243,0.3988,6.3695,8.2335,7.3015,58.3635,7.731,7.5043,20.3791,114.3162,12.8448,False
2012-01-30,7.34,7.59,7.29,7.56,21759000.0,0.4131,-0.0402,0.3729,6.5582,8.1738,7.366,60.5831,7.67,7.5283,20.4762,110.4718,12.2503,False
2012-01-31,7.6,7.68,7.52,7.595,21798900.0,0.4007,-0.0496,0.3511,6.7874,8.0751,7.4312,61.1801,7.599,7.5487,20.5651,115.8147,13.0885,False
2012-02-01,7.74,7.84,7.6,7.7,26899200.0,0.3883,-0.0498,0.3385,6.9053,8.0517,7.4785,62.9821,7.567,7.5787,12.6437,120.2031,14.5641,False
2012-02-02,7.73,7.81,7.68,7.72,20660800.0,0.3759,-0.0496,0.3263,6.9791,8.0509,7.515,63.3295,7.601,7.612,10.7801,116.2233,14.5641,False
2012-02-03,7.88,7.97,7.74,7.95,15179500.0,0.367,-0.0356,0.3313,7.0127,8.0963,7.5545,67.1303,7.705,7.6573,8.7312,123.0928,16.0383,False
2012-02-06,7.7,7.88,7.68,7.725,32638600.0,0.3563,-0.0427,0.3136,7.0597,8.1018,7.5807,60.5521,7.738,7.6903,7.6503,107.1598,15.2797,False
2012-02-07,7.73,7.92,7.7,7.875,20245400.0,0.3467,-0.0386,0.3081,7.0919,8.1281,7.61,63.1326,7.794,7.738,7.9019,108.3326,15.6535,False
2012-02-08,7.94,8.23,7.89,8.165,42113700.0,0.342,-0.0186,0.3234,7.1119,8.1996,7.6557,67.5321,7.887,7.7723,10.6183,124.7253,18.4882,False
2012-02-09,8.2,8.2,7.99,8.16,27434500.0,0.3399,-0.0086,0.3313,7.1552,8.2503,7.7027,67.3836,7.975,7.791,12.4829,121.2503,18.4882,False
2012-02-10,8.09,8.11,7.8,7.905,26191000.0,0.3346,-0.0212,0.3134,7.2183,8.2507,7.7345,60.1536,7.966,7.8007,10.7923,102.7618,16.0168,False
2012-02-13,8.02,8.02,7.7,7.85,24807300.0,0.3259,-0.0346,0.2914,7.3024,8.2286,7.7655,58.6982,7.991,7.7997,10.0137,92.7742,14.7359,False
2012-02-14,7.92,8.36,7.92,8.34,41142100.0,0.3227,-0.0128,0.3099,7.385,8.264,7.8245,66.4473,8.084,7.8257,13.2791,116.0486,17.8711,False
2012-02-15,8.4,8.55,8.27,8.28,33448200.0,0.3214,-0.0053,0.3161,7.3821,8.3299,7.856,64.851,8.107,7.8537,10.3226,122.9981,19.5522,False
2012-02-16,8.3795,8.5,8.3,8.46,18749000.0,0.3235,0.0083,0.3317,7.3427,8.4273,7.885,67.3706,8.167,7.9143,7.0529,121.7817,19.5522,True
2012-02-17,8.44,8.58,8.34,8.43,18917300.0,0.3263,0.0115,0.3378,7.3304,8.5066,7.9185,66.5191,8.272,7.981,7.5188,119.4188,20.2629,True
2012-02-21,8.43,8.46,8.16,8.21,18768100.0,0.3253,-0.0042,0.3211,7.3348,8.5367,7.9357,60.5101,8.344,8.0243,4.9628,102.8075,17.8801,False
2012-02-22,8.21,8.24,8.01,8.04,19381700.0,0.3184,-0.0275,0.2909,7.3376,8.5429,7.9402,56.2995,8.284,8.054,3.3877,86.8282,15.9334,False
2012-02-23,8.03,8.03,7.74,7.82,31618800.0,0.304,-0.0577,0.2463,7.3343,8.5422,7.9382,51.3454,8.192,8.062,-0.1244,67.6008,12.5316,False
