date,open,high,low,Close,vol,MACD_Signal,MACD_Hist,MACD,Real Middle Band,Real Lower Band,Real Upper Band,RSI,SMA,SMA,ROC,CCI,DX,crossover
2012-04-27,28.91,29.95,28.53,22.6254460619,5820000.0,-0.1084,0.0992,-0.0092,21.0301,20.0099,22.0502,66.3136,20.9918,20.9181,4.8302,208.5715,17.8842,True
2012-04-30,29.98,30.0,29.33,22.4132851477,3140000.0,-0.0674,0.1641,0.0967,21.0676,19.9111,22.2241,63.4273,21.3828,21.009,4.3115,220.581,18.1301,True
2012-05-01,29.56,29.71,28.99,21.9738089684,4162500.0,-0.0252,0.1688,0.1435,21.0911,19.8821,22.3,57.8399,21.7268,21.1004,4.3188,160.0158,15.7335,True
2012-05-02,28.88,29.25,28.73,22.0723122499,3388500.0,0.0171,0.1693,0.1864,21.1244,19.8478,22.4011,58.7133,21.9996,21.1949,2.0586,130.0326,13.936,True
2012-05-03,29.21,29.21,28.12,21.3827892789,2623600.0,0.0463,0.1167,0.1629,21.1399,19.8587,22.4212,50.8176,22.0935,21.2176,4.3587,63.3874,9.8646,True
2012-05-04,27.94,28.18,27.54,20.8751185199,3815000.0,0.0575,0.0447,0.1022,21.1244,19.8382,22.4106,45.9437,21.7435,21.2323,0.5172,-33.6581,6.1954,True
2012-05-07,27.35,27.71,27.31,20.7917695894,2116700.0,0.0553,-0.0086,0.0467,21.1115,19.8174,22.4056,45.1814,21.4192,21.2348,-0.8232,-68.4193,4.7841,False
2012-05-08,27.18,27.42,26.81,20.7008434833,2357800.0,0.0434,-0.0478,-0.0045,21.1165,19.8294,22.4035,44.3219,21.1646,21.204,-2.1762,-107.7919,1.7934,False
2012-05-09,27.1,27.3,26.69,20.5038369201,2304700.0,0.0226,-0.0829,-0.0603,21.1089,19.8094,22.4084,42.4474,20.8509,21.1519,-1.1228,-128.8725,1.0892,False
2012-05-10,27.12,27.29,26.68,20.35229341,2800000.0,-0.005,-0.1104,-0.1154,21.0744,19.7337,22.4151,41.0176,20.6448,21.1075,-2.3963,-136.6636,1.03,False
2012-05-11,26.85,27.23,26.76,20.3447162345,2891200.0,-0.0356,-0.1223,-0.1579,21.0589,19.6921,22.4256,40.9437,20.5387,21.0913,-1.8739,-133.2608,1.03,False
2012-05-14,26.63,26.71,26.4,20.1628640223,3558700.0,-0.0692,-0.1346,-0.2038,21.0293,19.6128,22.4458,39.1313,20.4129,21.0716,-3.1896,-170.3369,1.1269,False
2012-05-15,26.57,27.1,26.53,20.2234814264,2412000.0,-0.1019,-0.1308,-0.2327,20.9823,19.525,22.4397,40.0786,20.3174,21.0696,-3.3179,-139.9802,1.1969,False
2012-05-16,26.69,27.0498,26.53,20.1249781448,2349600.0,-0.1336,-0.1269,-0.2605,20.9244,19.428,22.4208,39.0212,20.2417,21.0307,-4.0106,-140.3055,1.1969,False
2012-05-17,26.27,26.4,25.66,19.6097302104,2416400.0,-0.171,-0.1495,-0.3205,20.8539,19.2529,22.4549,33.9949,20.0932,20.9438,-6.2453,-194.8926,2.6585,False
2012-05-18,25.68,25.78,25.04,19.2123389512,3067700.0,-0.2159,-0.1796,-0.3955,20.7852,19.0333,22.537,30.7244,19.8667,20.7163,-6.9731,-241.9578,6.1563,False
2012-05-21,25.01,25.71,24.93,19.5180245352,3200500.0,-0.2578,-0.1676,-0.4253,20.7381,18.9051,22.5712,35.8137,19.7377,20.5233,-4.2451,-219.9978,6.7608,False
2012-05-22,25.65,25.65,25.12,19.2887603472,3215200.0,-0.2987,-0.1635,-0.4622,20.6899,18.7601,22.6196,33.8173,19.5508,20.3443,-4.855,-211.5146,6.7608,False
2012-05-23,25.03,25.37,24.93,19.3346131848,3887300.0,-0.3353,-0.1468,-0.4821,20.6212,18.6032,22.6392,34.5985,19.3927,20.1617,-6.3757,-210.3122,7.8215,False
2012-05-24,25.27,25.43,24.98,19.2811182076,1912400.0,-0.3676,-0.1289,-0.4965,20.5396,18.4449,22.6343,34.0955,19.327,20.0216,-7.8404,-195.2495,7.4291,False
2012-05-25,25.18,25.58,25.18,19.502740256,1369800.0,-0.391,-0.0935,-0.4845,20.3835,18.4769,22.2901,38.0911,19.3851,19.9301,-13.8587,-166.0073,6.444,False
2012-05-29,25.45,25.76,25.3,19.6479409084,2267800.0,-0.4043,-0.0536,-0.4579,20.2452,18.5591,21.9313,40.6183,19.411,19.8539,-13.3971,-144.1811,5.2661,False
2012-05-30,25.45,25.51,25.19,19.4186767204,2643400.0,-0.4135,-0.0367,-0.4502,20.1174,18.5954,21.6395,37.9945,19.437,19.7684,-13.4005,-154.302,5.9132,False
2012-05-31,25.49,25.49,25.0,19.2276232304,2938100.0,-0.4217,-0.0326,-0.4542,19.9752,18.6986,21.2518,35.9226,19.4156,19.6833,-12.1075,-158.3811,7.0286,False
2012-06-01,24.68,24.88,24.37,18.6544627605,1946900.0,-0.4369,-0.061,-0.498,19.8388,18.6108,21.0668,30.5651,19.2903,19.5701,-14.0934,-194.2164,10.6023,False
2012-06-04,24.41,24.68,24.15,18.7232420169,3955200.0,-0.4537,-0.0673,-0.521,19.7312,18.5082,20.9542,31.8715,19.1344,19.462,-11.6693,-188.7153,11.8062,False
2012-06-05,24.43,25.2,24.43,19.1512018345,3293900.0,-0.4628,-0.0363,-0.4991,19.6492,18.5041,20.7942,39.4644,19.035,19.3946,-8.2784,-149.19,8.3005,False
2012-06-06,25.2,26.0,25.15,19.8007837003,4984900.0,-0.4551,0.0308,-0.4243,19.6042,18.5619,20.6465,48.7528,19.1115,19.3664,-4.3657,-93.5028,3.2361,True
2012-06-07,26.1,26.4399,25.68,19.6402987688,2800500.0,-0.4388,0.0651,-0.3738,19.561,18.6032,20.5188,46.85,19.194,19.3341,-2.3202,-74.4215,0.6054,True
2012-06-08,25.54,25.96,25.5,19.8084258399,1446200.0,-0.4144,0.0979,-0.3164,19.5338,18.6386,20.429,49.0807,19.4248,19.3474,-4.058,-80.5189,1.6483,True
2012-06-11,26.02,26.15,25.58,19.5638773728,2323700.0,-0.389,0.1015,-0.2875,19.4948,18.6799,20.3096,46.0675,19.5929,19.3708,-3.1429,-78.529,0.5161,True
2012-06-12,25.7,26.37,25.7,20.1217535635,2896600.0,-0.3546,0.1376,-0.217,19.4927,18.6844,20.301,53.1045,19.787,19.411,-0.4265,-54.1024,0.7851,True
2012-06-13,26.18,26.61,25.94,20.0376900279,2369700.0,-0.3169,0.1509,-0.166,19.4834,18.7052,20.2616,52.0089,19.8344,19.461,-0.9663,-44.4417,2.1898,True
2012-06-14,26.2,26.2,25.67,19.8084258399,3208000.0,-0.282,0.1396,-0.1424,19.4676,18.7305,20.2047,49.0518,19.868,19.4926,-2.3112,-62.8618,0.5609,True
2012-06-15,25.79,26.01,25.78,19.7090780252,2927000.0,-0.2516,0.1214,-0.1303,19.4726,18.7303,20.2148,47.7903,19.8482,19.5211,-1.4773,-64.9892,0.5609,True
2012-06-18,25.74,26.37,25.66,20.0300478883,2255000.0,-0.22,0.1264,-0.0936,19.5134,18.7435,20.2834,52.0584,19.9414,19.5562,2.2886,-49.0355,2.6995,True
2012-06-19,26.3,26.53,26.01,19.9230579339,3773700.0,-0.1905,0.1181,-0.0724,19.5337,18.7433,20.3241,50.5816,19.9017,19.5746,3.1894,-39.3872,3.6362,True
2012-06-20,26.13,26.225,25.54,19.61737235,7602100.0,-0.1683,0.0889,-0.0794,19.5501,18.7671,20.3331,46.54,19.8176,19.5878,2.2417,-62.9796,0.7391,True
2012-06-21,25.7,25.75,25.1,19.2276232304,5532200.0,-0.1576,0.0426,-0.115,19.5448,18.7546,20.335,41.96,19.7014,19.5878,1.4978,-92.0393,1.8724,True
2012-06-22,25.33,25.365,25.12,19.311686766,5786200.0,-0.1531,0.0182,-0.1349,19.5463,18.758,20.3346,43.2506,19.622,19.6316,-0.2556,-94.6749,1.8724,True
2012-06-25,25.01,25.18,24.45,18.7232420169,1828400.0,-0.1616,-0.0342,-0.1959,19.5073,18.6411,20.3736,37.0685,19.3606,19.6316,-1.5637,-126.5865,5.7213,False
2012-06-26,24.49,24.73,24.27,18.8264109015,2426100.0,-0.1759,-0.0572,-0.2332,19.4662,18.5539,20.3786,38.7141,19.1413,19.61,-3.9984,-132.9126,6.7209,False
2012-06-27,24.76,25.16,24.42,19.0671382989,1822700.0,-0.1889,-0.0517,-0.2406,19.4487,18.5199,20.3774,42.4745,19.0312,19.5611,-1.372,-109.2033,4.0411,False
