date,open,high,low,Close,vol,MACD_Signal,MACD_Hist,MACD,Real Middle Band,Real Upper Band,Real Lower Band,RSI,SMA,SMA,ROC,CCI,DX,crossover
2012-04-02,76.72,77.85,76.105,36.7594752625,1951000.0,0.6727,-0.0196,0.6531,35.9752,37.9808,33.9696,63.0527,36.6659,36.516,8.6987,145.2059,12.3259,False
2012-04-03,76.67,76.91,75.78,36.4253416086,1712400.0,0.6591,-0.0545,0.6045,36.1165,37.806,34.4271,58.4517,36.5609,36.5377,7.7775,119.6112,11.5599,False
2012-04-04,75.54,76.5,75.36,36.4110215949,1673900.0,0.639,-0.0805,0.5585,36.2404,37.6032,34.8776,58.2566,36.5494,36.5685,7.3232,106.1798,10.5689,False
2012-04-05,76.06,77.32,75.784,36.893128724,1545800.0,0.6221,-0.0676,0.5545,36.3461,37.5587,35.1335,62.7444,36.644,36.6013,5.8743,122.4499,12.1189,False
2012-04-09,76.08,76.17,75.34,36.2344080922,1609800.0,0.5962,-0.1037,0.4925,36.4227,37.3761,35.4694,54.2121,36.5447,36.5695,4.3568,88.9516,11.059,False
2012-04-10,75.73,75.95,74.65,35.7141142597,2387700.0,0.5563,-0.1595,0.3968,36.4709,37.1345,35.8074,48.6172,36.3356,36.5259,4.0696,66.4034,9.4242,False
2012-04-11,75.25,76.43,74.99,35.9766478449,1853500.0,0.5127,-0.1744,0.3382,36.4647,37.1442,35.7853,51.3326,36.2459,36.5132,1.0444,76.174,10.3577,False
2012-04-12,75.77,76.85,75.6,36.6401418147,1664700.0,0.4784,-0.137,0.3414,36.4993,37.1393,35.8593,57.425,36.2917,36.5074,1.2383,95.3335,11.1723,False
2012-04-13,73.88,75.29,73.2,35.2272337927,6078800.0,0.4282,-0.2009,0.2273,36.4406,37.2877,35.5935,44.6672,35.9585,36.4257,-1.3883,26.3554,5.596,False
2012-04-16,74.08,74.42,72.43,34.7021666223,2716900.0,0.3613,-0.2678,0.0935,36.3401,37.4657,35.2146,41.0371,35.6521,36.3086,-3.3883,-2.1108,3.8957,False
2012-04-17,73.19,74.62,73.03,35.4420339987,1976900.0,0.2983,-0.2518,0.0466,36.2938,37.4853,35.1024,47.481,35.5976,36.1997,-2.9649,19.7717,4.3027,False
2012-04-18,73.72,73.97,72.44,34.6878466086,2182000.0,0.2285,-0.2794,-0.0509,36.2198,37.602,34.8377,42.418,35.3399,36.0489,-2.4786,-10.2488,2.9941,False
2012-04-19,72.51,73.13,71.56,34.3202995893,2579900.0,0.1516,-0.3076,-0.156,36.0996,37.6879,34.5112,40.1808,34.8759,35.9057,-5.063,-36.9185,1.0708,False
2012-04-20,72.2,72.52,71.58,34.1818727899,2465700.0,0.0717,-0.3194,-0.2476,35.986,37.7696,34.2023,39.3435,34.6668,35.7564,-5.2522,-46.5134,1.0708,False
