date,open,high,low,Close,vol,MACD_Hist,MACD,MACD_Signal,Real Middle Band,Real Upper Band,Real Lower Band,RSI,SMA,SMA,ROC,CCI,DX,crossover
2012-03-02,27.73,27.9,27.22,27.54,1748500.0,0.0206,1.0509,1.0302,26.2932,27.9012,24.6853,65.8313,27.34,26.601,7.3077,130.4506,13.2489,True
2012-03-05,26.82,27.12,25.76,26.25,2751700.0,-0.0794,0.931,1.0104,26.3367,27.8896,24.7839,54.6785,27.214,26.646,4.4282,90.6087,7.2723,False
2012-03-06,25.74,26.14,25.525,25.64,1777800.0,-0.1861,0.7778,0.9639,26.3622,27.8504,24.8741,50.3563,26.862,26.5967,2.8324,69.2477,6.3536,False
2012-03-07,25.79,26.62,25.74,26.07,1802800.0,-0.2246,0.6832,0.9077,26.4232,27.7497,25.0968,53.1531,26.666,26.5547,6.0558,77.8943,7.9904,False
2012-03-08,26.33,26.64,26.185,26.31,1327900.0,-0.2299,0.6204,0.8503,26.4752,27.694,25.2565,54.68,26.362,26.5873,5.1302,82.5623,8.0585,False
2012-03-09,26.37,26.84,26.31,26.59,1209200.0,-0.211,0.5865,0.7975,26.4937,27.7076,25.2799,56.4542,26.172,26.606,1.5897,85.5184,8.7453,False
2012-03-12,26.59,27.27,26.38,27.24,3841100.0,-0.1539,0.6051,0.759,26.577,27.7553,25.3987,60.3179,26.37,26.6913,5.0462,92.7463,10.2118,False
2012-03-13,27.31,27.81,26.87,27.81,2820000.0,-0.0806,0.6583,0.7389,26.6485,27.9385,25.3585,63.3714,26.804,26.7987,5.1815,103.5735,12.0175,False
2012-03-14,27.65,27.86,26.9,27.17,1694000.0,-0.078,0.6413,0.7194,26.672,27.9819,25.3621,58.0021,27.024,26.868,4.2665,94.7101,12.1838,False
2012-03-15,27.32,27.905,26.9,27.43,1495500.0,-0.0623,0.6415,0.7038,26.7525,28.0408,25.4642,59.4958,27.248,26.9467,4.1231,94.0313,12.3354,False
2012-03-16,27.31,27.42,27.03,27.12,866400.0,-0.0753,0.6096,0.685,26.793,28.074,25.512,56.91,27.354,26.9553,3.9818,85.1219,12.3354,False
2012-03-19,27.21,27.81,26.86,27.47,1126100.0,-0.0635,0.6056,0.6691,26.8685,28.1219,25.6151,59.0623,27.4,26.9947,5.4208,87.5329,13.6717,False
2012-03-20,27.23,27.39,26.65,27.22,1539400.0,-0.0748,0.5756,0.6504,26.9195,28.1426,25.6964,56.8877,27.282,26.9827,2.9699,77.5239,12.7307,False
2012-03-21,27.4,27.56,27.05,27.17,1520300.0,-0.0871,0.5416,0.6286,26.9715,28.1433,25.7997,56.4424,27.282,26.9907,3.4146,80.2795,13.3214,False
2012-03-22,27.0,27.0,26.54,26.59,1126100.0,-0.1329,0.4625,0.5954,26.9885,28.1273,25.8497,51.438,27.114,26.908,1.7716,63.1944,11.0288,False
2012-03-23,26.7,27.03,26.37,27.03,1036900.0,-0.1321,0.4303,0.5624,26.9905,28.1294,25.8516,54.7024,27.096,26.874,-0.2215,64.449,10.2725,False
2012-03-26,27.2,27.685,27.14,27.66,1118800.0,-0.0895,0.4505,0.54,27.0295,28.2035,25.8555,58.9371,27.134,26.968,1.933,82.55,12.605,False
2012-03-27,27.09,27.87,27.035,27.12,1767000.0,-0.0976,0.418,0.5156,27.0155,28.1781,25.8529,54.2772,27.114,27.0667,0.7592,76.4255,13.2527,False
2012-03-28,27.11,27.25,26.27,26.66,1480000.0,-0.1315,0.3512,0.4827,26.996,28.1687,25.8233,50.624,27.012,27.106,-0.8009,56.6719,9.8298,False
2012-03-29,26.6,27.47,26.3,27.28,1832900.0,-0.1108,0.3443,0.455,26.9685,28.0862,25.8508,54.9981,27.15,27.1707,-1.4706,64.2611,10.6198,False
2012-03-30,27.48,28.1,27.155,27.65,2077400.0,-0.0725,0.3644,0.4369,26.974,28.1039,25.8441,57.4104,27.274,27.2413,0.7168,82.9205,12.8436,False
2012-04-02,27.5,28.82,27.06,28.42,3079900.0,0.0005,0.4375,0.437,27.0825,28.3246,25.8404,61.9575,27.426,27.32,6.2684,97.3827,15.2931,True
2012-04-03,28.42,28.68,28.06,28.42,1961300.0,0.0422,0.4898,0.4476,27.2215,28.4078,26.0352,61.9575,27.686,27.3607,9.7169,106.5467,15.2931,True
2012-04-04,28.1,28.34,27.65,28.2,2185000.0,0.048,0.5076,0.4596,27.328,28.463,26.193,59.8613,27.994,27.4293,6.4613,95.0312,13.4159,True
2012-04-05,28.0,28.52,27.7,28.44,1473200.0,0.0603,0.5349,0.4746,27.4345,28.5671,26.3019,61.3882,28.226,27.4967,7.0571,100.9487,14.0408,True
2012-04-09,27.98,28.1,27.61,27.88,1991800.0,0.0247,0.5055,0.4808,27.499,28.5776,26.4204,56.0571,28.272,27.5473,4.6945,86.7061,13.6238,True
2012-04-10,27.8,28.0,26.88,27.26,1745800.0,-0.0428,0.4273,0.4701,27.5,28.5776,26.4224,50.8217,28.04,27.5333,2.6769,66.1099,10.2976,False
2012-04-11,27.45,27.98,27.08,27.28,1552800.0,-0.0859,0.3628,0.4487,27.4735,28.5454,26.4016,50.9799,27.812,27.5373,0.6113,68.5452,10.2976,False
2012-04-12,27.49,27.81,27.28,27.79,861400.0,-0.0799,0.3487,0.4287,27.5045,28.5753,26.4337,54.9409,27.73,27.5787,-0.1795,76.583,10.2976,False
2012-04-13,27.59,28.04,27.37,27.5,1305800.0,-0.0944,0.3106,0.4051,27.508,28.5783,26.4377,52.3631,27.542,27.6393,0.4838,76.5599,11.1594,False
2012-04-16,27.73,27.85,26.8,27.05,859900.0,-0.131,0.2413,0.3723,27.5045,28.5803,26.4287,48.574,27.376,27.6407,1.5682,54.3361,8.5316,False
2012-04-17,27.26,27.69,26.94,27.55,1026600.0,-0.1185,0.2242,0.3427,27.5085,28.5843,26.4327,52.6528,27.434,27.6333,-0.4315,61.6982,8.5316,False
2012-04-18,27.5,27.79,27.26,27.66,699500.0,-0.1006,0.217,0.3175,27.5305,28.5998,26.4612,53.5217,27.51,27.6693,1.4604,70.6687,8.9222,False
2012-04-19,27.74,28.07,27.21,27.48,867800.0,-0.0985,0.1945,0.2929,27.546,28.6029,26.4891,51.8533,27.448,27.724,1.8505,70.5288,10.0165,False
2012-04-20,27.5,27.68,27.09,27.1,1079200.0,-0.1189,0.1443,0.2632,27.5715,28.5571,26.5859,48.4379,27.368,27.712,2.5185,49.8562,9.4434,False
2012-04-23,26.48,26.5,25.7,26.42,2934900.0,-0.1712,0.0492,0.2204,27.541,28.6246,26.4574,43.0069,27.242,27.63,-1.9608,-30.0157,3.1159,False
2012-04-24,26.99,27.22,25.51,25.74,5150700.0,-0.2405,-0.0802,0.1603,27.445,28.7804,26.1096,38.3944,26.88,27.4513,-1.6796,-40.6097,5.9793,False
2012-04-25,27.37,27.5,26.22,26.44,4936500.0,-0.2281,-0.1248,0.1033,27.411,28.8108,26.0112,44.9109,26.636,27.3193,-1.3276,-1.8858,7.0656,False
2012-04-26,26.48,26.62,25.75,25.98,2942100.0,-0.2386,-0.1951,0.0436,27.377,28.8775,25.8765,41.798,26.336,27.1713,-2.3119,-64.783,4.9949,False
2012-04-27,26.07,26.37,25.48,26.22,1988600.0,-0.2178,-0.2287,-0.0109,27.324,28.9071,25.7409,43.969,26.16,27.0233,-4.0044,-76.8871,3.8218,False
2012-04-30,26.2,26.2,25.64,26.12,1650600.0,-0.1997,-0.2604,-0.0608,27.2475,28.9063,25.5887,43.2488,26.1,26.906,-6.7616,-82.3815,3.8218,False
2012-05-01,26.14,26.98,25.93,26.41,2825600.0,-0.1587,-0.2592,-0.1005,27.147,28.7521,25.5419,45.9972,26.234,26.8493,-6.3845,-40.0344,6.9285,False
2012-05-02,26.12,26.705,25.99,26.36,1609900.0,-0.127,-0.2593,-0.1322,27.044,28.5717,25.5163,45.5893,26.218,26.788,-6.8863,-52.6375,6.9285,False
2012-05-03,26.29,26.39,25.5124,26.04,1829800.0,-0.1197,-0.2819,-0.1622,26.936,28.4265,25.4455,42.9763,26.23,26.6713,-6.8807,-96.2369,4.7852,False
2012-05-04,25.83,25.83,24.92,25.3,2047300.0,-0.1546,-0.3554,-0.2008,26.779,28.2642,25.2938,37.6321,26.046,26.5247,-9.432,-165.2654,2.2011,False
2012-05-07,25.17,25.445,24.9,25.21,1748500.0,-0.1723,-0.4162,-0.2439,26.6455,28.1896,25.1014,37.032,25.864,26.402,-9.4484,-177.2981,2.1146,False
2012-05-08,25.17,25.33,24.12,24.92,3338200.0,-0.1906,-0.4822,-0.2915,26.5285,28.2166,24.8404,35.0997,25.566,26.2267,-9.5357,-212.9352,1.2003,False
2012-05-09,24.51,24.97,24.26,24.7,1761000.0,-0.2035,-0.5459,-0.3424,26.3995,28.2267,24.5723,33.6716,25.234,26.0293,-10.7577,-216.4588,1.2003,False
2012-05-10,24.75,24.93,23.54,23.94,3668300.0,-0.2463,-0.6503,-0.404,26.207,28.2104,24.2036,29.2647,24.814,25.7933,-10.356,-246.7553,4.17,False
2012-05-11,23.72,24.34,23.64,24.19,2566400.0,-0.2406,-0.7047,-0.4641,26.0415,28.1352,23.9478,32.3837,24.592,25.5993,-13.1954,-238.502,4.17,False
2012-05-14,23.73,24.21,23.56,23.77,1614900.0,-0.2469,-0.7728,-0.5259,25.8775,28.1368,23.6182,30.0024,24.304,25.4227,-13.07,-240.2236,4.4999,False
2012-05-15,23.81,24.3,23.78,24.02,2078800.0,-0.2172,-0.7974,-0.5802,25.701,27.9616,23.4404,33.138,24.124,25.308,-12.2427,-211.5974,4.09,False
2012-05-16,24.3,24.5,24.04,24.23,1934500.0,-0.1685,-0.7908,-0.6223,25.5295,27.6877,23.3713,35.7291,24.03,25.1607,-11.8388,-182.3867,3.1754,False
2012-05-17,24.15,24.23,23.2499,23.29,2141000.0,-0.1835,-0.8517,-0.6682,25.32,27.4936,23.1464,30.1293,23.9,24.9813,-13.6801,-216.3851,6.4767,False
2012-05-18,23.29,23.57,22.315,22.44,2600000.0,-0.2314,-0.9574,-0.726,25.087,27.4391,22.7349,26.1574,23.55,24.7293,-14.8483,-251.7048,10.1626,False
2012-05-21,22.44,23.09,21.64,23.06,2837800.0,-0.2031,-0.9799,-0.7768,24.919,27.3451,22.4929,33.0545,23.408,24.5253,-12.8679,-240.7649,12.6892,False
2012-05-22,23.07,23.61,22.86,23.26,2048400.0,-0.1549,-0.9704,-0.8155,24.795,27.293,22.297,35.1481,23.256,24.3153,-13.2623,-186.821,10.2599,False
2012-05-23,23.0,23.26,22.31,23.17,1675300.0,-0.1149,-0.9591,-0.8442,24.6315,27.1054,22.1576,34.626,23.044,24.1027,-15.4182,-192.0149,12.2936,False
2012-05-24,23.22,23.2294,21.23,21.43,4661200.0,-0.1871,-1.0781,-0.891,24.404,27.1607,21.6473,26.4788,22.672,23.7953,-12.737,-225.2661,16.091,False
2012-05-25,21.35,21.99,21.06,21.84,2892800.0,-0.1883,-1.1263,-0.9381,24.185,27.0245,21.3455,30.6012,22.552,23.5647,-16.6098,-223.965,16.6685,False
2012-05-29,22.22,22.54,21.44,21.81,1973900.0,-0.1725,-1.1537,-0.9812,23.9695,26.8429,21.0961,30.4673,22.302,23.338,-13.9695,-193.9125,14.085,False
2012-05-30,21.55,21.83,21.2125,21.56,1796400.0,-0.1606,-1.1819,-1.0213,23.727,26.5538,20.9002,29.3215,21.962,23.114,-19.0882,-195.8411,14.8779,False
2012-05-31,21.63,21.63,20.87,21.25,4647200.0,-0.1552,-1.2153,-1.0601,23.4715,26.2229,20.7201,27.9262,21.578,22.884,-19.0039,-191.9951,16.0639,False
2012-06-01,20.78,20.81,20.36,20.41,2161200.0,-0.1876,-1.2946,-1.107,23.19,25.9844,20.3956,24.5364,21.374,22.6487,-21.1444,-203.2564,17.7982,False
2012-06-04,20.49,20.6501,19.94,20.49,2161100.0,-0.1829,-1.3356,-1.1527,22.9495,25.8034,20.0956,25.4597,21.104,22.402,-20.0538,-193.3649,19.1964,False
2012-06-05,20.32,20.83,20.32,20.77,2638300.0,-0.1419,-1.3302,-1.1882,22.7275,25.5339,19.9211,28.7296,20.896,22.202,-18.1372,-170.7479,18.3197,False
2012-06-06,21.05,21.83,20.96,21.645,2683300.0,-0.0422,-1.241,-1.1988,22.5637,25.2173,19.9102,37.8569,20.913,22.0437,-13.8176,-134.152,13.5968,False
2012-06-07,21.94,22.0,21.4,21.62,2345800.0,0.0319,-1.1589,-1.1908,22.4097,24.9021,19.9174,37.7091,20.987,21.8697,-11.8943,-121.4042,12.8182,True
2012-06-08,21.49,21.95,21.35,21.85,1265200.0,0.1022,-1.0631,-1.1653,22.3052,24.7058,19.9047,40.018,21.275,21.7737,-11.9535,-114.4029,12.9966,True
2012-06-11,21.95,22.21,20.92,20.97,1099600.0,0.0953,-1.0461,-1.1414,22.1442,24.4475,19.841,34.7394,21.371,21.6757,-8.751,-119.5516,14.5258,True
2012-06-12,21.05,21.14,20.32,20.88,3672000.0,0.0907,-1.028,-1.1187,21.9997,24.2386,19.7609,34.2444,21.393,21.5303,-12.6807,-130.8825,16.6058,True
2012-06-13,21.73,21.79,21.12,21.19,2149000.0,0.1131,-0.9774,-1.0905,21.8582,23.9192,19.7973,37.5293,21.302,21.3923,-10.3292,-108.3119,13.5613,True
2012-06-14,21.06,21.32,20.76,21.18,1632700.0,0.1304,-0.9274,-1.0579,21.7057,23.4725,19.939,37.4646,21.214,21.2597,-12.9796,-111.5957,14.814,True
2012-06-15,21.15,22.17,21.04,22.13,2340300.0,0.2048,-0.8019,-1.0067,21.6477,23.2731,20.0224,46.7981,21.27,21.3063,-8.5019,-88.0297,10.953,True
2012-06-18,21.97,22.29,21.53,22.19,1655800.0,0.2536,-0.6897,-0.9433,21.6352,23.2398,20.0307,47.3301,21.514,21.3297,-5.4306,-78.6607,10.4199,True
2012-06-19,22.32,23.27,22.22,22.47,2664500.0,0.2974,-0.5715,-0.8689,21.6057,23.1238,20.0877,49.8379,21.832,21.3737,0.7796,-58.0229,6.1827,True
2012-06-20,22.52,22.855,22.29,22.64,1029400.0,0.328,-0.4589,-0.7869,21.5747,22.9773,20.1722,51.3449,22.122,21.4457,-3.1978,-57.62,6.1827,True
2012-06-21,22.57,22.74,21.83,21.94,1431000.0,0.2925,-0.4212,-0.7138,21.5132,22.7256,20.3009,45.336,22.274,21.4917,-2.2356,-67.4832,7.8983,True
2012-06-22,22.01,22.6,21.97,22.57,1924100.0,0.3017,-0.3367,-0.6384,21.5702,22.8659,20.2746,50.8793,22.362,21.6357,-2.7095,-59.4576,7.8983,True
2012-06-25,22.13,22.45,21.78,21.92,890300.0,0.2559,-0.3185,-0.5744,21.5742,22.8737,20.2748,45.7507,22.308,21.731,2.0919,-66.8177,8.6122,True
2012-06-26,21.95,22.31,21.85,22.0,912300.0,0.2242,-0.2942,-0.5183,21.5837,22.8927,20.2748,46.4623,22.214,21.813,-1.0204,-64.745,8.6122,True
2012-06-27,22.08,22.78,21.98,22.68,1214500.0,0.2406,-0.2175,-0.4582,21.6397,23.033,20.2465,52.1757,22.222,21.882,4.3518,-50.5148,6.5004,True
2012-06-28,22.35,22.6,21.65,21.99,1371600.0,0.1985,-0.2101,-0.4086,21.6767,23.0659,20.2876,46.7515,22.232,21.9067,4.4845,-60.5713,7.7807,True
2012-06-29,22.37,23.3,22.37,23.22,1969400.0,0.2439,-0.1037,-0.3476,21.8172,23.2337,20.4008,55.5728,22.362,21.998,11.9654,-31.9193,4.6884,True
2012-07-02,23.4,23.705,22.98,23.61,1267300.0,0.2876,0.0119,-0.2757,21.9732,23.4563,20.4902,57.94,22.7,22.174,14.7936,-15.3066,2.9505,True
2012-07-03,23.67,24.25,23.41,24.2,689600.0,0.3401,0.1495,-0.1907,22.1447,23.8132,20.4763,61.2836,23.14,22.3953,16.4186,3.7549,0.6636,True
2012-07-05,24.1,24.34,23.98,24.13,1250800.0,0.3525,0.2499,-0.1025,22.269,24.1292,20.4088,60.6705,23.43,22.5913,11.4979,12.4851,0.2895,True
2012-07-06,23.82,23.82,21.71,21.8,3101100.0,0.194,0.1399,-0.0541,22.278,24.1273,20.4287,44.7163,23.392,22.6327,8.2727,-44.4436,8.9675,True
2012-07-09,21.81,22.03,21.16,21.19,2194800.0,0.046,0.0035,-0.0426,22.245,24.1465,20.3435,41.6445,22.986,22.57,0.3645,-77.1952,10.8787,True
2012-07-10,21.47,21.85,20.95,21.23,2761400.0,-0.0462,-0.1003,-0.0541,22.258,24.1277,20.3883,41.9248,22.51,22.506,-1.6209,-79.5114,11.5993,False
2012-07-11,20.74,21.21,20.65,21.05,2492000.0,-0.1126,-0.1948,-0.0822,22.2665,24.1125,20.4205,40.9758,21.88,22.4113,0.3311,-91.2781,12.6257,False
2012-07-12,20.77,21.24,20.35,20.93,2080300.0,-0.1552,-0.2762,-0.121,22.2535,24.133,20.374,40.3239,21.24,22.2973,-2.5241,-94.3207,13.6454,False
2012-07-13,20.91,21.71,20.87,21.55,1190200.0,-0.1331,-0.2874,-0.1543,22.272,24.1158,20.4282,45.1543,21.19,22.2713,1.8293,-72.0389,11.571,False
2012-07-16,21.5,21.63,21.17,21.28,1188900.0,-0.1281,-0.3144,-0.1863,22.2295,24.1229,20.3361,43.511,21.208,22.1853,-2.4357,-71.288,11.571,False
2012-07-17,21.45,21.72,21.02,21.26,1645600.0,-0.1178,-0.3335,-0.2158,22.183,24.1231,20.2429,43.3857,21.214,22.1413,-2.5572,-71.1244,12.1005,False
2012-07-18,21.5,23.61,21.4013,23.48,4024200.0,0.0385,-0.1677,-0.2061,22.2335,24.2519,20.2151,57.8298,21.7,22.24,1.4611,-4.0448,4.1116,True
2012-07-19,23.6,24.2,23.46,24.04,3271400.0,0.172,0.0089,-0.1631,22.3035,24.4654,20.1416,60.55,22.322,22.3307,5.8849,47.4592,1.8083,True
2012-07-20,24.12,24.26,23.215,23.47,1312800.0,0.2118,0.1016,-0.1102,22.38,24.5927,20.1673,56.5704,22.706,22.4293,6.6843,39.8216,2.7171,True
2012-07-23,23.05,23.11,22.35,22.82,1720900.0,0.1852,0.1213,-0.0639,22.3925,24.6122,20.1728,52.3653,23.014,22.4027,2.2566,-0.776,5.8462,True
2012-07-24,22.76,23.05,21.97,22.24,1560900.0,0.1223,0.089,-0.0333,22.4085,24.6189,20.1981,48.8908,23.21,22.3113,2.6726,-15.8076,7.18,True
2012-07-25,22.6,22.8,22.165,22.39,2842600.0,0.0864,0.0747,-0.0117,22.428,24.6305,20.2255,49.8135,22.992,22.1907,2.1963,-11.5291,7.18,True
2012-07-26,25.01,26.73,24.51,25.05,6332200.0,0.2292,0.2748,0.0456,22.5465,25.0279,20.0651,62.6315,23.194,22.252,17.3398,159.9734,6.9227,True
2012-07-27,25.18,25.74,24.97,25.43,2401400.0,0.3306,0.4588,0.1282,22.7185,25.4825,19.9545,64.0374,23.586,22.494,13.8938,160.6453,6.9227,True
2012-07-30,25.32,25.42,24.35,24.61,3101100.0,0.3232,0.5323,0.2091,22.788,25.6665,19.9095,58.9129,23.944,22.722,9.0987,130.241,4.6755,True
2012-07-31,24.64,24.91,23.9699,24.01,2690600.0,0.2615,0.536,0.2744,22.808,25.7145,19.9015,55.4352,24.298,22.9073,5.0833,103.5762,3.3217,True
2012-08-01,24.15,24.5,23.31,23.38,3304800.0,0.1664,0.4825,0.316,22.767,25.6164,19.9176,51.9829,24.496,23.0627,1.0309,72.4953,1.0151,True
2012-08-02,23.24,23.97,23.02,23.43,2443400.0,0.0984,0.439,0.3406,22.732,25.5303,19.9337,52.2359,24.172,23.2293,-1.5201,59.2633,0.0172,True
2012-08-03,23.98,24.41,23.54,24.27,1806100.0,0.1011,0.467,0.3659,22.8555,25.6961,20.0149,56.3725,23.94,23.4107,2.4769,98.9332,1.5183,True
2012-08-06,24.24,24.795,24.184,24.55,1299500.0,0.112,0.5059,0.3939,23.0235,25.8476,20.1994,57.6814,23.928,23.6287,12.5511,125.6811,2.8166,True
2012-08-07,24.64,25.34,24.51,25.13,1869300.0,0.1464,0.577,0.4305,23.2185,26.0588,20.3782,60.3234,24.152,23.8867,15.9725,152.9818,4.6266,True
2012-08-08,24.94,25.23,24.745,24.89,1285800.0,0.1411,0.6069,0.4658,23.4105,26.1561,20.6649,58.6987,24.454,23.9807,18.9533,146.622,4.6266,True
