date,open,high,low,Close,vol,MACD_Signal,MACD,MACD_Hist,Real Lower Band,Real Upper Band,Real Middle Band,RSI,SMA,SMA,ROC,CCI,DX,crossover
2012-07-25,31.33,32.46,31.25,31.94,1919800.0,-0.4306,-0.4115,0.0191,29.7645,35.1645,32.4645,46.7927,32.132,31.914,-2.4493,-55.7432,8.1623,True
2012-07-26,32.82,33.83,32.67,33.485,3210000.0,-0.3978,-0.2669,0.131,29.7663,35.1562,32.4612,54.0481,32.14,31.8363,0.2667,-0.0102,4.0333,True
2012-07-27,33.91,34.98,33.69,34.6,3136600.0,-0.3306,-0.0616,0.269,29.7004,35.3991,32.5497,58.4311,32.628,31.989,4.2934,49.1177,0.7502,True
2012-07-30,34.65,34.68,33.62,34.12,1496700.0,-0.2521,0.0616,0.3138,29.7835,35.229,32.5062,55.9688,33.094,32.1697,-0.9143,43.8789,0.9437,True
2012-07-31,34.11,34.35,33.81,33.92,1800000.0,-0.1734,0.1415,0.315,29.8297,35.1238,32.4767,54.9353,33.613,32.3877,-1.9412,43.8837,0.9437,True
2012-08-01,34.22,34.55,33.78,34.04,1694400.0,-0.0963,0.2121,0.3084,29.8937,34.9938,32.4437,55.464,34.033,32.6223,-1.0312,53.2101,0.3655,True
2012-08-02,33.69,34.31,33.19,33.78,2154400.0,-0.0282,0.2442,0.2724,29.9757,34.8248,32.4002,53.9936,34.092,32.7903,-1.3797,38.9814,2.0487,True
2012-08-03,34.54,35.24,34.392,34.98,2495900.0,0.0499,0.3624,0.3124,29.8623,35.2052,32.5337,59.3259,34.168,33.0077,2.8605,99.4553,0.6419,True
2012-08-06,35.07,35.09,34.61,34.69,2395400.0,0.1255,0.4276,0.3022,29.9217,35.4738,32.6977,57.5974,34.282,33.2277,8.3694,99.0322,0.6419,True
2012-08-07,34.85,35.4,34.8,35.25,2708000.0,0.2041,0.5186,0.3145,30.1066,35.7489,32.9277,60.0082,34.548,33.449,10.625,120.9881,1.5369,True
2012-08-08,35.18,35.54,35.06,35.31,2032900.0,0.281,0.5887,0.3077,30.3914,35.9431,33.1672,60.2675,34.802,33.6557,13.6189,131.4353,1.9425,True
2012-08-09,35.2,35.51,34.97,35.17,1205100.0,0.35,0.6258,0.2758,30.6011,36.1244,33.3627,59.3061,35.08,33.7707,12.4446,130.5876,1.6687,True
2012-08-10,35.01,35.3,34.68,35.01,1391600.0,0.4069,0.6349,0.228,30.7847,36.2698,33.5272,58.1698,35.086,33.9607,10.832,121.232,0.7816,True
2012-08-13,34.86,35.05,34.32,34.68,1183200.0,0.4473,0.6085,0.1613,31.0907,36.2928,33.6917,55.807,35.084,34.1533,11.0583,104.5521,0.3163,True
2012-08-14,34.9,34.93,33.96,34.16,2410000.0,0.4657,0.5394,0.0737,31.3256,36.2809,33.8032,52.2255,34.866,34.3423,8.7484,82.6454,1.4087,True
2012-08-15,34.05,34.58,34.05,34.48,2468000.0,0.4735,0.5047,0.0312,31.5353,36.2982,33.9167,54.165,34.7,34.5117,6.2692,80.8153,1.4087,True
2012-08-16,34.61,34.89,34.02,34.67,3653600.0,0.4762,0.4868,0.0107,31.5852,36.3708,33.978,55.3189,34.6,34.5907,3.9631,86.4071,0.4286,True
2012-08-17,34.72,35.11,34.28,34.97,2684500.0,0.4792,0.4913,0.0121,31.8421,36.3949,34.1185,57.1442,34.592,34.6153,5.3721,97.3276,0.267,True
2012-08-20,34.76,34.91,33.715,33.96,3305200.0,0.4651,0.4085,-0.0565,32.2131,36.2409,34.227,49.8052,34.448,34.6047,9.1279,61.6428,1.5146,False
2012-08-21,34.13,35.07,34.06,34.6,2902800.0,0.4501,0.3901,-0.0599,32.8768,35.9047,34.3907,53.8309,34.536,34.65,10.0753,80.2174,0.9978,False
2012-08-22,34.68,35.7099,34.52,35.49,3166800.0,0.4485,0.4423,-0.0062,33.4699,35.6666,34.5682,58.759,34.738,34.7467,10.012,112.412,1.051,False
2012-08-23,35.37,36.21,34.96,35.71,5778600.0,0.4579,0.4956,0.0377,33.5919,35.7671,34.6795,59.8928,34.946,34.8753,7.0352,128.1956,2.621,True
2012-08-24,27.97,31.25,27.7,30.13,34419100.0,0.3837,0.0867,-0.297,32.1929,36.7191,34.456,34.2808,33.978,34.552,-10.6632,-183.6161,16.855,False
2012-08-27,30.43,30.6344,29.57,30.51,5625600.0,0.2661,-0.2044,-0.4705,31.4325,37.1185,34.2755,36.2693,33.288,34.2733,-11.6655,-152.9544,16.855,False
2012-08-28,30.51,31.87,30.22,31.23,8353500.0,0.1383,-0.3727,-0.511,31.0041,37.2779,34.141,39.9575,32.614,34.0053,-7.2198,-108.9803,13.0777,False
2012-08-29,31.34,31.51,30.66,30.92,4200400.0,0.0056,-0.5251,-0.5307,30.5476,37.4224,33.985,38.9185,31.7,33.7127,-8.7988,-112.701,13.0777,False
2012-08-30,30.85,30.87,30.19,30.41,2775200.0,-0.1313,-0.6791,-0.5478,30.0416,37.5914,33.8165,37.2129,30.64,33.3953,-10.0262,-135.1275,14.1692,False
2012-08-31,30.82,31.48,30.55,31.05,3575300.0,-0.2533,-0.741,-0.4878,29.7014,37.5386,33.62,40.7067,30.824,33.1313,-10.6697,-103.7505,12.3079,False
2012-09-04,30.91,31.655,30.83,31.41,3596300.0,-0.3531,-0.7524,-0.3993,29.4566,37.4554,33.456,42.6306,31.004,32.9133,-9.7891,-87.8447,11.7763,False
2012-09-05,31.49,31.63,31.01,31.3,1778800.0,-0.4348,-0.7615,-0.3267,29.2428,37.2742,33.2585,42.1825,31.018,32.7227,-10.6497,-85.2135,11.7763,False
2012-09-06,31.6,33.08,31.5106,32.7691,5547500.0,-0.4763,-0.6427,-0.1664,29.2241,37.0388,33.1315,49.7418,31.3878,32.6086,-6.9218,-31.0064,7.419,False
2012-09-07,32.74,32.74,32.17,32.22,3212600.0,-0.4983,-0.5861,-0.0878,29.1741,36.7938,32.984,47.267,31.7498,32.4453,-7.8006,-35.3571,7.419,False
2012-09-10,32.14,32.22,31.685,31.97,4896600.0,-0.5097,-0.5551,-0.0454,29.1161,36.5478,32.832,46.147,31.9338,32.2453,-8.7252,-55.7519,8.6508,False
2012-09-11,32.16,32.38,31.92,32.19,3609700.0,-0.5091,-0.5069,0.0022,29.0819,36.333,32.7075,47.3239,32.0898,32.1273,-7.6177,-44.8082,8.168,True
2012-09-12,32.34,32.73,32.27,32.58,4340500.0,-0.4937,-0.4322,0.0615,29.0646,36.1923,32.6285,49.4231,32.3458,31.9926,-6.2983,-26.6001,7.1091,True
2012-09-13,32.44,32.97,32.21,32.735,2262400.0,-0.4663,-0.3564,0.1098,29.0789,36.0035,32.5412,50.2671,32.339,31.8089,-4.6559,-20.0178,6.3829,True
2012-09-14,32.68,33.55,32.65,33.47,2399100.0,-0.4199,-0.2344,0.1855,29.1287,35.8337,32.4812,54.1539,32.589,31.6596,-3.8406,9.5398,4.6394,True
2012-09-17,33.4,33.59,33.05,33.59,1852000.0,-0.3612,-0.1265,0.2347,29.2142,35.6102,32.4122,54.7722,32.913,31.8903,-4.3293,18.8942,4.5192,True
2012-09-18,33.47,33.57,33.1,33.47,2703700.0,-0.299,-0.0501,0.2489,29.2303,35.5451,32.3877,53.992,33.169,32.0876,-3.8384,17.592,4.5192,True
2012-09-19,33.53,34.16,33.44,33.56,4015000.0,-0.2357,0.0175,0.2532,29.2936,35.3778,32.3357,54.5127,33.365,32.2429,-2.5948,33.5185,2.7202,True
2012-09-20,33.57,33.71,33.41,33.61,2715200.0,-0.1737,0.0742,0.248,29.4933,34.9902,32.2417,54.8171,33.54,32.4223,-5.6004,25.8404,2.8067,True
2012-09-21,33.75,34.0,33.585,33.68,2581500.0,-0.1143,0.1234,0.2377,29.7906,34.4898,32.1402,55.2661,33.582,32.6403,-6.1033,34.0732,1.9158,True
2012-09-24,33.36,33.56,33.12,33.48,2494000.0,-0.0625,0.1446,0.2071,30.0808,34.5346,32.3077,53.6345,33.56,32.8023,7.392,15.7479,3.2825,True
2012-09-25,33.58,34.0,32.74,32.93,3264300.0,-0.0269,0.1157,0.1426,30.3474,34.51,32.4287,49.3426,33.452,32.9036,10.9863,8.9824,1.9159,True
2012-09-26,32.86,33.05,32.19,32.4,2850400.0,-0.0116,0.0494,0.061,30.4795,34.4949,32.4872,45.577,33.22,32.9769,3.7025,-22.8844,3.5384,True
2012-09-27,32.56,33.4078,32.37,33.3,1507500.0,0.0045,0.0688,0.0643,30.7048,34.5076,32.6062,52.2122,33.158,33.0123,6.0228,2.3897,2.4176,True
2012-09-28,33.27,33.89,33.1,33.35,2649000.0,0.021,0.0871,0.0661,31.1177,34.3887,32.7532,52.5565,33.092,33.0877,9.783,24.9238,0.9204,True
2012-10-01,32.61,33.74,32.605,33.38,3281900.0,0.0374,0.1029,0.0655,31.4141,34.3253,32.8697,52.7753,33.072,33.1817,7.1792,14.036,2.4097,True
2012-10-02,33.42,33.69,33.19,33.41,2258400.0,0.0532,0.1165,0.0633,31.6616,34.2778,32.9697,53.0074,33.168,33.263,6.4287,22.4616,2.4097,True
2012-10-03,33.46,33.81,33.36,33.78,1752800.0,0.0736,0.1553,0.0817,31.9877,34.1997,33.0937,55.8735,33.444,33.343,6.8922,32.3556,2.0252,True
2012-10-04,33.25,33.62,32.692,33.18,4503800.0,0.0861,0.1361,0.05,32.0179,34.2106,33.1142,50.52,33.42,33.3727,1.6324,4.3956,4.0642,True
2012-10-05,33.46,33.61,32.87,33.1,2780800.0,0.0915,0.1131,0.0216,32.1412,34.1753,33.1582,49.8378,33.37,33.348,2.6573,4.1186,4.0642,True
2012-10-08,33.0,33.16,32.37,32.45,2464900.0,0.0816,0.0419,-0.0397,32.2603,34.1042,33.1822,44.5956,33.184,33.272,2.9174,-27.86,5.5853,False
2012-10-09,32.38,32.44,31.32,31.47,3544800.0,0.0468,-0.0925,-0.1392,32.0353,34.2572,33.1462,38.1187,32.796,33.1387,0.1853,-82.1891,8.6774,False
2012-10-10,31.44,31.75,30.95,31.03,3212000.0,-0.0089,-0.2318,-0.2229,31.6398,34.4977,33.0687,35.6294,32.246,32.97,-2.9942,-110.3584,9.7367,False
2012-10-11,31.29,31.41,30.92,31.01,2714500.0,-0.0751,-0.3399,-0.2648,31.298,34.667,32.9825,35.5164,31.812,32.7967,-4.7316,-114.962,9.823,False
2012-10-12,31.01,31.43,30.98,31.2,1747000.0,-0.1412,-0.4056,-0.2644,31.0322,34.7058,32.869,37.5322,31.432,32.6313,-6.3189,-104.7949,9.7519,False
2012-10-15,31.26,31.94,31.22,31.9,1819800.0,-0.1923,-0.3966,-0.2043,30.9327,34.6363,32.7845,44.3938,31.322,32.526,-4.9122,-76.1575,7.9397,False
2012-10-16,31.92,32.99,31.82,32.68,2419600.0,-0.2184,-0.3228,-0.1044,30.9199,34.5701,32.745,50.8404,31.564,32.5093,-1.7277,-33.1633,4.3327,False
2012-10-17,32.55,32.67,31.91,32.2,2354300.0,-0.2347,-0.2996,-0.065,30.8772,34.4768,32.677,47.2302,31.798,32.496,-4.3618,-47.7369,4.3327,False
2012-10-18,32.29,32.35,31.43,31.59,2418000.0,-0.2531,-0.3267,-0.0736,30.7703,34.3817,32.576,43.0661,31.914,32.382,-4.0344,-74.0007,5.8206,False
2012-10-19,31.58,31.6,30.42,30.47,5285400.0,-0.2892,-0.4335,-0.1444,30.4659,34.3651,32.4155,36.7007,31.768,32.19,-7.0588,-121.554,8.8539,False
2012-10-22,30.56,31.05,30.2,30.95,3622200.0,-0.3261,-0.474,-0.1479,30.3041,34.2739,32.289,40.7237,31.578,32.028,-7.4791,-121.1809,9.4996,False
2012-10-23,30.61,31.52,30.44,31.37,2325200.0,-0.3543,-0.4668,-0.1125,30.2105,34.2115,32.211,44.057,31.316,31.892,-7.2941,-97.0034,7.8399,False
2012-10-24,31.65,31.84,31.23,31.46,2027500.0,-0.3731,-0.4486,-0.0755,30.1394,34.1886,32.164,44.7701,31.168,31.7373,-3.6611,-73.2203,6.7199,False
2012-10-25,31.86,32.3,31.7308,32.1,3420200.0,-0.3742,-0.3783,-0.0041,30.1477,34.0603,32.104,49.6589,31.27,31.6653,-3.316,-43.6714,5.1239,False
2012-10-26,32.05,32.56,31.9,32.31,2753600.0,-0.3597,-0.3021,0.0577,30.1773,33.9267,32.052,51.1782,31.638,31.6127,-3.9245,-31.2868,4.2279,True
2012-10-31,32.28,32.51,31.66,31.852,4332600.0,-0.3429,-0.2754,0.0674,30.2018,33.7494,31.9756,47.8067,31.8184,31.5728,-3.6455,-42.6146,4.9881,True
2012-11-01,32.05,32.48,30.96,32.39,3364400.0,-0.316,-0.2085,0.1075,30.2636,33.5856,31.9246,51.8028,32.0224,31.6341,-3.5916,-44.2798,7.1735,True
2012-11-02,32.56,32.71,32.1,32.14,2192200.0,-0.2875,-0.1737,0.1139,30.4099,33.2753,31.8426,49.9007,32.1584,31.7081,-3.2535,-22.027,6.356,True
2012-11-05,32.24,32.24,31.73,31.9811,1630900.0,-0.2615,-0.1571,0.1044,30.4848,33.0805,31.7827,48.6833,32.1346,31.7729,-4.1047,-38.8945,7.5101,True
2012-11-06,32.2,32.525,32.04,32.41,2060500.0,-0.2308,-0.1081,0.1227,30.5602,32.9361,31.7482,52.0652,32.1546,31.8535,-3.2282,-16.8901,6.4822,True
2012-11-07,31.98,32.02,31.21,31.57,2906400.0,-0.2117,-0.1354,0.0763,30.559,32.8493,31.7042,45.7399,32.0982,31.8315,-3.4379,-58.8558,9.0574,True
2012-11-08,30.99,31.24,30.72,30.73,5607100.0,-0.2138,-0.2223,-0.0085,30.4487,32.8856,31.6672,40.4718,31.7662,31.7015,-3.6991,-99.9648,10.5364,False
2012-11-09,30.61,31.38,30.5,30.94,2517000.0,-0.2253,-0.2712,-0.0459,30.4342,32.8912,31.6627,42.2533,31.5262,31.6175,-1.1654,-94.5702,11.1958,False
2012-11-12,31.0,31.26,30.78,31.0,1951100.0,-0.2405,-0.3015,-0.061,30.4326,32.8917,31.6622,42.7775,31.33,31.5782,-0.4776,-87.5432,11.1958,False
2012-11-13,30.79,31.31,30.61,30.64,3024800.0,-0.2625,-0.3506,-0.088,30.34,32.9284,31.6342,40.4187,30.976,31.5895,-0.3818,-95.3865,11.7159,False
2012-11-14,30.73,31.44,30.39,30.44,3253700.0,-0.2902,-0.401,-0.1108,30.1738,32.9485,31.5612,39.1342,30.75,31.5555,-1.5654,-99.1532,12.3911,False
2012-11-15,30.47,30.73,30.22,30.5,4306100.0,-0.3184,-0.4311,-0.1127,30.0913,32.813,31.4522,39.7496,30.704,31.4975,-6.8506,-113.8467,12.9144,False
2012-11-16,30.82,31.99,30.53,31.4807,7940200.0,-0.329,-0.3716,-0.0425,30.0989,32.7334,31.4162,48.8136,30.8121,31.4989,-2.0814,-54.799,8.0492,False
2012-11-19,31.81,31.86,31.13,31.32,3467800.0,-0.3299,-0.3335,-0.0036,30.0873,32.7181,31.4027,47.5575,30.8761,31.4469,-1.5147,-45.41,8.0492,False
2012-11-20,31.3,31.42,30.77,30.87,2920500.0,-0.3311,-0.3358,-0.0047,30.1533,32.6921,31.4227,44.1491,30.9221,31.3509,-0.5696,-73.7551,9.2052,False
2012-11-21,30.92,31.46,30.92,31.34,1976000.0,-0.3241,-0.2963,0.0279,30.1906,32.6938,31.4422,48.2959,31.1021,31.3168,1.3205,-60.6689,9.0502,True
2012-11-23,31.51,31.83,31.38,31.8,794100.0,-0.3044,-0.2252,0.0791,30.203,32.7244,31.4637,52.0307,31.3621,31.2775,0.9835,-29.5982,7.6143,True
2012-11-26,31.66,32.24,31.57,32.24,2712700.0,-0.2699,-0.1319,0.138,30.1974,32.808,31.5027,55.3371,31.514,31.2841,1.2563,-2.9545,6.0408,True
2012-11-27,32.21,32.23,31.78,31.92,2051700.0,-0.2325,-0.0828,0.1497,30.2026,32.7848,31.4937,52.5165,31.634,31.28,-0.2167,-7.6558,6.0408,True
2012-11-28,31.78,33.17,31.71,33.1,3080700.0,-0.1758,0.0507,0.2266,30.1037,32.9627,31.5332,60.476,32.08,31.326,1.8735,47.1097,2.4876,True
2012-11-29,33.23,33.63,33.22,33.51,2382000.0,-0.1032,0.1875,0.2907,29.9496,33.2826,31.6161,62.7975,32.514,31.4554,3.4451,110.1598,0.8067,True
2012-11-30,33.49,33.61,33.035,33.13,2733000.0,-0.0301,0.2622,0.2923,29.8895,33.4167,31.6531,59.3365,32.78,31.6154,3.4791,90.4264,1.4676,True
2012-12-03,33.35,33.5,32.85,32.99,1536800.0,0.0372,0.3066,0.2693,29.8481,33.543,31.6956,58.0731,32.93,31.752,2.4152,75.6687,2.1308,True
2012-12-04,33.09,33.2,32.84,33.08,1696600.0,0.0988,0.345,0.2462,29.8094,33.6917,31.7505,58.6791,33.162,31.8907,2.9777,67.8914,2.167,True
2012-12-05,33.04,33.83,32.77,33.6,2996500.0,0.1616,0.4127,0.2511,29.7241,33.8959,31.81,62.0726,33.262,32.088,4.0123,94.212,0.1979,True
2012-12-06,33.6,33.96,33.43,33.8,1912900.0,0.2246,0.4769,0.2523,29.6673,34.1758,31.9215,63.3142,33.32,32.312,6.0587,115.7352,0.6803,True
2012-12-07,33.9,33.96,33.42,33.76,1434600.0,0.2835,0.5187,0.2352,29.7531,34.3929,32.073,62.8732,33.446,32.5294,8.7068,109.4662,0.6422,True
2012-12-10,33.48,34.03,33.43,33.96,1727800.0,0.339,0.5614,0.2224,29.8269,34.6211,32.224,64.2088,33.64,32.6947,8.4449,112.2413,0.9089,True
2012-12-11,33.72,34.9034,33.72,34.62,2054700.0,0.3995,0.6411,0.2417,29.8627,34.9474,32.405,68.2476,33.948,32.9147,11.6552,150.4016,4.1719,True
2012-12-12,34.77,34.98,34.24,34.29,1504600.0,0.4536,0.67,0.2164,30.0542,35.1209,32.5875,64.3571,34.086,33.1427,11.7215,151.548,4.4526,True
2012-12-13,34.28,34.33,33.53,33.88,2137200.0,0.4933,0.6522,0.1589,30.3697,35.1494,32.7595,59.8179,34.102,33.312,9.1921,108.1655,1.6468,True
2012-12-14,33.82,34.43,33.8,34.21,2836800.0,0.5261,0.6572,0.1311,30.7149,35.1751,32.945,62.1218,34.192,33.4727,12.0404,121.8827,2.0237,True
2012-12-17,34.24,35.205,34.21,34.88,2528600.0,0.5623,0.7071,0.1448,30.8395,35.3905,33.115,66.3223,34.376,33.6487,10.05,160.3324,4.8965,True
2012-12-18,34.99,35.77,34.91,35.73,1939200.0,0.611,0.8059,0.1949,30.9467,35.7243,33.3355,70.7338,34.598,33.9027,12.2724,199.1839,6.92,True
2012-12-19,35.97,36.96,35.73,36.0,6703500.0,0.6679,0.8957,0.2277,31.2156,35.9684,33.592,71.9828,34.94,34.096,17.6321,236.0966,10.9768,True
2012-12-20,36.06,36.14,35.775,35.9,1981000.0,0.7239,0.9478,0.2239,31.4768,36.1632,33.82,70.784,35.344,34.2553,14.876,206.1486,10.9768,True
2012-12-21,35.32,35.6213,34.73,35.49,3889700.0,0.7682,0.9452,0.177,31.747,36.262,34.0045,65.9586,35.6,34.4127,11.9111,159.0147,6.7514,True
2012-12-24,35.3,35.9,35.25,35.68,795900.0,0.804,0.9475,0.1435,31.9592,36.3938,34.1765,67.0731,35.76,34.592,11.3524,167.0585,7.7045,True
2012-12-26,35.75,36.0,35.1,35.15,1644700.0,0.8225,0.8962,0.0738,32.3421,36.3339,34.338,61.095,35.644,34.73,11.6972,148.6822,7.1053,True
2012-12-27,35.13,35.26,34.32,35.12,2768300.0,0.8267,0.8435,0.0168,32.5003,36.3777,34.439,60.7665,35.468,34.8313,6.3009,117.1612,4.0443,True
2012-12-28,34.8,35.31,34.69,34.99,3666100.0,0.8178,0.7821,-0.0356,32.6092,36.4168,34.513,59.2867,35.286,34.9107,4.9955,117.5414,4.2228,False
2012-12-31,34.84,35.52,34.61,35.35,2556500.0,0.805,0.7539,-0.0511,32.7984,36.4496,34.624,62.0303,35.258,35.0167,5.6828,121.2845,4.9775,False
2013-01-02,36.05,36.95,36.05,36.94,2998800.0,0.814,0.85,0.036,32.8939,36.7491,34.8215,71.2109,35.51,35.2153,10.2985,184.7677,9.8944,True
2013-01-03,36.75,36.92,36.265,36.37,1744100.0,0.8252,0.8701,0.0449,33.1204,36.8516,34.986,65.1595,35.754,35.332,11.2048,168.1312,9.8944,True
2013-01-04,36.53,36.67,36.285,36.36,1340400.0,0.8352,0.8752,0.04,33.2807,36.9673,35.124,65.0556,36.002,35.47,8.3949,155.3196,9.8944,True
2013-01-07,36.0,36.14,35.84,36.09,1933500.0,0.8377,0.8477,0.01,33.4549,37.0221,35.2385,62.1866,36.222,35.6173,6.4193,129.961,8.0643,True
2013-01-08,36.15,36.42,35.96,36.3,1520000.0,0.8368,0.8332,-0.0036,33.6611,37.0699,35.3655,63.527,36.412,35.7567,7.2438,131.854,9.0336,False
2013-01-09,36.35,37.045,36.23,36.67,1640600.0,0.8378,0.8419,0.004,33.8347,37.1673,35.501,65.8146,36.358,35.876,8.8598,142.0361,11.1599,True
2013-01-10,36.89,36.94,36.03,36.52,1416000.0,0.8357,0.8271,-0.0086,33.9248,37.2672,35.596,64.0692,36.388,35.9287,5.835,129.8609,10.3207,False
2013-01-11,36.6,36.97,36.52,36.8,1336500.0,0.8342,0.8284,-0.0058,34.0848,37.3582,35.7215,65.879,36.476,35.982,5.689,134.0593,10.4239,False
2013-01-14,36.64,36.98,36.63,36.83,1418500.0,0.8319,0.8225,-0.0094,34.3995,37.3385,35.869,66.0751,36.624,36.044,7.7192,129.8532,10.4588,False
2013-01-15,36.53,36.82,36.39,36.71,1617500.0,0.8253,0.7988,-0.0265,34.6948,37.2932,35.994,64.4863,36.706,36.1253,6.9416,117.8024,9.4179,False
2013-01-16,36.76,37.5133,36.43,36.73,1213900.0,0.8148,0.7728,-0.042,34.8562,37.3168,36.0865,64.6381,36.718,36.1953,6.5567,121.3547,11.8579,False
2013-01-17,36.77,37.68,36.73,37.33,1959800.0,0.8101,0.7914,-0.0187,34.8353,37.4977,36.1665,68.9107,36.88,36.3407,5.3397,128.3577,12.4347,False
2013-01-18,37.25,37.53,37.14,37.5,1599700.0,0.8102,0.8106,0.0004,34.7925,37.6905,36.2415,70.0106,37.02,36.4993,1.5422,128.4111,12.4347,True
2013-01-22,37.4,37.58,36.19,36.55,2703600.0,0.7963,0.7406,-0.0557,34.828,37.72,36.274,57.7722,36.964,36.6033,3.9845,103.0735,8.2597,False
2013-01-23,36.71,37.05,36.61,36.86,1653200.0,0.7774,0.702,-0.0754,34.9219,37.7631,36.3425,60.2044,36.994,36.704,4.0108,101.6193,8.2597,False
2013-01-24,37.39,38.0,37.11,37.6,3326300.0,0.7665,0.7229,-0.0437,34.952,37.925,36.4385,65.314,37.168,36.748,5.8496,121.934,11.6524,False
2013-01-25,39.5,40.0,38.9,38.99,8054800.0,0.7816,0.8418,0.0602,34.8892,38.3718,36.6305,72.4365,37.5,36.9227,11.1111,172.1418,18.1342,True
2013-01-28,39.11,39.21,38.75,38.86,2798600.0,0.8083,0.915,0.1068,34.9654,38.6696,36.8175,70.9761,37.772,37.0893,11.2025,152.8257,17.4769,True
2013-01-29,38.65,39.11,38.0201,38.86,2633600.0,0.839,0.962,0.123,35.1545,38.8675,37.011,70.9761,38.234,37.274,10.7618,138.0073,14.3286,True
2013-01-30,39.498,39.5,38.6,38.73,4317400.0,0.8667,0.9775,0.1107,35.3438,39.0162,37.18,69.3705,38.608,37.436,11.205,141.1786,15.5582,True
2013-01-31,38.77,39.3,38.62,38.88,2723400.0,0.8914,0.9904,0.0989,35.302,39.252,37.277,70.2038,38.864,37.5833,6.3599,135.2168,15.5582,True
2013-02-01,39.39,39.39,38.88,38.94,2843000.0,0.912,0.994,0.0821,35.3505,39.4605,37.4055,70.5472,38.854,37.7447,6.6901,134.3225,15.8465,True
2013-02-04,38.75,39.175,38.4,38.53,1929200.0,0.9201,0.9528,0.0327,35.4621,39.5659,37.514,65.0577,38.788,37.86,6.8312,118.7413,13.7406,True
2013-02-05,38.77,39.25,38.62,39.06,1881800.0,0.9265,0.952,0.0255,35.6144,39.7106,37.6625,68.4572,38.828,38.0087,8.6054,123.1138,13.989,True
2013-02-06,38.86,39.03,38.51,38.71,2299800.0,0.9237,0.9125,-0.0112,35.7868,39.7792,37.783,64.0484,38.824,38.142,7.1664,112.9748,13.5014,False
2013-02-07,38.61,38.76,38.1,38.65,2514200.0,0.9123,0.8665,-0.0458,35.9204,39.8436,37.882,63.2996,38.778,38.27,4.6295,102.636,11.6905,False
2013-02-08,38.79,39.0,38.69,38.89,1534500.0,0.8977,0.8396,-0.0581,36.0968,39.9042,38.0005,65.0507,38.768,38.374,5.5766,110.6718,12.5214,False
2013-02-11,39.07,39.21,38.63,38.89,1368400.0,0.88,0.809,-0.071,36.2475,39.9625,38.105,65.0507,38.84,38.4667,6.059,109.4109,13.2477,False
2013-02-12,38.91,39.24,38.8,38.91,1908000.0,0.8595,0.7774,-0.082,36.4169,40.0011,38.209,65.2095,38.81,38.624,6.1114,108.8985,13.3522,False
2013-02-13,38.91,39.17,38.53,38.66,1709000.0,0.8324,0.7239,-0.1085,36.6437,39.9693,38.3065,61.469,38.8,38.744,6.3824,100.151,12.116,False
2013-02-14,38.54,38.77,38.22,38.67,2525600.0,0.8008,0.6745,-0.1263,36.9013,39.9057,38.4035,61.5635,38.804,38.8153,3.35,90.2584,10.7062,False
2013-02-15,38.65,39.51,38.59,39.0,2911000.0,0.7715,0.6544,-0.1171,37.0485,39.9255,38.487,64.6302,38.826,38.816,4.8567,103.9434,13.3511,False
2013-02-19,39.1,39.12,38.84,38.98,1738000.0,0.7431,0.6296,-0.1135,37.1821,39.9399,38.561,64.2971,38.844,38.824,4.2366,100.0342,13.3511,False
2013-02-20,39.17,39.67,38.7,38.73,6135900.0,0.7111,0.5831,-0.128,37.645,39.695,38.67,60.1452,38.808,38.8153,5.5615,99.9244,15.2799,False
2013-02-21,38.58,38.62,37.91,37.97,2851300.0,0.6648,0.4794,-0.1854,38.0319,39.4191,38.7255,49.6934,38.67,38.7647,4.2375,67.017,11.6495,False
2013-02-22,38.1,38.365,37.82,37.91,2685000.0,0.6094,0.3878,-0.2215,38.1412,39.3408,38.741,48.9735,38.518,38.7,0.9605,60.2491,11.2437,False
2013-02-25,38.23,38.25,36.52,36.62,7225600.0,0.5293,0.2088,-0.3205,37.5312,39.7138,38.6225,36.72,38.042,38.5453,-4.375,23.6378,5.6045,False
2013-02-26,35.92,38.08,35.77,36.79,7572500.0,0.4394,0.0797,-0.3596,37.1742,39.8638,38.519,38.8793,37.604,38.4293,-2.8819,11.3602,2.5545,False
2013-02-27,36.62,36.98,35.99,36.2,9941400.0,0.3376,-0.0694,-0.407,36.7157,40.0563,38.386,34.5016,37.098,38.2387,-5.4462,-11.2912,2.5545,False
2013-02-28,36.31,36.95,36.2201,36.72,4037800.0,0.2413,-0.1439,-0.3852,36.4742,40.0968,38.2855,40.7965,36.848,38.106,-6.4557,-3.5615,2.5545,False
2013-03-01,37.25,37.56,36.55,37.36,11398400.0,0.1631,-0.1496,-0.3128,36.3769,40.0421,38.2095,47.4558,36.738,38.02,-4.4275,17.4299,4.9039,False
2013-03-04,37.34,38.69,37.14,38.65,4082300.0,0.1206,-0.0495,-0.1701,36.3812,40.0088,38.195,57.7249,37.144,38.004,-1.7771,61.2118,9.0354,False
2013-03-05,38.76,39.55,38.75,39.34,3946600.0,0.1134,0.0846,-0.0288,36.3586,40.1124,38.2355,61.983,37.654,38.034,0.9572,107.1391,11.9947,False
2013-03-06,39.51,39.95,39.44,39.94,3070300.0,0.138,0.2365,0.0985,36.2895,40.2695,38.2795,65.2445,38.402,38.1027,1.7834,129.1475,13.3283,True
