date,open,high,low,Close,vol,MACD_Signal,MACD_Hist,MACD,Real Lower Band,Real Middle Band,Real Upper Band,RSI,SMA,SMA,ROC,CCI,DX,crossover
2012-04-20,50.37,50.6,49.8222,49.6376382593,664200.0,-1.1101,0.0053,-1.1048,45.9744,50.4352,54.8961,46.5039,48.8554,49.7235,-5.8605,-103.8924,3.0321,True
2012-04-23,49.43,49.53,47.13,47.3008174675,514300.0,-1.1272,-0.0682,-1.1953,45.6092,50.1882,54.7672,40.3535,48.8475,49.4409,-6.4236,-157.5981,0.9473,False
2012-04-24,47.84,47.84,46.18,46.0927999396,414100.0,-1.1715,-0.1774,-1.349,45.2853,49.7748,54.2643,37.5993,48.287,48.9643,-15.3274,-183.5196,2.3014,False
2012-04-25,47.1,48.37,47.01,47.587969175,351500.0,-1.2041,-0.1305,-1.3347,45.2257,49.4837,53.7416,42.7785,48.0454,48.5841,-12.5,-150.1226,1.514,False
2012-04-26,48.0,48.61,47.52,47.2810139015,502700.0,-1.2299,-0.1029,-1.3328,45.0166,49.2733,53.5299,42.0115,47.58,48.3187,-9.9648,-139.0406,1.1555,False
2012-04-27,48.17,49.12,47.83,48.5385403445,674200.0,-1.2271,0.0113,-1.2158,44.9752,49.1326,53.2901,46.2421,47.3602,48.1075,-5.9004,-114.6576,0.3894,True
2012-04-30,49.0,49.13,47.83,47.9246297975,481200.0,-1.2135,0.0543,-1.1592,44.9161,48.9519,52.9878,44.5424,47.485,48.0402,-6.4928,-114.2534,0.3742,True
2012-05-01,50.98,57.51,49.93,54.6281368994,2129100.0,-1.0842,0.5172,-0.567,44.6587,49.0213,53.3838,61.2196,49.1921,48.6277,6.6582,30.1214,11.0699,True
2012-05-02,54.99,55.13,53.55,53.2121819281,789300.0,-0.9092,0.6998,-0.2094,44.6701,49.0173,53.3644,57.3187,50.3169,48.9373,0.2364,28.8978,11.0699,True
2012-05-03,53.46,53.46,50.72,50.9446736174,1059400.0,-0.7489,0.6411,-0.1078,44.6849,49.0014,53.318,51.6696,51.0496,49.0521,0.225,-27.1347,6.8165,True
2012-05-04,51.01,51.12,49.53,49.3306829858,649500.0,-0.6303,0.4746,-0.1557,44.7434,48.8826,53.0219,48.0575,51.2081,49.1412,-2.2898,-67.9311,5.0955,True
2012-05-07,49.44,50.094,49.0,48.7464777879,444800.0,-0.5518,0.3138,-0.2381,44.7336,48.8732,53.0128,46.789,51.3724,49.235,-1.4673,-82.5692,4.3341,True
2012-05-08,48.7,49.68,47.75,49.0435312783,431500.0,-0.4967,0.2205,-0.2762,45.14,49.0346,52.9292,47.5433,50.2555,49.2449,0.6687,-90.2736,2.5521,True
