date,open,high,low,Close,vol,MACD_Signal,MACD_Hist,MACD,Real Upper Band,Real Lower Band,Real Middle Band,RSI,SMA,SMA,ROC,CCI,DX,crossover
2012-03-30,55.27,55.68,55.17,39.2208256961,3396000.0,0.2095,-0.0045,0.205,39.8165,38.3336,39.075,54.8421,39.3914,39.2417,2.2148,69.5553,7.7542,False
2012-04-02,55.1,56.19,54.79,39.7538139054,3300400.0,0.2142,0.0187,0.2329,39.8787,38.4024,39.1405,62.5771,39.4212,39.2919,3.6421,95.4244,10.2617,True
2012-04-03,56.16,56.16,55.51,39.7609204149,3532300.0,0.2219,0.0308,0.2526,39.8086,38.6473,39.2279,62.6684,39.4511,39.3336,3.7388,113.7333,10.2617,True
2012-04-04,55.76,55.76,55.32,39.4340209798,2298200.0,0.2253,0.0139,0.2392,39.7721,38.7705,39.2713,55.9387,39.4553,39.3478,2.3683,76.873,9.1189,True
2012-04-05,55.4,55.65,55.24,39.5121925838,1488000.0,0.2267,0.0055,0.2322,39.7686,38.8451,39.3068,57.1185,39.5364,39.3582,1.7182,71.7746,8.6367,True
2012-04-09,54.79,54.97,54.5,38.7802221097,2214400.0,0.2145,-0.0489,0.1656,39.7981,38.7885,39.2933,45.0235,39.4482,39.3331,-0.1997,-7.5909,4.3016,False
2012-04-10,54.51,54.52,53.78,38.318298995,3036200.0,0.1865,-0.1118,0.0747,39.9097,38.6087,39.2592,39.3846,39.1611,39.2668,-1.0526,-65.4875,0.3398,False
2012-04-11,54.23,54.68,53.965,38.815754657,2826500.0,0.1577,-0.1153,0.0424,39.9202,38.5662,39.2432,47.0382,38.9721,39.245,-1.0138,-32.0276,1.188,False
2012-04-12,54.65,55.005,54.49,39.0715889975,1559900.0,0.1335,-0.0966,0.0369,39.9169,38.5546,39.2357,50.4833,38.8996,39.2403,-0.713,7.3621,2.8952,False
2012-04-13,54.91,54.94,54.49,38.7233700341,1817000.0,0.1077,-0.1033,0.0045,39.918,38.4903,39.2041,46.1092,38.7418,39.2137,-0.8303,-8.9203,2.8952,False
2012-04-16,54.63,54.92,54.48,38.8726067327,1868800.0,0.0844,-0.0935,-0.0091,39.9181,38.4617,39.1899,48.1713,38.7603,39.2,-1.045,-0.2512,2.8386,False
2012-04-17,55.0,55.66,54.89,39.4766600366,2097500.0,0.0732,-0.0446,0.0286,39.9353,38.4609,39.1981,55.5476,38.992,39.1915,0.0719,72.3452,6.6968,False
2012-04-18,55.1,55.21,54.61,38.8193079117,2551900.0,0.0596,-0.0543,0.0053,39.9372,38.4266,39.1819,47.6418,38.9927,39.1386,-0.1447,16.8865,5.091,False
2012-04-19,54.55,55.19,54.375,38.815754657,2431100.0,0.045,-0.0583,-0.0133,39.9375,38.3936,39.1656,47.6026,38.9415,39.0988,-0.1267,10.3206,3.7583,False
2012-04-20,54.96,55.19,54.69,39.1000150353,2381800.0,0.035,-0.04,-0.005,39.9367,38.3923,39.1645,51.0576,39.0169,39.0984,-0.0362,41.422,3.7583,False
2012-04-23,54.57,54.8,54.15,38.7589025814,1913300.0,0.0229,-0.0486,-0.0257,39.9402,38.3568,39.1485,47.0673,38.9941,39.0676,-0.8862,-12.4483,0.7227,False
2012-04-24,54.71,55.01,54.58,38.893926261,1629000.0,0.0122,-0.0429,-0.0308,39.8831,38.3429,39.113,48.7655,38.8776,39.0102,-1.4069,22.062,1.8582,False
2012-04-25,55.0,55.39,54.795,39.3061038096,2123100.0,0.0094,-0.011,-0.0016,39.8392,38.3562,39.0977,53.6309,38.9749,38.9799,-0.8059,67.7794,3.8813,False
2012-04-26,55.09,55.7,54.89,39.4979795649,1858800.0,0.0149,0.0218,0.0366,39.8516,38.3523,39.102,55.7279,39.1114,38.9842,-0.0897,91.7218,5.4975,True
2012-04-27,55.532,55.99,55.51,39.6685357919,1617400.0,0.0278,0.0519,0.0798,39.9194,38.3407,39.13,57.556,39.2251,38.9946,1.1015,131.7945,6.9854,True
2012-04-30,55.59,55.89,55.43,39.5264056028,2091700.0,0.0425,0.0588,0.1013,39.9527,38.3379,39.1453,55.5095,39.3786,39.0443,0.3772,112.4172,6.5149,True
2012-05-01,55.29,55.85,54.5,39.235038715,2979700.0,0.0528,0.041,0.0938,39.8788,38.3599,39.1194,51.4884,39.4468,39.1055,-0.6051,59.8387,1.2512,True
2012-05-02,54.74,54.96,54.5,38.8726067327,3360500.0,0.0538,0.0041,0.0579,39.7812,38.3688,39.075,46.9551,39.3601,39.1093,-2.1368,7.0274,1.2512,True
2012-05-03,54.88,54.88,54.3015,38.7091570151,2397700.0,0.0463,-0.0302,0.0161,39.7419,38.3356,39.0387,45.0391,39.2023,39.0851,-1.5782,-12.41,0.1586,False
2012-05-04,54.04,54.1,53.48,38.0624646545,2577200.0,0.0233,-0.0917,-0.0684,39.7531,38.1793,38.9662,38.397,38.8811,39.041,-2.7853,-104.5441,4.1924,False
2012-05-07,53.45,53.73,53.07,38.0624646545,2129700.0,-0.0081,-0.1258,-0.1339,39.8081,38.0526,38.9303,38.397,38.5883,38.987,-2.2558,-128.8932,6.2592,False
2012-05-08,53.32,54.1,53.17,38.1548492775,2334600.0,-0.0417,-0.1345,-0.1762,39.8253,38.0191,38.9222,39.8517,38.3723,38.8989,-0.7704,-106.6757,4.1963,False
2012-05-09,53.17,53.61,52.86,37.8634823897,2538900.0,-0.0795,-0.1512,-0.2307,39.8887,37.8605,38.8746,36.9068,38.1705,38.8352,-1.9568,-146.3132,5.7553,False
2012-05-10,53.71,53.9,53.38,38.0482516356,2006600.0,-0.1148,-0.1411,-0.256,39.8942,37.7525,38.8234,39.9232,38.0383,38.784,-2.0089,-107.3523,4.1431,False
2012-05-11,53.46,54.08,53.31,38.1619557869,1791800.0,-0.1446,-0.1192,-0.2638,39.904,37.6867,38.7953,41.759,38.0582,38.7215,-1.5653,-98.5544,3.1505,False
2012-05-14,53.33,53.75,53.01,37.9487605032,2024200.0,-0.1725,-0.1114,-0.2839,39.9165,37.5818,38.7491,39.3437,38.0355,38.6675,-2.1304,-130.4599,4.6902,False
2012-05-15,53.4,53.65,52.91,37.7426717289,3022600.0,-0.2005,-0.1123,-0.3129,39.858,37.4669,38.6624,37.12,37.953,38.5907,-3.6112,-144.0088,5.201,False
2012-05-16,53.44,53.54,53.16,37.899014937,2803400.0,-0.2243,-0.0952,-0.3195,39.8544,37.3785,38.6164,39.8818,37.9601,38.4969,-3.0248,-130.2175,5.201,False
2012-05-17,53.31,53.4,52.52,37.3233876709,3030400.0,-0.2529,-0.1142,-0.367,39.897,37.1866,38.5418,33.9922,37.8152,38.3519,-3.2433,-179.5707,8.4489,False
2012-05-18,52.7,52.72,51.8,36.9460320187,3923100.0,-0.2883,-0.1418,-0.4302,39.9298,36.9384,38.4341,30.7978,37.572,38.1704,-4.4754,-233.1919,11.902,False
2012-05-21,51.94,52.79,51.69,37.4513048412,2179600.0,-0.3176,-0.1169,-0.4344,39.9154,36.822,38.3687,39.0193,37.4725,38.0321,-3.6679,-203.971,12.4153,False
2012-05-22,52.72,53.17,52.53,37.6360740871,2009200.0,-0.3377,-0.0804,-0.4181,39.8642,36.7474,38.3058,41.7315,37.4512,37.9255,-3.3448,-153.6223,10.1606,False
2012-05-23,52.7,52.96,52.32,37.5507959736,2531500.0,-0.3516,-0.0557,-0.4073,39.7385,36.6976,38.2181,40.8334,37.3815,37.8374,-4.3871,-162.5732,11.1619,False
2012-05-24,53.01,53.36,52.7,37.7710977668,3181000.0,-0.3566,-0.02,-0.3766,39.5439,36.7196,38.1317,44.1597,37.4711,37.7748,-4.2011,-125.2335,8.8126,False
2012-05-25,53.0,53.23,52.555,37.4370918223,1828800.0,-0.3603,-0.0147,-0.375,39.2726,36.7677,38.0201,40.4644,37.5693,37.7331,-4.9295,-138.6354,9.5175,False
2012-05-29,53.15,53.25,52.49,37.5863285209,2166400.0,-0.3597,0.0022,-0.3575,38.979,36.8673,37.9231,42.7575,37.5963,37.7014,-4.7236,-128.0709,9.8353,True
2012-05-30,52.62,52.8772,52.31,37.3162811615,1949600.0,-0.36,-0.0012,-0.3613,38.7258,36.9286,37.8272,39.7864,37.5323,37.6455,-5.3228,-145.7872,10.7183,False
2012-05-31,52.39,52.51,51.93,37.060446821,3156100.0,-0.3641,-0.0164,-0.3805,38.5573,36.9159,37.7366,37.1651,37.4342,37.592,-4.4578,-166.433,12.5568,False
2012-06-01,51.39,51.79,50.89,36.1863461577,3411400.0,-0.3835,-0.0775,-0.461,38.5599,36.661,37.6105,29.9433,37.1173,37.4678,-5.6305,-221.8058,17.2968,False
2012-06-04,51.15,51.6,51.07,36.6340562536,2721200.0,-0.4034,-0.0796,-0.483,38.5543,36.5237,37.539,36.6941,36.9567,37.366,-4.6211,-191.4914,17.2968,False
2012-06-05,51.36,51.9,51.23,36.8188254994,2338500.0,-0.4187,-0.0614,-0.4801,38.5085,36.4452,37.4769,39.2812,36.8032,37.2907,-3.4059,-164.2862,15.4302,False
2012-06-06,51.74,53.12,51.74,38.0056125789,2664100.0,-0.4105,0.0329,-0.3776,38.4833,36.4555,37.4694,52.6096,36.9411,37.3082,-1.0808,-73.5998,6.1784,True
2012-06-07,53.69,53.69,53.06,38.0521486025,3337700.0,-0.3863,0.0969,-0.2894,38.5106,36.4471,37.4788,53.0427,37.1394,37.3184,0.8944,-31.5861,3.1883,True
2012-06-08,53.0,53.75,52.96,38.4315961803,2153100.0,-0.3464,0.1597,-0.1866,38.5842,36.4118,37.498,56.5142,37.5884,37.3923,0.4637,-20.2284,3.6723,True
2012-06-11,54.0,54.0,53.13,38.0807861556,2441400.0,-0.3035,0.1715,-0.132,38.5707,36.4171,37.4939,52.6579,37.8778,37.4679,0.5951,-20.4449,2.3712,True
2012-06-12,53.41,53.73,53.05,38.4459149569,2203900.0,-0.2545,0.1959,-0.0586,38.6576,36.38,37.5188,56.0056,38.2032,37.5342,0.7066,-15.8914,2.7683,True
2012-06-13,53.62,53.88,53.19,38.202495756,2061800.0,-0.2076,0.1878,-0.0198,38.7158,36.3678,37.5418,53.3128,38.2426,37.572,1.176,-15.6919,1.9773,True
2012-06-14,53.6,54.53,53.45,38.9613909116,3153100.0,-0.1518,0.2231,0.0714,38.9157,36.2741,37.5949,59.7734,38.4244,37.666,2.6069,27.7027,1.3678,True
2012-06-15,54.59,55.1,54.39,39.4052729837,3107000.0,-0.0859,0.2633,0.1774,39.2293,36.1687,37.699,62.9835,38.6192,37.775,3.9513,73.74,4.1711,True
2012-06-18,54.78,55.18,54.63,39.4482293133,1810700.0,-0.0164,0.2782,0.2618,39.4908,36.1574,37.8241,63.2873,38.8927,37.909,5.445,81.1802,4.5583,True
2012-06-19,55.33,55.73,55.17,39.7131266789,2402700.0,0.0561,0.29,0.3462,39.7845,36.0899,37.9372,65.1755,39.1461,38.0508,6.3548,110.3461,7.1802,True
2012-06-20,55.53,55.56,54.85,39.5985764667,2440000.0,0.1247,0.2744,0.3991,40.0122,36.0585,38.0353,63.6585,39.4253,38.203,5.2726,96.4302,5.4659,True
2012-06-21,55.54,55.58,54.49,39.0473035707,2586700.0,0.1782,0.2139,0.3921,40.121,36.0993,38.1101,56.8374,39.4425,38.3354,5.728,73.6291,3.5707,True
2012-06-22,54.84,54.8712,54.49,39.1618537829,2899100.0,0.2208,0.1705,0.3913,40.2345,36.1249,38.1797,57.8431,39.3938,38.5338,3.5972,62.6372,3.5707,True
2012-06-25,54.13,54.43,53.78,38.6034214986,2778400.0,0.245,0.0967,0.3416,40.2713,36.2047,38.238,51.5674,39.2249,38.6651,3.0152,21.7797,0.0911,True
2012-06-26,53.88,54.1,53.55,38.6105808868,2095900.0,0.2559,0.0435,0.2994,40.3058,36.2726,38.2892,51.6395,39.0043,38.7846,2.3522,11.1613,1.2414,True
2012-06-27,54.23,54.82,54.14,39.0043472411,2098600.0,0.2636,0.0308,0.2943,40.3614,36.3859,38.3736,55.5384,38.8855,38.8511,4.4456,53.8644,2.3382,True
2012-06-28,54.26,54.29,53.56,38.7895655933,2749700.0,0.2648,0.005,0.2699,40.3603,36.5598,38.4601,53.0394,38.834,38.9003,4.1591,24.4209,0.5426,True
2012-06-29,55.04,55.66,54.85,39.8491550558,3163200.0,0.2783,0.0539,0.3321,40.3251,36.9613,38.6432,62.0624,38.9714,38.9948,8.2722,118.6352,5.8253,True
2012-07-02,55.39,55.78,55.31,39.9207489384,2184800.0,0.2992,0.0837,0.3829,40.3041,37.3109,38.8075,62.5829,39.2349,39.1175,8.9051,132.451,6.3536,True
2012-07-03,55.92,56.0,55.53,40.0925742567,1536200.0,0.3258,0.1062,0.4319,40.2643,37.6782,38.9712,63.8579,39.5313,39.2272,8.7027,142.4443,7.323,True
2012-07-05,55.66,56.69,55.55,40.4290655049,2826400.0,0.3591,0.1333,0.4923,40.4532,37.7316,39.0924,66.2695,39.8162,39.3757,6.7206,159.4809,10.2849,True
2012-07-06,55.98,56.33,55.12,39.6844891259,2239200.0,0.3822,0.0924,0.4746,40.4697,37.8784,39.174,57.2178,39.9952,39.4239,4.9171,116.064,8.0955,True
2012-07-09,55.51,55.56,55.08,39.7489236202,1580500.0,0.3978,0.0626,0.4605,40.5116,37.9682,39.2399,57.7529,39.9752,39.4468,3.3674,98.7133,7.8928,True
2012-07-10,55.88,55.97,55.17,39.6773297376,2254200.0,0.406,0.0325,0.4384,40.4865,38.1529,39.3197,56.9057,39.9265,39.4621,3.6481,103.685,9.6581,True
2012-07-11,55.46,55.67,55.11,39.6988079024,2054200.0,0.4083,0.0095,0.4179,40.4877,38.2771,39.3824,57.1079,39.8477,39.4611,3.6106,94.4439,9.3462,True
2012-07-12,55.25,55.54,54.93,39.6486921846,2410000.0,0.4053,-0.0123,0.393,40.4224,38.4869,39.4547,56.4456,39.6916,39.4645,3.0809,86.2056,8.4056,False
2012-07-13,55.33,56.0,55.27,39.9780240445,2179100.0,0.4033,-0.0079,0.3953,40.4711,38.5399,39.5055,59.7334,39.7504,39.5265,2.6958,107.8503,10.4085,False
2012-07-16,55.54,56.01,55.45,39.8634738324,1835400.0,0.3993,-0.0158,0.3835,40.5051,38.5518,39.5284,58.099,39.7733,39.5733,1.6515,105.0736,10.4518,False
2012-07-17,56.05,56.25,55.34,40.1212118097,1867600.0,0.3976,-0.0071,0.3904,40.5712,38.553,39.5621,60.6919,39.862,39.6745,1.9391,111.1217,11.4955,False
2012-07-18,55.99,56.97,55.89,40.7011222588,2154100.0,0.4056,0.0321,0.4377,40.7355,38.4874,39.6115,65.7945,40.0625,39.8138,2.225,142.8561,14.5346,True
2012-07-19,56.75,56.94,56.21,40.4505436697,2545800.0,0.4144,0.0353,0.4497,40.836,38.4721,39.6541,62.0646,40.2229,39.9102,2.4838,135.9194,14.5346,True
2012-07-20,56.55,56.62,56.0,40.1605884452,4483900.0,0.4177,0.0132,0.4309,40.8769,38.5426,39.7097,57.9888,40.2594,40.0017,1.8712,116.0107,13.3605,True
2012-07-23,55.26,55.71,54.87,39.7489236202,1884500.0,0.4098,-0.0315,0.3784,40.8789,38.5993,39.7391,52.7222,40.2365,39.995,1.5287,70.2631,7.3389,False
2012-07-24,55.66,55.68,54.85,39.5556201372,1764900.0,0.3914,-0.0739,0.3175,40.8059,38.7675,39.7867,50.4184,40.1234,39.9706,2.2965,64.9424,7.2364,False
2012-07-25,55.59,55.77,55.12,39.6701703493,2252100.0,0.3682,-0.0928,0.2753,40.7078,38.9715,39.8397,51.7568,39.9172,39.9425,3.0869,73.5235,7.6401,False
2012-07-26,56.36,56.93,55.99,40.4648624462,2709800.0,0.355,-0.0525,0.3026,40.7318,39.0936,39.9127,59.8192,39.92,39.9449,3.849,123.1975,12.6244,False
2012-07-27,56.9,57.7199,56.72,41.2380763783,2566200.0,0.3605,0.0217,0.3821,40.8778,39.1925,40.0351,65.7808,40.1355,40.0484,6.3177,158.079,15.7721,True
2012-07-30,57.29,57.99,57.11,41.0519322835,2246600.0,0.3734,0.0518,0.4252,41.0415,39.149,40.0953,63.3562,40.3961,40.1353,4.1861,155.3563,16.8142,True
2012-07-31,57.24,57.37,56.53,40.486340611,2739600.0,0.3805,0.0285,0.4091,41.081,39.1661,40.1235,56.5683,40.5823,40.1892,2.8505,119.0819,13.7412,True
