date,open,high,low,Close,vol,MACD,MACD_Signal,MACD_Hist,Real Middle Band,Real Lower Band,Real Upper Band,RSI,SMA,SMA,ROC,CCI,DX,crossover
2012-03-09,19.73,19.89,19.68,14.9240045276,26274400.0,-0.0148,0.0485,-0.0633,15.0406,14.6423,15.439,50.3057,14.7687,15.0245,-2.9283,43.0637,10.2166,False
2012-03-12,19.82,19.875,19.66,14.9466166557,26316200.0,-0.0113,0.0365,-0.0478,15.0382,14.6381,15.4383,51.0463,14.8034,15.0014,-0.9222,41.5493,9.9898,False
2012-03-13,19.9,20.22,19.89,15.2405743206,33326000.0,0.015,0.0322,-0.0172,15.0454,14.6363,15.4544,59.4607,14.915,14.9944,0.7976,73.2511,13.1251,False
2012-03-14,20.16,20.38,20.06,15.2217308806,41190400.0,0.034,0.0326,0.0014,15.0501,14.6352,15.4649,58.767,15.0333,14.9981,1.5446,82.9866,14.5292,True
2012-03-15,20.06,20.2,19.8,15.0069156639,55020200.0,0.0313,0.0323,-0.001,15.0501,14.6352,15.4649,51.4367,15.068,14.982,-0.0495,55.2479,11.5498,False
2012-03-16,20.01,20.05,19.9,15.0973641762,56363000.0,0.036,0.0331,0.003,15.044,14.6356,15.4524,54.0238,15.1026,14.9765,-1.0853,56.6495,11.5498,True
2012-03-19,19.94,20.28,19.94,15.1802753125,30276500.0,0.046,0.0356,0.0103,15.0384,14.641,15.4358,56.3098,15.1494,14.975,-0.344,70.7348,13.606,True
2012-03-20,20.04,20.64,20.01,15.5043824815,61659600.0,0.0791,0.0443,0.0347,15.0463,14.6195,15.4731,63.84,15.2021,14.9936,0.7321,106.3854,16.6887,True
2012-03-21,20.56,20.65,20.35,15.4516208493,39135200.0,0.0999,0.0554,0.0445,15.0606,14.6008,15.5204,61.9769,15.2481,15.0248,0.9286,118.4335,16.7726,True
2012-03-22,20.35,20.57,20.27,15.361172337,32211700.0,0.1079,0.0659,0.0419,15.0663,14.5948,15.5378,58.8237,15.319,15.0499,1.5802,105.0749,15.8237,True
2012-03-23,20.34,20.59,20.25,15.4742329774,27646700.0,0.1219,0.0771,0.0448,15.081,14.5788,15.5831,61.4504,15.3943,15.0886,1.2789,111.4285,15.5849,True
2012-03-26,20.7,20.86,20.65,15.7078916341,29098800.0,0.1502,0.0917,0.0584,15.1062,14.5359,15.6765,66.2217,15.4999,15.1509,2.9615,160.6379,17.9084,True
2012-03-27,20.93,21.02,20.88,15.7606532663,9869769.0,0.1748,0.1083,0.0664,15.133,14.4965,15.7695,67.2038,15.5511,15.2227,3.9565,185.6845,19.2478,True
2012-03-28,20.85,21.11,20.73,15.8887886587,9919650.0,0.2023,0.1271,0.0752,15.1782,14.4663,15.8901,69.5104,15.6385,15.3067,4.505,191.7257,17.4212,True
2012-03-29,20.96,21.24,20.85,15.8511017786,36518000.0,0.2186,0.1454,0.0731,15.2215,14.4584,15.9846,68.0032,15.7365,15.3745,6.4128,197.5102,18.5212,True
2012-03-30,21.12,21.19,20.98,15.9415502909,35673900.0,0.236,0.1635,0.0725,15.2739,14.4655,16.0824,69.693,15.83,15.4423,6.5359,202.0963,18.5212,True
2012-04-02,21.14,21.3,21.05,15.971699795,30716500.0,0.2494,0.1807,0.0687,15.3338,14.5053,16.1624,70.254,15.8828,15.5107,7.8481,207.5616,19.46,True
2012-04-03,21.11,21.19,20.63,15.7531158903,64106700.0,0.2396,0.1925,0.0471,15.3874,14.5966,16.1782,61.4217,15.8813,15.5448,8.9166,165.6295,15.2761,True
2012-04-04,20.64,20.77,20.25,15.4050643384,43848100.0,0.2015,0.1943,0.0072,15.4261,14.7157,16.1366,50.5745,15.7845,15.5571,6.7578,90.4998,10.8557,True
2012-04-05,20.18,20.37,20.07,15.2991356053,30611900.0,0.1608,0.1876,-0.0268,15.4494,14.7894,16.1094,47.8206,15.6741,15.5765,3.3785,46.1444,8.8451,False
2012-04-09,19.97,20.155,19.87,15.1024108151,26416300.0,0.1114,0.1724,-0.0609,15.4583,14.8226,16.094,43.1458,15.5063,15.5769,1.7217,2.4831,6.6593,False
2012-04-10,19.94,20.1,19.52,14.7921909537,44896400.0,0.0467,0.1472,-0.1005,15.4506,14.7871,16.1141,37.0297,15.2704,15.551,1.5207,-52.7471,2.9789,False
2012-04-11,19.68,20.04,19.62,15.1440256745,40610100.0,0.0236,0.1225,-0.0989,15.4458,14.7748,16.1167,46.2827,15.1486,15.527,-0.5094,-23.9059,2.9789,False
2012-04-12,20.09,20.28,19.98,15.1780741959,32041300.0,0.0079,0.0996,-0.0917,15.4436,14.7695,16.1177,47.0888,15.1032,15.5087,-0.1083,17.3941,5.2963,False
2012-04-13,20.02,20.04,19.79,15.0191810962,27901500.0,-0.0172,0.0762,-0.0934,15.4442,14.7717,16.1167,43.8021,15.0472,15.4859,-0.4109,-30.1,3.3097,False
2012-04-16,19.92,19.96,19.57,14.9246018701,35250100.0,-0.0442,0.0522,-0.0963,15.4356,14.7413,16.1298,41.9353,15.0116,15.4493,-0.0664,-61.1099,1.0644,False
2012-04-17,19.81,20.15,19.75,15.1932068721,28770700.0,-0.0434,0.0331,-0.0764,15.4362,14.7429,16.1295,48.6007,15.0918,15.415,-0.2592,-9.5634,2.9175,False
2012-04-18,19.95,20.15,19.88,15.1780741959,27563400.0,-0.0435,0.0178,-0.0612,15.4199,14.7185,16.1213,48.2663,15.0986,15.3761,-1.9989,-2.5932,2.9175,False
2012-04-19,20.02,20.31,19.78,15.0607959556,34583500.0,-0.0524,0.0037,-0.0561,15.4003,14.682,16.1187,45.6574,15.0752,15.3209,-1.2686,-11.0401,4.4757,False
2012-04-20,19.93,20.04,19.84,15.0645791247,34257200.0,-0.0585,-0.0087,-0.0498,15.3855,14.6524,16.1186,45.7587,15.0843,15.2685,-2.2022,-27.9065,4.4757,False
2012-04-23,19.77,19.78,19.58,14.8905533487,27406400.0,-0.0765,-0.0223,-0.0542,15.3563,14.5938,16.1188,41.9074,15.0774,15.1984,-3.5648,-84.5278,1.7317,False
2012-04-24,19.76,19.85,19.35,14.6938285586,67526600.0,-0.1054,-0.0389,-0.0665,15.3056,14.5093,16.102,38.0305,14.9776,15.1133,-4.4762,-117.1994,0.6166,False
2012-04-25,19.59,19.69,19.27,14.7467929251,48461800.0,-0.1226,-0.0556,-0.067,15.2549,14.4518,16.058,39.6412,14.8913,15.0462,-5.9674,-130.8797,1.4215,False
2012-04-26,19.48,19.67,19.37,14.8300226441,43037600.0,-0.1281,-0.0701,-0.058,15.202,14.4342,15.9698,42.1719,14.8452,15.0078,-6.4634,-116.4775,1.4215,False
2012-04-27,19.64,20.03,19.58,15.1175434913,47505900.0,-0.108,-0.0777,-0.0303,15.1653,14.4573,15.8733,49.9404,14.8557,14.9957,-5.3344,-44.3625,2.2623,False
2012-04-30,19.85,20.17,19.82,15.2499544077,36405500.0,-0.0804,-0.0783,-0.0022,15.1307,14.5164,15.7451,53.0524,14.9276,15.0056,-4.4478,-2.6197,3.6464,False
2012-05-01,20.11,20.16,19.98,15.1175434913,31761800.0,-0.0685,-0.0763,0.0078,15.088,14.6098,15.5663,49.7395,15.0124,15.0273,-4.9884,-4.7755,3.6464,True
2012-05-02,19.91,19.94,19.63,15.0116147581,32168300.0,-0.0668,-0.0744,0.0076,15.051,14.6823,15.4197,47.2124,15.0653,15.0184,-5.899,-58.8373,0.0144,True
2012-05-03,19.92,19.95,19.65,14.9208187011,29626200.0,-0.072,-0.0739,0.0019,15.0267,14.6922,15.3613,45.1078,15.0835,15.0013,-3.948,-63.9381,0.0882,True
2012-05-04,19.52,19.53,19.03,14.4668384161,41733900.0,-0.1114,-0.0814,-0.03,14.9851,14.5942,15.3761,36.4121,14.9534,14.9645,-4.1237,-181.0512,5.9886,False
2012-05-07,19.02,19.26,19.0,14.4365730637,34078500.0,-0.1435,-0.0938,-0.0496,14.9518,14.4982,15.4055,35.9175,14.7907,14.9319,-4.4406,-193.8665,6.2686,False
2012-05-08,18.9,18.9,18.615,14.1566185546,52278000.0,-0.1893,-0.1129,-0.0763,14.9201,14.3516,15.4885,31.6562,14.5985,14.8628,-5.9701,-255.8357,9.776,False
2012-05-09,18.58,18.89,18.48,14.2095829212,78275200.0,-0.2188,-0.1341,-0.0847,14.8733,14.2367,15.51,33.2612,14.4381,14.7982,-5.7385,-241.9422,10.9641,False
2012-05-10,17.17,17.32,16.76,12.7190143187,198450600.0,-0.3583,-0.1789,-0.1794,14.7504,13.6303,15.8705,19.4723,13.9977,14.6421,-14.5957,-495.7983,23.9407,False
2012-05-11,16.76,16.99,16.5,12.4882410072,75215300.0,-0.4819,-0.2395,-0.2424,14.6238,13.1408,16.1069,18.2194,13.602,14.4704,-15.2196,-465.2423,25.6074,False
2012-05-14,16.4,16.83,16.37,12.6395677688,57497300.0,-0.5612,-0.3039,-0.2574,14.5096,12.8018,16.2174,21.7565,13.2426,14.3203,-15.6814,-405.0219,26.4272,False
2012-05-15,16.735,16.76,16.51,12.5147231905,66148000.0,-0.6269,-0.3685,-0.2585,14.3757,12.4922,16.2591,20.9554,12.9142,14.175,-16.8238,-358.6979,26.4272,False
2012-05-16,16.83,16.89,16.61,12.6282182617,57794300.0,-0.6622,-0.4272,-0.235,14.2482,12.2571,16.2392,23.6923,12.598,14.0338,-16.1787,-305.7611,25.0026,False
2012-05-17,16.69,16.8,16.55,12.5222895285,41625200.0,-0.6908,-0.4799,-0.2108,14.1212,12.0323,16.2101,22.8994,12.5586,13.8799,-17.2821,-280.1008,25.3972,False
