date,open,high,low,Close,vol,MACD_Signal,MACD_Hist,MACD,Real Upper Band,Real Middle Band,Real Lower Band,RSI,SMA,SMA,ROC,CCI,DX,crossover
2012-01-26,37.89,38.3,37.38,31.0102389406,6276200.0,-0.1343,0.3303,0.196,31.7136,29.609,27.5043,57.143,30.8963,29.5197,4.161,14.3701,5.2516,True
2012-01-27,37.43,37.83,37.22,30.7790657003,4956000.0,-0.0613,0.2921,0.2307,31.83,29.6643,27.4986,55.3543,30.9673,29.6634,3.7575,6.6445,5.6418,True
2012-01-30,36.64,37.53,36.2,30.9029085076,4845200.0,0.004,0.2612,0.2652,31.9396,29.7105,27.4814,56.1423,30.9987,29.7792,3.1611,-5.4944,8.0957,True
2012-01-31,37.79,37.85,37.1,31.1588503093,4908900.0,0.0651,0.2445,0.3096,32.0869,29.7712,27.4554,57.7919,31.0119,29.9281,2.658,14.4941,7.2062,True
2012-02-01,38.02,39.73,37.7,32.5293773764,10359600.0,0.1421,0.3081,0.4502,32.481,29.8796,27.2781,65.2835,31.2761,30.1632,6.1165,68.1449,2.1825,True
2012-02-02,39.5,39.68,39.07,32.5541459379,7470900.0,0.2251,0.3321,0.5572,32.8748,30.036,27.1972,65.4024,31.5849,30.4207,10.1916,89.9236,2.1825,True
2012-02-03,39.75,41.15,39.61,33.3137151558,8273600.0,0.3192,0.3761,0.6953,33.3671,30.2705,27.1739,68.9021,32.0918,30.7466,15.9808,132.9283,1.5482,True
2012-02-06,40.26,40.38,39.67,32.9669552954,4686900.0,0.4089,0.359,0.7679,33.7247,30.4606,27.1965,65.6537,32.5046,31.0741,13.6664,125.964,1.5482,True
2012-02-07,39.98,40.08,39.25,32.5376335636,9920100.0,0.4835,0.2983,0.7818,33.945,30.6412,27.3374,61.7894,32.7804,31.3867,12.3948,113.9368,0.4643,True
2012-02-08,39.5,40.0,39.34,32.8389843946,5125400.0,0.5483,0.2594,0.8078,34.1793,30.8329,27.4866,63.4091,32.8423,31.6688,11.6383,124.2414,0.4643,True
2012-02-09,39.87,41.28,39.85,33.9411853793,6232100.0,0.62,0.2868,0.9069,34.5504,31.0955,27.6406,68.6215,33.1197,31.867,17.1064,174.8338,3.7036,True
2012-02-10,40.76,41.0,39.05,32.7646787102,10044900.0,0.6721,0.2082,0.8803,34.6109,31.3124,28.0139,59.0082,33.0099,32.023,17.0091,142.962,1.602,True
2012-02-13,39.57,39.69,38.78,32.182617516,11830400.0,0.6983,0.1048,0.803,34.4749,31.5188,28.5627,54.9293,32.853,32.1188,15.748,113.5426,0.9002,True
2012-02-14,38.65,39.18,38.3,32.2982041362,8062200.0,0.7071,0.0354,0.7426,34.1841,31.7413,29.2985,55.5826,32.8051,32.1991,14.4944,104.493,0.3443,True
2012-02-15,39.5,40.25,39.4,32.9256743597,15069200.0,0.7131,0.0237,0.7368,33.9814,31.9572,29.933,59.036,32.8225,32.3136,15.8273,145.2888,2.3851,True
2012-02-16,42.49,43.1,41.71,35.286943885,24995700.0,0.7529,0.1593,0.9122,34.6089,32.1731,29.7374,68.8126,33.0916,32.5987,14.4147,254.6906,9.0835,True
2012-02-17,42.8,43.166,41.8,34.8411097788,13794400.0,0.8031,0.2007,1.0037,34.9532,32.394,29.8347,65.6433,33.5069,32.8695,14.6203,234.011,9.2302,True
2012-02-21,42.19,43.355,42.11,35.5016047509,8706200.0,0.8658,0.2509,1.1166,35.4088,32.6318,29.8547,67.9839,34.1707,33.1761,15.3365,235.7169,9.6547,True
2012-02-22,42.9,43.5,42.5,35.1961258263,5269300.0,0.9262,0.2418,1.168,35.7326,32.8369,29.9412,65.7638,34.7503,33.4453,14.4737,222.2025,9.9832,True
2012-02-23,42.62,43.44,42.5,35.7327779911,4651500.0,0.9885,0.2492,1.2378,36.1172,33.0631,30.0091,67.7463,35.3117,33.6588,14.7082,214.9662,9.9832,True
2012-02-24,43.49,43.96,42.99,35.5676542481,4647900.0,1.0439,0.2213,1.2652,36.3782,33.291,30.2038,66.4772,35.3679,33.8597,14.7781,208.7141,11.1807,True
2012-02-27,42.64,43.64,42.63,35.7162656168,4804700.0,1.0919,0.1921,1.284,36.5713,33.5379,30.5045,67.0721,35.5429,34.0199,15.3582,188.1423,10.149,True
2012-02-28,43.31,44.14,43.18,35.9763355121,5450700.0,1.1345,0.1704,1.305,36.7487,33.7915,30.8344,68.1323,35.6378,34.2205,17.6126,188.2785,11.3114,True
2012-02-29,43.6,44.0,42.81,35.5016047509,4242600.0,1.1613,0.1073,1.2686,36.7934,34.0087,31.2239,64.096,35.6989,34.4181,16.2483,164.514,10.2382,True
2012-03-01,43.13,43.42,42.595,35.7575465526,4238500.0,1.1783,0.0678,1.2461,36.9674,34.1701,31.3728,65.284,35.7039,34.6127,9.2877,149.6773,9.6137,True
2012-03-02,43.19,43.83,43.0512,35.9556950442,5011700.0,1.1886,0.0414,1.23,37.1374,34.3402,31.5429,66.2114,35.7815,34.747,10.4587,150.5678,10.5959,True
2012-03-05,43.48,43.5,42.19,34.9401840246,4766200.0,1.1754,-0.053,1.1224,37.189,34.4215,31.6539,57.7416,35.6263,34.892,5.7108,120.9564,8.0868,False
2012-03-06,41.79,41.89,40.53,33.8090863849,7031800.0,1.1273,-0.1922,0.9351,37.1662,34.4636,31.761,50.0944,35.1928,35.0005,3.7395,75.4734,3.4846,False
2012-03-07,41.12,41.79,40.76,34.3292261754,4841800.0,1.0657,-0.2465,0.8192,37.1093,34.5532,31.9971,53.1514,34.9583,35.1359,4.2665,79.0068,3.4846,False
2012-03-08,41.76,42.08,41.46,34.5438870413,3857400.0,0.9998,-0.2636,0.7361,37.0709,34.6384,32.2059,54.3869,34.7156,35.2437,5.2,86.3373,4.2214,False
2012-03-09,42.1,43.18,42.08,35.452067628,5836800.0,0.9469,-0.2117,0.7352,37.149,34.714,32.2789,59.2573,34.6149,35.2547,4.6027,105.8074,6.9612,False
2012-03-12,42.84,42.94,42.16,35.1135639548,3311000.0,0.8973,-0.1983,0.699,37.0999,34.8314,32.5629,56.8338,34.6496,35.2729,4.7317,96.7793,6.9612,False
2012-03-13,42.79,43.59,42.67,35.9226702956,5235900.0,0.8633,-0.136,0.7272,36.9783,35.0184,33.0585,60.9263,35.0723,35.301,9.8262,109.5564,8.5596,False
2012-03-14,43.6,43.76,42.46,35.3942743179,4556300.0,0.8304,-0.1315,0.6989,36.6877,35.1732,33.6587,57.136,35.2853,35.3142,11.6896,100.162,7.9503,False
2012-03-15,42.91,43.49,42.57,35.7740589269,3367500.0,0.8041,-0.1051,0.6991,36.4446,35.3156,34.1867,59.0957,35.5313,35.3169,8.0497,98.8612,7.9503,False
2012-03-16,43.21,43.6,42.67,35.8235960498,8612800.0,0.7823,-0.0872,0.6952,36.4927,35.3425,34.1922,59.3554,35.6056,35.334,1.1601,97.4928,8.2293,False
2012-03-19,43.13,44.64,43.13,36.3767605889,6322300.0,0.7715,-0.0432,0.7283,36.6289,35.4192,34.2096,62.2246,35.8583,35.378,3.4147,110.3281,10.8283,False
2012-03-20,43.7,45.9,43.61,37.4087839829,14044100.0,0.7829,0.0454,0.8283,37.0036,35.5146,34.0256,66.896,36.1555,35.4735,5.8701,128.6915,13.835,True
2012-03-21,45.38,46.3425,45.0,37.9949732706,8562900.0,0.8151,0.1289,0.944,37.4845,35.6546,33.8246,69.213,36.6756,35.6398,6.5345,142.3231,14.8602,True
2012-03-22,45.57,45.895,44.97,37.3097097371,7534800.0,0.8459,0.1233,0.9692,37.7008,35.7334,33.766,63.6345,36.9828,35.7432,5.6515,127.3478,14.766,True
2012-03-23,45.25,45.75,44.74,37.6647257846,5329100.0,0.878,0.1282,1.0062,37.9754,35.8383,33.7011,65.1918,37.351,35.8572,4.0719,122.9665,14.0373,True
2012-03-26,45.97,46.45,45.53,38.2509150723,5238900.0,0.9165,0.154,1.0705,38.3449,35.965,33.585,67.6431,37.7258,36.0779,6.439,133.7989,15.6942,True
2012-03-27,46.39,46.52,46.0,38.0279980192,5044400.0,0.9514,0.1395,1.0909,38.6118,36.0676,33.5233,65.7563,37.8497,36.3591,5.3919,130.418,15.8591,True
2012-03-28,45.96,46.35,45.1,37.3922716086,4053100.0,0.9699,0.0739,1.0438,38.7553,36.1621,33.5689,60.5921,37.7291,36.5634,5.3409,113.0226,12.9694,True
2012-03-29,45.14,45.25,44.15,36.8803880052,6683000.0,0.9667,-0.0126,0.9541,38.8225,36.2182,33.614,56.7474,37.6433,36.7191,4.2146,90.8278,10.0237,False
2012-03-30,45.0,45.0,44.3,36.9629498767,6185700.0,0.9493,-0.0697,0.8795,38.8895,36.2686,33.6477,57.2165,37.5029,36.8198,2.6694,88.1563,10.0237,False
2012-04-02,44.81,45.23,44.565,37.1941231169,3750900.0,0.9253,-0.0958,0.8295,38.9575,36.3813,33.8051,58.5648,37.2915,36.9585,3.977,91.2581,10.6074,False
2012-04-03,45.64,46.8,45.0,37.5408829773,9062000.0,0.902,-0.0934,0.8086,38.901,36.5679,34.2348,60.5622,37.1941,37.0664,11.7212,106.0111,14.459,False
2012-04-04,45.05,45.22,44.32,36.9134127538,6200700.0,0.8682,-0.1353,0.7329,38.7943,36.6971,34.5999,55.3858,37.0984,37.1677,8.2077,81.7839,12.3273,False
2012-04-05,44.37,44.735,43.68,36.0960502258,7552400.0,0.8145,-0.2145,0.6,38.6506,36.7747,34.8988,49.4829,36.9415,37.1892,6.3094,64.1802,10.3599,False
2012-04-09,42.97,43.29,42.75,35.3117124464,5780400.0,0.7369,-0.3104,0.4265,38.6643,36.7677,34.8711,44.5962,36.6112,37.155,0.2547,36.968,7.5757,False
2012-04-10,42.64,43.13,41.98,34.6924984101,6394100.0,0.6368,-0.4005,0.2363,38.7238,36.7466,34.7695,41.1581,36.1109,37.0428,0.4425,21.4966,5.3381,False
2012-04-11,41.45,41.75,40.71,33.7430368877,11695000.0,0.5112,-0.5023,0.0089,38.9893,36.6377,34.286,36.5312,35.3513,36.7984,-4.2212,-13.5698,1.7869,False
2012-04-12,40.93,41.25,40.75,33.8008301977,6661500.0,0.376,-0.5408,-0.1648,39.1667,36.558,33.9493,36.9932,34.7288,36.5188,-5.7358,-21.2205,1.7869,False
2012-04-13,41.0,41.13,40.06,33.1320790385,6662500.0,0.2304,-0.5827,-0.3523,39.4192,36.4259,33.4326,33.9314,34.136,36.2403,-5.4265,-40.887,0.1054,False
2012-04-16,40.32,40.83,39.72,32.8513686753,4798200.0,0.0808,-0.5984,-0.5176,39.6469,36.2773,32.9076,32.7137,33.644,35.9194,-6.3532,-53.4654,1.0274,False
2012-04-17,39.99,40.665,39.98,33.3880208402,4070800.0,-0.0551,-0.5434,-0.5985,39.724,36.1278,32.5316,37.3211,33.3831,35.5952,-8.9046,-49.0849,1.0274,False
2012-04-18,39.99,40.38,39.82,33.1155666642,3439900.0,-0.1794,-0.4973,-0.6767,39.6861,35.9132,32.1403,35.9809,33.2576,35.2677,-12.0261,-60.077,1.4699,False
2012-04-19,39.67,40.26,39.25,32.7522944295,5628000.0,-0.2954,-0.4639,-0.7592,39.5358,35.651,31.7663,34.2252,33.0479,34.9583,-13.1251,-74.6194,3.0408,False
2012-04-20,39.94,39.94,38.53,31.9844690244,4851400.0,-0.4116,-0.4649,-0.8765,39.5014,35.3848,31.2682,30.8195,32.8183,34.632,-12.9753,-97.855,4.9865,False
2012-04-23,38.44,38.87,38.12,31.9349319015,4676400.0,-0.5218,-0.4406,-0.9624,39.3361,35.0983,30.8605,30.609,32.6351,34.2968,-15.0383,-115.9032,6.078,False
2012-04-24,38.6,38.81,38.35,31.9349319015,3979700.0,-0.6211,-0.3975,-1.0187,38.9746,34.7825,30.5904,30.609,32.3444,33.9461,-16.4478,-115.9449,6.078,False
2012-04-25,39.01,39.35,38.645,32.4137907563,5307200.0,-0.6995,-0.3135,-1.013,38.5359,34.5018,30.4677,35.4987,32.2041,33.6043,-15.4127,-103.3782,4.4438,False
2012-04-26,39.29,39.4494,39.08,32.5376335636,6028600.0,-0.757,-0.2301,-0.9871,38.1499,34.259,30.3682,36.734,32.1612,33.3126,-14.888,-98.2901,4.1434,False
2012-04-27,39.43,39.5,38.99,32.2238984518,5018700.0,-0.8017,-0.1788,-0.9806,37.8178,34.0262,30.2347,34.9188,32.209,33.0545,-12.7072,-103.4698,4.3965,False
2012-04-30,38.99,39.08,38.59,32.0546466152,3933100.0,-0.8369,-0.1409,-0.9778,37.4123,33.7808,30.1493,33.9492,32.233,32.8373,-13.1556,-114.3138,5.5242,False
2012-05-01,38.79,41.05,38.79,33.5861693318,10741600.0,-0.838,-0.0043,-0.8423,36.8768,33.6004,30.324,47.9596,32.5632,32.7636,-9.2417,-68.0064,0.3621,False
2012-05-02,40.24,40.3,39.21,32.4385593177,10515400.0,-0.834,0.0159,-0.8181,36.1092,33.3453,30.5814,40.9807,32.5682,32.6766,-13.8889,-87.0964,0.3621,True
2012-05-03,39.4,39.5,38.23,31.7698081585,7183100.0,-0.8359,-0.0073,-0.8432,35.3956,33.0881,30.7806,37.5675,32.4146,32.5412,-12.6493,-115.1498,2.4377,False
2012-05-04,38.25,38.6,37.85,31.7202710356,6308200.0,-0.8401,-0.017,-0.8571,34.7923,32.8693,30.9464,37.3208,32.3139,32.4471,-13.7141,-127.7419,3.4993,False
2012-05-07,38.34,38.79,37.96,31.3652549881,5025200.0,-0.8494,-0.0372,-0.8867,34.3457,32.672,30.9983,35.5294,32.176,32.348,-10.395,-124.8433,2.9298,False
2012-05-08,37.8,38.03,37.09,31.2166436193,6155800.0,-0.8618,-0.0497,-0.9115,34.0107,32.4982,30.9857,34.7805,31.7021,32.2033,-11.8247,-140.3559,5.3548,False
2012-05-09,37.3,38.05,37.12,31.1918750579,3932500.0,-0.874,-0.0486,-0.9226,33.872,32.3707,30.8693,34.6501,31.4528,32.075,-8.8623,-137.476,5.2933,False
2012-05-10,37.38,37.68,35.4,29.4745881304,16178400.0,-0.9107,-0.147,-1.0577,33.9806,32.1543,30.3281,27.1016,30.9937,31.8565,-8.6545,-175.8466,9.893,False
2012-05-11,35.52,36.51,35.52,29.7883232422,6085700.0,-0.9539,-0.1726,-1.1265,34.0247,31.9872,29.9496,30.083,30.6073,31.7101,-11.2327,-174.9586,9.893,False
2012-05-14,35.68,36.14,35.5,29.5488938148,5173200.0,-1.0005,-0.1863,-1.1867,34.0764,31.822,29.5676,29.1096,30.2441,31.551,-11.4867,-170.5583,9.9456,False
2012-05-15,35.77,35.98,35.06,29.0370102114,4623600.0,-1.0526,-0.2086,-1.2612,34.0445,31.6045,29.1644,27.1008,29.8081,31.3578,-11.521,-170.9294,11.1065,False
2012-05-16,35.35,35.94,34.595,28.5994322924,4608500.0,-1.1101,-0.2299,-1.34,34.0431,31.3787,28.7142,25.4897,29.2896,31.1035,-10.9955,-169.8773,12.3213,False
2012-05-17,34.64,35.01,34.27,28.2939533678,5066500.0,-1.1703,-0.2407,-1.4109,34.0586,31.1558,28.253,24.4046,29.0535,30.8206,-13.0402,-173.6223,13.1647,False
2012-05-18,34.31,34.33,32.74,27.2949547224,9694200.0,-1.2422,-0.2879,-1.5301,34.2455,30.9213,27.5971,21.2368,28.5548,30.492,-14.0461,-190.3343,16.9876,False
2012-05-21,33.21,34.01,32.28,27.6747393314,9724300.0,-1.3089,-0.2668,-1.5757,34.2819,30.7083,27.1346,25.192,28.18,30.2,-12.5032,-182.1999,18.0901,False
2012-05-22,33.63,34.0,32.99,27.4931032141,9828600.0,-1.3687,-0.2392,-1.608,34.273,30.4862,26.6993,24.56,27.8712,29.7938,-12.3937,-168.7618,18.0901,False
2012-05-23,33.03,33.11,31.94,27.1298309794,33098200.0,-1.4238,-0.2201,-1.6439,34.168,30.222,26.276,23.3071,27.5773,29.4399,-15.8577,-176.6201,20.5802,False
2012-05-24,28.48,29.58,27.79,23.7943313703,54215800.0,-1.5229,-0.3965,-1.9194,34.4749,29.7848,25.0947,15.5188,26.6774,28.9082,-25.0179,-243.9918,29.2278,False
2012-05-25,28.63,28.98,28.41,23.6209514401,9390100.0,-1.6438,-0.4835,-2.1272,34.6145,29.3547,24.0948,15.2352,25.9426,28.3683,-26.6329,-229.2121,29.2278,False
2012-05-29,28.82,29.89,28.77,24.5291320267,11572800.0,-1.7537,-0.4397,-2.1933,34.4828,28.9784,23.474,23.1185,25.3135,27.9125,-23.5159,-200.7459,26.1138,False
2012-05-30,29.24,29.68,29.08,24.4383139681,9061200.0,-1.8484,-0.379,-2.2274,33.9374,28.521,23.1045,22.8904,24.7025,27.4606,-27.6979,-188.7384,26.1138,False
2012-05-31,29.51,29.99,29.14,24.5704129625,10509400.0,-1.9224,-0.2958,-2.2182,33.4914,28.1276,22.7637,24.0581,24.1906,27.0192,-25.5831,-174.4799,25.0522,False
2012-06-01,29.09,29.7,29.02,24.3062149736,10066200.0,-1.9792,-0.2275,-2.2067,33.0912,27.7544,22.4176,23.302,24.293,26.6746,-24.8101,-168.4359,25.2997,False
2012-06-04,29.72,30.38,29.3,24.6859995826,10506600.0,-2.0119,-0.1305,-2.1423,32.5722,27.4027,22.2332,26.8433,24.506,26.3345,-21.2953,-152.1604,22.9593,False
2012-06-05,29.97,31.3,29.97,25.7097667894,13614300.0,-2.0066,0.0209,-1.9858,32.0022,27.1199,22.2376,35.4511,24.7421,26.0785,-19.3091,-130.4264,19.8786,True
2012-06-06,31.18,32.3,31.16,26.4775921945,10348000.0,-1.9612,0.1819,-1.7792,31.3928,26.883,22.3732,41.0271,25.15,25.9079,-15.0671,-109.0112,16.648,True
2012-06-07,32.4,32.4,31.23,25.8501219709,7405400.0,-1.8984,0.2512,-1.6472,30.6844,26.6159,22.5474,38.1422,25.4059,25.7246,-14.8489,-107.3355,16.3292,True
2012-06-08,30.48,30.82,30.22,25.0410156301,10394900.0,-1.8366,0.2471,-1.5895,30.2952,26.3942,22.4932,34.7648,25.5529,25.5078,-18.2059,-119.7847,18.6139,True
2012-06-11,31.0,31.1,29.64,24.4795949038,8659300.0,-1.7835,0.2125,-1.571,29.7846,26.1288,22.4729,32.6177,25.5116,25.3201,-14.8179,-118.949,19.8913,True
2012-06-12,29.86,30.29,29.44,24.9832223201,7550700.0,-1.7265,0.228,-1.4984,29.2291,25.9005,22.5719,36.3935,25.3663,25.1406,-16.1871,-115.3731,20.3298,True
2012-06-13,30.02,30.55,29.91,24.9171728228,10210000.0,-1.6671,0.2374,-1.4298,28.717,25.6945,22.6719,36.1092,25.0542,24.9689,-15.0917,-107.5242,19.4653,True
2012-06-14,30.2,30.26,29.57,24.8428671385,8984700.0,-1.6068,0.2412,-1.3656,28.2365,25.5067,22.7768,35.7723,24.8528,24.8164,-15.8041,-106.3835,20.2275,True
2012-06-15,30.23,30.87,29.96,25.3712631162,7788400.0,-1.537,0.2794,-1.2576,27.7723,25.3605,22.9488,40.0345,24.9188,24.9216,-11.8252,-94.8226,18.1866,True
2012-06-18,30.62,30.92,30.29,25.4125440519,5416000.0,-1.4607,0.3053,-1.1554,27.5099,25.2664,23.0229,40.3657,25.1054,25.041,-9.933,-89.369,18.0196,True
2012-06-19,30.87,31.06,30.64,25.5116182977,4488700.0,-1.3794,0.3252,-1.0542,27.1174,25.1583,23.1991,41.201,25.2111,25.1065,-8.6739,-83.4686,17.5467,True
2012-06-20,31.05,31.33,30.68,25.5694116078,5132800.0,-1.2952,0.3368,-0.9583,26.7188,25.0621,23.4053,41.7112,25.3415,25.1819,-7.8529,-78.9684,16.6301,True
2012-06-21,30.94,31.13,29.5,24.3970330323,7497900.0,-1.2293,0.2635,-0.9658,26.3051,24.9254,23.5458,35.0926,25.2524,25.1704,-5.9801,-89.4943,19.4227,True
2012-06-22,29.55,30.24,29.5,24.9006604485,12292000.0,-1.1675,0.247,-0.9205,26.2596,24.9807,23.7019,39.5103,25.1583,25.21,2.2312,-88.0199,19.4227,True
2012-06-25,29.77,30.17,29.6211,24.7850738284,6137200.0,-1.1108,0.2271,-0.8837,26.1614,25.039,23.9165,38.8599,25.0328,25.2166,4.1063,-85.645,19.4227,True
2012-06-26,30.13,31.33,29.605,24.487851091,11329100.0,-1.0623,0.1938,-0.8685,26.1632,25.0369,23.9106,37.174,24.828,25.1351,4.8177,-79.2198,15.4253,True
2012-06-27,29.69,30.64,29.5,25.255676496,7750100.0,-1.0069,0.2215,-0.7855,26.1731,25.0778,23.9824,43.9095,24.7653,25.0537,3.2345,-76.1312,15.6851,True
2012-06-28,30.2,30.5701,29.55,24.6777433955,6140200.0,-0.9571,0.1995,-0.7576,26.1695,25.0831,23.9968,40.4153,24.8214,24.9755,1.9343,-77.4485,15.6851,True
2012-06-29,30.5,31.83,30.29,26.2711875157,7745400.0,-0.8856,0.2857,-0.6,26.3229,25.1814,24.0398,51.7564,25.0955,25.0575,7.1717,-55.0219,11.4374,True
2012-07-02,31.72,31.792,30.73,25.5528992335,6099100.0,-0.8139,0.287,-0.5269,26.3535,25.2247,24.0959,47.3991,25.2491,25.1291,4.6478,-55.5292,11.4374,True
2012-07-03,31.0,31.155,30.9,25.6767420408,2544400.0,-0.7419,0.288,-0.4538,26.3491,25.2231,24.097,48.2046,25.4868,25.1753,-0.4633,-55.3176,11.4374,True
2012-07-05,31.01,31.29,30.93,25.6932544151,3807000.0,-0.6715,0.2814,-0.3901,26.1795,25.1838,24.1882,48.3177,25.5744,25.2271,-3.1269,-52.4373,10.9782,True
2012-07-06,30.65,30.87,29.45,24.5704129625,6493900.0,-0.6223,0.197,-0.4253,26.1004,25.1199,24.1394,41.6876,25.5529,25.2089,-4.7222,-69.2041,14.8884,True
2012-07-09,29.72,29.8,29.03,24.0585293591,5287200.0,-0.5956,0.1068,-0.4888,26.1551,25.0707,23.9864,39.0691,25.1104,25.1214,-3.3095,-79.6047,15.9538,True
2012-07-10,29.48,29.585,28.64,23.8025875574,5337200.0,-0.5872,0.0337,-0.5534,26.2298,25.0369,23.844,37.7972,24.7603,25.014,-4.8714,-83.1957,16.9356,True
2012-07-11,28.9,29.6,28.44,23.7447942473,4902400.0,-0.5902,-0.0122,-0.6024,26.2944,24.975,23.6555,37.5018,24.3739,24.8963,-2.278,-83.0224,17.4386,False
2012-07-12,28.57,28.64,28.12,23.4228029484,6113400.0,-0.6041,-0.0555,-0.6595,26.3834,24.9002,23.4171,35.8304,23.9198,24.7531,-6.252,-91.4487,18.2442,False
2012-07-13,28.42,28.81,28.38,23.6126952529,5463900.0,-0.6196,-0.0621,-0.6817,26.4248,24.8387,23.2527,37.588,23.7283,24.7009,-4.7918,-85.5109,17.6241,False
2012-07-16,28.43,28.87,28.36,23.6292076272,4738100.0,-0.6337,-0.0563,-0.6899,26.4012,24.7516,23.1021,37.7469,23.6424,24.6161,-6.4788,-83.5213,17.4032,False
2012-07-17,28.85,28.85,28.15,23.56315813,4539500.0,-0.6457,-0.0481,-0.6938,26.3568,24.6592,22.9615,37.3396,23.5945,24.5346,-6.6947,-84.0524,17.9518,False
2012-07-18,28.85,30.815,28.83,24.9832223201,9722500.0,-0.6317,0.056,-0.5756,26.2925,24.6327,22.973,49.8148,23.8422,24.5677,-0.7888,-53.1319,10.9401,True
2012-07-19,30.3,31.36,30.15,25.6891263215,7700300.0,-0.5894,0.1692,-0.4202,26.3128,24.6387,22.9647,54.626,24.2955,24.5966,0.0958,-32.6757,9.1107,True
2012-07-20,31.0,31.94,30.85,25.7510477251,9456000.0,-0.5292,0.2406,-0.2887,26.4442,24.7064,22.9687,55.0312,24.7232,24.6681,2.602,-21.0434,7.1976,True
2012-07-23,30.68,30.83,29.92,25.2639326832,6262100.0,-0.4676,0.2464,-0.2212,26.4776,24.7246,22.9715,51.1792,25.0501,24.601,1.9511,-39.4457,9.7772,True
2012-07-24,31.54,32.175,30.96,25.7923286609,9603000.0,-0.3988,0.2752,-0.1237,26.5889,24.775,22.961,54.8521,25.4959,24.6169,6.6457,-13.146,5.4656,True
2012-07-25,31.15,31.93,31.06,25.9822209654,5063700.0,-0.3252,0.2945,-0.0307,26.732,24.8497,22.9674,56.1231,25.6957,24.6373,1.9151,-9.9436,5.4656,True
2012-07-26,32.02,32.39,31.7,26.4899764752,4009000.0,-0.2436,0.3266,0.083,26.9196,24.9114,22.9032,59.3979,25.8559,24.6904,5.7115,9.7637,4.0205,True
2012-07-27,32.24,33.2,32.05,27.1711119152,5562900.0,-0.1498,0.3752,0.2255,27.2679,25.0361,22.8042,63.3314,26.1399,24.8638,8.6029,34.7171,1.5295,True
