date,open,high,low,Close,vol,MACD_Signal,MACD,MACD_Hist,Real Lower Band,Real Middle Band,Real Upper Band,RSI,SMA,SMA,ROC,CCI,DX,crossover
2012-02-06,31.61,32.35,31.52,31.855,4536300.0,0.7811,0.8461,0.065,28.4316,30.408,32.3844,71.9739,31.436,30.8607,12.3654,185.6767,12.1879,True
2012-02-07,31.74,32.4,31.7,32.28,3404200.0,0.8015,0.8828,0.0813,28.6562,30.5955,32.5348,74.5951,31.702,31.056,12.3829,183.7432,12.383,True
2012-02-08,32.2,32.39,31.93,32.1,3607700.0,0.8186,0.8871,0.0685,28.8066,30.7405,32.6744,71.5581,31.874,31.2033,10.3578,171.838,12.383,True
2012-02-09,32.09,32.69,32.09,32.65,4711900.0,0.8397,0.9242,0.0845,28.9183,30.907,32.8957,74.9032,32.147,31.364,11.2283,175.2441,13.5747,True
2012-02-10,32.28,32.46,32.05,32.21,2819800.0,0.8533,0.9077,0.0544,29.1473,31.056,32.9647,68.0438,32.219,31.478,10.1459,153.7926,13.3656,True
2012-02-13,32.42,32.65,32.0,32.35,3260800.0,0.8617,0.8955,0.0338,29.4948,31.225,32.9552,69.0112,32.318,31.6193,11.8917,148.4953,14.1291,True
2012-02-14,32.2,32.44,32.06,32.44,4953200.0,0.866,0.883,0.017,29.8015,31.3795,32.9575,69.6442,32.35,31.7187,10.0407,139.1791,14.1291,True
2012-02-15,32.49,32.65,32.35,32.46,3311500.0,0.8657,0.8647,-0.001,30.0201,31.508,32.9959,69.7911,32.422,31.7933,9.2339,138.5407,14.9856,False
2012-02-16,32.45,32.91,32.45,32.86,3085700.0,0.8671,0.8724,0.0054,30.1594,31.639,33.1186,72.6297,32.464,31.9053,8.6856,141.0202,16.04,True
2012-02-17,32.96,33.05,32.75,32.75,3686400.0,0.8656,0.8598,-0.0059,30.2934,31.7515,33.2096,70.6731,32.572,32.0187,8.1833,138.3543,16.6063,False
2012-02-21,32.74,33.06,32.47,32.54,3655400.0,0.8571,0.8233,-0.0339,30.5501,31.867,33.1839,66.982,32.61,32.1213,7.4074,126.078,15.0282,False
2012-02-22,32.45,32.89,32.24,32.33,3389700.0,0.8394,0.7686,-0.0709,30.6751,31.936,33.1969,63.4324,32.588,32.2133,6.0968,113.4322,13.7423,False
2012-02-23,32.26,33.01,32.1,32.97,3119200.0,0.8251,0.768,-0.0571,30.7114,32.0175,33.3236,68.8266,32.69,32.3287,5.1274,116.2504,12.9606,False
2012-02-24,32.91,33.5,32.86,33.41,3481200.0,0.8189,0.7939,-0.025,30.7492,32.129,33.5088,71.8819,32.8,32.4703,5.4454,131.2622,15.0388,False
2012-02-27,33.18,33.5,33.09,33.27,3204400.0,0.8139,0.794,-0.0199,30.8681,32.24,33.6119,69.5578,32.904,32.565,7.334,127.0285,15.0388,False
2012-02-28,33.36,33.44,32.98,33.27,4147800.0,0.8081,0.785,-0.0231,31.0363,32.3535,33.6707,69.5578,33.05,32.6593,7.4378,119.9725,14.4046,False
2012-02-29,33.21,33.44,32.86,32.89,4103100.0,0.7942,0.7387,-0.0555,31.2838,32.4505,33.6172,63.1917,33.162,32.7,7.008,109.8272,13.7092,False
2012-03-01,32.86,33.29,32.77,33.1,2898900.0,0.7775,0.7108,-0.0668,31.4862,32.5435,33.6008,65.0838,33.188,32.7667,5.6825,105.7239,13.1844,False
2012-03-02,33.0,33.825,32.91,33.73,4979600.0,0.7682,0.731,-0.0372,31.6544,32.6657,33.6771,70.035,33.252,32.8387,6.7708,116.7799,15.5407,False
2012-03-05,33.56,33.61,33.04,33.22,3307800.0,0.7542,0.6979,-0.0563,31.7686,32.7342,33.6999,62.3647,33.242,32.906,4.4762,105.9724,15.5407,False
2012-03-06,32.8,33.1,31.9,31.99,7675000.0,0.7165,0.5659,-0.1507,31.7985,32.741,33.6835,48.6083,32.986,32.882,2.3184,70.1492,9.0201,False
2012-03-07,32.13,32.56,31.96,32.41,3326400.0,0.6711,0.4895,-0.1816,31.816,32.7475,33.679,52.4459,32.89,32.88,0.4938,67.3094,9.0201,False
2012-03-08,32.68,33.15,32.67,33.05,3198700.0,0.6319,0.4751,-0.1568,31.9045,32.795,33.6855,57.6135,32.88,32.9193,2.3464,87.5897,11.6877,False
2012-03-09,33.19,33.65,33.08,33.64,2910700.0,0.6066,0.5055,-0.1011,31.8844,32.8445,33.8046,61.722,32.862,32.9713,2.9367,102.5231,13.8643,False
2012-03-12,33.5,33.85,33.27,33.56,2487300.0,0.5887,0.5171,-0.0716,31.95,32.912,33.874,60.8649,32.93,33.0253,4.2822,103.5744,14.7193,False
2012-03-13,33.79,34.22,33.42,34.22,3425700.0,0.5856,0.573,-0.0125,31.924,33.0055,34.087,65.1434,33.376,33.1373,4.8086,115.332,16.2827,False
2012-03-14,34.24,34.24,33.66,33.77,3607000.0,0.5833,0.5744,-0.0089,31.9744,33.072,34.1696,60.3255,33.648,33.2333,5.5487,110.6073,16.3669,False
2012-03-15,33.86,34.2,33.63,34.17,3685800.0,0.5868,0.6008,0.014,31.9992,33.1575,34.3158,62.9362,33.872,33.3133,4.7473,111.5173,16.1885,True
2012-03-16,34.06,34.15,33.66,33.82,5093300.0,0.5868,0.5868,-0.0,32.0212,33.2055,34.3898,59.2793,33.908,33.3407,3.7679,104.1385,16.1885,False
2012-03-19,34.08,34.55,33.56,34.51,6819300.0,0.5943,0.6241,0.0298,32.001,33.2935,34.586,63.7307,34.098,33.4233,4.5386,113.6461,17.9238,True
2012-03-20,33.38,33.94,32.88,33.16,16394100.0,0.5832,0.5386,-0.0446,32.0768,33.3245,34.5722,51.8493,33.886,33.416,2.6618,77.8242,13.8486,False
2012-03-21,33.1,33.83,33.1,33.56,5680100.0,0.566,0.4973,-0.0687,32.222,33.386,34.55,54.5398,33.844,33.4607,2.858,82.3927,13.8486,False
2012-03-22,33.31,33.8,33.22,33.71,5121700.0,0.547,0.4713,-0.0757,32.2673,33.423,34.5787,55.538,33.752,33.5013,2.3932,83.5223,13.8486,False
2012-03-23,33.71,33.84,33.5,33.815,3253200.0,0.5284,0.4539,-0.0745,32.275,33.4432,34.6115,56.2584,33.751,33.507,1.0149,87.2652,14.0324,False
2012-03-26,33.99,34.42,33.93,34.4,4668400.0,0.5191,0.4818,-0.0373,32.2632,33.4997,34.7363,60.1157,33.729,33.5857,2.7463,107.3271,16.6543,False
2012-03-27,34.33,34.705,34.28,34.63,4376000.0,0.5186,0.5165,-0.0021,32.2428,33.5677,34.8927,61.5442,34.023,33.7617,3.7829,117.711,17.9055,False
2012-03-28,34.52,34.75,34.28,34.46,4223100.0,0.5197,0.5242,0.0045,32.3053,33.6462,34.9872,59.8467,34.203,33.8983,3.9175,114.3035,18.1029,True
2012-03-29,34.32,34.55,34.16,34.48,2459000.0,0.5209,0.5259,0.005,32.352,33.7152,35.0785,59.9858,34.357,33.9937,3.7849,108.1437,17.3377,True
2012-03-30,34.69,34.69,34.24,34.31,5232500.0,0.5183,0.5077,-0.0106,32.3565,33.7442,35.132,58.151,34.456,34.0383,2.5573,107.8781,17.9683,False
2012-04-02,34.14,34.78,33.8,34.7,4110500.0,0.5184,0.5187,0.0003,32.3929,33.8182,35.2436,61.0774,34.516,34.1143,3.4811,107.434,15.1606,True
2012-04-03,34.52,34.61,33.99,34.31,2879500.0,0.5128,0.4903,-0.0224,32.769,33.9342,35.0995,56.8203,34.452,34.1203,4.5619,100.3933,15.1606,False
2012-04-04,33.98,34.03,33.36,33.46,4357800.0,0.4892,0.3947,-0.0944,33.0239,33.9867,34.9496,48.8667,34.252,34.0997,4.5147,64.0986,11.2402,False
2012-04-05,33.17,33.62,33.14,33.59,3987700.0,0.4565,0.3257,-0.1308,33.1305,34.0137,34.897,50.0132,34.074,34.061,1.4178,53.6246,9.9114,False
2012-04-09,33.02,33.36,32.77,33.22,3478300.0,0.4128,0.2383,-0.1745,33.0566,33.9927,34.9289,46.8123,33.856,34.021,-0.8618,33.2425,7.7109,False
2012-04-10,33.15,33.43,32.53,32.61,5460200.0,0.354,0.1185,-0.2354,32.8442,33.9452,35.0463,42.0575,33.438,33.8943,-1.2408,15.6885,6.3069,False
2012-04-11,32.97,33.1,32.63,33.005,3586400.0,0.2942,0.0548,-0.2393,32.7186,33.8845,35.0504,45.8719,33.177,33.884,-3.2729,15.9199,6.3069,False
2012-04-12,33.02,33.65,32.8707,33.55,3053400.0,0.2449,0.0478,-0.1971,32.6994,33.8735,35.0476,50.6723,33.195,33.8833,-1.7231,42.3504,9.1145,False
2012-04-13,33.4,33.61,33.16,33.18,2784700.0,0.1983,0.0122,-0.1861,32.6209,33.824,35.0271,47.6015,33.113,33.848,-1.7251,37.398,9.1145,False
2012-04-16,33.22,33.37,32.69,32.845,3281300.0,0.1502,-0.0425,-0.1927,32.4987,33.7752,35.0518,44.9585,33.038,33.7833,-2.284,9.7134,6.2994,False
2012-04-17,33.13,33.98,32.93,33.84,4049900.0,0.119,-0.0056,-0.1246,32.5097,33.7417,34.9738,53.2236,33.284,33.746,-1.6498,54.2132,9.3851,False
2012-04-18,33.58,33.63,33.25,33.39,2369000.0,0.0927,-0.0124,-0.1052,32.539,33.7532,34.9675,49.6136,33.361,33.6633,-0.9134,39.5454,9.3851,False
2012-04-19,33.2,33.7,32.69,32.905,3452900.0,0.0629,-0.0564,-0.1193,32.453,33.7205,34.988,46.0099,33.232,33.5597,-0.3843,9.92,6.0688,False
2012-04-20,32.92,33.745,32.69,33.06,3970600.0,0.0348,-0.0778,-0.1126,32.3882,33.688,34.9878,47.3201,33.208,33.465,-0.1627,13.27,6.3009,False
2012-04-23,32.84,32.84,32.32,32.62,3580700.0,0.0021,-0.1288,-0.1308,32.2498,33.6282,35.0067,44.0675,33.163,33.3523,-2.9551,-41.899,4.1487,False
2012-04-24,32.66,32.83,32.23,32.4,4756700.0,-0.0353,-0.1848,-0.1495,32.099,33.5282,34.9575,42.5024,32.875,33.199,-4.6194,-56.8682,3.6297,False
2012-04-25,32.64,33.27,32.46,33.13,3742100.0,-0.0619,-0.1684,-0.1064,32.1082,33.4532,34.7983,48.9484,32.823,33.1203,-4.1349,-15.3419,5.9596,False
2012-04-26,32.99,33.32,32.92,33.26,2999500.0,-0.0782,-0.1432,-0.065,32.1285,33.3932,34.658,50.0175,32.894,33.107,-4.1151,3.2096,6.2217,False
2012-04-27,33.38,33.79,33.21,33.58,3277600.0,-0.0818,-0.0963,-0.0145,32.1811,33.3482,34.5154,52.6337,32.998,33.1063,-2.1997,40.2843,8.6545,False
2012-04-30,33.46,33.62,33.4,33.55,2678900.0,-0.0776,-0.0609,0.0167,32.2241,33.3102,34.3964,52.3584,33.184,33.1283,-3.0845,37.4486,8.6545,True
2012-05-01,33.59,34.09,33.47,33.77,2578700.0,-0.0651,-0.0149,0.0502,32.3544,33.2637,34.1731,54.2389,33.458,33.2057,-1.9839,65.6845,11.0412,True
2012-05-02,33.63,33.88,33.27,33.76,1612300.0,-0.0479,0.0205,0.0685,32.4274,33.2362,34.0451,54.1349,33.584,33.256,-2.1092,46.4046,9.7997,True
2012-05-03,33.77,33.94,33.24,33.32,2670300.0,-0.0358,0.013,0.0487,32.4258,33.2292,34.0327,49.6445,33.596,33.2407,-0.2645,27.0043,10.1063,True
2012-05-04,32.99,33.21,32.5,32.61,2991800.0,-0.0386,-0.0498,-0.0112,32.3517,33.1802,34.0088,43.4181,33.402,33.2027,-1.2195,-71.0207,5.6038,False
2012-05-07,32.48,32.9,32.33,32.52,3323000.0,-0.052,-0.1055,-0.0536,32.2686,33.1452,34.0219,42.6909,33.196,33.181,-1.3789,-97.0152,4.6044,False
2012-05-08,32.29,32.75,31.88,32.67,3592100.0,-0.0688,-0.1361,-0.0673,32.2786,33.1482,34.0179,44.3552,32.976,33.103,-2.0341,-118.3484,2.0059,False
2012-05-09,32.29,32.72,31.82,32.52,4057300.0,-0.0891,-0.1704,-0.0813,32.2136,33.124,34.0344,43.0167,32.728,33.045,-1.148,-129.2885,1.6635,False
2012-05-10,32.73,32.8192,31.645,31.92,4811500.0,-0.1199,-0.2432,-0.1233,32.0149,33.0425,34.0701,38.0907,32.448,32.9793,-2.4689,-158.3328,0.6612,False
2012-05-11,31.9,32.46,31.7,32.2,3183500.0,-0.151,-0.2751,-0.1242,31.9052,32.9935,34.0818,41.4435,32.366,32.922,-3.4216,-156.6662,0.6612,False
2012-05-14,31.81,32.52,31.67,32.23,3133400.0,-0.1797,-0.2946,-0.1149,31.8257,32.9627,34.0998,41.8053,32.308,32.896,-2.5472,-149.7047,1.0072,False
2012-05-15,32.23,32.85,32.13,32.33,2540300.0,-0.2035,-0.2986,-0.0951,31.7935,32.8872,33.981,43.0617,32.24,32.8913,-3.3255,-108.6776,2.8992,False
2012-05-16,32.44,32.735,32.19,32.36,4373600.0,-0.2219,-0.2959,-0.0739,31.7446,32.8357,33.9269,43.4541,32.208,32.84,-2.6613,-108.2183,2.8992,False
2012-05-17,32.38,32.6208,32.01,32.01,4762700.0,-0.2412,-0.3183,-0.0771,31.6429,32.791,33.9391,40.0076,32.226,32.7567,-3.2024,-133.7107,1.8016,False
2012-05-18,32.1,32.1,31.29,31.31,4238200.0,-0.2706,-0.3881,-0.1175,31.3952,32.7035,34.0118,34.1958,32.048,32.6053,-4.8748,-205.0913,2.4317,False
2012-05-21,31.45,32.07,30.94,32.01,3420000.0,-0.293,-0.3825,-0.0895,31.3303,32.673,34.0157,43.0584,32.004,32.5027,-2.3447,-179.727,4.397,False
2012-05-22,31.97,32.25,31.63,32.01,3476700.0,-0.3091,-0.3737,-0.0646,31.2845,32.6535,34.0225,43.0584,31.94,32.3853,-1.7667,-138.4997,3.3087,False
2012-05-23,31.7,32.21,31.46,32.18,4300000.0,-0.3171,-0.3491,-0.032,31.2405,32.606,33.9715,45.1191,31.904,32.28,-3.1861,-132.8842,4.2672,False
2012-05-24,32.17,32.17,31.36,31.54,4116500.0,-0.3291,-0.3768,-0.0478,31.114,32.52,33.926,39.3718,31.81,32.1613,-3.4514,-152.5145,4.8316,False
2012-05-25,31.64,31.9,31.5,31.6,2000300.0,-0.3411,-0.3895,-0.0483,31.0491,32.421,33.7929,40.1378,31.868,32.094,-5.5934,-146.7446,4.8316,False
2012-05-29,31.88,32.26,31.61,32.05,3171200.0,-0.3447,-0.3591,-0.0143,31.0684,32.346,33.6236,45.6547,31.876,32.0627,-4.0452,-111.1344,2.5801,False
2012-05-30,31.83,31.83,31.13,31.29,3426400.0,-0.3541,-0.3918,-0.0376,31.0438,32.222,33.4002,39.1292,31.732,31.9707,-6.6295,-155.9227,5.3368,False
2012-05-31,31.34,31.38,30.76,31.05,4736000.0,-0.3697,-0.4321,-0.0624,31.0299,32.0865,33.1431,37.3242,31.506,31.8727,-7.379,-181.0967,7.3911,False
2012-06-01,30.37,30.62,29.81,29.82,4362000.0,-0.4072,-0.5569,-0.1497,30.6012,31.9115,33.2218,29.7808,31.162,31.7327,-9.782,-252.5012,12.3573,False
2012-06-04,29.88,30.62,29.88,30.31,3668100.0,-0.4476,-0.6092,-0.1616,30.3545,31.7965,33.2385,35.3572,30.904,31.6067,-7.7989,-218.7662,12.3573,False
2012-06-05,30.19,30.737,30.19,30.705,2263800.0,-0.4804,-0.6117,-0.1313,30.2292,31.7057,33.1823,39.5064,30.635,31.505,-6.5745,-184.2954,11.5951,False
2012-06-06,30.91,31.72,30.67,31.69,3092800.0,-0.4899,-0.5282,-0.0382,30.248,31.6567,33.0655,48.3621,30.715,31.4623,-3.145,-115.8199,5.4812,False
2012-06-07,32.06,32.12,31.24,31.32,4293100.0,-0.4892,-0.4862,0.003,30.2389,31.5967,32.9546,45.6713,30.769,31.393,-1.8337,-96.7777,3.1429,True
2012-06-08,31.25,31.69,31.2,31.65,3095900.0,-0.4756,-0.4214,0.0542,30.2332,31.5832,32.9333,48.414,31.135,31.369,-3.4407,-96.3235,3.3607,True
2012-06-11,31.9,31.95,31.09,31.13,3811400.0,-0.462,-0.4074,0.0546,30.197,31.5297,32.8625,44.6116,31.299,31.357,-1.5712,-101.4436,1.8464,True
2012-06-12,31.34,31.78,31.2,31.77,3305700.0,-0.4377,-0.3407,0.097,30.2076,31.5067,32.8059,49.8097,31.512,31.341,-2.2755,-84.0854,1.8464,True
2012-06-13,31.65,32.09,31.54,31.79,4141000.0,-0.4068,-0.283,0.1238,30.2286,31.4797,32.7309,49.967,31.532,31.3263,-2.3135,-65.4015,0.0392,True
2012-06-14,31.35,31.845,31.13,31.67,6732700.0,-0.3742,-0.2441,0.1302,30.2566,31.4452,32.6339,48.9806,31.602,31.2923,-2.7188,-81.4823,2.3693,True
2012-06-15,31.75,32.42,31.44,32.39,5442600.0,-0.3301,-0.1534,0.1767,30.2289,31.4642,32.6996,54.7258,31.75,31.349,-0.6156,-40.9328,0.9245,True
2012-06-18,32.27,32.68,32.08,32.63,4579500.0,-0.2763,-0.0614,0.2149,30.1977,31.5302,32.8628,56.4761,32.05,31.4177,1.8069,-11.8621,2.369,True
2012-06-19,32.84,33.19,32.67,32.89,6714500.0,-0.2147,0.032,0.2467,30.128,31.5742,33.0205,58.3454,32.274,31.4737,3.4924,23.2929,5.1283,True
2012-06-20,30.675,32.49,30.38,31.99,18924900.0,-0.1651,0.0331,0.1982,30.1282,31.5732,33.0183,50.3288,32.314,31.5203,0.7442,-72.7286,6.8881,True
2012-06-21,31.82,31.938,31.13,31.23,7167100.0,-0.1375,-0.027,0.1104,30.1013,31.5257,32.9502,44.764,32.226,31.5323,-0.8445,-84.8691,6.8881,True
2012-06-22,31.4,31.735,31.19,31.565,7841700.0,-0.1194,-0.0472,0.0723,30.1024,31.527,32.9516,47.5052,32.061,31.6487,-1.3522,-77.7806,6.8881,True
2012-06-25,31.26,31.36,30.8,30.845,2595400.0,-0.1195,-0.1198,-0.0003,30.0347,31.4892,32.9438,42.6331,31.704,31.6843,-1.6928,-114.2978,8.7561,False
2012-06-26,30.9,31.2,30.71,31.07,2208600.0,-0.1271,-0.1574,-0.0303,29.9986,31.4402,32.8819,44.5376,31.34,31.7087,-3.2858,-111.6701,9.1837,False
2012-06-27,31.28,31.55,31.1,31.41,1960300.0,-0.1333,-0.158,-0.0247,30.0062,31.4462,32.8863,47.3667,31.224,31.69,-0.8797,-79.5893,7.197,False
2012-06-28,31.26,31.37,30.75,31.17,2887800.0,-0.1418,-0.1757,-0.034,30.0178,31.4522,32.8867,45.6073,31.212,31.68,-0.0319,-98.5848,8.883,False
2012-06-29,31.74,32.37,31.68,32.37,4451000.0,-0.1318,-0.0919,0.0399,30.3038,31.5797,32.8557,54.6346,31.373,31.728,5.7152,-7.1327,3.4235,True
2012-07-02,31.86,32.25,31.86,32.19,3895800.0,-0.1133,-0.0396,0.0738,30.5141,31.6737,32.8334,53.2152,31.642,31.7987,5.3233,-8.9192,3.4235,True
2012-07-03,32.01,32.51,32.01,32.51,2107800.0,-0.0852,0.0274,0.1126,30.6395,31.764,32.8885,55.4213,31.93,31.848,5.7683,14.6338,2.0477,True
2012-07-05,32.22,32.68,32.1914,32.53,2973000.0,-0.0519,0.0812,0.1331,30.634,31.806,32.978,55.5616,32.154,31.8973,3.0265,26.9566,1.153,True
2012-07-06,32.2,32.48,31.22,31.37,5272700.0,-0.0356,0.0299,0.0654,30.6404,31.8085,32.9766,46.4716,32.194,31.8773,1.1208,-44.1704,5.9451,True
2012-07-09,31.29,31.53,30.4,30.43,5342900.0,-0.0456,-0.0857,-0.0401,30.4343,31.7475,33.0607,40.6917,31.806,31.7467,-0.5049,-125.4231,9.703,False
2012-07-10,30.7,30.88,30.21,30.44,4084700.0,-0.0714,-0.1744,-0.1031,30.3039,31.713,33.1221,40.7756,31.456,31.6007,-3.349,-145.7362,10.5452,False
2012-07-11,30.51,30.51,29.97,30.2,2611700.0,-0.1093,-0.2611,-0.1518,30.0795,31.6345,33.1895,39.3434,30.994,31.4213,-3.9962,-164.333,11.6043,False
2012-07-12,30.11,30.31,29.52,30.14,4716800.0,-0.1536,-0.3309,-0.1772,29.869,31.552,33.235,38.9767,30.516,31.298,-5.5469,-178.975,13.5558,False
2012-07-13,30.18,30.775,30.06,30.65,2719000.0,-0.1911,-0.341,-0.1499,29.7741,31.501,33.2279,43.7513,30.372,31.2593,-3.36,-128.513,10.9811,False
2012-07-16,30.65,30.65,30.24,30.4,1879600.0,-0.2259,-0.3651,-0.1392,29.6617,31.4015,33.1413,42.0244,30.366,31.1817,-5.4596,-129.4907,10.9811,False
2012-07-17,30.71,30.71,29.98,30.65,3314000.0,-0.2527,-0.3598,-0.1071,29.6295,31.3025,32.9755,44.3767,30.408,31.1687,-6.0282,-123.813,12.1331,False
2012-07-18,30.65,31.57,30.55,31.43,3124400.0,-0.26,-0.2893,-0.0293,29.7206,31.2295,32.7384,51.0202,30.654,31.1927,-4.881,-55.7747,7.4555,False
2012-07-19,31.51,32.11,31.41,31.885,3645700.0,-0.2469,-0.1946,0.0524,29.7253,31.2242,32.7232,54.4224,31.003,31.2243,-1.1696,1.0951,4.6675,True
2012-07-20,31.93,32.05,31.35,31.38,4063500.0,-0.2292,-0.1584,0.0709,29.7312,31.2317,32.7323,50.27,31.149,31.2383,0.3507,-16.3349,4.9462,True
2012-07-23,30.81,30.82,30.23,30.64,2689800.0,-0.2208,-0.1872,0.0336,29.672,31.1855,32.699,44.8923,31.197,31.123,-2.8833,-110.2833,9.9434,True
2012-07-24,30.67,30.75,29.81,30.015,2866400.0,-0.2282,-0.2576,-0.0294,29.5519,31.144,32.7361,40.93,31.07,30.978,-1.9452,-142.4147,11.7135,False
2012-07-25,30.06,30.52,29.98,30.33,3003700.0,-0.2394,-0.2846,-0.0452,29.4758,31.107,32.7382,43.6173,30.85,30.8327,-2.1795,-130.7711,11.7135,False
2012-07-26,30.85,31.41,30.49,30.945,3644200.0,-0.2423,-0.2535,-0.0112,29.4573,31.0837,32.7102,48.5166,30.662,30.727,-0.4437,-62.7925,7.1003,False
2012-07-27,31.26,32.0,31.17,31.895,3312900.0,-0.2239,-0.1504,0.0735,29.4556,31.12,32.7844,54.9898,30.765,30.762,2.0083,16.3529,4.1994,True
2012-07-30,31.89,31.95,30.92,31.01,4261200.0,-0.2068,-0.1386,0.0682,29.4894,31.052,32.6146,48.8582,30.839,30.8007,-1.2975,-22.5774,5.3047,True
2012-07-31,30.99,31.274,30.84,30.88,2662900.0,-0.1931,-0.1381,0.055,29.5129,30.9865,32.4601,48.0156,31.012,30.83,-3.0264,-52.7399,5.6589,True
2012-08-01,31.05,31.168,30.6434,30.69,2738800.0,-0.1847,-0.1513,0.0334,29.5949,30.8955,32.1961,46.753,31.084,30.8627,-4.128,-68.4814,6.5325,True
2012-08-02,30.46,30.83,30.25,30.58,2640000.0,-0.1815,-0.1687,0.0128,29.7306,30.798,31.8654,46.0026,31.011,30.892,-5.661,-96.4474,8.2614,True
2012-08-03,31.15,32.06,31.05,32.02,3617100.0,-0.1583,-0.0655,0.0928,29.6608,30.8305,32.0002,55.9246,31.036,30.9833,-1.2931,35.9312,2.248,True
2012-08-06,32.02,32.32,32.01,32.14,2910600.0,-0.1215,0.0256,0.1472,29.6315,30.916,32.2005,56.6361,31.262,31.0993,2.5056,87.0554,1.0415,True
2012-08-07,32.24,32.58,32.22,32.37,2569000.0,-0.0742,0.1151,0.1893,29.6018,31.0125,32.4232,58.0274,31.56,31.214,5.5052,112.5335,0.1566,True
2012-08-08,32.19,32.64,32.19,32.51,2156700.0,-0.0203,0.1951,0.2154,29.6269,31.128,32.6291,58.8876,31.924,31.286,6.9813,117.5151,0.4336,True
