date,open,high,low,Close,vol,MACD_Signal,MACD,MACD_Hist,Real Middle Band,Real Upper Band,Real Lower Band,RSI,SMA,SMA,ROC,CCI,DX,crossover
2012-01-20,33.93,34.67,33.93,27.7742898682,4677500.0,0.783,0.8296,0.0465,26.0918,28.0574,24.1262,67.6664,27.0449,26.3865,7.6708,118.8108,10.4239,True
2012-01-23,34.7,34.99,33.87,27.8223838767,5106800.0,0.7977,0.8564,0.0587,26.2245,28.2792,24.1697,67.9327,27.2629,26.5794,10.3785,117.7319,11.242,True
2012-01-24,36.03,37.85,35.92,29.5617838482,13129100.0,0.8394,1.0065,0.167,26.4317,28.9111,23.9522,75.6911,27.8705,26.8963,17.9128,170.1622,18.0458,True
2012-01-25,36.79,37.46,36.1,29.9785985879,5240000.0,0.9007,1.1458,0.2451,26.6425,29.5401,23.7448,77.1128,28.47,27.2394,16.5526,166.0171,18.0458,True
2012-01-26,37.49,37.59,36.7,29.6659875331,3211300.0,0.964,1.217,0.253,26.8741,29.955,23.7932,73.6514,28.9606,27.5445,17.2489,163.0505,18.3401,True
2012-01-27,37.06,37.22,36.5,29.6980502054,2779500.0,1.0234,1.2614,0.238,27.1262,30.2645,23.9879,73.7808,29.3454,27.7738,17.4874,154.2605,17.679,True
2012-01-30,36.735,36.94,36.24,29.5537681801,2128100.0,1.0728,1.2703,0.1975,27.3575,30.4956,24.2194,72.0751,29.6916,27.9544,18.5494,145.0665,16.8163,True
2012-01-31,37.14,37.19,36.042,29.1369534404,3492500.0,1.1042,1.2296,0.1254,27.5739,30.5729,24.5749,67.2619,29.6067,28.0933,18.7041,137.7924,17.4084,True
2012-02-01,37.83,38.5,37.75,30.4835856764,7320600.0,1.1416,1.2911,0.1496,27.8565,30.8339,24.879,73.4087,29.7077,28.3338,21.6045,169.5067,20.4264,True
2012-02-02,38.08,38.08,37.42,30.1148649451,3396400.0,1.1723,1.2952,0.1229,28.1077,30.9539,25.2615,69.5763,29.7974,28.5588,21.4479,154.2321,19.3095,True
2012-02-03,37.92,38.73,37.82,30.9244474204,2329500.0,1.2075,1.3482,0.1407,28.341,31.3052,25.3768,72.9041,30.0427,28.811,15.681,163.8845,20.7812,True
2012-02-06,38.46,38.745,37.89,31.0366667734,2389700.0,1.2426,1.3833,0.1407,28.5506,31.6516,25.4496,73.3372,30.3393,29.0979,13.8554,159.1918,20.8151,True
2012-02-07,38.4,39.23,38.33,31.1649174625,3003400.0,1.2752,1.4053,0.1301,28.7562,31.9758,25.5367,73.8491,30.7449,29.4073,15.2976,161.356,21.9136,True
2012-02-08,39.39,40.58,39.29,31.8783119209,4710400.0,1.3128,1.4634,0.1506,29.0063,32.3765,25.6361,76.534,31.0238,29.7339,17.1478,177.2786,24.8641,True
2012-02-09,39.77,39.86,38.68,31.4134031728,3000800.0,1.3413,1.4552,0.1139,29.24,32.5973,25.8826,71.4145,31.2835,30.0139,19.0917,155.5001,22.7331,True
2012-02-10,38.55,38.81,38.19,30.9164317523,2825100.0,1.3515,1.3925,0.041,29.4287,32.7166,26.1408,66.3326,31.2819,30.2233,14.4163,133.6225,21.0456,True
2012-02-13,38.87,39.0804,37.82,30.5958050294,2994100.0,1.3416,1.3019,-0.0397,29.6219,32.7007,26.5431,63.2228,31.1938,30.4082,15.4176,125.1349,19.7809,False
2012-02-14,38.01,39.37,37.97,31.3733248324,3061000.0,1.3289,1.2782,-0.0507,29.8644,32.6818,27.047,67.2162,31.2355,30.529,15.9305,130.1854,20.4425,False
2012-02-15,39.26,39.5,38.23,30.7000087144,2625200.0,1.3014,1.1913,-0.1101,30.0503,32.5556,27.5451,61.0641,30.9998,30.5771,16.7948,122.555,20.7409,False
2012-02-16,38.41,40.7,38.32,32.5355967028,4573200.0,1.2923,1.2561,-0.0363,30.3165,32.6867,27.9462,69.2776,31.2242,30.7684,18.4862,143.0815,23.4368,False
2012-02-17,40.65,40.7,39.77,32.4233773498,2771600.0,1.2906,1.2835,-0.007,30.5489,32.7844,28.3134,68.3334,31.5256,30.9501,17.3926,146.5153,23.4368,False
2012-02-21,40.45,40.73,39.95,32.2550483203,1818900.0,1.2879,1.277,-0.0108,30.7705,32.7445,28.7966,66.8687,31.8575,31.1302,16.4047,140.2856,23.5041,False
2012-02-22,40.04,40.28,39.56,31.7099828914,2003600.0,1.2731,1.2139,-0.0592,30.878,32.8104,28.9455,62.2401,31.9248,31.3017,6.4201,124.0726,22.0859,False
2012-02-23,39.45,39.88,38.87,31.8222022444,2148000.0,1.2504,1.1595,-0.0908,30.9701,32.8981,29.0422,62.808,32.1492,31.391,6.4602,112.519,19.6147,False
2012-02-24,39.75,40.21,39.6,31.886327589,1378100.0,1.2221,1.1088,-0.1132,31.0812,32.9508,29.2115,63.1473,32.0194,31.5091,6.9699,115.7602,20.3984,False
2012-02-27,39.4,39.78,38.21,31.0927764499,4272000.0,1.1763,0.9932,-0.1831,31.1509,32.9097,29.3921,56.3328,31.7533,31.5203,6.878,91.9135,15.5722,False
2012-02-28,38.99,39.68,38.42,31.5657008661,5180300.0,1.1268,0.929,-0.1978,31.2515,32.8569,29.6461,59.1478,31.6154,31.5555,7.4174,92.9822,15.5722,False
2012-02-29,40.06,40.92,38.96,31.4614971812,6332000.0,1.0734,0.8598,-0.2136,31.3677,32.6475,30.088,58.2612,31.5657,31.5753,10.0296,100.5889,18.5832,False
2012-03-01,39.39,40.09,39.13,31.9504529336,4015400.0,1.0257,0.8348,-0.1909,31.4411,32.6771,30.205,61.1863,31.5914,31.5801,4.1299,96.2288,18.5832,False
2012-03-02,40.0,40.79,38.46,31.2049958029,6287100.0,0.9698,0.7462,-0.2236,31.4956,32.5797,30.4115,54.9013,31.4551,31.5662,7.1166,86.5902,20.2437,False
2012-03-05,38.76,39.06,37.95,30.8362750716,4476600.0,0.9036,0.6389,-0.2647,31.4912,32.5852,30.3971,52.0669,31.4038,31.5609,0.8521,65.5783,18.4537,False
2012-03-06,37.74,37.93,36.955,29.8343165626,3065000.0,0.8164,0.4676,-0.3488,31.431,32.7311,30.131,45.2634,31.0575,31.5101,-2.1035,40.606,15.0554,False
2012-03-07,37.39,37.97,37.378,30.3553349873,2538900.0,0.7271,0.3696,-0.3574,31.3906,32.7693,30.0118,48.9779,30.8363,31.4423,-3.2118,46.6503,15.1549,False
2012-03-08,38.2,39.04,38.13,31.2450741432,2893200.0,0.6536,0.3597,-0.2939,31.3589,32.7203,29.9975,54.6132,30.6952,31.4786,-3.795,65.1913,17.7753,False
2012-03-09,39.07,40.51,38.65,32.3191736648,6800800.0,0.6095,0.4334,-0.1761,31.4042,32.8287,29.9797,60.2866,30.918,31.4642,1.6307,86.0664,21.1764,False
2012-03-12,40.15,40.32,39.49,31.7660925679,4026600.0,0.5761,0.4421,-0.1339,31.4467,32.8611,30.0323,56.3973,31.104,31.4204,3.8907,83.4541,21.1764,False
2012-03-13,40.05,40.33,39.6,32.1829073076,3181100.0,0.5563,0.4772,-0.0791,31.526,32.9185,30.1336,58.5562,31.5737,31.4155,3.1975,85.9402,21.1994,False
2012-03-14,40.23,40.5,39.16,31.7660925679,3644400.0,0.5382,0.466,-0.0723,31.5457,32.94,30.1513,55.6063,31.8559,31.4193,2.8702,78.415,19.6419,False
2012-03-15,39.68,40.0,38.82,31.1569017945,6144700.0,0.5112,0.4033,-0.108,31.5685,32.9211,30.2159,51.5404,31.8382,31.3749,1.2658,65.0515,18.4458,False
2012-03-16,38.84,38.99,38.05,30.6679460421,5279900.0,0.4711,0.3105,-0.1606,31.4751,32.8054,30.1448,48.4912,31.508,31.2937,-4.2015,45.5684,15.7801,False
2012-03-19,38.41,38.65,38.0575,30.6118363656,2691800.0,0.4229,0.2299,-0.193,31.3845,32.6907,30.0784,48.141,31.2771,31.2616,-5.0369,41.0197,15.7801,False
2012-03-20,37.83,39.25,37.75,31.325230824,4313400.0,0.3825,0.221,-0.1615,31.3381,32.5817,30.0944,52.7856,31.1056,31.2456,-3.6337,49.1052,17.2804,False
2012-03-21,39.05,39.68,39.01,31.6218105426,3374600.0,0.353,0.2351,-0.1179,31.3336,32.5726,30.0947,54.5969,31.0767,31.2563,-1.4896,64.8494,18.3405,False
2012-03-22,40.36,42.4,39.98,33.7138999093,10888900.0,0.3645,0.4104,0.0459,31.4282,33.0359,29.8206,64.8021,31.5881,31.3739,6.319,116.7505,24.5602,True
2012-03-23,42.04,42.77,41.63,34.018495296,6032100.0,0.4051,0.5674,0.1623,31.5348,33.4942,29.5755,65.9944,32.2583,31.5614,6.3666,135.5374,25.3468,True
2012-03-26,42.76,42.81,42.03,34.1467459852,4458200.0,0.4629,0.6941,0.2313,31.6875,33.9394,29.4356,66.5063,32.9652,31.7821,7.6169,139.4514,25.4323,True
2012-03-27,42.75,43.095,42.34,34.0345266322,3178400.0,0.5256,0.7766,0.251,31.811,34.2826,29.3394,65.5809,33.5071,32.0621,8.6064,142.4599,26.0458,True
2012-03-28,42.41,42.8,41.62,33.8020722581,3464100.0,0.5833,0.8138,0.2305,31.928,34.54,29.316,63.6163,33.9431,32.2919,4.5943,129.5967,23.4365,True
2012-03-29,42.41,42.52,41.34,33.673821569,3199600.0,0.6313,0.8234,0.1921,32.0142,34.7349,29.2935,62.5093,33.9351,32.4538,6.0614,122.0151,22.4341,True
2012-03-30,42.09,42.36,41.0901,33.1768501485,4052400.0,0.6614,0.7819,0.1205,32.1128,34.8519,29.3736,58.2977,33.7668,32.511,3.849,111.6265,21.5383,True
2012-04-02,41.36,42.03,40.7,33.5936648882,3887100.0,0.6839,0.7738,0.0899,32.2506,34.9964,29.5048,60.6784,33.6562,32.6329,7.6037,108.731,20.1429,True
2012-04-03,41.9,42.17,41.14,33.3692261822,3018900.0,0.6952,0.7407,0.0454,32.4274,34.9763,29.8785,58.7436,33.5231,32.7119,11.1785,111.1084,20.4761,True
2012-04-04,41.15,41.36,40.725,33.0886777997,2736600.0,0.693,0.6839,-0.0091,32.5641,34.9413,30.1868,56.3378,33.3804,32.8001,8.9281,91.7945,18.9795,False
2012-04-05,40.77,40.77,39.33,31.8542649167,6522000.0,0.661,0.5332,-0.1278,32.5945,34.9183,30.2707,47.2207,33.0165,32.8466,4.4314,48.5896,14.1327,False
2012-04-09,39.35,40.32,39.01,31.8141865763,3667400.0,0.61,0.4058,-0.2042,32.5693,34.9154,30.2231,46.9564,32.744,32.923,-0.469,36.4462,13.0583,False
2012-04-10,39.54,39.83,38.18,30.6759617102,3894500.0,0.5301,0.2106,-0.3195,32.5148,34.9806,30.0489,40.1221,32.1605,32.9273,-1.2153,-2.1554,10.319,False
2012-04-11,38.65,38.81,37.97,30.6358833698,2566000.0,0.4345,0.052,-0.3824,32.4374,35.0336,29.8412,39.903,31.6138,32.8813,-3.7689,-24.1741,9.6356,False
2012-04-12,38.25,39.31,38.22,31.4134031728,2768200.0,0.3454,-0.0108,-0.3562,32.4198,35.0387,29.8009,46.0292,31.2787,32.8674,-2.9383,-3.7528,10.9711,False
2012-04-13,39.17,39.785,38.99,31.2771368155,2741600.0,0.2622,-0.0707,-0.3329,32.4258,35.0336,29.818,45.1646,31.1633,32.705,-0.5375,8.7968,12.2244,False
2012-04-16,39.43,40.28,39.14,31.7179985595,4336200.0,0.1934,-0.0817,-0.2751,32.4783,34.9827,29.9739,48.5165,31.1441,32.5516,3.3085,25.1142,13.5146,False
2012-04-17,39.92,40.51,39.51,31.669904551,5176300.0,0.1361,-0.0932,-0.2293,32.5312,34.9175,30.1448,48.1724,31.3429,32.3865,4.8124,31.5302,14.1112,False
2012-04-18,40.28,42.07,39.97,33.3131165057,7584100.0,0.1149,0.0299,-0.0849,32.6306,34.9729,30.2882,58.8568,31.8783,32.3384,7.1847,104.0474,18.012,False
2012-04-19,41.42,42.7,41.1,33.7058842412,6825700.0,0.1234,0.1574,0.034,32.7348,35.0738,30.3958,60.92,32.3368,32.332,7.6109,141.6868,19.5133,True
2012-04-20,42.06,42.06,41.23,33.2169284889,5390000.0,0.142,0.2165,0.0745,32.7099,35.0171,30.4027,57.1007,32.7248,32.3015,-0.8019,116.4467,19.5133,True
2012-04-23,40.95,41.7,40.83,33.2008971527,2631300.0,0.1654,0.259,0.0936,32.6691,34.9101,30.428,56.9752,33.0213,32.3031,-2.5018,98.4834,18.0934,True
2012-04-24,41.28,41.65,40.75,33.2169284889,3303500.0,0.1904,0.2906,0.1002,32.6226,34.7759,30.4692,57.0763,33.3308,32.278,-2.7096,93.6563,17.8087,True
2012-04-25,41.72,43.7,41.6,34.5795920611,5820600.0,0.2365,0.4208,0.1843,32.6498,34.8862,30.4135,64.6405,33.584,32.3587,1.4039,176.361,22.6667,True
2012-04-26,43.67,44.44,43.31,35.3490961959,5599300.0,0.3051,0.5794,0.2743,32.7272,35.2109,30.2434,68.0475,33.9127,32.5094,3.8318,227.5773,24.3089,True
2012-04-27,38.8,39.46,37.4,30.4034289957,20355200.0,0.3046,0.3025,-0.0021,32.5637,35.2023,29.925,40.9065,33.35,32.4127,-7.1966,-93.1539,6.0224,False
2012-04-30,38.27,39.24,38.22,31.108807786,8268500.0,0.2713,0.1384,-0.1329,32.4602,35.1562,29.7643,44.3013,32.9316,32.3657,-7.3654,-67.0198,6.0224,False
2012-05-01,38.68,40.35,38.66,32.0947349588,6594500.0,0.2345,0.0869,-0.1475,32.3853,35.034,29.7366,48.7137,32.7071,32.4602,-3.9971,-15.605,8.633,False
2012-05-02,39.8,40.74,39.63,32.4875026944,5740800.0,0.2029,0.0769,-0.126,32.3412,34.952,29.7305,50.3911,32.2887,32.5837,-3.391,18.4076,9.531,False
2012-05-03,40.56,40.71,38.64,31.4534815131,6340200.0,0.1595,-0.0143,-0.1738,32.2595,34.8739,29.645,46.1349,31.5096,32.5864,-1.5716,-27.3712,6.8208,False
2012-05-04,38.9,39.22,38.32,31.1649174625,5691600.0,0.1059,-0.1086,-0.2145,32.225,34.8778,29.5722,44.9984,31.6619,32.5789,-3.8018,-68.0431,5.959,False
2012-05-07,38.07,39.425,37.94,31.3813405005,6687700.0,0.0519,-0.164,-0.2159,32.2033,34.8762,29.5305,46.066,31.7164,32.5564,-2.2197,-65.5422,4.9366,False
2012-05-08,38.9,39.24,38.28,31.3733248324,6197700.0,0.0003,-0.2062,-0.2065,32.2382,34.8479,29.6286,46.0306,31.5721,32.5367,-1.4813,-63.3297,4.9366,False
2012-05-09,38.65,40.29,38.21,32.0225939462,5988700.0,-0.0368,-0.1851,-0.1483,32.3076,34.8149,29.8002,49.4097,31.4791,32.4506,3.8135,-30.1262,7.4875,False
2012-05-10,40.2,41.09,39.92,32.6558317239,6700300.0,-0.0526,-0.1159,-0.0633,32.3697,34.8467,29.8926,52.5164,31.7196,32.3806,4.5281,32.8071,9.3717,False
2012-05-11,40.36,40.68,39.94,32.3031423287,3920800.0,-0.0598,-0.0885,-0.0287,32.421,34.8474,29.9946,50.6599,31.9472,32.3197,2.2496,15.0754,9.3717,False
2012-05-14,39.96,40.34,39.29,32.0065626101,3147600.0,-0.0658,-0.0897,-0.024,32.4354,34.8483,30.0225,49.0962,32.0723,32.2401,0.149,-11.8243,7.5314,False
2012-05-15,39.8,40.54,39.68,32.0306096143,3571300.0,-0.0702,-0.0877,-0.0176,32.4534,34.8485,30.0584,49.2324,32.2037,32.161,0.0741,0.6923,8.0157,False
2012-05-16,40.21,40.275,38.49,30.9645257607,3736700.0,-0.0902,-0.1702,-0.08,32.336,34.7808,29.8913,43.6833,31.9921,31.92,-4.2667,-53.2665,4.6977,False
2012-05-17,38.71,38.93,36.94,29.7140815416,4295100.0,-0.1387,-0.3327,-0.194,32.1364,34.7474,29.5255,38.2634,31.4038,31.5443,-8.829,-136.1233,0.6042,False
2012-05-18,37.16,37.25,34.55,27.7823055363,7983500.0,-0.233,-0.6102,-0.3772,31.8647,35.0396,28.6898,31.7442,30.4996,31.3696,-11.436,-246.9331,5.2075,False
2012-05-21,35.07,36.13,34.5,28.8243423856,5100800.0,-0.3339,-0.7376,-0.4037,31.6459,35.0193,28.2724,37.8628,29.8632,31.2173,-13.3573,-229.8862,5.3238,False
2012-05-22,35.08,35.08,33.39,27.6620705152,8172100.0,-0.4515,-0.9217,-0.4703,31.3681,35.0765,27.6598,34.1992,28.9895,30.9218,-15.7743,-275.2232,7.8767,False
2012-05-23,33.95,34.4,33.42,27.3334281243,6328900.0,-0.5775,-1.0817,-0.5042,31.0058,34.8031,27.2085,33.2252,28.2632,30.5782,-21.2815,-272.0262,7.8767,False
2012-05-24,34.19,34.28,33.52,27.1170050864,5888100.0,-0.7044,-1.212,-0.5076,30.5942,34.1989,26.9895,32.5707,27.7438,30.2891,-22.8623,-253.661,7.8767,False
2012-05-25,33.7,34.43,33.67,27.4216004731,4025900.0,-0.8187,-1.2759,-0.4572,30.4451,34.3065,26.5837,34.5158,27.6717,30.0395,-12.7471,-225.3805,7.4649,False
2012-05-29,33.2,33.82,33.0,26.5879709936,7485600.0,-0.9306,-1.378,-0.4474,30.2191,34.4136,26.0246,31.8239,27.2244,29.72,-13.8124,-237.0347,9.0423,False
2012-05-30,33.09,33.11,32.06,25.8344981949,7309400.0,-1.0449,-1.5023,-0.4574,29.9061,34.4164,25.3957,29.589,26.8589,29.3507,-17.943,-250.2363,11.2019,False
2012-05-31,31.45,31.98,31.01,25.1611820769,8763600.0,-1.1632,-1.6364,-0.4732,29.5397,34.3331,24.7464,27.7249,26.4245,28.8933,-21.5022,-266.6898,13.5339,False
2012-06-01,30.49,31.49,29.95,24.1351765637,5054900.0,-1.2915,-1.8046,-0.5131,29.1738,34.4226,23.925,25.1392,25.8281,28.3252,-22.648,-274.3212,15.8041,False
2012-06-04,30.17,30.54,29.3,23.9668475342,4031800.0,-1.419,-1.9292,-0.5102,28.8139,34.4408,23.1871,24.7337,25.1371,27.7695,-22.1316,-265.8337,17.1603,False
2012-06-05,29.75,30.265,29.69,23.9868867044,3766800.0,-1.5359,-2.0033,-0.4674,28.4442,34.3142,22.5742,24.8882,24.6169,27.2348,-23.234,-240.5133,17.1603,False
2012-06-06,30.24,31.059,30.2,24.8004770137,3202800.0,-1.6234,-1.9736,-0.3502,28.1156,34.0286,22.2025,31.0466,24.4101,26.7528,-20.8486,-200.9694,14.8237,False
2012-06-07,31.12,31.3,30.6,24.7042889968,6665600.0,-1.6859,-1.9355,-0.2497,27.7496,33.555,21.9442,30.7274,24.3187,26.3355,-22.3132,-181.5118,14.1211,False
2012-06-08,30.67,31.39,30.67,25.0329313877,2718500.0,-1.7202,-1.8574,-0.1373,27.3685,32.8259,21.9111,33.2395,24.4983,26.0234,-23.6067,-164.3933,13.8566,False
2012-06-11,31.72,31.73,30.61,24.5760383076,4759900.0,-1.7384,-1.8115,-0.0731,26.9821,32.069,21.8953,31.536,24.6201,25.8096,-22.001,-154.824,12.8515,False
2012-06-12,30.5,30.62,29.67,24.4798502908,4376200.0,-1.7433,-1.7626,-0.0193,26.6058,31.244,21.9676,31.1757,24.7187,25.52,-24.0952,-158.1759,14.9621,False
2012-06-13,30.47,31.19,30.19,24.3195369294,3308900.0,-1.738,-1.7169,0.0211,26.2203,30.23,22.2105,30.5522,24.6225,25.2972,-23.0636,-142.2384,13.2705,True
2012-06-14,30.24,30.49,29.91,24.2073175764,2340200.0,-1.7245,-1.6705,0.054,25.8824,29.3364,22.4284,30.1007,24.5231,25.0888,-24.2955,-140.0962,13.9033,True
2012-06-15,30.31,30.73,30.16,24.6000853119,2971700.0,-1.6964,-1.5838,0.1125,25.6267,28.6368,22.6165,33.7708,24.4366,24.921,-21.0634,-126.4558,13.1834,True
2012-06-18,30.52,30.85,30.1445,24.4878659589,2263100.0,-1.6585,-1.5068,0.1517,25.462,28.3399,22.584,33.2366,24.4189,24.7254,-17.1812,-119.9148,12.8208,True
2012-06-19,30.79,31.01,30.16,24.7363516691,3204500.0,-1.6087,-1.4095,0.1992,25.2576,27.6988,22.8163,35.6515,24.4702,24.602,-14.171,-111.3474,12.3329,True
2012-06-20,30.85,31.21,30.56,24.7603986733,2320600.0,-1.55,-1.3152,0.2348,25.1125,27.2962,22.9288,35.8919,24.5584,24.5303,-11.0319,-102.847,11.7187,True
2012-06-21,30.5,30.76,29.3,23.5420171264,4960300.0,-1.5047,-1.3236,0.1811,24.9229,26.9555,22.8903,29.8394,24.4253,24.4224,-10.5814,-115.1859,14.7066,True
2012-06-22,29.38,29.92,29.35,23.8065341728,5730800.0,-1.4625,-1.2939,0.1686,24.7574,26.5763,22.9385,32.4876,24.2666,24.4005,-12.7188,-112.4656,14.7066,True
2012-06-25,29.26,29.73,28.61,23.1893277313,2944300.0,-1.4311,-1.3052,0.1259,24.5458,26.0295,23.0621,29.6863,24.0069,24.3487,-13.6509,-116.2917,16.4246,True
2012-06-26,29.1,29.67,29.0,23.3496410927,3359200.0,-1.4021,-1.2864,0.1157,24.3839,25.6283,23.1394,31.3341,23.7296,24.3062,-12.2708,-108.8456,16.4246,True
2012-06-27,29.26,29.87,28.97,23.8866908535,3003700.0,-1.3645,-1.2141,0.1504,24.2865,25.3538,23.2191,36.6616,23.5548,24.2453,-9.7856,-100.4868,15.7728,True
2012-06-28,28.64,29.21,28.3101,23.0851240463,8112700.0,-1.3332,-1.2076,0.1255,24.1827,25.2925,23.0728,32.615,23.4635,24.1373,-8.6617,-108.3031,17.3259,True
2012-06-29,29.49,30.62,29.24,24.4317562824,7354900.0,-1.2828,-1.0814,0.2014,24.1975,25.3123,23.0827,43.7839,23.5885,24.0972,-2.7628,-84.7122,12.8061,True
2012-07-02,30.59,30.59,29.58,23.9187535258,3240600.0,-1.2284,-1.011,0.2174,24.1951,25.3121,23.0781,41.0095,23.7344,24.0534,0.1637,-83.4779,12.8061,True
2012-07-03,29.9,31.03,29.8,24.8325396859,2332900.0,-1.1571,-0.8715,0.2856,24.2374,25.3833,23.0914,47.3737,24.031,24.0769,2.5277,-71.8005,11.4209,True
2012-07-05,30.9,31.0612,30.51,24.5920696438,3667600.0,-1.0799,-0.7714,0.3085,24.227,25.3559,23.098,45.9752,24.172,24.0951,0.0071,-67.3012,11.3223,True
2012-07-06,30.14,31.11,30.05,24.8646023582,5743800.0,-0.9964,-0.6625,0.3339,24.235,25.3795,23.0904,47.8448,24.5279,24.1389,-0.607,-65.5393,12.4832,True
2012-07-09,30.86,31.69,30.75,25.2734014299,4961000.0,-0.9046,-0.537,0.3676,24.247,25.4292,23.0648,50.5926,24.6963,24.1838,0.9557,-54.7476,10.6262,True
2012-07-10,31.76,32.73,31.66,25.6581534973,6883000.0,-0.804,-0.4019,0.4022,24.3011,25.6287,22.9735,53.0852,25.0442,24.2618,3.1516,-40.9875,7.3932,True
2012-07-11,31.96,32.28,31.3,25.2493544257,3827300.0,-0.708,-0.324,0.384,24.3396,25.7289,22.9503,50.202,25.1275,24.296,5.4213,-46.2629,8.3362,True
2012-07-12,31.29,31.62,30.695,25.1291194046,2562100.0,-0.6202,-0.2689,0.3513,24.3801,25.8112,22.9489,49.3573,25.2349,24.3206,1.3786,-52.0704,9.9042,True
2012-07-13,31.5,31.73,31.2,25.3134797702,2596000.0,-0.5378,-0.208,0.3298,24.4354,25.92,22.9507,50.7196,25.3247,24.4387,4.0669,-46.1533,9.5577,True
2012-07-16,31.38,31.84,31.21,25.3455424425,1989900.0,-0.4613,-0.1553,0.306,24.4726,26.0085,22.9368,50.9654,25.3391,24.5413,3.6121,-43.7796,9.2075,True
2012-07-17,31.89,32.14,31.5,25.626090825,4140400.0,-0.387,-0.0899,0.2971,24.5295,26.1457,22.9134,53.1558,25.3327,24.7038,4.1815,-37.026,8.248,True
2012-07-18,32.03,33.85,31.9306,26.7723313593,6545700.0,-0.2988,0.0538,0.3526,24.6313,26.5203,22.7424,60.8176,25.6373,24.9319,9.1583,-14.7355,3.0021,True
2012-07-19,33.7,33.72,32.5,26.2192502623,4549800.0,-0.2147,0.1217,0.3364,24.7043,26.7162,22.6924,56.076,25.8553,25.0874,8.0423,-14.2954,3.0021,True
2012-07-20,32.54,32.88,32.02,25.7062475057,3713600.0,-0.1453,0.1325,0.2778,24.8125,26.7953,22.8297,52.0436,25.9339,25.2622,6.8921,-24.3347,4.3478,True
2012-07-23,31.48,32.455,31.16,25.8745765353,3604800.0,-0.0856,0.153,0.2386,24.9159,26.8938,22.938,53.226,26.0397,25.3584,8.4726,-29.1764,6.706,True
2012-07-24,32.24,32.26,31.405,25.4657774636,4369000.0,-0.0416,0.1346,0.1762,25.0297,26.853,23.2064,50.017,26.0076,25.4615,8.5099,-30.9833,6.706,True
2012-07-25,31.73,32.76,31.42,26.0268742286,7050400.0,-0.0006,0.1635,0.164,25.1636,26.8627,23.4645,54.0877,25.8585,25.5411,10.4146,-20.7676,5.1473,True
2012-07-26,38.09,40.88,38.0,31.4775285173,20812300.0,0.1233,0.619,0.4957,25.5431,28.6987,22.3875,75.1512,26.9102,26.0002,36.8597,137.8693,15.2888,True
2012-07-27,39.23,40.07,38.7,31.998546942,7060100.0,0.3008,1.0104,0.7097,25.9888,30.0248,21.9528,76.2664,28.1687,26.4758,37.179,142.9001,15.2888,True
2012-07-30,40.11,40.75,39.5,32.1989386438,5878900.0,0.5049,1.3216,0.8166,26.3772,31.1641,21.5902,76.6973,29.4335,26.9375,33.083,154.8029,16.6911,True
