date,open,high,low,Close,vol,MACD_Signal,MACD_Hist,MACD,Real Lower Band,Real Middle Band,Real Upper Band,RSI,SMA,SMA,ROC,CCI,DX,crossover
2012-02-27,51.64,52.2,51.22,25.6343795246,499800.0,0.489,-0.0527,0.4363,24.5628,25.2956,26.0285,65.5624,25.5574,25.4626,3.0191,106.6856,14.0852,False
2012-02-28,52.01,52.29,51.65,25.7676348668,361300.0,0.4768,-0.049,0.4278,24.649,25.3504,26.0518,67.4901,25.6196,25.5218,4.2248,110.4654,14.3472,False
2012-02-29,52.38,52.55,51.48,25.4764472672,655200.0,0.46,-0.067,0.3931,24.7594,25.3904,26.0213,59.67,25.6285,25.5577,4.3066,101.4826,15.1078,False
2012-03-01,51.64,52.25,51.57,25.7133456533,280000.0,0.4441,-0.0638,0.3803,24.8629,25.438,26.013,63.3697,25.6452,25.5778,3.4238,100.1227,15.1078,False
2012-03-02,52.02,52.08,51.01,25.2790319455,524700.0,0.4215,-0.0903,0.3313,24.9493,25.4602,25.9711,53.6943,25.5742,25.5554,2.7575,81.4722,12.875,False
2012-03-05,51.28,51.67,50.92,25.2889027116,718600.0,0.3952,-0.1053,0.2899,24.995,25.4732,25.9515,53.8658,25.5051,25.5485,1.6722,74.1977,12.5183,False
2012-03-06,50.78,51.05,50.57,25.0470689425,568400.0,0.3631,-0.1283,0.2349,25.0409,25.4816,25.9224,49.0924,25.361,25.5321,0.6899,57.7572,11.1294,False
2012-03-07,50.86,51.12,50.65,25.1359058373,359900.0,0.3297,-0.1336,0.1962,25.093,25.4915,25.89,50.8081,25.2929,25.5011,0.9076,58.842,11.352,False
2012-03-08,51.24,51.93,51.08,25.3629334572,402300.0,0.3001,-0.1184,0.1817,25.088,25.489,25.8901,54.9641,25.2228,25.4863,0.8156,73.6387,13.8896,False
2012-03-09,51.46,52.16,51.46,25.6343795246,599700.0,0.2781,-0.0881,0.19,25.0876,25.49,25.8924,59.3623,25.2938,25.4811,0.3661,83.2134,14.5956,False
2012-03-12,52.04,52.31,51.82,25.6245087585,276900.0,0.2612,-0.0677,0.1935,25.0978,25.5016,25.9055,59.1373,25.361,25.4745,1.2977,86.1865,15.0575,False
2012-03-13,52.27,52.5,51.93,25.910760975,564400.0,0.2523,-0.0354,0.2169,25.1033,25.5325,25.9616,63.4429,25.5337,25.5047,0.9615,93.6972,15.6451,False
2012-03-14,52.57,52.66,52.21,25.8219240802,383300.0,0.247,-0.0213,0.2257,25.0969,25.5436,25.9902,61.2954,25.6709,25.5307,1.4644,94.9728,16.1419,False
2012-03-15,52.29,53.03,52.29,26.0983055306,328000.0,0.248,0.004,0.252,25.0612,25.5692,26.0772,65.2197,25.818,25.562,1.3958,104.67,17.2876,True
2012-03-16,52.81,53.0,52.5875,26.0538870832,476400.0,0.2517,0.0146,0.2663,25.0388,25.5863,26.1337,64.1006,25.9019,25.59,1.3966,105.5494,17.2876,True
2012-03-19,52.84,53.1397,52.6,25.9650501885,342600.0,0.2548,0.0125,0.2673,25.0291,25.5984,26.1676,61.8272,25.97,25.612,1.4697,103.362,17.7264,True
2012-03-20,52.37,52.71,52.3,25.9206317411,421000.0,0.2561,0.0054,0.2615,25.0396,25.6215,26.2035,60.6744,25.972,25.6222,0.9383,91.513,16.3779,True
2012-03-21,52.53,52.92,52.41,25.8712779107,405200.0,0.2549,-0.0049,0.25,25.0587,25.6435,26.2284,59.3568,25.9818,25.6485,1.691,92.5245,17.0543,False
2012-03-22,52.05,52.74,51.7,25.915696358,375000.0,0.2523,-0.0105,0.2418,25.0612,25.6578,26.2545,60.1904,25.9453,25.662,1.4426,80.4417,13.887,False
2012-03-23,52.53,52.83,52.14,25.9699855715,305600.0,0.2492,-0.0123,0.2369,25.0628,25.6746,26.2864,61.2317,25.9285,25.7081,0.6284,87.0466,14.1863,False
2012-03-26,53.02,53.5,52.97,26.3944285132,283500.0,0.2522,0.012,0.2642,25.0257,25.7126,26.3995,68.1992,26.0144,25.7818,2.4904,116.5625,16.3866,True
2012-03-27,53.63,53.93,53.0,26.2907854693,645600.0,0.2566,0.0177,0.2743,25.0071,25.7388,26.4704,65.1365,26.0884,25.8647,3.1364,117.3422,17.7628,True
2012-03-28,53.23,53.3,52.19,25.9453086563,508700.0,0.2556,-0.0041,0.2515,25.0356,25.7622,26.4888,56.1333,26.1032,25.9187,1.4272,85.8571,14.1633,False
2012-03-29,52.3,52.5,52.03,25.7775056328,448000.0,0.248,-0.0305,0.2174,25.0392,25.7654,26.4916,52.3666,26.0756,25.9463,0.4785,65.7203,13.4666,False
2012-03-30,52.52,52.54,45.1,23.4430694536,3689600.0,0.1988,-0.1967,0.002,24.4387,25.6736,26.9085,26.1805,25.5702,25.8002,0.8833,-103.7397,10.5715,False
2012-04-02,45.53,46.96,44.65,22.574442038,8175700.0,0.1118,-0.3478,-0.236,23.7096,25.5379,27.3662,21.8288,24.8062,25.5969,-9.1155,-209.9366,11.8053,False
2012-04-03,46.4,47.34,45.46,23.146946471,4717800.0,0.0146,-0.3888,-0.3742,23.3448,25.4429,27.5409,30.0406,24.1775,25.4126,-7.2674,-177.7064,10.4962,False
2012-04-04,46.44,47.03,45.77,22.796534275,1439000.0,-0.0895,-0.4166,-0.5061,22.9324,25.3259,27.7194,28.1045,23.5477,25.2109,-8.0008,-185.5028,10.4962,False
2012-04-05,46.05,46.21,45.03,22.5349589737,1092700.0,-0.1966,-0.4281,-0.6246,22.5,25.1845,27.869,26.7268,22.8992,24.9734,-11.0148,-206.988,12.5582,False
2012-04-09,44.86,45.49,44.4,22.4313159298,1314500.0,-0.301,-0.4176,-0.7186,22.0953,25.0244,27.9534,26.1819,22.6968,24.7319,-12.7876,-217.3066,14.2683,False
2012-04-10,45.52,45.55,44.26,21.9821960729,1775000.0,-0.4047,-0.4151,-0.8198,21.6445,24.8423,28.04,23.9181,22.5784,24.4663,-12.923,-218.8272,14.6455,False
2012-04-11,44.79,44.99,44.22,21.9476483916,1293800.0,-0.5023,-0.3903,-0.8926,21.2506,24.6441,28.0376,23.7488,22.3385,24.2015,-14.3048,-219.321,14.7545,False
2012-04-12,44.59,45.5,44.47,22.4313159298,962300.0,-0.582,-0.3188,-0.9008,20.9956,24.4746,27.9535,31.0654,22.2655,23.9721,-13.5967,-191.1676,12.8856,False
2012-04-13,45.19,45.36,44.67,22.0710329677,833700.0,-0.6508,-0.275,-0.9258,20.728,24.2732,27.8185,28.8556,22.1727,23.7158,-14.4635,-189.9484,12.8856,False
2012-04-16,45.03,45.06,44.44,22.0660975846,531000.0,-0.7076,-0.2275,-0.9351,20.5031,24.0738,27.6445,28.8255,22.0997,23.4556,-14.9811,-185.3643,13.5423,False
2012-04-17,44.87,45.68,44.82,22.4017036315,961800.0,-0.7471,-0.1579,-0.9051,20.3648,23.8956,27.4265,33.8519,22.1836,23.1894,-14.0379,-159.9601,11.2434,False
2012-04-18,44.98,45.23,44.59,22.1302575642,1276100.0,-0.7763,-0.1166,-0.8928,20.2238,23.7061,27.1884,31.8997,22.2201,22.912,-14.1909,-165.8013,11.9162,False
2012-04-19,44.95,45.35,44.78,22.3029959707,1390300.0,-0.7929,-0.0664,-0.8593,20.1432,23.5277,26.9123,34.4761,22.1944,22.6692,-14.3046,-152.371,11.4679,False
2012-04-20,45.4,45.73,45.08,22.4313159298,1134900.0,-0.7969,-0.0161,-0.813,20.1234,23.3535,26.5836,36.3914,22.2665,22.4461,-13.2916,-134.9949,10.0482,False
2012-04-23,45.03,45.09,44.11,22.0710329677,993600.0,-0.7968,0.0006,-0.7962,20.1186,23.1585,26.1985,33.45,22.2675,22.3547,-14.6508,-146.7444,12.927,True
2012-04-24,44.67,44.77,44.44,22.0809037337,798000.0,-0.792,0.0189,-0.7732,20.2608,22.9429,25.6249,33.6075,22.2033,22.3218,-16.3178,-137.1426,12.927,True
2012-04-25,45.02,45.76,45.02,22.4856051433,564000.0,-0.7764,0.0624,-0.714,20.5506,22.7526,24.9546,39.8608,22.2744,22.2777,-15.1493,-110.2119,9.237,True
2012-04-26,45.44,46.835,45.39,22.9742080645,1346800.0,-0.7453,0.1247,-0.6206,20.9513,22.6041,24.2568,46.3921,22.4086,22.2895,-12.1295,-85.8517,5.4326,True
2012-04-27,46.73,46.74,46.23,23.0581095762,1109200.0,-0.7029,0.1693,-0.5336,21.6406,22.4681,23.2955,47.4423,22.534,22.3244,-10.9714,-75.1639,5.4326,True
2012-04-30,46.63,46.68,46.09,22.914983468,765800.0,-0.6565,0.1857,-0.4708,21.7125,22.4417,23.1709,45.8023,22.7028,22.3566,-11.1534,-75.7038,5.8741,True
2012-05-01,46.2,47.04,46.17,23.1568172371,1016100.0,-0.6046,0.2077,-0.3969,21.6789,22.4708,23.2627,48.9942,22.9179,22.4349,0.1704,-65.8742,4.5971,True
2012-05-02,46.48,46.85,46.185,22.8804357867,862600.0,-0.555,0.1984,-0.3566,21.7035,22.4575,23.2114,45.6987,22.9969,22.4971,-1.0351,-68.6574,4.5971,True
2012-05-03,46.4,46.49,44.97,22.3326082689,872000.0,-0.5169,0.1523,-0.3646,21.6951,22.4343,23.1735,39.9867,22.8686,22.4905,-1.1482,-84.8541,8.4512,True
2012-05-04,44.57,45.015,43.7,22.1845467776,2407300.0,-0.4892,0.1107,-0.3786,21.6713,22.4168,23.1622,38.5899,22.6939,22.4981,-2.586,-102.1501,12.2207,True
2012-05-07,44.97,45.07,44.38,21.9229714764,1214400.0,-0.4726,0.0666,-0.406,21.6156,22.3913,23.1671,36.1966,22.4955,22.4886,-0.9233,-96.4799,12.0176,True
2012-05-08,44.22,44.22,43.73,21.7008792394,1462200.0,-0.4662,0.0256,-0.4407,21.5631,22.3773,23.1915,34.2635,22.2043,22.4418,-2.9199,-105.3573,13.8909,True
2012-05-09,43.62,43.91,43.3,21.5182700669,717300.0,-0.4684,-0.0089,-0.4773,21.4773,22.3558,23.2343,32.724,21.9319,22.401,-2.4005,-108.2091,15.1068,False
2012-05-10,43.93,44.02,43.29,21.4047562569,795400.0,-0.4767,-0.033,-0.5097,21.3345,22.3045,23.2745,31.7731,21.7463,22.3412,-3.2527,-104.7697,14.6855,False
2012-05-11,43.14,43.89,43.06,21.414627023,462000.0,-0.487,-0.0414,-0.5284,21.2305,22.2717,23.3128,31.9573,21.5923,22.2734,-3.2407,-103.0237,15.3444,False
2012-05-14,43.1,43.29,42.83,21.2418886165,626000.0,-0.4998,-0.0511,-0.5509,21.0987,22.2304,23.3622,30.4175,21.4561,22.2181,-3.9281,-106.7211,16.0041,False
2012-05-15,43.11,43.28,42.59,21.1086332743,578600.0,-0.5144,-0.0584,-0.5728,20.937,22.1658,23.3946,29.2525,21.3376,22.1533,-5.2096,-106.0801,16.6362,False
2012-05-16,42.95,43.0691,42.46,20.9654402065,788100.0,-0.5305,-0.0644,-0.5949,20.7717,22.1076,23.4434,28.0171,21.2271,22.0519,-4.733,-106.3396,17.0116,False
2012-05-17,42.53,42.55,41.54,20.545736387,901400.0,-0.5522,-0.0867,-0.6389,20.5251,22.0197,23.5142,24.7363,21.0553,21.89,-6.1303,-116.719,19.6163,False
2012-05-18,41.6,42.23,41.185,20.3679794752,582100.0,-0.5778,-0.1025,-0.6803,20.2725,21.9165,23.5606,23.4882,20.8459,21.7107,-7.6104,-119.1895,20.5943,False
2012-05-21,41.26,42.33,41.19,20.8864371346,691900.0,-0.5949,-0.0686,-0.6636,20.1554,21.8573,23.5591,33.9091,20.7748,21.5755,-6.0772,-108.7428,20.1755,False
2012-05-22,42.23,42.84,41.94,20.8222471387,791400.0,-0.6056,-0.0425,-0.648,20.038,21.7944,23.5507,33.3073,20.7176,21.4198,-4.2662,-98.9494,18.049,False
2012-05-23,41.76,42.51,41.55,20.9901286664,414000.0,-0.6075,-0.0076,-0.6151,19.96,21.7196,23.4792,36.4668,20.7225,21.2938,-7.0588,-98.8817,19.1614,False
2012-05-24,42.51,42.59,42.01,20.7876832947,605600.0,-0.6057,0.0072,-0.5984,19.9052,21.6103,23.3153,34.3635,20.7709,21.1908,-9.0212,-95.8567,18.8249,True
2012-05-25,42.08,42.83,42.08,21.0641940464,444300.0,-0.5958,0.0393,-0.5565,19.927,21.5106,23.0942,39.4724,20.9101,21.1161,-8.3226,-88.4975,17.81,True
2012-05-29,43.09,43.38,42.85,21.3061409541,610800.0,-0.5763,0.0783,-0.498,19.9824,21.4301,22.8778,43.5889,20.9941,21.075,-7.0259,-75.2738,15.5109,True
2012-05-30,42.7,42.805,42.28,21.0345678944,495600.0,-0.5546,0.0865,-0.4682,20.1051,21.324,22.5429,40.2933,21.0365,21.0306,-8.9604,-84.8244,17.2137,True
2012-05-31,42.57,42.75,42.01,20.9753155905,586200.0,-0.5325,0.0884,-0.4442,20.2341,21.2288,22.2234,39.5935,21.0336,20.9944,-8.7086,-86.2402,18.0097,True
2012-06-01,41.77,41.9392,41.34,20.4371071631,703000.0,-0.5187,0.0554,-0.4632,20.2202,21.134,22.0478,33.869,20.9635,20.9299,-9.7466,-101.8489,19.9519,True
2012-06-04,41.4,41.58,40.89,20.4519202391,467500.0,-0.5093,0.0376,-0.4717,20.2244,21.0473,21.8703,34.1498,20.841,20.8657,-7.5876,-105.4267,21.2265,True
2012-06-05,41.15,41.7114,41.11,20.4321694711,544400.0,-0.5024,0.0278,-0.4746,20.2129,20.9728,21.7327,33.9439,20.6662,20.8117,-7.4087,-101.5457,20.656,True
2012-06-06,41.73,42.39,41.48,20.8271848306,886500.0,-0.4899,0.05,-0.4399,20.245,20.9291,21.6132,41.5008,20.6247,20.793,-4.0936,-87.052,17.7459,True
2012-06-07,42.66,42.89,42.19,20.8568109826,489500.0,-0.473,0.0676,-0.4053,20.2674,20.896,21.5247,42.0337,20.601,20.7857,-2.2772,-76.7442,15.6557,True
2012-06-08,42.26,42.6,41.87,20.9753155905,834600.0,-0.4512,0.087,-0.3642,20.289,20.8746,21.4602,44.2116,20.7087,20.8143,-3.1805,-78.6357,16.619,True
2012-06-11,42.8,42.88,41.86,20.6691786868,336000.0,-0.4314,0.0792,-0.3522,20.3011,20.8373,21.3735,40.0469,20.7521,20.8344,-2.2555,-80.6119,15.4457,True
2012-06-12,42.07,42.29,41.89,20.8321225226,362300.0,-0.4103,0.0845,-0.3258,20.3138,20.8168,21.3199,43.1034,20.8321,20.8308,-2.2643,-81.6831,15.4457,True
2012-06-13,41.91,42.26,40.35,19.9877771917,1934700.0,-0.402,0.0332,-0.3688,20.16,20.7608,21.3615,33.5946,20.6642,20.7752,-2.3567,-109.0423,20.0227,True
2012-06-14,40.53,40.96,40.28,20.0420918036,612200.0,-0.4004,0.0064,-0.3939,20.0458,20.7146,21.3834,34.5892,20.5013,20.712,-4.897,-119.2245,20.2223,True
2012-06-15,40.75,41.32,40.75,20.3087271713,847000.0,-0.3979,0.01,-0.3879,20.0143,20.7028,21.3912,39.3656,20.368,20.68,-2.8907,-105.5737,18.6732,True
2012-06-18,40.98,41.59,40.75,20.4914217751,575900.0,-0.3911,0.027,-0.3641,20.0304,20.7089,21.3874,42.4506,20.3324,20.6419,-1.5155,-97.837,17.5182,True
2012-06-19,41.72,42.27,41.63,20.8271848306,704200.0,-0.3758,0.0612,-0.3146,20.0301,20.706,21.3819,47.6913,20.3314,20.6099,-0.1417,-73.3101,14.6601,True
2012-06-20,42.24,42.3393,41.89,20.8568109826,525700.0,-0.3546,0.0848,-0.2698,20.0305,20.7077,21.3849,48.1378,20.5052,20.5981,-1.1688,-67.1778,14.3718,True
2012-06-21,42.35,42.35,40.58,20.1161571835,1088600.0,-0.3418,0.0511,-0.2907,19.9533,20.664,21.3747,39.1801,20.5201,20.5408,-0.3764,-96.8818,18.3196,True
2012-06-22,41.02,41.25,40.8,20.3186025553,1159000.0,-0.331,0.0433,-0.2877,19.9169,20.6405,21.3642,42.3232,20.522,20.5329,-3.1463,-101.458,18.3196,True
2012-06-25,40.69,40.86,40.38,19.9482756557,552500.0,-0.3271,0.0156,-0.3116,19.829,20.5847,21.3405,38.4306,20.4134,20.4993,-4.5996,-120.6586,19.5495,True
2012-06-26,40.28,40.6,39.93,20.0174033436,963100.0,-0.3259,0.0047,-0.3212,19.8028,20.5203,21.2378,39.5427,20.2514,20.4717,-6.4085,-125.6332,20.848,True
2012-06-27,40.58,41.6,40.56,20.496359467,662700.0,-0.3181,0.0313,-0.2869,19.8158,20.4934,21.171,46.6907,20.1794,20.4496,-2.8151,-87.9877,16.5951,True
2012-06-28,41.26,41.86,41.16,20.6691786868,610300.0,-0.3031,0.0602,-0.2429,19.8316,20.4781,21.1246,49.0209,20.29,20.4371,-2.0819,-69.6382,15.5201,True
2012-06-29,42.44,43.27,42.27,21.34564249,957200.0,-0.2728,0.1211,-0.1518,19.7753,20.5235,21.2718,56.9185,20.4954,20.4618,3.1732,-14.1718,9.9308,True
2012-07-02,43.41,43.78,42.89,21.4641470979,517400.0,-0.2321,0.1629,-0.0692,19.7223,20.5741,21.4259,58.1358,20.7985,20.5148,5.291,7.0941,8.0085,True
2012-07-03,43.48,43.513,43.1701,21.4690847899,278300.0,-0.1863,0.1831,-0.0033,19.6927,20.626,21.5592,58.1885,21.0889,20.5573,4.3192,8.8654,8.0085,True
2012-07-05,43.5,44.21,43.3112,21.7702840015,669100.0,-0.1346,0.207,0.0724,19.6168,20.6731,21.7295,61.3693,21.3437,20.6761,4.2935,31.5157,5.4035,True
2012-07-06,43.7,43.89,43.2075,21.6024024737,516800.0,-0.0842,0.2017,0.1175,19.5807,20.7104,21.8401,58.7024,21.5303,20.7801,2.3315,20.9247,5.7474,True
2012-07-09,43.55,43.75,43.04,21.5925270897,713900.0,-0.0372,0.1879,0.1507,19.5521,20.7413,21.9304,58.5421,21.5797,20.8657,2.6995,17.5174,6.307,True
2012-07-10,43.97,44.05,42.98,21.32095403,445500.0,0.0009,0.1524,0.1534,19.559,20.7739,21.9888,54.1816,21.5511,20.921,2.7285,14.1154,5.1698,True
2012-07-11,43.2,43.34,43.0,21.355517874,627100.0,0.032,0.1244,0.1564,19.559,20.8,22.0411,54.6423,21.5283,20.9562,2.4829,5.5638,5.1698,True
2012-07-12,42.98,43.57,42.41,21.4493340219,1687000.0,0.0585,0.106,0.1645,19.6602,20.8731,22.0861,55.9309,21.4641,20.9957,3.0999,4.6702,7.1892,True
2012-07-13,43.48,44.19,43.39,21.8097855375,779500.0,0.0864,0.1114,0.1978,19.746,20.9615,22.177,60.5453,21.5056,21.1086,7.8857,45.0218,4.8041,True
2012-07-16,44.2,44.3399,43.56,21.7357201575,853100.0,0.1122,0.1034,0.2156,19.8115,21.0328,22.2542,59.181,21.5343,21.2031,7.3086,49.5913,4.2339,True
2012-07-17,44.05,44.25,43.66,21.7801593855,907100.0,0.1359,0.0948,0.2307,19.8611,21.0973,22.3334,59.7638,21.6261,21.3252,6.3958,53.5371,4.2339,True
2012-07-18,43.96,44.78,43.95,22.0369193692,765800.0,0.1608,0.0996,0.2604,19.8634,21.1578,22.4522,63.0315,21.7624,21.4599,5.938,77.3692,2.2005,True
2012-07-19,44.69,45.1,44.48,22.0072932172,1287100.0,0.1843,0.094,0.2783,19.878,21.2153,22.5526,62.4049,21.874,21.5606,6.5204,91.0708,0.9909,True
2012-07-20,44.28,44.35,43.33,21.3999571019,2390100.0,0.1956,0.0451,0.2407,20.0396,21.2795,22.5193,51.2219,21.792,21.6093,4.7226,38.5916,5.0961,True
2012-07-23,42.63,42.8,41.9,21.0345678944,1185600.0,0.1924,-0.013,0.1794,20.1493,21.3153,22.4812,45.9178,21.6518,21.5886,3.7576,-26.0443,9.8242,False
2012-07-24,42.6,42.84,41.6927,20.7284309908,861600.0,0.1749,-0.07,0.1049,20.3303,21.3543,22.3782,42.0124,21.4414,21.5395,4.8458,-38.4953,10.4817,False
2012-07-25,43.21,43.63,42.04,21.1086332743,1598800.0,0.155,-0.0794,0.0756,20.5775,21.4088,22.2402,47.9078,21.2558,21.5155,7.4631,2.7266,7.4457,False
2012-07-26,43.33,43.7,42.51,20.9901286664,1152600.0,0.1325,-0.0901,0.0424,20.687,21.4335,22.18,46.3347,21.0523,21.4635,5.0481,13.8009,7.1803,False
2012-07-27,42.99,45.07,41.97,21.8887886094,2448600.0,0.1235,-0.0359,0.0876,20.8111,21.4945,22.1779,57.6371,21.1501,21.4826,7.6684,79.5035,2.158,False
2012-07-30,44.13,44.56,43.5,21.5629009378,1043900.0,0.118,-0.022,0.096,20.8249,21.5054,22.1858,53.2774,21.2558,21.4806,2.9813,92.5773,2.158,False
2012-07-31,43.58,43.74,42.6,21.1431971183,1201100.0,0.108,-0.04,0.068,20.7908,21.4893,22.1878,48.2422,21.3387,21.4688,-0.0914,33.3943,5.1767,False
