date,open,high,low,Close,vol,MACD_Hist,MACD,MACD_Signal,Real Upper Band,Real Middle Band,Real Lower Band,RSI,SMA,SMA,ROC,CCI,DX,crossover
2014-04-09,522.64,530.49,522.02,16.9721013945,7363200.0,-0.0459,-0.0101,0.0358,17.4831,17.0793,16.6754,47.7553,16.948,17.1296,-1.2766,-20.2074,1.4616,False
2014-04-10,530.68,532.24,523.17,16.7531973865,8559000.0,-0.0547,-0.0326,0.0222,17.4943,17.0678,16.6412,42.5429,16.85,17.1185,-1.3749,-27.441,0.7492,False
2014-04-11,519.0,522.83,517.14,16.629343803,9704200.0,-0.0655,-0.0597,0.0058,17.5123,17.0597,16.607,39.9028,16.7719,17.0902,-1.5182,-67.1847,3.1326,False
2014-04-14,521.9,522.16,517.21,16.6955910686,7345500.0,-0.0646,-0.075,-0.0104,17.5238,17.0516,16.5794,41.9668,16.7604,17.0528,-1.4737,-61.3831,3.1326,False
2014-04-15,520.27,521.64,511.33,16.5765348112,9517500.0,-0.0682,-0.0956,-0.0274,17.5457,17.0301,16.5144,39.3636,16.7254,16.9952,-1.9418,-81.0078,5.4229,False
2014-04-16,518.05,521.09,514.1354,16.610141697,7670200.0,-0.0644,-0.108,-0.0435,17.5577,17.0105,16.4633,40.4802,16.653,16.9509,-2.8252,-70.8508,5.4229,False
2014-04-17,520.0,527.76,519.2,16.799922511,10154800.0,-0.0462,-0.1013,-0.0551,17.5581,17.0044,16.4508,46.4468,16.6623,16.9241,-0.9218,-28.9829,2.5777,False
2014-04-21,525.34,532.14,523.96,16.999304378,6519600.0,-0.0192,-0.079,-0.0599,17.5549,17.0017,16.4485,51.877,16.7363,16.912,-0.3016,9.049,0.7616,False
2014-04-22,528.31,531.826,526.501,17.0162342347,7234400.0,0.0004,-0.0593,-0.0598,17.5306,16.9897,16.4488,52.3169,16.8004,16.9012,-1.6048,17.9029,0.7616,True
2014-04-23,529.06,531.13,524.45,16.7938418441,14105000.0,-0.0009,-0.0609,-0.06,17.4625,16.9573,16.4522,46.3536,16.8439,16.8652,-2.6789,-3.3783,1.6052,False
2014-04-24,568.21,570.0,560.73,18.170632842,27139700.0,0.0867,0.0483,-0.0383,17.7242,17.0021,16.28,69.4507,17.156,16.919,3.8251,281.117,12.6979,True
2014-04-25,564.53,571.99,563.96,18.3040874785,13938400.0,0.1459,0.144,-0.0019,17.974,17.0573,16.1406,70.7582,17.4568,16.9897,5.6307,292.5656,13.3331,True
2014-04-28,572.8,595.75,572.55,19.0129652238,23910200.0,0.2206,0.2739,0.0533,18.4014,17.1489,15.8964,76.4859,17.8596,17.1226,10.5411,394.249,20.368,True
2014-04-29,593.74,595.98,589.51,18.9566390463,12049200.0,0.2518,0.368,0.1162,18.7179,17.2378,15.7578,75.2313,18.2476,17.2695,10.2014,391.1182,20.4316,True
2014-04-30,592.64,599.43,589.8,18.884951184,16308600.0,0.2525,0.4319,0.1794,18.9607,17.3154,15.67,73.5855,18.6659,17.4117,10.6225,356.1897,21.3891,True
2014-05-01,592.0,594.8,586.36,18.9294360628,8716000.0,0.2409,0.4805,0.2396,19.1834,17.3936,15.6039,73.9642,18.8176,17.5422,9.4428,310.7966,19.9258,True
2014-05-02,592.34,594.2,589.71,18.9646399238,6839800.0,0.2211,0.516,0.2949,19.3935,17.4797,15.5659,74.2769,18.9497,17.6896,9.53,287.6041,19.9258,True
2014-05-05,590.14,601.0,590.0,19.2328293371,10252400.0,0.2115,0.5593,0.3478,19.6364,17.5904,15.5444,76.5734,18.9937,17.8632,11.2963,282.9203,21.8516,True
2014-05-06,601.8,604.4099,594.41,19.023206347,13377300.0,0.1779,0.5701,0.3922,19.8027,17.7039,15.6051,71.2466,19.007,18.0184,13.8463,256.4711,22.7985,True
2014-05-07,595.25,597.29,587.73,18.9566390463,10102300.0,0.1396,0.5668,0.4271,19.9328,17.8141,15.6954,69.5993,19.0214,18.177,13.5273,211.99,19.9043,True
2014-05-08,588.25,594.41,586.4,18.9230353608,8224900.0,0.1023,0.555,0.4527,20.0459,17.9117,15.7774,68.7397,19.0201,18.3312,12.6762,195.3582,20.0322,True
2014-05-09,584.54,586.25,580.33,18.8442684957,10414200.0,0.0644,0.5332,0.4688,20.1178,18.0162,15.9146,66.6716,18.996,18.4675,10.764,161.0459,17.4211,True
2014-05-12,587.49,593.66,587.4,19.0787990492,7614600.0,0.0479,0.5287,0.4808,20.1876,18.1387,16.0898,69.5903,18.9652,18.6061,14.1828,172.3785,19.5926,True
