date,open,high,low,Close,vol,MACD_Signal,MACD,MACD_Hist,Real Upper Band,Real Middle Band,Real Lower Band,RSI,SMA,SMA,ROC,CCI,DX,crossover
2013-06-06,24.75,24.94,24.27,19.7761775376,40020000.0,0.344,0.3439,-0.0001,20.1368,19.4963,18.8558,60.5036,19.9334,19.5244,2.676,89.3053,19.2206,False
2013-06-07,24.4,24.7,24.215,19.7280407971,35539400.0,0.3399,0.3235,-0.0164,20.1537,19.5055,18.8573,59.374,19.9832,19.5592,0.5291,80.9505,18.6936,False
2013-06-10,24.71,25.09,24.64,20.0649979803,29780800.0,0.3381,0.3308,-0.0073,20.2163,19.526,18.8356,64.3639,19.9463,19.6111,2.2412,98.1625,21.2055,False
2013-06-11,24.83,25.08,24.63,19.824314278,27077800.0,0.3332,0.3135,-0.0197,20.2464,19.5513,18.8561,58.8336,19.842,19.6448,2.4091,90.4155,21.1079,False
2013-06-12,24.96,25.0,24.41,19.6237445261,24535200.0,0.3226,0.2803,-0.0423,20.2438,19.5761,18.9085,54.6416,19.8035,19.6613,3.434,79.3705,18.9655,False
2013-06-13,24.46,25.01,24.4,20.0489524002,27707000.0,0.3151,0.2851,-0.03,20.3015,19.6078,18.9141,60.9599,19.858,19.7106,3.3471,86.1526,18.8683,False
2013-06-14,25.02,25.14,24.84,19.9927928696,24762700.0,0.3083,0.2811,-0.0272,20.3345,19.6471,18.9598,59.7815,19.911,19.7571,3.0328,92.55,19.7353,False
2013-06-17,25.11,25.35,24.91,20.137203091,42643200.0,0.3039,0.2863,-0.0176,20.3877,19.6897,18.9916,61.8152,19.9254,19.82,4.6656,98.4932,21.1201,False
2013-06-18,25.07,25.65,25.07,20.4300349288,36674300.0,0.3052,0.3104,0.0052,20.4916,19.7452,18.9988,65.5949,20.0465,19.8941,5.7732,110.7832,23.0488,True
2013-06-19,25.49,25.68,25.0,20.0569751903,28843900.0,0.3034,0.2961,-0.0073,20.5172,19.7793,19.0414,57.7872,20.1332,19.9332,5.8969,100.0212,22.339,False
2013-06-20,24.73,24.75,24.1,19.4031177991,63565700.0,0.2885,0.2293,-0.0593,20.5111,19.7839,19.0567,47.2302,20.004,19.9318,0.8969,50.9033,13.7588,False
2013-06-21,24.31,24.35,24.09,19.4111405891,67754000.0,0.2658,0.175,-0.0909,20.5029,19.7897,19.0765,47.3566,19.8877,19.9273,0.9536,42.1244,13.6687,False
2013-06-24,24.08,24.22,23.41,18.9177389995,49145200.0,0.2309,0.0911,-0.1398,20.5433,19.776,19.0087,40.8996,19.6438,19.8385,0.7488,13.4957,7.7675,False
2013-06-25,23.83,23.94,23.57,19.1584227017,34571300.0,0.1934,0.0435,-0.1499,20.5572,19.768,18.9787,44.8311,19.3895,19.7593,-1.8852,15.1788,7.7675,False
2013-06-26,24.2,24.235,23.89,19.2587075777,33645000.0,0.1575,0.0137,-0.1437,20.5677,19.7573,18.9469,46.4222,19.2298,19.7222,-0.5947,28.6855,9.8669,False
2013-06-27,24.1,24.35,24.01,19.294810133,25564500.0,0.1246,-0.0069,-0.1315,20.5737,19.7509,18.9281,47.0116,19.2082,19.6901,-0.6122,33.0564,10.6729,False
2013-06-28,23.93,24.41,23.73,19.4392203544,80413900.0,0.0974,-0.0114,-0.1088,20.5746,19.7489,18.9232,49.3976,19.2138,19.6708,-1.2141,30.3482,8.2754,False
2013-07-01,24.35,24.42,23.84,19.1632363758,29698200.0,0.0706,-0.0368,-0.1074,20.5243,19.6946,18.8649,45.2276,19.2629,19.6107,-4.0472,22.6019,8.3475,False
2013-07-02,23.87,24.04,23.54,19.0300580605,28290100.0,0.043,-0.067,-0.11,20.4501,19.6288,18.8075,43.3362,19.2372,19.5577,-7.4673,-3.4012,5.8095,False
2013-07-03,23.7,23.9,23.45,19.0637537788,18167200.0,0.017,-0.0871,-0.1042,20.4431,19.5912,18.7393,43.9714,19.1982,19.5204,-5.4589,-12.7663,5.0588,False
2013-07-05,23.95,24.08,23.675,19.3028329231,17830400.0,-0.003,-0.0829,-0.0799,20.4238,19.5675,18.7112,48.371,19.1998,19.4707,-3.4483,5.5801,6.4094,False
2013-07-08,23.86,23.91,23.03,18.6008387914,68826600.0,-0.0293,-0.1346,-0.1053,20.461,19.5111,18.5612,38.7887,19.0321,19.3779,-3.1984,-53.9418,1.1648,False
2013-07-09,23.3,23.42,23.11,18.5607248411,34739800.0,-0.0588,-0.1768,-0.118,20.4354,19.4359,18.4364,38.3239,18.9116,19.2728,-6.656,-76.7967,1.1648,False
2013-07-10,23.14,23.297,22.64,18.6529869269,50037500.0,-0.0871,-0.2004,-0.1133,20.4155,19.3774,18.3392,40.093,18.8362,19.1543,-7.1093,-103.0502,2.4581,False
2013-07-11,23.56,24.0,23.47,19.2466733926,41313800.0,-0.1036,-0.1693,-0.0658,20.3917,19.3585,18.3253,49.9838,18.8728,19.1003,-4.0,-23.0764,2.8349,False
2013-07-12,23.95,24.0,23.65,19.1744682819,34561900.0,-0.1126,-0.1488,-0.0362,20.3004,19.3148,18.3292,48.9311,18.8471,19.085,-4.0384,-25.864,2.8349,False
2013-07-15,23.84,23.97,23.76,19.2065594422,25650100.0,-0.1158,-0.1285,-0.0127,20.2112,19.2755,18.3398,49.4382,18.9683,19.0714,-4.6539,-26.5613,2.8349,False
2013-07-16,24.0,24.3,23.9,19.4552659345,34496100.0,-0.1109,-0.0912,0.0196,20.0951,19.2414,18.3876,53.2895,19.1472,19.1072,-4.142,6.3566,5.2513,True
2013-07-17,24.3,24.43,24.04,19.3750380338,44084200.0,-0.1022,-0.0674,0.0348,19.851,19.1886,18.5263,51.9226,19.2916,19.1217,-4.7563,11.3386,6.186,True
2013-07-18,23.47,23.61,23.16,18.6481732529,77863900.0,-0.1029,-0.106,-0.003,19.6896,19.1182,18.5468,41.5714,19.1719,19.081,-8.0607,-131.9566,0.5665,False
2013-07-19,23.11,23.15,22.81,18.4845083353,45866700.0,-0.1119,-0.148,-0.0361,19.6904,19.0723,18.4541,39.6638,19.0339,19.027,-6.4646,-184.2189,3.0598,False
2013-07-22,23.07,23.12,22.73,18.2678930033,35890900.0,-0.1289,-0.1966,-0.0677,19.7047,19.0151,18.3255,37.2404,18.8462,18.9489,-5.0513,-200.3691,3.6216,False
2013-07-23,22.85,22.99,22.64,18.2518474231,28521400.0,-0.1498,-0.2336,-0.0838,19.7471,18.9818,18.2165,37.0607,18.6055,18.8881,-5.0784,-209.408,4.2564,False
2013-07-24,22.93,23.0,22.63,18.3962576445,33432700.0,-0.1696,-0.2485,-0.0789,19.7451,18.9437,18.1423,39.8592,18.4097,18.8459,-3.9265,-194.0517,4.3276,False
2013-07-25,22.85,23.06,22.82,18.5005539155,114558100.0,-0.1854,-0.249,-0.0635,19.7156,18.9058,18.0959,41.8596,18.3802,18.8083,-4.8484,-168.4523,3.8563,False
2013-07-26,22.94,23.26,22.9,18.661009717,110474500.0,-0.1951,-0.2337,-0.0386,19.6701,18.8741,18.0781,44.8815,18.4155,18.7655,-4.4764,-139.4754,2.2901,False
2013-07-29,23.17,23.3,23.07,18.6449641369,85543100.0,-0.2002,-0.2204,-0.0202,19.5919,18.8344,18.0768,44.633,18.4909,18.7685,-4.5473,-126.1526,1.9773,False
2013-07-30,23.3,23.5,23.28,18.7572831979,28855200.0,-0.1998,-0.1985,0.0013,19.5569,18.8141,18.0712,46.841,18.592,18.7816,-3.7674,-95.868,0.4159,True
2013-07-31,23.37,23.46,23.26,18.7211806426,27679200.0,-0.1962,-0.1819,0.0143,19.5357,18.7986,18.0616,46.2064,18.657,18.7861,-2.4126,-96.9075,0.5707,True
2013-08-01,23.41,23.49,23.02,18.6128729766,37832700.0,-0.1921,-0.1755,0.0166,19.5069,18.7761,18.0453,44.2782,18.6795,18.7439,-1.7155,-107.5058,2.4219,True
2013-08-02,23.18,23.22,23.0,18.6289185567,36242100.0,-0.1871,-0.1672,0.0199,19.434,18.7424,18.0508,44.6449,18.673,18.7075,-3.5714,-113.7646,2.5757,True
2013-08-05,23.0,23.02,22.85,18.5719567472,20869000.0,-0.1824,-0.1634,0.019,19.4339,18.741,18.048,43.5548,18.6584,18.6652,-2.7773,-107.6101,2.3629,True
2013-08-06,22.88,22.93,22.71,18.4714977245,28843300.0,-0.1792,-0.1665,0.0127,19.4351,18.7365,18.0379,41.6339,18.6013,18.5996,-1.1313,-117.2436,3.4723,True
2013-08-07,22.71,22.787,22.55,18.3904823836,23350900.0,-0.1781,-0.1735,0.0046,19.4375,18.7234,18.0093,40.1055,18.5351,18.534,-1.2291,-127.5652,4.7303,True
2013-08-08,22.75,22.78,22.41,18.1879440313,34792500.0,-0.1811,-0.1932,-0.0121,19.3785,18.6704,17.9624,36.5151,18.4502,18.5033,-4.1517,-136.2157,5.8225,False
2013-08-09,22.41,22.55,22.31,18.2365532359,25145400.0,-0.1854,-0.2025,-0.0171,19.3159,18.6235,17.9312,37.9437,18.3717,18.4867,-5.1195,-139.1267,6.6003,False
2013-08-12,22.48,22.7,22.45,18.341873179,23520400.0,-0.1881,-0.1991,-0.011,19.2282,18.5803,17.9324,41.0244,18.3257,18.4917,-4.3688,-117.7376,5.274,False
2013-08-13,22.69,22.7,22.39,18.2446547699,26099200.0,-0.1909,-0.2019,-0.0111,19.0437,18.5198,17.9958,39.1044,18.2803,18.4912,-5.6675,-118.7131,5.751,False
2013-08-14,22.4,22.74,22.35,18.2851624404,23202500.0,-0.1924,-0.1986,-0.0062,18.8222,18.4653,18.1084,40.3507,18.2592,18.4838,-6.0041,-111.9856,6.0716,False
2013-08-15,22.28,22.41,21.97,17.8476795996,40451200.0,-0.1997,-0.2287,-0.029,18.8618,18.4253,17.9887,32.6246,18.1912,18.4403,-4.151,-147.6764,9.0607,False
2013-08-16,22.06,22.19,21.89,17.7545119575,30079000.0,-0.2111,-0.257,-0.0459,18.9127,18.3888,17.8648,31.2589,18.0948,18.3798,-3.2061,-153.3377,9.6761,False
2013-08-19,22.08,22.7,22.05,18.0502179518,43412200.0,-0.2195,-0.2527,-0.0333,18.9201,18.3779,17.8356,39.825,18.0364,18.3402,-0.8529,-114.2273,5.0668,False
2013-08-20,22.31,22.68,22.3,18.2470852302,32084300.0,-0.2217,-0.2308,-0.009,18.9201,18.3776,17.8352,44.7372,18.0369,18.3062,-0.3801,-95.1374,5.0668,False
2013-08-21,22.54,22.58,22.06,17.9611010768,32403300.0,-0.2241,-0.2338,-0.0096,18.9277,18.3559,17.784,39.6939,17.9721,18.2555,-0.8625,-111.8447,6.9695,False
2013-08-22,22.26,22.39,22.17,18.0340148836,17380600.0,-0.2248,-0.2276,-0.0028,18.9168,18.3325,17.7483,41.4955,18.0094,18.2169,-1.9525,-107.0709,6.9695,False
2013-08-23,22.34,22.57,22.33,18.1798424972,23088700.0,-0.2216,-0.2086,0.013,18.8761,18.3085,17.7409,45.0155,18.0945,18.187,-2.0141,-88.2473,5.332,True
2013-08-26,22.4,22.52,22.23,18.0461671848,22267800.0,-0.2176,-0.2019,0.0157,18.835,18.2786,17.7221,42.5039,18.0936,18.1519,-2.399,-94.2229,6.1437,True
2013-08-27,22.12,22.22,22.0,17.9781142984,37638500.0,-0.2141,-0.1999,0.0142,18.7648,18.2396,17.7144,41.2485,18.0398,18.119,-4.5188,-109.2467,7.9891,True
2013-08-28,22.2,22.41,22.13,18.0542687188,28090000.0,-0.2093,-0.1899,0.0194,18.6878,18.2062,17.7247,43.2578,18.0585,18.0966,-3.5381,-94.893,6.2344,True
2013-08-29,22.24,22.435,22.045,17.8719842018,28303500.0,-0.2063,-0.1945,0.0118,18.6336,18.1692,17.7048,39.7697,18.0261,18.0755,-3.5539,-101.052,6.9225,True
2013-08-30,22.24,22.25,21.9,17.8071719291,33896300.0,-0.2052,-0.201,0.0042,18.5672,18.1281,17.689,38.5844,17.9515,18.0469,-3.2369,-110.8139,8.0925,True
2013-09-03,22.21,22.24,21.97,17.8776552757,26427300.0,-0.2038,-0.1982,0.0056,18.4948,18.0934,17.692,40.6455,17.9178,18.016,-3.3884,-103.659,8.0925,True
2013-09-04,22.38,22.78,22.28,18.337822412,37941800.0,-0.1945,-0.157,0.0374,18.4666,18.0867,17.7068,51.9303,17.9898,18.0222,-0.6542,-57.7324,3.1009,True
2013-09-05,22.68,22.73,22.49,18.3094670427,22552800.0,-0.1806,-0.1253,0.0554,18.4511,18.0827,17.7142,51.2866,18.0408,18.0238,-0.2501,-52.1236,3.1009,True
2013-09-06,22.69,22.82,22.4,18.3661777813,27606600.0,-0.1634,-0.0944,0.069,18.4779,18.0916,17.7052,52.5471,18.1397,18.0584,0.1756,-48.1717,3.8661,True
2013-09-09,22.72,23.03,22.7,18.5606145994,27770600.0,-0.1414,-0.0537,0.0878,18.5414,18.1078,17.6742,56.6663,18.2903,18.1121,2.1286,-20.3765,1.9557,True
2013-09-10,23.07,23.13,22.93,18.6213761051,31705400.0,-0.1164,-0.0163,0.1001,18.6003,18.1218,17.6432,57.8903,18.4391,18.1502,1.8943,-2.9898,1.0555,True
2013-09-11,22.91,22.98,22.71,18.4795992585,45815300.0,-0.0927,0.0019,0.0946,18.6346,18.1335,17.6324,54.0722,18.4674,18.1657,1.2335,-21.0124,2.972,True
2013-09-12,22.78,22.84,22.6,18.3337716449,29517900.0,-0.0733,0.0045,0.0778,18.6404,18.1359,17.6315,50.4084,18.4723,18.1905,0.4398,-35.883,3.9183,True
2013-09-13,23.05,23.46,23.04,18.9899959062,61134800.0,-0.0469,0.0588,0.1057,18.8019,18.193,17.5842,62.62,18.5971,18.2543,4.6854,51.9459,1.5833,True
2013-09-16,23.6301,23.71,23.35,18.9494882357,30088500.0,-0.018,0.0974,0.1155,18.9104,18.2528,17.5952,61.6166,18.6748,18.3056,6.8499,78.929,3.6745,True
2013-09-17,23.69,23.89,23.67,19.2330419289,37540700.0,0.0154,0.1492,0.1338,19.0881,18.3119,17.5358,65.7348,18.7972,18.3847,5.2423,120.7247,5.1502,True
2013-09-18,23.85,23.92,23.56,19.3626664743,31975400.0,0.052,0.1985,0.1464,19.2677,18.3677,17.4678,67.4456,18.9738,18.477,5.4674,122.4321,4.1585,True
2013-09-19,23.96,24.085,23.84,19.3748187755,28261400.0,0.0888,0.2357,0.147,19.418,18.4384,17.4588,67.608,19.182,18.565,6.6652,141.0576,5.5178,True
2013-09-20,23.94,23.96,23.5704,19.2565363777,47069000.0,0.1216,0.2528,0.1312,19.5222,18.4995,17.4768,64.2638,19.2353,18.6573,7.0121,116.2173,3.0884,True
2013-09-23,23.7,23.85,23.61,19.1358235198,22437100.0,0.148,0.2537,0.1057,19.5948,18.5473,17.4998,60.9663,19.2726,18.7459,5.6712,107.3947,3.0884,True
2013-09-24,23.58,23.85,23.58,19.2046865596,24410100.0,0.1698,0.257,0.0872,19.6636,18.6053,17.5469,62.1533,19.2669,18.8344,5.9059,111.1847,2.816,True
2013-09-25,23.78,23.81,23.58,19.2006357925,19879900.0,0.1871,0.2563,0.0692,19.7139,18.6664,17.6188,62.0344,19.2345,18.8919,7.1557,109.8573,2.816,True
2013-09-26,23.75,23.8,23.2,18.9656913039,32003300.0,0.1965,0.2341,0.0376,19.7278,18.712,17.6961,55.4438,19.1527,18.9357,6.2026,77.8816,0.6239,True
2013-09-27,23.21,23.39,22.88,18.6173253381,28924100.0,0.1944,0.1862,-0.0082,19.6911,18.7492,17.8073,47.4372,19.0248,18.9524,4.2567,23.8725,3.392,False
2013-09-30,22.72,23.17,22.6,18.5695262869,32489600.0,0.1841,0.1428,-0.0413,19.6301,18.7873,17.9445,46.4511,18.9116,18.953,4.1348,-1.287,5.7285,False
2013-10-01,22.94,23.04,22.7,18.4958023267,25888800.0,0.1676,0.1013,-0.0663,19.5652,18.8182,18.0713,44.9083,18.7698,18.9446,3.5971,-6.6662,5.7285,False
2013-10-02,22.71,22.9,22.67,18.5403607642,23205400.0,0.1483,0.0712,-0.0771,19.5542,18.8284,18.1025,46.0683,18.6377,18.9487,0.5268,-12.037,5.9805,False
2013-10-03,22.82,22.84,22.5,18.3094670427,34888500.0,0.1243,0.0283,-0.096,19.5542,18.8284,18.1025,41.2468,18.5065,18.9471,0.4839,-37.3335,7.4067,False
2013-10-04,22.6,22.85,22.6,18.4795992585,22550000.0,0.101,0.008,-0.093,19.547,18.834,18.1211,45.7308,18.479,18.913,0.1315,-19.687,7.3093,False
2013-10-07,22.71,23.0,22.57,18.4958023267,21321300.0,0.0795,-0.0067,-0.0862,19.5493,18.8308,18.1123,46.1502,18.4642,18.8828,-0.1303,-10.6913,5.8455,False
2013-10-08,22.87,22.88,22.48,18.2122486336,36111200.0,0.0554,-0.0408,-0.0962,19.5734,18.8103,18.0473,40.3097,18.4075,18.8147,-1.0808,-38.8245,6.6227,False
2013-10-09,22.51,22.96,22.48,18.3013655086,40435400.0,0.0324,-0.0599,-0.0923,19.5837,18.8014,18.0192,42.7494,18.3597,18.744,-0.087,-26.246,5.833,False
2013-10-10,22.985,23.22,22.92,18.7145437471,39189400.0,0.0176,-0.0412,-0.0589,19.5743,18.8205,18.0667,52.4118,18.4407,18.7,1.6637,47.9501,3.3043,False
2013-10-11,22.83,23.26,22.82,18.8401175255,24550600.0,0.0109,-0.0161,-0.027,19.5629,18.813,18.0631,54.8909,18.5128,18.6722,-0.8525,53.658,4.1996,False
2013-10-14,23.085,23.49,23.03,18.9980974403,27176700.0,0.012,0.0163,0.0044,19.5674,18.8154,18.0634,57.8506,18.6133,18.663,-0.9279,88.0574,1.9908,True
2013-10-15,23.4,23.59,23.32,18.9494882357,42957700.0,0.0171,0.0377,0.0206,19.5315,18.8012,18.0709,56.6257,18.7607,18.646,-1.2558,102.769,1.0438,True
2013-10-16,23.26,23.74,23.22,19.1965850255,47723400.0,0.0284,0.0737,0.0453,19.5009,18.7929,18.0849,61.1103,18.9398,18.6457,-0.7525,117.5497,0.3675,True
2013-10-17,23.58,23.94,23.49,19.3788695425,28694900.0,0.0459,0.1156,0.0698,19.5018,18.7931,18.0844,64.0483,19.0726,18.6733,-0.602,148.1904,2.2193,True
2013-10-18,23.86,23.98,23.68,19.3424126391,29579100.0,0.0655,0.1443,0.0787,19.5182,18.7974,18.0766,63.0279,19.1731,18.7216,0.0835,149.4918,2.5875,True
2013-10-21,23.94,24.17,23.815,19.5530525254,35297600.0,0.0888,0.1818,0.093,19.5987,18.8183,18.0378,66.3468,19.2841,18.7872,1.3417,168.7542,4.3279,True
2013-10-22,24.17,24.2,24.01,19.5012027073,29010800.0,0.1121,0.2051,0.093,19.6527,18.8331,18.0136,64.8124,19.3944,18.8542,1.4675,166.0832,4.6016,True
2013-10-23,23.93,24.05,23.56,19.2289911618,31651100.0,0.1295,0.1992,0.0697,19.6567,18.8345,18.0124,57.3515,19.4009,18.9001,1.008,117.1004,0.228,True
2013-10-24,23.86,23.97,23.78,19.2654480652,47590200.0,0.1427,0.1953,0.0526,19.6914,18.8495,18.0076,58.0446,19.3782,18.9639,0.7143,120.3933,0.228,True
2013-10-25,24.11,24.24,24.02,19.6340678663,59634700.0,0.158,0.2194,0.0614,19.8008,18.9004,17.9999,64.3248,19.4366,19.0408,3.634,153.9539,2.7511,True
2013-10-28,24.18,24.49,24.17,19.7353370424,65581600.0,0.1752,0.2438,0.0687,19.915,18.9586,18.0022,65.8304,19.473,19.1235,5.697,165.1444,5.013,True
2013-10-29,24.4,24.67,24.349,19.8673920481,29961700.0,0.1943,0.2707,0.0765,20.0363,19.0272,18.0182,67.7329,19.5462,19.2338,7.0747,174.2709,6.6035,True
2013-10-30,24.53,24.675,24.4,19.8447077527,24091800.0,0.2128,0.2869,0.0741,20.1353,19.0924,18.0496,67.0458,19.6694,19.3367,7.7511,164.7083,6.6477,True
2013-10-31,24.52,24.73,24.43,19.8244539174,30901400.0,0.2292,0.2947,0.0655,20.1924,19.1682,18.144,66.4015,19.7812,19.4107,8.275,157.692,7.1388,True
2013-11-01,24.51,24.65,24.22,19.7069816731,28302100.0,0.241,0.2881,0.0471,20.2282,19.2296,18.2309,62.6593,19.7958,19.4685,7.8775,135.0457,4.994,True
2013-11-04,24.32,24.4,24.15,19.6502709345,26639800.0,0.2478,0.2751,0.0273,20.2421,19.2873,18.3325,60.8846,19.7788,19.512,6.087,116.0043,4.2863,True
2013-11-05,23.92,24.11,23.77,19.6502709345,22849900.0,0.2506,0.2618,0.0112,20.1875,19.3592,18.5308,60.8846,19.7353,19.5587,6.3625,103.8807,2.7029,True
2013-11-06,24.06,24.31,23.89,19.8260848442,25525700.0,0.253,0.2624,0.0094,20.1302,19.4354,18.7406,64.4665,19.7316,19.6006,6.8712,116.9003,4.5918,True
2013-11-07,24.37,24.38,24.0,19.6739853688,25631100.0,0.2519,0.2478,-0.0042,20.1006,19.4834,18.8662,59.4227,19.7015,19.6203,5.9788,112.042,5.2466,False
2013-11-08,24.03,24.115,23.84,19.6993352814,31502900.0,0.2486,0.2355,-0.0131,20.0742,19.5264,18.9785,59.9818,19.7,19.6441,4.6466,95.8269,3.5941,False
2013-11-11,24.04,24.29,23.93,19.7639366715,19236500.0,0.2446,0.2283,-0.0162,20.0644,19.5646,19.0649,61.4328,19.7227,19.6582,4.3739,103.9543,5.2488,False
2013-11-12,23.99,24.5,23.98,19.9773665805,37813500.0,0.2431,0.2372,-0.0059,20.0605,19.616,19.1715,65.8196,19.7881,19.6899,4.83,117.0571,7.1928,False
2013-11-13,24.25,24.62,24.2,20.1163822301,22990300.0,0.245,0.2525,0.0075,20.1137,19.662,19.2104,68.3332,19.8462,19.7491,4.6779,128.8576,8.2863,True
2013-11-14,24.43,24.5,24.35,19.9405683203,20198900.0,0.2455,0.2476,0.0021,20.1377,19.6901,19.2425,62.1408,19.8995,19.7941,3.2974,118.9753,8.2863,True
2013-11-15,24.4,24.55,24.25,20.0509631009,22866500.0,0.2463,0.2497,0.0034,20.1696,19.7255,19.2815,64.3163,19.9698,19.8219,3.3356,118.1175,7.1978,True
2013-11-18,24.61,24.7,24.48,20.1163822301,24712500.0,0.2478,0.2537,0.0059,20.2212,19.7537,19.2862,65.5724,20.0403,19.8473,3.1497,128.7119,8.5993,True
2013-11-19,24.74,24.87,24.61,20.1981561416,24870200.0,0.2504,0.2605,0.0102,20.2789,19.7886,19.2982,67.1223,20.0845,19.8693,3.7308,137.058,10.1629,True
2013-11-20,24.7,24.82,24.46,20.0836726655,20288600.0,0.251,0.2538,0.0027,20.2649,19.8313,19.3977,62.8763,20.0779,19.8853,4.168,122.5681,8.4974,True
2013-11-21,24.61,25.29,24.52,20.6315578726,44050600.0,0.2587,0.2893,0.0306,20.3827,19.8996,19.4165,71.9686,20.2161,19.9391,6.4948,156.7538,12.703,True
2013-11-22,24.5,24.51,23.84,19.5194326761,77908100.0,0.252,0.2251,-0.0269,20.3919,19.8939,19.3958,46.9566,20.1098,19.9266,2.0606,62.9011,5.5643,False
2013-11-25,24.02,24.02,23.5,19.4213039823,43389300.0,0.2344,0.1644,-0.0701,20.4136,19.8782,19.3427,45.4629,19.9708,19.9113,-1.0008,29.0199,2.2704,False
2013-11-26,23.83,23.835,23.52,19.3395300708,30600800.0,0.2092,0.1084,-0.1008,20.4365,19.8518,19.267,44.2073,19.7991,19.8906,-2.48,17.3888,2.2704,False
2013-11-27,23.64,23.92,23.52,19.5439648496,28419200.0,0.1833,0.0797,-0.1036,20.4367,19.8367,19.2368,48.0504,19.6912,19.8718,-2.1521,27.8197,3.0525,False
2013-11-29,23.92,23.99,23.76,19.4949005026,13802900.0,0.1571,0.0523,-0.1048,20.4385,19.8203,19.202,47.2141,19.4638,19.8598,-2.084,35.4575,3.6979,False
2013-12-02,24.0,24.0,23.65,19.3804170265,25685300.0,0.1299,0.0212,-0.1088,20.4499,19.8039,19.158,45.2455,19.436,19.8386,-1.7253,24.255,2.6063,False
2013-12-03,23.69,23.73,23.4,19.2577561593,35066400.0,0.1013,-0.0133,-0.1146,20.4703,19.7843,19.0983,43.1787,19.4033,19.8048,-1.8353,-4.3079,0.1691,False
2013-12-04,23.54,23.85,23.52,19.4131265911,43501500.0,0.0755,-0.0277,-0.1032,20.4753,19.7724,19.0696,46.4956,19.418,19.7672,-1.0784,11.7147,1.3133,False
2013-12-05,23.82,24.35,23.75,19.838350931,45399100.0,0.0594,-0.0048,-0.0642,20.4761,19.7731,19.07,54.3155,19.4769,19.7487,0.1645,62.0688,5.8842,False
2013-12-06,24.97,25.25,24.75,20.2962848354,53871400.0,0.0575,0.0498,-0.0077,20.5412,19.8042,19.0671,60.9079,19.6372,19.7724,3.5685,161.7757,13.2401,False
2013-12-09,24.8401,25.08,24.68,20.386236138,29614700.0,0.0658,0.0991,0.0333,20.6158,19.8385,19.0613,62.0601,19.8384,19.7947,4.0017,149.8625,12.5444,True
2013-12-10,24.89,24.97,24.66,20.2962848354,18203700.0,0.0786,0.1295,0.0509,20.6664,19.8651,19.0638,60.1603,20.0461,19.8067,2.7995,134.0852,12.3438,True
2013-12-11,24.74,24.88,24.4,19.9691891894,24682400.0,0.088,0.1257,0.0377,20.6658,19.8647,19.0637,53.7494,20.1573,19.7915,1.551,99.297,9.7581,True
2013-12-12,24.72,24.89,24.42,20.0100761451,21917800.0,0.0953,0.1245,0.0293,20.6551,19.8594,19.0637,54.4002,20.1916,19.7866,1.0967,98.7176,9.8392,True
2013-12-13,24.205,24.49,24.155,19.8628831044,20631200.0,0.0983,0.1105,0.0122,20.6504,19.8555,19.0607,51.5997,20.1049,19.7353,-0.0408,63.1043,7.2398,True
2013-12-16,24.33,24.71,24.33,19.9937213628,25061100.0,0.1004,0.1087,0.0083,20.6451,19.8527,19.0602,53.8618,20.0264,19.7669,0.6517,82.0463,9.0569,True
2013-12-17,24.42,24.77,24.38,20.1613578814,28158500.0,0.1042,0.1194,0.0152,20.6506,19.8549,19.0593,56.6435,19.9994,19.8163,0.2834,91.0721,9.5483,True
2013-12-18,24.71,25.2,24.53,20.5661387434,42680500.0,0.1151,0.1587,0.0436,20.7155,19.8733,19.0311,62.4937,20.1188,19.898,1.3269,127.0457,12.9754,True
2013-12-19,25.12,25.24,24.89,20.5579613522,31880600.0,0.1295,0.187,0.0575,20.7869,19.897,19.0071,62.3117,20.2284,19.9656,1.6922,136.0692,13.2862,True
2013-12-20,25.11,25.35,25.04,20.4884535274,55380100.0,0.1439,0.2015,0.0577,20.7581,19.8899,19.0216,60.7018,20.3535,20.0319,0.2372,137.2535,14.1438,True
2013-12-23,25.27,25.43,25.18,20.7051543929,28120800.0,0.1607,0.2279,0.0672,20.8685,19.9492,19.0298,63.8238,20.4958,20.1202,3.7536,150.2101,14.7672,True
2013-12-24,25.38,25.62,25.35,20.7951056956,12157900.0,0.1792,0.2532,0.074,20.9738,20.0178,19.0619,65.0584,20.6226,20.2227,6.6611,162.6085,16.2362,True
2013-12-26,25.43,25.7,25.43,21.0158952566,16957000.0,0.2009,0.2877,0.0868,21.0981,20.1017,19.1052,67.9361,20.7125,20.3295,7.8246,173.2237,16.8498,True
2013-12-27,25.75,25.8,25.48,20.9341213451,12970600.0,0.2217,0.3049,0.0832,21.1958,20.1712,19.1465,65.7861,20.7877,20.4026,7.8595,170.1928,17.617,True
2013-12-30,25.67,25.85,25.6,21.1385561239,19787200.0,0.2436,0.3312,0.0876,21.311,20.2534,19.1957,68.4597,20.9178,20.4587,7.7532,180.5043,18.0017,True
2013-12-31,25.81,26.04,25.77,21.224418731,22808100.0,0.2659,0.3549,0.0891,21.4042,20.3456,19.2869,69.5312,21.0216,20.5146,8.5,189.8568,19.4551,True
date,open,high,low,Close,vol,MACD,MACD_Signal,MACD_Hist,Real Middle Band,Real Lower Band,Real Upper Band,RSI,SMA,SMA,ROC,CCI,DX,crossover
