date,open,high,low,Close,vol,MACD_Signal,MACD_Hist,MACD,Real Middle Band,Real Lower Band,Real Upper Band,RSI,SMA,SMA,ROC,CCI,DX,crossover
2012-01-31,56.79,56.867,55.52,51.5717929704,2779100.0,1.0256,0.0047,1.0303,50.676,47.2639,54.088,60.3566,52.1493,51.5374,7.6805,126.1542,5.5953,True
2012-02-01,56.99,58.44,56.64,52.8875864126,2456400.0,1.032,0.0257,1.0578,50.9303,47.6581,54.2026,67.7461,52.2151,51.728,8.7695,174.0872,9.6883,True
2012-02-02,57.88,58.45,57.69,52.8693115036,1060300.0,1.0388,0.0269,1.0657,51.1911,48.1843,54.1979,67.5587,52.2827,51.8913,11.584,175.2094,9.7136,True
2012-02-03,58.25,58.9,58.17,53.4266962257,1561300.0,1.0519,0.0524,1.1043,51.4688,48.7246,54.2129,70.248,52.4874,52.0853,12.0378,181.5945,10.8567,True
2012-02-06,57.88,58.45,57.82,52.9058613215,2157100.0,1.0576,0.0228,1.0803,51.6872,49.2306,54.1437,64.8645,52.7322,52.2723,9.6417,153.5274,9.7575,True
2012-02-07,57.71,57.84,57.28,52.6500125966,2011500.0,1.0518,-0.023,1.0289,51.89,49.8551,53.9249,62.3497,52.9479,52.4167,8.2335,128.9782,8.0762,False
2012-02-08,57.56,57.68,56.44,52.5951878699,1752300.0,1.0359,-0.0635,0.9724,52.0184,50.1527,53.884,61.7996,52.8894,52.4843,5.0255,111.0419,5.5192,False
2012-02-09,57.55,57.93,57.22,52.6317376877,1623300.0,1.0128,-0.0927,0.9201,52.1289,50.3979,53.86,62.0388,52.8419,52.5148,4.3408,116.5819,6.1909,False
2012-02-10,56.98,57.1,56.33,51.7910918774,2246300.0,0.9705,-0.169,0.8015,52.1927,50.617,53.7684,53.7445,52.5148,52.4898,2.6978,84.3993,3.5261,False
2012-02-13,57.05,57.17,56.58,51.7088547873,1819600.0,0.915,-0.2221,0.6929,52.2731,50.9969,53.5492,53.0018,52.2754,52.4399,3.5313,83.2809,3.7194,False
2012-02-14,56.42,56.78,56.4,51.8733289675,2055100.0,0.8546,-0.2416,0.613,52.3425,51.3419,53.3432,54.3535,52.12,52.4057,1.6652,76.2211,3.1789,False
2012-02-15,57.05,57.23,56.43,51.763679514,1743600.0,0.7906,-0.2559,0.5347,52.3517,51.376,53.3274,53.2594,51.9537,52.3527,1.3638,76.8142,4.4448,False
2012-02-16,56.83,58.09,56.7,53.0063733205,1657000.0,0.7458,-0.1794,0.5664,52.3933,51.381,53.4055,62.4404,52.0287,52.3844,1.6626,97.7392,6.8128,False
2012-02-17,57.89,58.01,57.31,52.4307136896,1827900.0,0.7044,-0.1655,0.5389,52.4065,51.3996,53.4134,56.8938,52.1566,52.3862,0.9748,93.1661,6.8128,False
2012-02-21,57.79,57.94,57.21,52.558638052,2203800.0,0.6678,-0.1464,0.5214,52.4115,51.4027,53.4204,57.7866,52.3265,52.4447,0.599,89.6246,6.4955,False
2012-02-22,59.08,62.33,58.38,55.6653725683,6631300.0,0.6841,0.0654,0.7495,52.5755,50.8356,54.3155,72.5698,53.085,52.7176,8.2118,171.5437,17.4461,True
2012-02-23,59.18,60.0,58.53,53.6185827693,6261100.0,0.6986,0.0579,0.7565,52.6285,50.8302,54.4268,58.1861,53.4559,52.7664,4.0402,123.9848,17.4461,True
2012-02-24,58.73,59.17,58.03,53.0520605928,2519000.0,0.7005,0.0076,0.7081,52.6546,50.8476,54.4615,54.9559,53.4651,52.7785,1.9118,101.3333,15.8481,True
2012-02-27,57.71,58.275,57.55,52.896723867,1783400.0,0.6904,-0.0406,0.6497,52.6793,50.8732,54.4853,54.074,53.5583,52.7432,0.6998,83.3686,14.3293,False
2012-02-28,57.99,58.22,57.458,52.796211868,1621400.0,0.67,-0.0814,0.5886,52.735,50.9877,54.4823,53.479,53.6058,52.7359,2.3828,78.171,14.0379,False
2012-02-29,57.79,58.01,57.46,52.8510365947,2588900.0,0.6437,-0.1053,0.5384,52.799,51.135,54.4629,53.7762,53.0429,52.7493,2.01,74.1996,14.0379,False
2012-03-01,58.23,58.35,57.72,52.9424111393,2281200.0,0.615,-0.1148,0.5001,52.8017,51.137,54.4664,54.2977,52.9077,52.7725,-0.154,78.6921,14.8672,False
2012-03-02,57.89,57.9333,57.18,52.3302016905,1426600.0,0.5751,-0.1594,0.4157,52.7747,51.0979,54.4516,50.2301,52.7633,52.7524,-0.884,60.3695,13.1048,False
2012-03-05,57.13,57.41,56.44,51.9647035121,1441600.0,0.5232,-0.2076,0.3156,52.7016,51.0174,54.3859,47.9332,52.5769,52.7639,-2.5297,42.3227,10.737,False
2012-03-06,56.51,57.07,55.94,51.2428446098,1661000.0,0.4538,-0.2778,0.176,52.6185,50.8223,54.4147,43.7043,52.2662,52.7329,-2.361,24.7591,9.1666,False
2012-03-07,56.44,57.5,56.2601,52.2022773281,2840500.0,0.3912,-0.2501,0.1412,52.5961,50.7909,54.4013,49.9877,52.1365,52.7548,-0.5878,41.6078,10.2794,False
2012-03-08,57.37,57.525,57.07,52.2845144182,1678300.0,0.3368,-0.2179,0.1188,52.5806,50.7703,54.3909,50.4951,52.0049,52.7895,-0.2687,49.6647,10.3443,False
2012-03-09,57.62,58.17,57.15,53.1525725919,1604300.0,0.3033,-0.134,0.1692,52.6066,50.7792,54.434,55.5911,52.1694,52.7993,0.4143,65.6238,12.0151,False
2012-03-12,58.3,58.75,58.16,53.5637580426,1065700.0,0.2905,-0.0509,0.2396,52.6952,50.8627,54.5278,57.7959,52.4892,52.8748,2.8897,85.3747,13.4894,False
2012-03-13,58.78,59.82,58.49,54.6511151233,1486400.0,0.3082,0.0705,0.3787,52.8424,50.8822,54.8025,63.0007,53.1708,53.0143,4.6353,111.5356,16.1261,True
2012-03-14,59.63,59.87,59.44,54.5414656698,1555400.0,0.3415,0.1332,0.4746,52.9758,50.936,55.0155,62.1723,53.6387,52.9394,5.4421,120.101,16.2474,True
2012-03-15,59.67,60.21,59.17,54.9892009383,1569000.0,0.3892,0.1909,0.5801,53.137,50.9985,55.2756,64.23,54.1796,53.0307,5.2071,125.4491,17.0768,True
2012-03-16,60.05,60.56,59.9,54.9526511205,2709700.0,0.442,0.2112,0.6532,53.2344,50.9559,55.5128,63.9259,54.5396,53.1574,4.252,137.1425,17.9275,True
2012-03-19,59.82,60.76,59.82,55.1262627552,1109600.0,0.497,0.2199,0.7169,53.3691,50.9805,55.7577,64.7748,54.8521,53.3061,4.7406,138.8975,18.414,True
2012-03-20,59.88,60.1185,59.65,54.8612765759,929000.0,0.5451,0.1924,0.7375,53.4843,51.0416,55.9269,62.3744,54.8942,53.4438,3.7599,123.9694,17.8104,True
2012-03-21,60.04,60.28,59.77,54.9343762115,1125100.0,0.5863,0.1648,0.7511,53.4477,51.1174,55.778,62.7821,54.9728,53.5826,-3.2889,127.0301,18.2132,True
2012-03-22,58.57,59.07,57.66,52.7505245957,4433800.0,0.5848,-0.0059,0.5789,53.4043,51.0561,55.7525,46.6161,54.525,53.5698,-1.55,52.2331,10.9872,False
2012-03-23,57.86,58.03,56.97,52.7322496868,2836900.0,0.555,-0.1191,0.436,53.3883,51.0264,55.7502,46.5087,54.0809,53.5967,-1.9267,27.0058,8.776,False
2012-03-26,58.26,58.87,57.99,53.6642700416,1944400.0,0.5227,-0.1293,0.3934,53.4267,51.0731,55.7803,52.4886,53.7885,53.71,1.021,65.9612,10.9719,False
2012-03-27,58.95,59.65,58.5,54.3495791261,2587000.0,0.5002,-0.09,0.4102,53.5044,51.1366,55.8721,56.3343,53.6862,53.9171,2.4562,95.143,12.9506,False
2012-03-28,59.21,59.54,58.91,54.3769914895,2208400.0,0.4843,-0.0635,0.4209,53.5807,51.2037,55.9576,56.4852,53.5747,54.0621,2.6375,99.6299,12.9506,False
2012-03-29,59.3,59.94,58.91,54.6693900322,2255900.0,0.477,-0.0293,0.4478,53.667,51.2638,56.0703,58.1391,53.9585,54.221,2.7249,110.1709,13.9648,False
2012-03-30,60.15,60.41,59.71,54.9709260294,2475000.0,0.4792,0.0086,0.4878,53.799,51.414,56.1841,59.8261,54.4062,54.3423,4.2751,136.4973,15.146,True
2012-04-02,60.07,60.92,59.73,55.3912489345,1809200.0,0.4928,0.0544,0.5471,53.9704,51.6455,56.2953,62.1069,54.7516,54.4641,6.1139,152.0889,16.4124,True
2012-04-03,60.39,60.41,59.8,55.1262627552,1570500.0,0.5075,0.0588,0.5662,54.1645,52.1561,56.1729,59.8132,54.907,54.4958,5.8525,135.0193,16.4124,True
2012-04-04,59.81,59.98,59.06,54.2582045815,986200.0,0.5071,-0.0016,0.5055,54.2673,52.4721,56.0626,52.9495,54.8832,54.4769,4.313,92.5719,13.8624,False
2012-04-05,58.99,59.86,58.885,54.7516271223,1410800.0,0.504,-0.0124,0.4915,54.3907,52.8342,55.9472,56.0229,54.8997,54.4611,4.3203,99.1964,13.9407,False
2012-04-09,58.9,59.31,58.6,54.1424614533,1410400.0,0.4885,-0.0621,0.4264,54.4402,52.9846,55.8958,51.5673,54.734,54.407,2.2157,67.1539,12.9536,False
2012-04-10,58.84,59.22,58.37,53.6707015743,2174600.0,0.4573,-0.1245,0.3329,54.4455,53.0021,55.8889,48.3749,54.3899,54.31,1.053,48.0099,12.1562,False
2012-04-11,58.94,60.06,58.65,54.9897971583,2575100.0,0.4381,-0.0771,0.361,54.4625,53.002,55.923,56.4515,54.3626,54.3186,0.6532,95.6747,14.4006,False
2012-04-12,60.12,60.66,59.97,55.5119391603,1586100.0,0.4346,-0.014,0.4206,54.511,52.9804,56.0416,59.1612,54.6133,54.3571,1.5738,140.0738,15.9603,False
2012-04-13,60.16,60.85,59.77,55.2737691243,2292400.0,0.4364,0.0071,0.4435,54.5252,52.972,56.0784,57.4153,54.7177,54.5253,1.3166,128.945,15.2485,True
2012-04-16,60.57,60.61,59.84,55.2462879663,2169800.0,0.4399,0.0143,0.4542,54.5399,52.9654,56.1144,57.2065,54.9385,54.6929,0.3337,119.64,15.2485,True
2012-04-17,60.74,61.7,60.602,56.3730154444,2098300.0,0.4614,0.0859,0.5473,54.6022,52.851,56.3535,63.0992,55.479,54.8735,1.8019,170.7703,18.0828,True
2012-04-18,61.5,61.82,61.04,56.2676710054,1559400.0,0.4902,0.1153,0.6056,54.6726,52.7783,56.5669,62.2406,55.7345,55.0014,3.0883,169.6834,18.3883,True
2012-04-19,61.3,61.78,60.41,55.7867507403,2065300.0,0.5134,0.0926,0.606,54.7152,52.7618,56.6686,58.3569,55.7895,55.0953,2.7456,140.1452,16.0766,True
2012-04-20,57.89,58.99,55.96,52.4432098503,13193100.0,0.4772,-0.1446,0.3327,54.6998,52.6811,56.7185,39.8392,55.2234,54.9469,0.1152,-56.7223,1.7981,False
2012-04-23,56.71,56.88,56.1,51.9851905503,4490600.0,0.3974,-0.3192,0.0782,54.6625,52.4786,56.8463,38.0663,54.5712,54.7479,-1.7357,-99.5606,1.7981,False
2012-04-24,56.69,56.761,56.075,51.5638127943,3182400.0,0.2868,-0.4425,-0.1557,54.5574,52.0185,57.0963,36.4667,53.6093,54.4927,-3.3405,-108.4188,1.7254,False
2012-04-25,56.92,57.77,56.668,52.5806156403,2775000.0,0.1782,-0.4343,-0.256,54.469,51.788,57.15,42.6927,52.8719,54.323,-2.9087,-61.6744,4.5241,False
2012-04-26,57.3,57.81,57.16,52.7638233603,1790300.0,0.0792,-0.3963,-0.3171,54.3883,51.606,57.1707,43.7567,52.2673,54.2234,-2.6619,-50.6387,4.6336,False
2012-04-27,57.66,58.22,57.65,53.1119180283,1749200.0,-0.0034,-0.3302,-0.3336,54.3105,51.4772,57.1437,45.8051,52.4011,54.1141,-2.6258,-27.9102,5.7601,False
2012-04-30,57.92,58.18,57.55,53.1027576423,2084300.0,-0.0714,-0.272,-0.3434,54.2171,51.354,57.0801,45.7581,52.6246,54.0448,-3.4497,-30.7098,5.4511,False
2012-05-01,58.12,58.87,57.8,53.3592484503,1597000.0,-0.1225,-0.2043,-0.3268,54.1155,51.2823,56.9486,47.3776,52.9837,54.024,-3.1226,-8.3368,7.3504,False
2012-05-02,57.83,58.71,57.24,53.7165035043,1756500.0,-0.1543,-0.1272,-0.2815,54.045,51.2459,56.844,49.6222,53.2109,53.9391,-2.5702,-14.6782,5.5996,False
2012-05-03,58.79,59.0,58.18,53.4874938543,2255800.0,-0.1756,-0.0854,-0.2611,54.0064,51.199,56.8139,48.2099,53.3556,53.8041,-1.387,2.3231,6.4035,False
2012-05-04,57.67,57.9,56.695,52.1225963403,2453400.0,-0.2107,-0.1403,-0.351,53.875,50.9748,56.7752,40.7952,53.1577,53.5941,-3.2743,-73.4471,1.8854,False
2012-05-07,56.42,56.83,56.13,51.8294639883,2099900.0,-0.2567,-0.1841,-0.4408,53.7593,50.7294,56.7892,39.4008,52.9031,53.3663,-4.1814,-107.6533,0.2386,False
2012-05-08,56.24,56.48,55.46,51.5546524083,2212900.0,-0.311,-0.2171,-0.5281,53.6535,50.4745,56.8325,38.093,52.5421,53.045,-4.6268,-130.6536,1.678,False
2012-05-09,55.87,56.93,55.41,51.7745016723,2030900.0,-0.3634,-0.2095,-0.5729,53.4928,50.2754,56.7102,39.8056,52.1537,52.7455,-5.2115,-118.1405,0.3672,False
2012-05-10,56.82,56.91,55.12,50.7760195983,2189200.0,-0.4269,-0.2542,-0.6811,53.256,49.9714,56.5405,35.0828,51.6114,52.4115,-6.182,-141.7615,1.2019,False
2012-05-11,55.4,56.23,55.13,51.1424350383,1648300.0,-0.4873,-0.2416,-0.7289,53.0494,49.7788,56.32,37.9762,51.4154,52.3247,-7.5924,-144.2428,1.2019,False
2012-05-14,55.28,55.84,55.06,50.7027365103,1240200.0,-0.5485,-0.2447,-0.7932,52.8222,49.5624,56.082,35.9179,51.1901,52.2392,-7.87,-155.3701,1.4081,False
2012-05-15,55.4,56.47,55.31,50.8309819143,1765100.0,-0.6036,-0.2206,-0.8242,52.5451,49.6142,55.4761,36.9852,51.0453,52.1904,-8.4765,-133.4978,0.4926,False
2012-05-16,55.66,56.11,55.1,50.4737268603,2052700.0,-0.6564,-0.2112,-0.8677,52.2554,49.7372,54.7736,35.2338,50.7852,52.0499,-9.2365,-144.6601,0.1419,False
2012-05-17,55.0,55.29,54.21,49.8416602263,2952400.0,-0.7136,-0.2286,-0.9422,51.9582,49.7997,54.1167,32.3314,50.5983,51.8551,-10.505,-176.5963,2.7871,False
2012-05-18,54.52,56.9,53.38,49.9332640863,5900200.0,-0.7674,-0.2152,-0.9826,51.8327,49.5155,54.1498,33.186,50.3565,51.6432,-3.543,-154.1385,1.9891,False
2012-05-21,54.55,55.39,53.49,50.6111326503,3706200.0,-0.8037,-0.1452,-0.949,51.764,49.3882,54.1397,39.2674,50.3382,51.4771,-2.6195,-155.7809,1.9891,False
2012-05-22,55.39,56.36,55.0717,51.2890012143,2010400.0,-0.8145,-0.0432,-0.8577,51.7502,49.3669,54.1336,44.6638,50.4298,51.3391,-0.7065,-101.8242,4.7469,False
2012-05-23,55.75,56.63,55.24,51.7286997423,1900000.0,-0.7999,0.0585,-0.7414,51.7076,49.3549,54.0604,47.8822,50.6808,51.2066,-1.9733,-85.4854,5.4996,True
2012-05-24,56.52,56.52,55.81,51.6554166543,1930200.0,-0.7694,0.1218,-0.6476,51.6522,49.3499,53.9545,47.3901,51.0435,51.0844,-2.2314,-77.7343,5.4996,True
2012-05-25,56.5,56.755,56.13,51.7103789703,1337700.0,-0.728,0.1656,-0.5624,51.5821,49.3786,53.7856,47.8211,51.3989,51.0569,-2.5163,-66.8081,6.167,True
2012-05-29,56.5,57.2,56.26,51.8752659183,1635500.0,-0.6776,0.2016,-0.4761,51.5208,49.4243,53.6172,49.1598,51.6518,51.06,-1.6844,-55.2232,7.4261,True
2012-05-30,56.25,56.41,55.62,51.4813693203,2442900.0,-0.629,0.1946,-0.4344,51.4269,49.5075,53.3463,46.1304,51.6902,51.0551,-4.1787,-80.5176,5.3584,True
2012-05-31,56.38,56.72,55.76,51.5088504783,2321500.0,-0.5821,0.1875,-0.3947,51.3165,49.7077,52.9253,46.3774,51.6463,51.0374,-3.3895,-73.7831,6.2473,True
2012-06-01,55.14,55.59,54.77,50.1989152803,2378800.0,-0.5584,0.0949,-0.4635,51.1521,49.8152,52.4889,37.5777,51.355,50.9989,-5.7797,-120.268,3.1025,True
2012-06-04,55.28,55.6,54.3,50.3088399123,1776700.0,-0.5474,0.044,-0.5034,51.0614,49.7544,52.3683,38.6247,51.0746,50.9433,-3.9724,-120.6381,1.6499,True
2012-06-05,54.7,55.73,54.69,50.9867084763,1225700.0,-0.5329,0.0581,-0.4748,51.0192,49.7606,52.2778,44.7481,50.8969,50.9623,-1.9356,-99.5878,2.0382,True
2012-06-06,56.0,57.72,55.7212,52.8508470273,1919600.0,-0.486,0.1876,-0.2983,51.084,49.6072,52.5608,57.3002,51.1708,51.0969,2.1955,-31.9666,7.7092,True
2012-06-07,58.09,58.2,56.94,52.1592378843,2094400.0,-0.4311,0.2193,-0.2118,51.1033,49.5817,52.6249,52.5542,51.3009,51.2093,2.2308,-18.5126,9.0014,True
2012-06-08,56.92,57.11,56.5,52.2142002003,2776400.0,-0.3724,0.2351,-0.1373,51.1752,49.5877,52.7626,52.8865,51.704,51.3675,0.3514,-36.5215,7.5971,True
2012-06-11,57.12,57.38,55.37,50.7760195983,2445200.0,-0.3363,0.1443,-0.192,51.1569,49.5599,52.7538,44.2071,51.7974,51.4237,2.0452,-66.8241,4.0944,True
2012-06-12,55.76,56.77,55.46,52.0035113223,1855900.0,-0.296,0.1612,-0.1348,51.2219,49.5985,52.8453,51.4877,52.0008,51.5165,1.6655,-54.0508,4.0944,True
2012-06-13,56.57,57.32,56.39,51.7332799353,2064800.0,-0.2588,0.1488,-0.1099,51.267,49.6394,52.8946,49.9502,51.7772,51.5461,1.5052,-36.3712,5.6406,True
2012-06-14,56.61,57.52,56.24,52.5531344823,2111900.0,-0.2118,0.1879,-0.0239,51.371,49.6944,53.0475,54.3785,51.856,51.6011,2.5129,-21.8315,6.1998,True
2012-06-15,57.34,58.39,57.16,53.4233711523,1947400.0,-0.1468,0.2601,0.1133,51.5501,49.8016,53.2986,58.5493,52.0979,51.7189,5.6068,18.8615,8.5962,True
2012-06-18,58.07,58.89,57.77,53.7714658203,1360800.0,-0.068,0.3152,0.2472,51.742,49.9051,53.5788,60.1122,52.697,51.8563,3.4974,39.9639,9.941,True
2012-06-19,59.0,59.0,58.49,54.0187962423,1819200.0,0.0194,0.3496,0.3691,51.9124,49.9027,53.9221,61.2251,53.1,51.9992,6.5174,54.0499,10.2364,True
2012-06-20,59.0,59.17,58.36,53.8905508383,1392200.0,0.1056,0.3445,0.4501,52.0424,49.88,54.2049,60.2906,53.5315,52.1598,4.9858,52.0848,10.6969,True
2012-06-21,58.82,58.92,56.84,52.1134359543,1987800.0,0.1578,0.2089,0.3667,52.0617,49.9039,54.2195,49.1512,53.4435,52.2002,4.0438,0.5972,5.7638,True
2012-06-22,57.11,57.76,56.84,52.8187856763,1666800.0,0.1969,0.1565,0.3534,52.1198,49.9463,54.2934,52.8554,53.3226,52.3748,2.1939,-3.8415,5.7638,True
2012-06-25,57.01,57.25,56.2,51.6187751103,1245200.0,0.2062,0.0371,0.2433,52.1153,49.938,54.2926,46.6596,52.8921,52.4621,0.8722,-38.5983,3.7505,True
2012-06-26,56.67,57.27,56.44,52.2233605863,1191400.0,0.2054,-0.003,0.2024,52.1327,49.9577,54.3076,49.834,52.533,52.5446,0.1224,-23.2218,3.8087,False
2012-06-27,57.4,57.85,57.09,52.6905402723,696700.0,0.2054,-0.0,0.2054,52.1931,50.0268,54.3595,52.1896,52.293,52.5339,2.5527,5.921,5.4937,False
2012-06-28,57.32,57.35,56.19,52.2142002003,1302900.0,0.1978,-0.0304,0.1674,52.2284,50.0849,54.3719,49.643,52.3131,52.5376,1.1107,-22.9226,2.6559,False
2012-06-29,57.73,59.36,57.73,54.3668909103,2044800.0,0.2197,0.0877,0.3074,52.4368,50.3127,54.5609,59.2668,52.6228,52.6811,6.7818,75.3154,8.2608,True
2012-07-02,59.29,59.91,59.15,54.6691836483,1372000.0,0.2633,0.1744,0.4377,52.6548,50.5542,54.7554,60.4053,53.2328,52.9406,7.7518,113.3284,9.7074,True
2012-07-03,59.62,60.21,59.5899,55.0997217903,941300.0,0.3245,0.2447,0.5692,52.8605,50.6508,55.0701,62.025,53.8081,53.147,8.0388,130.7839,10.4904,True
2012-07-05,59.07,60.06,59.03,54.8890329123,1755500.0,0.3894,0.2595,0.6489,52.9624,50.5825,55.3423,60.7226,54.2478,53.3574,4.0541,113.1476,8.7014,True
2012-07-06,59.47,59.77,57.38,53.1760407303,2038600.0,0.425,0.1423,0.5673,53.0132,50.6608,55.3656,51.3331,54.4402,53.3989,2.9637,58.2466,4.1048,True
2012-07-09,57.99,58.18,56.81,52.7535713221,1364500.0,0.4326,0.0306,0.4632,53.0402,50.7128,55.3675,49.318,54.1175,53.3543,2.1375,18.1658,2.4282,True
2012-07-10,57.9,58.21,56.92,52.7627554397,1227400.0,0.4215,-0.0444,0.3771,53.1395,51.0497,55.2293,49.3643,53.7362,53.287,1.7093,23.8729,2.5123,False
2012-07-11,57.45,57.74,56.78,52.6617301464,1221700.0,0.3967,-0.0994,0.2973,53.1724,51.1352,55.2097,48.8385,53.2486,53.1966,1.9721,14.167,2.095,False
2012-07-12,56.84,56.97,55.85,52.0004736814,1346300.0,0.353,-0.1744,0.1786,53.1858,51.1832,55.1883,45.4438,52.6709,53.0706,-0.3531,-27.9148,0.6374,False
2012-07-13,56.65,57.45,56.52,52.5515207356,987200.0,0.3079,-0.1804,0.1275,53.1857,51.1831,55.1884,48.6317,52.546,53.0998,0.1371,11.304,0.7567,False
2012-07-16,57.2,57.53,56.58,52.4688636774,718600.0,0.2623,-0.1828,0.0795,53.138,51.1149,55.1611,48.1793,52.4891,53.0764,-1.2176,17.4212,0.9892,False
2012-07-17,57.56,58.37,56.74,53.4240119047,1493900.0,0.2332,-0.1161,0.1171,53.1206,51.1137,55.1276,53.532,52.6213,53.1968,-0.6262,62.0409,3.4052,False
2012-07-18,57.96,59.78,57.96,54.8842865984,1725600.0,0.2389,0.0228,0.2618,53.1639,51.047,55.2808,60.2565,53.0658,53.3742,1.5845,148.0046,7.268,True
2012-07-19,59.69,60.0,59.44,54.7557089524,2618100.0,0.2635,0.0983,0.3619,53.2071,50.9992,55.4151,59.4449,53.6169,53.5119,1.6654,171.783,7.8527,True
2012-07-20,59.59,59.75,58.49,53.9015860184,2341700.0,0.2844,0.0836,0.368,53.2966,51.1286,55.4645,54.2451,53.8869,53.6244,1.6714,121.9512,4.9469,True
2012-07-23,57.54,57.54,56.61,52.4321272072,2360600.0,0.2778,-0.0264,0.2514,53.2772,51.0858,55.4687,46.713,53.8795,53.4954,-0.1228,7.3922,0.4508,False
2012-07-24,57.01,57.09,56.45,52.1290513274,2627400.0,0.2489,-0.1158,0.1331,53.3027,51.1783,55.4272,45.3224,53.6206,53.326,-0.0211,-10.745,0.892,False
2012-07-25,56.8,57.41,56.31,51.9086325057,1863100.0,0.2033,-0.1821,0.0212,53.287,51.1264,55.4476,44.2948,53.0254,53.1133,0.5042,-11.068,0.0093,False
2012-07-26,57.51,58.25,56.9,52.6341777937,2005000.0,0.1609,-0.1697,-0.0088,53.2842,51.1204,55.448,48.4191,52.6011,52.963,0.9523,36.0764,2.3382,False
2012-07-27,57.75,59.08,57.73,54.0760842522,1627400.0,0.1453,-0.0625,0.0828,53.3773,51.2456,55.5089,55.4435,52.636,53.023,3.2834,102.376,4.5716,False
2012-07-30,58.88,59.14,58.25,53.7362719021,1071600.0,0.1416,-0.015,0.1266,53.3457,51.2553,55.4362,53.6004,52.8968,53.0885,-0.1125,105.9958,4.7318,False
2012-07-31,58.45,58.71,57.88,53.2862501412,1280800.0,0.1379,-0.0145,0.1235,53.2766,51.2763,55.2769,51.186,53.1283,53.1234,-1.7491,76.5169,3.6409,False
